0acc4247ba29085af36e0db5c9e6897784656546bdc05a88552066044c1d0f58,bf7595dd641bb33f6a830b479fe787753338ec7180076e78f01eef2d1c1770af,201d684b870c77c35ea107842260c18738f0590653abefcb191d6fc6319ac4b3,f0a852b843a9f50b36579b08696dc2526d2d4310cccfd7e9894303193327a4a3,5ce634891af94d20287dd2b972a7468254d4ed5d15b152ac4ef65b94f0286332,eb30feb964333b8ac35983dc3ac2cdce23d57a82d86a6a514008007a4c3916d6,e5bf0d73140edccfd56f936505c7b1439c9542a789f05f4f864c71cc9f8a8914,f3dbb8969c637349f97be1281c3409bfba6181c93f48f8cd1999eb37cdd71bbc,3ca9049e02f73d0517c999fec2ffc7be1488b90ef3240a46505ee042596060f1,48f52414c24a97e733cbdd24517830b77601bf651471c652da87c8d0567d81a8,81c44176d86932b413948e886fd1555b0a39bae00a52a5acac04f0fa5dfc73cb,2dd2e8df3b710775c105de18f0634adaf7d46a8e0cbf728cd3a500473713aa62,0e898c941ff31cf87fc5e44923518384853e10516ab822b620102c06e2bbdbd3,d26a26efc7b501453bd5acba8ab7421744490baa0f450d3ba1dab46b2cc4ef30,97a876edc72aef5d7e7a80e2720e376dc338e0613467c03f49071a9d79fb9336,f6129598aa9d419474d8f50e46911268c4d6fdfca66b88481ed9e25485cdd37f,683985ab3195a4df121287996249142d9b1d76c8d84d6da7bfa37d2ff3620bf4,31c2179a699e245a5f1308e8c503268207d36e936604967126d481711ea622b7,3d2e54d7b233f9f68a0c6f536fcb9b7cc52d04b6a461ebdeade76f0d9345ba0b,94227d28ac594d6388cb735db81deafb52768da23226fe9687d1f082c40a8c4c,4f26d7e525800bee6fa9c6e3d9bf1f1c28c03871c8c7cf4edc36702901e3a165,1751450d98350afd25cc08b89c4665f1b15723f40626cf6835e5e1cd46f6c31c,49f53f606f3dc69f87a03d82238810b79ef5902f9dfe18d1f96b3c4dd0a0288b,e7813fb9e8095a728f129e26b98a7661e5119fad9b2458ba5073eeaab3b41398,a229ca88acffa1442cc86b258149974565b2f69400b348eb4180d09a5b2ed12a,f2d360af32ccd08211d1e7b97b757140f37ed32ea4dac115225e8adb6a127d39,293b3008afcbc61b696eea0daed83cda77565d60b2d0cf03c95016653e12032f,20c0fb0199e33b7938bc0a1fa9d8838901612f179035ee27b0483a8283f50771,ed6f13362e4eba9230a8752598e6dd08e1433cb57875e801cd1a5446f7a31be6,7300bc295f6773966909054ce634243e112b639ae413ea0440292df6774a31a8,83a3bebb577501ee96ae573f28ae44fa1a1ba7f30d9a86b91f03dabe723f3842
"0","101011","0","0","0","1","0","101011","1","0","0","1","0","0","0","1","0","1","0","0","0","0","60","0","6","0","0","四處都可買到，價格低廉的劍。\n對大多數習劍之人來說，這是他們\n第一次獲得的，很重要的一把劍。","鐵劍","0","15"
"0","101071","0","0","0","1","0","101071","7","0","0","1","0","0","0","1","0","1","0","0","0","0","60","25","6","0","0","外觀宛如一隻筆的短劍。\n攻擊力雖低，\n但十分方便攜帶。","殺手筆劍","0","0"
"0","101101","0","0","0","1","0","101101","10","0","0","1","0","0","5","1","0","1","0","0","0","0","60","0","4","0","0","能夠強化拳頭威力的木製武器。\n雖然做工簡樸，但比起徒手攻擊，\n可減輕對拳頭帶來的負擔","木製拳套","0","0"
"0","101131","0","0","0","1","0","101131","13","0","0","1","0","0","0","1","0","1","0","0","0","0","60","0","3","0","0","標準的木製弓。\n主要受到獵人們的喜愛，\n無論是射程或威力，\n都十分適合用來狩獵動物。","獵人弓","1","0"
"0","101161","0","0","0","1","0","101161","16","0","0","1","0","0","0","1","0","1","0","1","0","0","60","0","4","0","0","士兵經常使用的戟。\n攻擊距離較長，且易於使用，\n所以經常被使用於戰鬥之中。","鋼之戟","0","0"
"0","101191","0","0","0","1","0","101191","19","0","0","1","0","0","0","1","0","1","0","0","0","0","60","0","8","0","0","小型單手斧。\n本來是要做為擲斧用的，\n但由於使用上非常方便，\n因此也被拿來當成近戰攻擊使用。","單手斧","0","0"
"0","101251","0","8","0","1","0","101251","25","0","0","1","0","0","0","1","0","1","0","0","0","0","60","0","0","0","0","以生長在神秘森林裡，\n名叫阿斯特賴亞檜木的檀木\n所削製而成的法杖。\n其散發的香氣能緩和傷者的心情。","檀香之杖","0","0"
"0","101281","0","0","0","1","0","101281","28","0","0","2","0","0","0","2","0","1","0","0","0","0","60","0","2","0","0","原本是工匠在穿的圍裙。\n上面的大口袋保留了原本的特徵。\n新人冒險者身上得攜帶的物品較多，\n所以這些口袋對他們來說非常重要。","皮革工作服","0","50"
"0","101371","0","1","0","1","0","101371","37","0","0","2","0","0","0","2","0","1","0","0","0","0","60","0","0","0","0","冒險者在最初時選擇的一套裝備。\n道具名稱蘊含了祝福冒險者\n踏出第一步的意思，\n因此名稱也成為賣點之一。","旅行長袍","0","55"
"0","101401","0","0","0","1","0","101401","40","0","0","2","0","0","0","2","0","1","0","1","0","0","60","0","2","0","0","以名為阿斯特賴亞雪松的針葉樹，\n所製作而成的盾。\n因為方便加工而且便宜，\n所以經常用在學生的模擬戰。","木製盾","0","15"
"0","101431","0","0","0","1","0","101431","43","0","0","2","0","0","0","2","0","1","0","0","0","1","60","0","0","0","0","即使不是冒險者也很喜歡的基本款。\n很輕，也很適合走路，\n穿得越久就會越合腳。","皮靴","0","15"
"0","101521","0","3","0","1","0","101521","52","0","0","2","0","0","0","2","0","1","0","0","0","0","60","0","0","0","0","原本是畫家愛用的帽子，\n但因為很適合用來遮陽跟擋風，\n所以很受新手冒險者的歡迎。","時尚貝雷帽","1","0"
"0","101551","0","0","0","1","0","101551","55","0","0","2","0","0","0","3","0","1","0","1","0","0","60","25","3","0","0","只要裝備之後，就會湧出幹勁的\n不可思議的手鍊。\n具有提升攻擊力的效果。","幹勁手鍊","0","0"
"0","101581","0","0","0","1","0","101581","58","0","0","2","0","0","0","3","0","1","0","1","0","0","60","50","0","0","0","有著四葉幸運草圖案的\n護身符。\n據說能夠帶來幸運，\n能保護持有者的安全。","守護墜飾","0","0"
"0","101611","0","3","0","1","0","101611","61","0","0","2","0","0","0","3","0","1","0","0","0","0","60","25","0","0","0","帶有魔力的手鍊。\n戴上之後氣魄就會高漲，\n有能使裝備者的魔法攻擊力\n提升的效果。","氣魄手環","1","0"
"0","102011","0","0","0","2","0","102011","1","0","0","6","0","0","0","6","0","1","0","0","0","0","160","0","13","0","0","刀刃與刀柄是用齒輪接合的\n一把很稀有的劍。\n這是由鐘錶商人與鐵匠所合作\n開發出來的武器。","齒輪劍","0","30"
