e5b7db1d1d188f893aa7d11df366f8f354f44c4e3ff3cff5bffd9d60349f4dae,15a7b6398852e290322e430a4c2a863b67de2d000ae03b6d226000767e62fa48,7d5aa1521dd1cf66ecc3e83bb223abd6d136ec7303c58bcc020ae9e44ecad047,1807ff60954e1b93a46ff73aaf6b5088ce22317780696ea774d209a052b7f995,bfc3e8a007c34605cb00a8c0c7051542070dd65ae0c28ea89a2a93e9062b67ef,b806ffcf62ff344860d03ccffeb4d86d70901299ca9012e24ad8a36fc0e780d0,4893158dc0b82af3dc9ac4cc7a00aa4a9a0f97e5775e4fa372bb00eda840cd30,40ef7a7db5d33679871a87eda0429fbdbdcf7da7a8a0828ca671b9981a1bc998,2df5843a441b9c0d4b7d6427793d3b0023227587aa2ff821ee376476f5352ef3,8401fada00e520f09075694deeaed924ccb5c0a24f0bfc2b89da25c65ab7dde4,f5a3a924a6b4a78b2834eab00bc54deeac6316b2848334614d809b9c84ce9381,8c8e219dacd6f60464ef6453cd2557cb58196517880cac278bf0bc2edff05b5f,c9aa256b840ae5cc0301396e3cb7018844493590d30605303c598e0ba9f367d4,1ca4391163fabb4a691f40d885464eb5bc7d4ee292f4cd908814651c9dcfb47c,ffc52bd16d14cc19bf1d6840360f324c398a7627a487ca91e207807f682ff3aa,5bd96bd299fc36056b90f3bd3cd8059cd5ea78c28f4af54678c18f993c8a6d59,0e8c9ce7c37aae615193083bb9f471d9188454cd54c614fc986973fff28d7bc6,dd0c20e9ee0434da9003731169012474d400e01bce2700d77bcad78afe0332d2,eb7cb544b6476aecdf16052e41421e3e2899c93ef25bcbff24cd296fc07b6f3f,0f597fa94d6ffae404aaecafe25d4db3cb57ddef696052f3e443101b5747727c,6ddae22fd9aee7251aa74d73991fc095d2979370d7ab58ae203c50d6d2afc6c1,ca62439454ab4c4ef73d237a5f92d88c04d36905e45ccc65f1d2b541e5f40056,10ed14b77709382733d3087d3efe371834d8fa79f56d24c159ac5226229e7d93,633fe414a3aeb481c056eed608258605d89510556939cd4f20b59fb73e25e887,b1aae4af39cc30fab71fef61d6f6e6a0f9415484ae9e7a23f4c6a588dc166e8c,05ab66f42226a2bd8c320876324dc34a1be17551b7beae8359429f6dd71a13b0,12df72cc9e12950e441a415b5b570fd8cef8d1798860b8277fc4c4e3491e77d8,ae1460dd65cd235a7e97884cdb012b39f5de9df93e06db785f5d9f4282408c35,d9a2acfb90ac024322c0375916d897c75bc1aafaa103e6059d5d8da492f4ac16,1babba4f4f2af362f8287b7070581250659fab9efe4d476bed03ff5804f25d7d,b6916a5af9ee100798fb8de224c46cf7b3008a44573f74b92e6cb39832576ed7,dc71f59a97ae1bb0c5460080dc45a10093fe167c16d852d333aeca224700ce74,8f3172bf9a30271c09d5d37fc5184423fdd4e079c246e0618d05b984ba73d9c1,c04259036019e3bf7bb7dcdffafded271cc53592afa0210eaedcbaaa4d3d0187,c49fb599701a345f2b94f71686a2135a082d3010db663aa5901b277484411c8f,19ccb85dcfff2401cab9af31d3e37c89ddb001d0c2cedc428f85728d724737ef,72596db9246a86bd93ad67dbe5b1b409d097bdc349c221a6be70fbbb90d35500,726252d6284aaf6555073d160bc924d5936d5eb40de2e7555d99cf2ffb139e7c
"0","1","0","36","0","0","1","273","61001004","0","0","0","18","0","0","1","0","0","61001005","0","0","0","670090110","670110010","0","0","650002011","1","0","30","0","61001007","0","1","0","0","670300010","0"
"0","1","101011","66","0","0","1","273","10011002","0","0","0","66","0","0","1","0","0","10011003","0","0","4","670120008","670390010","0","0","650002012","2","0","66","0","10011001","0","1","0","0","670300010","0"
"0","1","0","66","0","0","1","273","10011005","101011","0","4","66","0","0","1","0","0","10011006","0","0","0","670380009","670420010","0","0","650002013","3","0","66","0","10011004","0","1","0","670230010","670050009","0"
"0","1","0","36","0","0","1","281","61001004","0","0","0","18","0","0","1","0","0","61001005","0","0","0","670370011","670440011","0","0","650002021","1","0","30","0","61001007","0","1","0","0","670060011","0"
"0","1","101011","66","0","0","1","281","10011002","0","0","0","66","0","0","1","0","0","10011003","0","0","4","670330009","670080011","0","0","650002022","2","0","66","0","10011001","0","1","0","0","670210111","0"
"0","1","0","66","0","0","1","281","10011005","101011","0","4","66","0","0","1","0","0","10011006","0","0","0","670290111","670160011","0","0","650002023","3","0","66","0","10011004","0","1","0","670340011","670380110","0"
"0","1","0","36","0","0","1","288","61001004","0","0","0","18","0","0","1","0","0","61001005","0","0","0","670060012","670130012","0","0","650002031","1","0","30","0","61001007","0","1","0","0","670090012","0"
"0","1","101011","66","0","0","1","288","10011002","0","0","0","66","0","0","1","0","0","10011003","0","0","4","670090012","670070012","0","0","650002032","2","0","66","0","10011001","0","1","0","0","670300112","0"
"0","1","0","66","0","0","1","288","10011005","101011","0","4","66","0","0","1","0","0","10011006","0","0","0","670040011","670100012","0","0","650002033","3","0","66","0","10011004","0","1","0","670210112","670030012","0"
"0","1","0","36","0","0","1","298","61001004","0","0","0","18","0","0","1","0","0","61001005","0","0","0","670030013","670020013","0","0","650002041","1","0","30","0","61001007","0","1","0","0","670280013","0"
"0","1","101011","66","0","0","1","298","10011002","0","0","0","66","0","0","1","0","0","10011003","0","0","4","670120011","670390013","0","0","650002042","2","0","66","0","10011001","0","1","0","0","670300013","0"
"0","1","0","66","0","0","1","298","10011005","101011","0","4","66","0","0","1","0","0","10011006","0","0","0","670270013","670420013","0","0","650002043","3","0","66","0","10011004","0","1","0","670160013","670380112","0"
"0","1","0","36","0","0","1","309","61001004","0","0","0","18","0","0","1","0","0","61001005","0","0","0","670090114","670110014","0","0","650002051","1","0","30","0","61001007","0","1","0","0","670300014","0"
"0","1","101011","66","0","0","1","309","10011002","0","0","0","66","0","0","1","0","0","10011003","0","0","4","670090014","670070014","0","0","650002052","2","0","66","0","10011001","0","1","0","0","670300114","0"
"0","1","0","66","0","0","1","309","10011005","101011","0","4","66","0","0","1","0","0","10011006","0","0","0","670330012","670250014","0","0","650002053","3","0","66","0","10011004","0","1","0","670130114","670290214","0"
"0","1","0","36","0","0","1","313","61001004","0","0","0","18","0","0","1","0","0","61001005","0","0","0","670370015","670440015","0","0","650002061","1","0","30","0","61001007","0","1","0","0","670060015","0"
"0","1","101011","66","0","0","1","313","10011002","0","0","0","66","0","0","1","0","0","10011003","0","0","4","670050014","670140015","0","0","650002062","2","0","66","0","10011001","0","1","0","0","670300015","0"
"0","1","0","66","0","0","1","313","10011005","101011","0","4","66","0","0","1","0","0","10011006","0","0","0","670040014","670100015","0","0","650002063","3","0","66","0","10011004","0","1","0","670210115","670030015","0"
"0","1","0","36","0","0","1","321","61001004","0","0","0","18","0","0","1","0","0","61001005","0","0","0","670060016","670130016","0","0","650002071","1","0","30","0","61001007","0","1","0","0","670090016","0"
"0","1","101011","66","0","0","1","321","10011002","0","0","0","66","0","0","1","0","0","10011003","0","0","4","670090016","670070016","0","0","650002072","2","0","66","0","10011001","0","1","0","0","670300116","0"
"0","1","0","66","0","0","1","321","10011005","101011","0","4","66","0","0","1","0","0","10011006","0","0","0","670290116","670160016","0","0","650002073","3","0","66","0","10011004","0","1","0","670340016","670380115","0"
"0","1","0","36","0","0","1","321","61001004","0","0","0","18","0","0","1","0","0","61001005","0","0","0","670090117","670110017","0","0","650002081","1","0","30","0","61001007","0","1","0","0","670300017","0"
"0","1","101011","66","0","0","1","321","10011002","0","0","0","66","0","0","1","0","0","10011003","0","0","4","670120015","670390017","0","0","650002082","2","0","66","0","10011001","0","1","0","0","670300017","0"
"0","1","0","66","0","0","1","321","10011005","101011","0","4","66","0","0","1","0","0","10011006","0","0","0","670380016","670420017","0","0","650002083","3","0","66","0","10011004","0","1","0","670230017","670050016","0"
"0","1","0","36","0","0","1","321","61001004","0","0","0","18","0","0","1","0","0","61001005","0","0","0","670030018","670020018","0","0","650002091","1","0","30","0","61001007","0","1","0","0","670280018","0"
"0","1","101011","66","0","0","1","321","10011002","0","0","0","66","0","0","1","0","0","10011003","0","0","4","670210118","670280018","0","0","650002092","2","0","66","0","10011001","0","1","0","0","670010018","0"
"0","1","0","66","0","0","1","321","10011005","101011","0","4","66","0","0","1","0","0","10011006","0","0","0","670270018","670420018","0","0","650002093","3","0","66","0","10011004","0","1","0","670160018","670380117","0"
"0","1","0","36","0","0","1","321","61001004","0","0","0","18","0","0","1","0","0","61001005","0","0","0","670380018","670340019","0","0","650002101","1","0","30","0","61001007","0","1","0","0","670320019","0"
"0","1","101011","66","0","0","1","321","10011002","0","0","0","66","0","0","1","0","0","10011003","0","0","4","670330017","670080019","0","0","650002102","2","0","66","0","10011001","0","1","0","0","670210119","0"
"0","1","0","66","0","0","1","321","10011005","101011","0","4","66","0","0","1","0","0","10011006","0","0","0","670290119","670160019","0","0","650002103","3","0","66","0","10011004","0","1","0","670340019","670380118","0"
"0","1","0","36","0","0","1","321","61001004","0","0","0","18","0","0","1","0","0","61001005","0","0","0","670090120","670110020","0","0","650002111","1","0","30","0","61001007","0","1","0","0","670300020","0"
"0","1","101011","66","0","0","1","321","10011002","0","0","0","66","0","0","1","0","0","10011003","0","0","4","670210120","670280020","0","0","650002112","2","0","66","0","10011001","0","1","0","0","670010020","0"
"0","1","0","66","0","0","1","321","10011005","101011","0","4","66","0","0","1","0","0","10011006","0","0","0","670040019","670100020","0","0","650002113","3","0","66","0","10011004","0","1","0","670210120","670030020","0"
"0","1","0","36","0","0","1","321","61001004","0","0","0","18","0","0","1","0","0","61001005","0","0","0","670370021","670440021","0","0","650002121","1","0","30","0","61001007","0","1","0","0","670060021","0"
