726252d6284aaf6555073d160bc924d5936d5eb40de2e7555d99cf2ffb139e7c,0e8c9ce7c37aae615193083bb9f471d9188454cd54c614fc986973fff28d7bc6,05ab66f42226a2bd8c320876324dc34a1be17551b7beae8359429f6dd71a13b0,19ccb85dcfff2401cab9af31d3e37c89ddb001d0c2cedc428f85728d724737ef,e5b7db1d1d188f893aa7d11df366f8f354f44c4e3ff3cff5bffd9d60349f4dae,eb7cb544b6476aecdf16052e41421e3e2899c93ef25bcbff24cd296fc07b6f3f,10ed14b77709382733d3087d3efe371834d8fa79f56d24c159ac5226229e7d93,6ddae22fd9aee7251aa74d73991fc095d2979370d7ab58ae203c50d6d2afc6c1,8c8e219dacd6f60464ef6453cd2557cb58196517880cac278bf0bc2edff05b5f,b806ffcf62ff344860d03ccffeb4d86d70901299ca9012e24ad8a36fc0e780d0,d9a2acfb90ac024322c0375916d897c75bc1aafaa103e6059d5d8da492f4ac16,bfc3e8a007c34605cb00a8c0c7051542070dd65ae0c28ea89a2a93e9062b67ef,633fe414a3aeb481c056eed608258605d89510556939cd4f20b59fb73e25e887,4893158dc0b82af3dc9ac4cc7a00aa4a9a0f97e5775e4fa372bb00eda840cd30,ca62439454ab4c4ef73d237a5f92d88c04d36905e45ccc65f1d2b541e5f40056,0f597fa94d6ffae404aaecafe25d4db3cb57ddef696052f3e443101b5747727c,b1aae4af39cc30fab71fef61d6f6e6a0f9415484ae9e7a23f4c6a588dc166e8c,1ca4391163fabb4a691f40d885464eb5bc7d4ee292f4cd908814651c9dcfb47c,1babba4f4f2af362f8287b7070581250659fab9efe4d476bed03ff5804f25d7d,f5a3a924a6b4a78b2834eab00bc54deeac6316b2848334614d809b9c84ce9381,b6916a5af9ee100798fb8de224c46cf7b3008a44573f74b92e6cb39832576ed7,c9aa256b840ae5cc0301396e3cb7018844493590d30605303c598e0ba9f367d4,7d5aa1521dd1cf66ecc3e83bb223abd6d136ec7303c58bcc020ae9e44ecad047,15a7b6398852e290322e430a4c2a863b67de2d000ae03b6d226000767e62fa48,8f3172bf9a30271c09d5d37fc5184423fdd4e079c246e0618d05b984ba73d9c1,c04259036019e3bf7bb7dcdffafded271cc53592afa0210eaedcbaaa4d3d0187,ffc52bd16d14cc19bf1d6840360f324c398a7627a487ca91e207807f682ff3aa,ae1460dd65cd235a7e97884cdb012b39f5de9df93e06db785f5d9f4282408c35,40ef7a7db5d33679871a87eda0429fbdbdcf7da7a8a0828ca671b9981a1bc998,12df72cc9e12950e441a415b5b570fd8cef8d1798860b8277fc4c4e3491e77d8,2df5843a441b9c0d4b7d6427793d3b0023227587aa2ff821ee376476f5352ef3,c49fb599701a345f2b94f71686a2135a082d3010db663aa5901b277484411c8f,dd0c20e9ee0434da9003731169012474d400e01bce2700d77bcad78afe0332d2,dc71f59a97ae1bb0c5460080dc45a10093fe167c16d852d333aeca224700ce74,72596db9246a86bd93ad67dbe5b1b409d097bdc349c221a6be70fbbb90d35500,8401fada00e520f09075694deeaed924ccb5c0a24f0bfc2b89da25c65ab7dde4,1807ff60954e1b93a46ff73aaf6b5088ce22317780696ea774d209a052b7f995,5bd96bd299fc36056b90f3bd3cd8059cd5ea78c28f4af54678c18f993c8a6d59
"0","0","0","0","0","61001005","670090110","0","0","0","0","0","670110010","1","0","0","0","0","30","0","0","18","0","1","0","1","0","1","273","650002011","61001004","0","0","61001007","670300010","0","36","1"
"0","0","0","0","0","10011003","670120008","0","0","0","0","0","670390010","1","4","0","0","0","66","0","0","66","101011","1","0","1","0","2","273","650002012","10011002","0","0","10011001","670300010","0","66","1"
"0","0","0","670230010","0","10011006","670380009","0","4","0","0","0","670420010","1","0","0","0","0","66","0","0","66","0","1","0","1","0","3","273","650002013","10011005","0","0","10011004","670050009","101011","66","1"
"0","0","0","0","0","61001005","670370011","0","0","0","0","0","670440011","1","0","0","0","0","30","0","0","18","0","1","0","1","0","1","281","650002021","61001004","0","0","61001007","670060011","0","36","1"
"0","0","0","0","0","10011003","670330009","0","0","0","0","0","670080011","1","4","0","0","0","66","0","0","66","101011","1","0","1","0","2","281","650002022","10011002","0","0","10011001","670210111","0","66","1"
"0","0","0","670340011","0","10011006","670290111","0","4","0","0","0","670160011","1","0","0","0","0","66","0","0","66","0","1","0","1","0","3","281","650002023","10011005","0","0","10011004","670380110","101011","66","1"
"0","0","0","0","0","61001005","670060012","0","0","0","0","0","670130012","1","0","0","0","0","30","0","0","18","0","1","0","1","0","1","288","650002031","61001004","0","0","61001007","670090012","0","36","1"
"0","0","0","0","0","10011003","670090012","0","0","0","0","0","670070012","1","4","0","0","0","66","0","0","66","101011","1","0","1","0","2","288","650002032","10011002","0","0","10011001","670300112","0","66","1"
"0","0","0","670210112","0","10011006","670040011","0","4","0","0","0","670100012","1","0","0","0","0","66","0","0","66","0","1","0","1","0","3","288","650002033","10011005","0","0","10011004","670030012","101011","66","1"
"0","0","0","0","0","61001005","670030013","0","0","0","0","0","670020013","1","0","0","0","0","30","0","0","18","0","1","0","1","0","1","298","650002041","61001004","0","0","61001007","670280013","0","36","1"
"0","0","0","0","0","10011003","670120011","0","0","0","0","0","670390013","1","4","0","0","0","66","0","0","66","101011","1","0","1","0","2","298","650002042","10011002","0","0","10011001","670300013","0","66","1"
"0","0","0","670160013","0","10011006","670270013","0","4","0","0","0","670420013","1","0","0","0","0","66","0","0","66","0","1","0","1","0","3","298","650002043","10011005","0","0","10011004","670380112","101011","66","1"
"0","0","0","0","0","61001005","670090114","0","0","0","0","0","670110014","1","0","0","0","0","30","0","0","18","0","1","0","1","0","1","309","650002051","61001004","0","0","61001007","670300014","0","36","1"
"0","0","0","0","0","10011003","670090014","0","0","0","0","0","670070014","1","4","0","0","0","66","0","0","66","101011","1","0","1","0","2","309","650002052","10011002","0","0","10011001","670300114","0","66","1"
"0","0","0","670130114","0","10011006","670330012","0","4","0","0","0","670250014","1","0","0","0","0","66","0","0","66","0","1","0","1","0","3","309","650002053","10011005","0","0","10011004","670290214","101011","66","1"
"0","0","0","0","0","61001005","670370015","0","0","0","0","0","670440015","1","0","0","0","0","30","0","0","18","0","1","0","1","0","1","313","650002061","61001004","0","0","61001007","670060015","0","36","1"
"0","0","0","0","0","10011003","670050014","0","0","0","0","0","670140015","1","4","0","0","0","66","0","0","66","101011","1","0","1","0","2","313","650002062","10011002","0","0","10011001","670300015","0","66","1"
