79712078decb5db65cd68e925d0aaddbc73fa66d1bc6cd2de27a17850d4df5fe,4ddf308dcff21df497ffa35cfdb9e9e67d5c57ecdaa25c6786597270d378a17c,c9e5670cec6ff70cb005a5572d94a43ec06aa89ca896a4b863496406b412f75e,27e1872ca305625f4a0b64ee88a50657a5706b5a505ee9636640144dabc02717,211ca871d6ff18ba2730faad0a1497c35f8f188d9147fd53030c1fffc9cfadec,f31d9c5f2fbe79c8137c938d92f42931c693624313ae266aa81dd7edb0c96e07,958eef06d5f685e4eec883bfbe1918d16c1dac89e6248fafeb4eb6861ebe3947,3fb768eaf9b13ecc1eddcce8056f9e260e4934898fe5cde78e105c2284088972,48e6427a10db3d5cb64293d9d94745660d1819d1c20687c4fb42aca6ad355a49,b37b7e5ad917a21883260c7cf53d8dae9e6586eb5cba6495a45629c69392266a,3c57a96d78a4ad0a52a5d3587f6a1808aca0d991c84e672f2eb1b28c58d45127,db505c5ddb8dd63dd86dbe2aafad84d334480fb6d6187a094ac68c266556f5f0,c2f61ccb73e360bfddc93a7622331cac791fdc4c86eb6cb4392502c4a2fb5e34,81731fd80fa13d6cd2c7d7319fa3e96e87e13b1ed64bd59dbd93d2e780c6517d,4b51bc3358d83d25cff5c4fe40b6826ae2a46cbb130e0f89221eca256833db74,6a04b3e9c40cac7eac3b86fbcdf72e5e8673fdf59939139cc326ddf2eeae98d6
"0","0","0","40","0","0","2","22002","8","90006","1001101","91002","2","0","40","1"
"0","0","0","50","0","0","2","22002","8","90006","1001102","91002","2","0","60","2"
"0","0","0","60","0","0","2","22002","8","90006","1001103","91002","2","0","80","3"
"0","0","0","80","0","0","2","22002","8","90006","1001104","91002","2","0","100","4"
"0","0","0","150","0","0","2","22003","8","90006","1001105","91002","2","0","200","2"
"0","0","0","1","0","0","0","0","2","22002","1001106","90006","2","0","20","0"
"0","0","0","1","0","0","0","0","2","22002","1001107","90006","2","0","20","0"
"0","0","0","1","0","0","0","0","2","22002","1001108","90006","2","0","20","0"
"0","0","0","1","0","0","0","0","2","22002","1001109","90006","2","0","20","0"
"0","0","0","1","0","0","0","0","2","22003","1001110","90006","2","0","20","0"
"0","0","0","40","0","0","2","22002","8","90006","1002101","91002","2","0","40","1"
"0","0","0","50","0","0","2","22002","8","90006","1002102","91002","2","0","60","2"
"0","0","0","60","0","0","2","22002","8","90006","1002103","91002","2","0","80","3"
"0","0","0","80","0","0","2","22002","8","90006","1002104","91002","2","0","100","4"
"0","0","0","150","0","0","2","22003","8","90006","1002105","91002","2","0","200","2"
"0","0","0","1","0","0","0","0","2","22002","1002106","90006","2","0","40","0"
"0","0","0","1","0","0","0","0","2","22002","1002107","90006","2","0","40","0"
"0","0","0","1","0","0","0","0","2","22002","1002108","90006","2","0","40","0"
