7a74351ca00d77819f029b8b55940ec5095642df68c141a5d87659d912d3bc91,d7fe414f737894e08a9a7f95ad8a34922dcd008c56e4439b8d7c433140db87c1,4e7533055e7d5b5857954715591bf0043e230584c414d077d5a15171d1c57d29,217845a2cf1fd7a2b746fc775300772ebbf116a1661b2e88b500dfff6f56520e,b156e9381cce1b7f2e219192e66d504a6514c436e9a0f20e11fb048cdf065528,0ca013eb0776428f46d2c03fc013bf2eb8330a7b301176bb7bbc8606c0d0b5ac,ee59d8c46b67a786efec9f624003c2cc43e162c9b7d3c79b2c4bbc7910333af9,5c77464bc3a80da9e180fbc94b5e07b8c3eba8632f554b1c67062d46644bb25f,b3bfca789d6df3076c1883a18dc9fe760940f3e77525b4a4472de2c67d5053fc,f47a398592b6fd93b00958eb717d26b95507a65cc7b5fab246dde64b14020daa,d6555ece2635b40c2771df126f753338147055ed6e118df422be3f0787c98692,239886ffb77de12faaf1acc327b0cdd3a99721620dd06d753cbee87f0ad824ba,7998d648e64a5e6444fa439e5a7ed73614795213bb70af00199d07a12588f321,287e218a293484bfe9b4516bd6ad6f1aaad338a7c675e38a00c1865efea09fac,2ac54cce691322de8f276a8c6b998377307dc61d5acfd44ffcc663a98c3919ea,f4cdc9e5841a2643f47c6541e6897cc40bc9d25a7973457af24470f748bab7a6,0a9e0a9fe87e6ea10cc555afff5a8d5f6636dc4e5cb42896ef08c4fea0826b38,0a4e7ebad48fd1c9878bd0b43e11ca987aea9f6bfcb5b23ca88c1ed3e32b18d3,90c7b27f7ebbc34ccaccc02be2f650f3fd6a56012cb797c4446a0dfd776ffaf0,3168ef798849b7c90086c0ccbd30af8a4c7393f3386c42901e99f1d2557902c6,b0f4fe0c18dd03989c381edb724677e0005d870dc309b81f017e8d464db60d0b,96e5aa72d0547fdc14490ceed6db9e3fb5fe9898c8054b0a5d65927ff824533d,3165ad1c462c988fab8a51d995b9cc46721f9942eda9313e32fe8fe3e992c6e5,e677086971e1376df9a19e1d11a390d5b388a56eae61103f80512af9fbaa7fcc
"201","0","1","0","1001","21001001","通過主線冒險(一般) 1-1","0","0","0","2015/04/01 15:00:00","2030/04/01 14:59:59","0","0","11001001","101","0","20","0","0","0","0","21001001","1"
"201","0","1","0","1001","21001001","通過主線冒險(一般) 1-2","0","0","0","2015/04/01 15:00:00","2030/04/01 14:59:59","0","0","11001002","101","0","20","0","0","0","0","21001002","1"
"201","0","1","0","1001","21001001","通過主線冒險(一般) 1-3","0","0","0","2015/04/01 15:00:00","2030/04/01 14:59:59","0","0","11001003","101","0","20","0","0","0","0","21001003","1"
"201","0","1","0","1001","21001001","通過主線冒險(一般) 1-4","0","0","0","2015/04/01 15:00:00","2030/04/01 14:59:59","0","0","11001004","101","0","20","0","0","0","0","21001004","1"
"201","0","1","0","1001","21001001","通過主線冒險(一般) 1-5","0","0","0","2015/04/01 15:00:00","2030/04/01 14:59:59","0","0","11001005","101","0","20","0","0","0","0","21001005","1"
"201","0","1","0","1001","21001001","通過主線冒險(一般) 1-6","0","0","0","2015/04/01 15:00:00","2030/04/01 14:59:59","0","0","11001006","101","0","20","0","0","0","0","21001006","1"
"201","0","1","0","1001","21001001","通過主線冒險(一般) 1-7","0","0","0","2015/04/01 15:00:00","2030/04/01 14:59:59","0","0","11001007","101","0","20","0","0","0","0","21001007","1"
"201","0","1","0","1001","21001001","通過主線冒險(一般) 1-8","0","0","0","2015/04/01 15:00:00","2030/04/01 14:59:59","0","0","11001008","101","0","20","0","0","0","0","21001008","1"
"201","0","1","0","1001","21001001","通過主線冒險(一般) 1-9","0","0","0","2015/04/01 15:00:00","2030/04/01 14:59:59","0","0","11001009","101","0","20","0","0","0","0","21001009","1"
"201","0","1","0","1001","21001001","通過主線冒險(一般) 1-10","0","0","0","2015/04/01 15:00:00","2030/04/01 14:59:59","0","0","11001010","101","0","20","0","0","0","0","21001010","1"
"201","0","1","0","1001","21001001","通過主線冒險(一般) 2-1","0","0","0","2015/04/01 15:00:00","2030/04/01 14:59:59","0","0","11002001","101","0","20","0","0","0","0","21001011","1"
