043cd1d041fe8e9b3888224ccf2b443216d01e0cdc088b5d5a82f5c3752b49b0,9cfbeb3763aaad326c1599dcf3f71f2b2158cbcb42fe15dd03c7e9416229b09b,75d75f8f1c1020bf203e10f86f1e8650667453fca757d49b1e21c450a0a4824e,35b4548266970815e4ae47735be0bae956a60e2bb31a12862e37d0c9abe62a90,fe230e581fbedd7d60d0e812808d474ebe5d4d4bd307cf95aa1219acc45cac23,687288b0e7af32464d0550a9ab02967321ef0e2577b07d551f388f8b26dc80ea,5ee4f32d094862b1a69475b26302ae81eab3d530ca54fceb3b2b5390dfe2df6e
"0","81001105","306700","1","1","0","1001101"
"0","81001106","306700","1","1","0","1001102"
"0","81001205","306800","1","1","0","1001201"
"0","81001206","306800","1","1","0","1001202"
"0","81001305","307000","1","1","0","1001301"
"0","81001306","307000","1","1","0","1001302"
"0","81001405","307500","1","1","0","1001401"
"0","81001406","307500","1","1","0","1001402"
"0","81001505","307300","1","1","0","1001501"
"0","81001506","307300","1","1","0","1001502"
"0","81001605","307700","1","1","0","1001601"
"0","81001606","307700","1","1","0","1001602"
"0","81001705","307400","1","1","0","1001701"
"0","81001706","307400","1","1","0","1001702"
"0","81001805","307900","1","1","0","1001801"
"0","81001806","307900","1","1","0","1001802"
"0","81001905","307800","1","1","0","1001901"
"0","81001906","307800","1","1","0","1001902"
"0","81002005","308100","1","1","0","1002001"
"0","81002006","308100","1","1","0","1002002"
"0","81002101","308000","1","1","0","1002101"
"0","81002102","308000","1","1","0","1002102"
"0","81002205","308300","1","1","0","1002201"
"0","81002206","308300","1","1","0","1002202"
"0","81002301","308200","1","1","0","1002301"
"0","81002302","308200","1","1","0","1002302"
"0","81002405","304705","1","1","0","1002401"
"0","81002406","304705","1","1","0","1002402"
"0","81002501","308400","1","1","0","1002501"
"0","81002502","308400","1","1","0","1002502"
"0","81002605","305004","1","1","0","1002601"
"0","81002606","305004","1","1","0","1002602"
"0","81002701","308600","1","1","0","1002701"
"0","81002702","308600","1","1","0","1002702"
"0","81002805","305205","1","1","0","1002801"
"0","81002806","305205","1","1","0","1002802"
"0","81002901","309300","1","1","0","1002901"
"0","81002902","309300","1","1","0","1002902"
"0","81003005","305500","1","1","0","1003001"
"0","81003006","305500","1","1","0","1003002"
"0","81003101","310000","1","1","0","1003101"
"0","81003102","310000","1","1","0","1003102"
"0","81003205","306000","1","1","0","1003201"
"0","81003206","306000","1","1","0","1003202"
"0","81000605","310300","1","1","0","1003301"
"0","81003301","310300","1","1","0","1003302"
"0","81001105","306700","1","1","0","1003401"
"0","81001106","306700","1","1","0","1003402"
"0","100021","310500","2.5","2.5","0","1003501"
"0","100531","310500","2.5","2.5","0","1003502"
"0","81003601","310600","0.4","0.4","0","1003601"
"0","81003602","310600","0.4","0.4","0","1003602"
"0","81001205","306800","1","1","0","1003701"
"0","81001206","306800","1","1","0","1003702"
"0","81003801","310700","1.2","1.2","0","1003801"
"0","81003802","310700","1.2","1.2","0","1003802"
"0","81001305","307000","1","1","0","1003901"
"0","81001306","307000","1","1","0","1003902"
"0","81004001","310800","1","1","0","1004001"
"0","81004002","310800","1","1","0","1004002"
"0","81001505","307300","1","1","0","1004101"
"0","81001506","307300","1","1","0","1004102"
"0","81004201","311100","1","1","0","1004201"
"0","81004202","311100","1","1","0","1004202"
"0","81001905","307800","1","1","0","1004301"
"0","81001906","307800","1","1","0","1004302"
"0","81004401","311300","1","1","0","1004401"
"0","81004402","311300","1","1","0","1004402"
"0","81002101","308000","1","1","0","1004501"
"0","81002102","308000","1","1","0","1004502"
"0","81004601","311400","1","1","0","1004601"
"0","81004602","311400","1","1","0","1004602"
"0","81002301","308200","1","1","0","1004701"
"0","81002302","308200","1","1","0","1004702"
"0","81002405","311500","1","1","0","1004801"
"0","81002406","311500","1","1","0","1004802"
"0","81002501","308400","1","1","0","1004901"
"0","81002502","308400","1","1","0","1004902"
"-28","81005001","311600","1.4","1.4","0","1005001"
"-28","81005002","311600","1.4","1.4","0","1005002"
"0","81002701","308600","1","1","0","1005101"
"0","81002702","308600","1","1","0","1005102"
"0","81000605","312100","1","1","0","1005201"
"0","81003301","312100","1","1","0","1005202"
"0","81001705","307400","1","1","0","1005301"
"0","81001706","307400","1","1","0","1005302"
"0","81003005","312200","1","1","0","1005401"
"0","81003006","312200","1","1","0","1005402"
"0","81002901","309300","1","1","0","1005501"
"0","81002902","309300","1","1","0","1005502"
"0","81005601","312300","1","1","0","1005601"
"0","81005602","312302","1","1","0","1005602"
"0","81003101","310000","1","1","0","1005701"
"0","81003102","310000","1","1","0","1005702"
"0","100021","312600","1.75","1.75","0","1005801"
"0","100531","312600","1.75","1.75","0","1005802"
"0","101821","312700","1","1","0","1005901"
"0","101841","312700","1","1","0","1005902"
"0","81000605","310300","1","1","0","1006001"
"0","81003301","310300","1","1","0","1006002"
"-27","81006101","312800","0.65","0.65","0","1006101"
"-27","81006102","312800","0.65","0.65","0","1006102"
"0","100021","310500","2.5","2.5","0","1006201"
"0","100531","310500","2.5","2.5","0","1006202"
"0","81003601","310600","0.4","0.4","0","1006301"
"0","81003602","310600","0.4","0.4","0","1006302"
"-30","81006401","313200","1","1","0","1006401"
"-30","81006402","313200","1","1","0","1006402"
"0","81003801","310700","1.2","1.2","0","1006501"
"0","81003802","310700","1.2","1.2","0","1006502"
"-25","81006601","313100","0.7","0.7","0","1006601"
"-25","81006602","313100","0.7","0.7","0","1006602"
"0","81004001","310800","1","1","0","1006701"
"0","81004002","310800","1","1","0","1006702"
"-26","81006801","313300","1.25","1.25","0","1006801"
"-26","81006802","313300","1.25","1.25","0","1006802"
"0","81004201","311100","1","1","0","1006901"
"0","81004202","311100","1","1","0","1006902"
"-30","81007001","314001","1.25","1.25","0","1007001"
"-30","81007002","314002","1.25","1.25","0","1007002"
"0","81004401","311300","1","1","0","1007101"
"0","81004402","311300","1","1","0","1007102"
"-27","81007201","314100","0.77","0.77","0","1007201"
"-27","81007202","314100","0.77","0.77","0","1007202"
"0","81004601","311400","1","1","0","1007301"
"0","81004602","311400","1","1","0","1007302"
"-33","81007401","314200","1.33","1.33","0","1007401"
"-33","81007402","314200","1.33","1.33","0","1007402"
"0","81002405","311500","1","1","0","1007501"
"0","81002406","311500","1","1","0","1007502"
"-20","81007601","314300","1.7","1.7","0","1007601"
"-20","81007602","314300","1.7","1.7","0","1007602"
"-28","81005001","311600","1.4","1.4","0","1007701"
"-28","81005002","311600","1.4","1.4","0","1007702"
"-33","81007801","314400","1.25","1.25","0","1007801"
"-33","81007802","314400","1.25","1.25","0","1007802"
"0","81000605","312100","1","1","0","1007901"
"0","81003301","312100","1","1","0","1007902"
"-20","81003006","314500","1","1","0","1008001"
"-20","81008002","314500","1","1","0","1008002"
"0","81003005","312200","1","1","0","1008101"
"0","81003006","312200","1","1","0","1008102"
"-25","81003205","314600","1.6","1.6","0","1008201"
"-25","81003206","314600","1.6","1.6","0","1008202"
"0","81005601","312300","1","1","0","1008301"
"0","81005602","312302","1","1","0","1008302"
"0","100111","314700","1","1","0","1008401"
"0","100431","314700","1","1","0","1008402"
"0","81008501","314800","0.9","0.9","0","1008501"
"0","81008504","314800","0.9","0.9","0","1008502"
"0","100021","312600","1.75","1.75","0","1008601"
"0","100531","312600","1.75","1.75","0","1008602"
"0","101821","312700","1","1","0","1008701"
"0","101841","312700","1","1","0","1008702"
"-20","81008801","315100","0.8","0.8","0","1008801"
"-20","81008802","315100","0.8","0.8","0","1008802"
"-27","81006101","312800","0.65","0.65","0","1008901"
"-27","81006102","312800","0.65","0.65","0","1008902"
"-25","102994","315400","0.85","0.85","0","1009001"
"-25","102997","315400","0.85","0.85","0","1009002"
"-30","81006401","313200","1","1","0","1009101"
"-30","81006402","313200","1","1","0","1009102"
"-20","103021","316000","0.95","0.95","0","1009201"
"-20","103011","316000","0.95","0.95","0","1009202"
"-25","81006601","313100","0.7","0.7","0","1009301"
"-25","81006602","313100","0.7","0.7","0","1009302"
"-20","102091","316200","1.5","1.5","0","1009401"
"-20","102111","316200","1.5","1.5","0","1009402"
"-26","81006801","313300","1.25","1.25","0","1009501"
"-26","81006802","313300","1.25","1.25","0","1009502"
"-27","102591","316300","0.77","0.77","0","1009601"
"-27","102601","316300","0.77","0.77","0","1009602"
"-30","81007001","314001","1.25","1.25","0","1009701"
"-30","81007002","314002","1.25","1.25","0","1009702"
"-27","81000405","316400","0.8","0.8","0","1009801"
"-27","81000406","316400","0.8","0.8","0","1009802"
"-27","81007201","314100","0.77","0.77","0","1009901"
"-27","81007202","314100","0.77","0.77","0","1009902"
"-20","81010001","316500","0.95","0.95","0","1010001"
