1169dad1b4fc0713a333350e5b766c16ecc952c5503120f33d8ecb143ee2c107,1aee06f130201c8480c4495e505760db2f0d357cd585f34c9f35d4123de741ab,7a307848b32a52d530624db502530d8e7115c87b9756707806df929dd8deb3dd,6f664164976a3657f90aab0975ea031962fefb823f31ec03f63c278b8ebdc62a,4cc5bfc764c237c48756d20127ba646716f65d3e8c15051a7250f53f565de99e,8608c4a9abff756d748bcfa4ee50ac539cafdd2faffb4a66b72d54867a455029,87bab1678b3ca1ae1859d15e040fafd7487697f84451fb2dfa2ed209d3b4ec19,430511934eca320e648e1ceb61fd59baa65671ac19dcb164647ec452e17bb8e2,53a7caeed66c216b57cb08c13a26486ce343488ae81a116e8c00fdef1245ad9d,2603c3c61f8c7b95e19d706be9881d226bcf5bbee2893aadcfb0c653d923f289,515e764a3427df6c1ca2975ec0138918650694388431e7f39e2c7888054ffa31,e7b943416aa3df5bb27c06d7d6236063e7ebbca6b850ae8aa58c21be77effdb2,80c29e904617ccd7f2da420c34203b94786929c2581c496a7ec4076d1816f36f,796377568ea3b957b223963b19073568a10460f4c8549440c406163d88ee983e,f4b772622c1c4081b29a83e2b840480e3ec6f46fe48f976e1d1a5ae404bff80c,8e5572c115b86a3ae731c63b7505756b3ec841f484020dc36950a42b619f32fd,b29175885df1ef72cf875c37be298e24a9389b068e14aeeba5c09e76de1b318a,26ac26f33b62a248180422657b63aeac0a22ddbc16b52a259a341535df162e5c,e8c2f4e1681cbd84721f5d0edc0990677a506b343b12a6c99cf38aae0898cb84,f98e3badb7be2543d9042df2c898791c01d8e78bbdf04977350add96c9064d9b,b26ff169d555930cef5987c81f0301f60d8b6edadd80c5132f2a526a4ffcf0b7
"0","0","0","1","劍","鐵劍","0","0","0","0","0","0","0","0","0","0","0","0","0","101011","0"
"0","0","0","1","短劍","殺手筆劍","0","0","0","0","0","0","0","0","0","0","0","0","0","101071","0"
"0","0","0","1","指虎","木製拳套","0","0","0","0","0","0","0","0","0","0","0","0","0","101101","0"
"0","0","0","1","弓","獵人弓","0","0","0","0","0","0","0","0","0","0","0","0","0","101131","0"
"0","0","0","1","戟","鋼之戟","0","0","0","0","0","0","0","0","0","0","0","0","0","101161","0"
"0","0","0","1","斧","單手斧","0","0","0","0","0","0","0","0","0","0","0","0","0","101191","0"
"0","0","0","1","回復法杖","檀香之杖","0","0","0","0","0","0","0","0","0","0","0","0","0","101251","0"
"0","0","0","1","輕裝鎧甲","皮革工作服","0","0","0","0","0","0","0","0","0","0","0","0","0","101281","0"
"0","0","0","1","魔法服","旅行長袍","0","0","0","0","0","0","0","0","0","0","0","0","0","101371","0"
"0","0","0","1","盾","木製盾","0","0","0","0","0","0","0","0","0","0","0","0","0","101401","0"
"0","0","0","1","鞋","皮靴","0","0","0","0","0","0","0","0","0","0","0","0","0","101431","0"
"0","0","0","1","魔法帽","時尚貝雷帽","0","0","0","0","0","0","0","0","0","0","0","0","0","101521","0"
"0","0","0","1","攻擊配件","幹勁手鍊","0","0","0","0","0","0","0","0","0","0","0","0","0","101551","0"
"0","0","0","1","防禦配件","守護墜飾","0","0","0","0","0","0","0","0","0","0","0","0","0","101581","0"
"0","0","0","1","魔法配件","氣魄手環","0","0","0","0","0","0","0","0","0","0","0","0","0","101611","0"
"0","0","0","2","劍","齒輪劍","0","0","0","0","0","13","30","0","0","0","0","0","0","102011","0"
"0","0","0","2","劍","湛藍之血","0","0","0","0","0","27","60","0","0","0","0","0","0","102013","0"
"0","0","0","2","劍","極光之劍","0","0","0","1","0","27","0","0","0","0","0","1","0","102014","0"
"0","0","0","2","刀","彎月刀","0","0","0","0","0","30","35","0","0","0","0","0","0","102041","0"
"0","0","0","2","短劍","野戰小刀","0","0","5","0","0","13","0","0","0","0","0","0","0","102071","0"
"0","0","0","2","拳套","皮製指虎","0","0","10","0","0","27","0","0","0","0","0","0","0","102101","0"
"0","0","0","2","弓","水晶之弓","0","0","0","0","0","27","0","0","0","0","0","1","0","102131","0"
"0","0","0","2","戟","三叉戟","0","0","0","1","0","12","0","0","0","0","0","0","0","102162","0"
"0","0","0","2","戟","火焰之矛","0","0","0","3","0","20","0","0","0","0","0","0","0","102163","0"
"0","0","0","2","斧","金屬戰斧","0","0","0","0","0","16","0","0","0","0","0","0","0","102191","0"
"0","0","0","2","斧","精鋼斧","0","0","0","0","0","34","0","0","0","0","0","0","0","102192","0"
"0","0","0","2","攻擊法杖","綠意之杖","0","0","0","0","0","0","0","0","0","0","16","0","0","102221","0"
"0","0","0","2","攻擊法杖","雛龍之杖","0","0","0","0","0","0","0","0","0","0","34","0","0","102222","0"
"0","0","0","2","回復法杖","醫生掰掰法杖","0","0","0","0","0","0","0","0","0","0","13","1","0","102251","0"
"0","0","0","2","回復法杖","獨角獸的慈愛","0","0","0","0","0","0","0","0","0","0","27","1","0","102252","0"
"0","0","0","2","輕型鎧甲","智慧之服","0","0","0","0","0","5","90","0","0","0","0","0","0","102281","0"
"0","0","0","2","輕型鎧甲","輕板甲","0","0","0","1","0","7","150","0","0","0","0","1","0","102282","0"
"0","0","0","2","重型鎧甲","鱗甲","0","0","0","1","0","0","95","0","0","0","0","0","0","102311","0"
"0","0","0","2","重型鎧甲","精鋼鎧甲","0","0","0","2","0","0","180","0","0","0","0","1","0","102312","0"
"0","0","0","2","衣服","民俗服飾","0","0","0","0","0","6","90","0","0","0","0","0","0","102341","0"
"0","0","0","2","衣服","忍者裝扮","0","0","0","1","110","7","120","0","0","0","0","1","0","102342","0"
"0","0","0","2","魔法服","春日長袍","0","0","0","0","0","0","65","0","0","0","4","1","0","102371","0"
"0","0","0","2","魔法服","北國長袍","0","0","0","1","0","0","120","0","0","0","7","2","0","102372","0"
"0","0","0","2","盾","塔盾","0","0","0","3","0","7","135","0","0","0","0","0","0","102401","0"
"0","0","0","2","鞋","小丑靴","0","0","0","1","0","2","30","1","0","0","0","0","0","102431","0"
"0","0","0","2","鞋","狩獵靴","0","0","0","2","0","3","60","2","0","0","0","1","0","102432","0"
"0","0","0","2","魔法鞋","女巫靴","0","0","0","0","0","0","30","0","0","0","8","1","0","102461","0"
"0","0","0","2","頭盔","可愛報童帽","0","0","0","1","0","3","90","0","0","0","0","0","0","102491","0"
"0","0","0","2","頭盔","羅馬軍團盔","0","0","0","1","0","0","90","0","0","0","0","1","0","102493","0"
"0","0","10","2","魔法帽","修女兜帽","0","0","0","1","0","0","0","0","0","0","7","3","0","102521","0"
"0","0","0","2","攻擊配件","勇氣寶珠","0","0","5","0","30","11","0","0","0","0","0","0","0","102551","0"
"0","0","5","2","攻擊配件","尖刺手環","0","0","10","1","0","20","0","0","0","0","0","0","0","102552","0"
"0","0","0","2","防禦配件","仁愛寶珠","0","0","0","1","25","0","55","0","0","0","0","1","0","102581","0"
"0","0","0","2","防禦配件","勝利的編織手環","0","0","0","2","0","0","120","0","0","0","0","2","0","102582","0"
"0","0","0","2","魔法配件","魔法眼鏡","0","0","0","0","0","0","0","0","0","0","11","1","0","102611","0"
"0","0","0","2","魔法配件","智慧寶珠","0","0","5","0","25","0","0","0","0","0","10","0","0","102612","0"
"0","0","0","2","魔法配件","魔法單眼鏡","0","0","0","0","0","0","0","0","0","0","24","2","0","102613","0"
"0","0","0","2","魔法配件","圖紋手鐲","0","0","10","0","0","0","0","0","0","0","20","1","0","102614","0"
"0","0","0","3","劍","閃耀之劍","0","0","0","0","0","13.4","30","0","0","0","0","0","0","103011","0"
"0","0","0","3","劍","龍紋劍","0","0","0","0","0","17.7","38.4","0","0","0","0","0","0","103012","0"
"0","0","0","3","劍","羽刃之劍","0","0","0","0","0","20.4","45","0","0","0","0","0","0","103013","0"
"0","0","0","3","刀","月光刀","0","0","0","0","0","19.4","21.7","0","0","0","0","0","0","103041","0"
"0","0","0","3","刀","雷神刀","0","0","0","0","0","22.7","25","0","0","0","0","0","0","103042","0"
"0","0","0","3","短劍","鉑金小刀","0","0","5","0","0","13.4","0","0","0","0","0","0","0","103071","0"
"0","0","0","3","短劍","吸血鬼匕首","0","1","0","0","0","20.4","0","0","0","0","0","0","0","103072","0"
"0","0","0","3","指虎","龍牙之爪","0","0","5","0","0","17.7","0","0","0","0","0","0","0","103101","0"
"0","0","0","3","弓","邱比特之弓","0","0","0","0","0","17.7","0","0","0","0","0","1","0","103131","0"
"0","0","0","3","弓","惡魔之弓","0","0","0","0","0","20.4","0","0","0","0","0","1","0","103132","0"
"0","0","0","3","戟","騎士的驕傲","0","0","0","1","0","11.7","0","0","0","0","0","0","0","103161","0"
"0","0","0","3","戟","絕對之矛","0","0","0","1.7","0","15.4","0","0","0","0","0","0","0","103162","0"
"0","0","0","3","斧","天球斧","0","0","0","0","0","16.7","0","0","0","0","0","0","0","103191","0"
"0","0","0","3","斧","麗花戰斧","0","0","0","0","0","22","0","0","0","0","0","0","0","103192","0"
"0","0","0","3","斧","閃電之斧","0","0","0","0","0","25.7","0","0","0","0","0","0","0","103193","0"
"0","0","0","3","攻擊法杖","芒刺血杖","0","0","0","0","0","0","0","0","0","0","16.7","0","0","103221","0"
"0","0","0","3","攻擊法杖","惡魔之角","0","0","0","0","0","0","0","0","0","0","25.7","0","0","103222","0"
"0","0","0","3","回復法杖","天球的守護","0","0","0","0","0","0","0","0","0","0","13.4","0.7","0","103251","0"
"0","0","0","3","回復法杖","花蕾之杖","0","0","0","0","0","0","0","0","0","0","17.7","1","0","103252","0"
"0","0","0","3","輕型鎧甲","時尚盔甲","0","0","0","0.4","0","3.7","81.7","0","0","0","0","0.4","0","103281","0"
