962accf420e292f0e2557782ac6a225b72ff0b3b8b555df1ab10a25b9f016fd4,41f2a9f1b2f087f0e36c299eab697134f1ea45bbf6349b68c1f6bc0004b1e8fa,64753a9c308133c748254562946e54eca023e0c32c76d4ca06ad557c8b914118,8f029bbf9358c1dcc545cd69c625657d374505dce1ad1871d74c5c9ed74761b0,054fff5f4e6bfcb2763a4d521b1240fe7456a1b07c9caa87d75874dd6620edf9,9a7758a4b22faaf3961dae902beeed6dd475258ce03770f7ce38c6683680e722,2ac257c13fab926e9f80b860357bfdd810e798bc4d4bec6a85a53a2282e38694,c17528b7fc0418b4f2054cb8775f8a4b1c039c0a109abda610a95920e1644d0a,ea34fcce1b35c2b3eed763dfdf51b17cba82281d1451a4170d2379a4d9248a1f,d13a339e8190d3db874da7748ec087ac0eb12dda3775aed23a8863d91fc17f92,786b90985e1d29dabd8e2e4543c4248d89bb19d99794b8d3adbf62bd097aaa1c,2c5f4053c2edf2d39b07c32196cd073d9c2ac7cb4af447b5792c187603132514,b9a7157ab0da2b0d81a85fa444f00a6803239f585536b11a774101c03d55d8d4,0b4585524a82fe439f4321c68212d18f56d5bd222f3d4fb6f0372cd948d724a8,cb10a6bdac5629e6132fdcb3a83f91d113239b773c7e60eb40f5d916d7b9ef21,d877615e72eb11bb9e546eb56957e30bce42aced0db1199e60758b7ada7ad29a,3aee69301889568a910614186a0452c9947bbefc79d809f887cd65a5fbdbb8e3,fa189f7b113bd6b153118929b26d6411723e4116b5d030bf2de2a000325f3611,409589e4a6b8282e370b788ba6057173ef18f3afe9ac2607f980507229d131a4,1975b4fe86790f2228a5323f980da239b54744ae640e90cf3f6a0043fbc6d2e8,01870f1e629fc64e27c4bb29ab8ca65f02cc770dc23caf216eb8828dcf4c861f,d2d57c2799fc4172ead8178a8fe10a6f178beb37944a4bb11c42d78464794f98,43507c832b342d172efc8b5951599db231979d3d0165e09350534fdbbfa7e7d4,477e6aa3ebf2c9a1fb434fdaa0626b20d41b7ea08facb3e0f67e6b4efa9144f6,cad4d2748e3ed5a9f01a9c92467f86af50ac17a9b8b657081a755d051db63b28,fb6ce42a8d62bd6daa8cb74ba1261c8d5016c863643ca518b1577f5b8dffab8e,c2ce52c761a43a035cd63332bd4bf23a7733aa9a89b817fbeb624930ddcb94cd,9380f380e72d1a5b5814866a67f68edef252ff3c8f6dc9a386f6a112373d35ff,fb7524f25bddd55312dae273f883fdb8683234d0a78240ee300d6d76f9e0e195,560c71ea49ea641973aaa2f3438f8a7e6f1bdbb1006be7a12108fce49c89516a,c9e2804fec9bb21ebc126af436082bf35051ea3019ed92b81ab4983f58d44a19,991dcc5ef35add7768669d5dd44a9f2f75bc74fdc486c0bb6f45c721e1d94ded,939944464b00d01d01210eceb81a1bdd5506a68a17e576fff6ef50f87e375285,6aa3a1af168a021a12a47f96d6f3343a0d84ff0d0aa9b1e8098b3a3e9d56e928
"0","1058","美食殿堂","1119","0","1","0","1060","1075","1272","1118","0","0","1211","1279","0","1120","0","為了能夠進入特別的餐廳用餐，貪吃佩可組成了這個公會。主要的目的是邊走邊吃。","1805","1253","1806","0","1078","0","0","1076","1058","0","1059","1804","1210","0","1155"
"0","1001","破曉之星","1801","0","2","0","1003","1088","1287","1803","0","0","1288","0","0","1802","0","公會長是日和，並以助人為中心活動著的公會。但真正的目的是，實現夢見相同夢境的３人所許下的「到達索爾之塔頂端」心願","1156","1289","1225","0","1087","0","0","1089","1001","0","1002","1140","1226","0","1224"
"0","1068","拉比林斯","1212","0","3","0","1011","1091","0","0","0","0","0","0","0","1193","0","由謎樣人物・拉比林斯達所一手建立，探究世界謎團的公會。經營著可麗餅店，對外偽裝成平凡的公會。也就是俗稱的祕密結社。","1811","0","0","0","1171","0","0","1129","1068","0","1049","1200","0","0","0"
"0","1029","慈樂之音","1174","0","4","0","1054","1084","0","1322","0","0","0","0","0","1172","0","由單人偶像的望所組成，以歌舞（來與日常中產生的悲傷心情）戰鬥的偶像公會。以Live的演出為主要活動內容。","1248","0","0","0","1139","0","0","1116","1029","0","1042","1173","0","0","0"
"0","1020","小小甜心","1228","0","5","0","1036","1111","0","1307","0","0","0","0","0","1808","0","由感情良好的３人組所創立，實際上是非公認的公會。演著公會戲碼，實際目的只是想到處玩。","1227","0","0","0","1113","0","0","1112","1020","0","1004","1229","0","0","0"
"0","1015","森林守衛","1807","0","6","0","1040","1107","0","1284","0","0","0","0","0","1167","0","由精靈族來管理、守護森林，歷史悠久的公會。管理著只有精靈之森才採得到藥草，並守衛著森林。","1246","0","0","0","1135","0","0","1134","1015","0","1012","1221","0","0","0"
"0","1044","惡魔偽王國軍","1117","0","7","0","1006","1031","1271","1199","0","0","1240","0","0","1082","0","伊莉亞與魔族少女們所組成的公會。其名與伊莉亞當年所統領、和眾神為敵並且展開戰鬥的魔族最強軍團的名字相同。","1138","1262","1220","0","1081","0","0","1007","1044","0","1022","1137","1241","0","1209"
"0","1047","王宮騎士團（NIGHTMARE）","1143","0","8","0","1037","1005","0","1239","0","0","0","0","0","1141","0","身為蘭德索爾的國軍，其活動目的為保護「王宮」及皇族，以及完成所接受到的聖令。另一身為守護街上治安的警察組織的身分也十分強悍。","1238","0","0","0","1136","0","0","1115","1047","0","1071","1236","0","0","1242"
"0","1028","咲戀育幼院","1103","0","9","0","1023","1021","0","1213","0","0","1308","0","0","1085","0","雖然是孤兒院，但買賣的範圍也做得相當廣。身為王宮護衛時的每一天，自覺找不出其價值的咲戀，為了想幫助他人，於是帶著這樣的心情組成了公會。","1145","1335","1232","0","1086","0","0","1077","1028","0","1025","1121","1275","0","1809"
"0","1010","哞哞自衛隊","1122","0","10","0","1014","1017","0","1160","0","0","1298","0","0","1106","0","保護同為【動物苑】的夥伴免於魔物們的威脅的武鬥派公會。同時也從事著「闇影」異變的調查及解決。與【王宮騎士團】的關係水火不容。","1159","1310","1231","0","1104","0","0","1105","1010","0","1043","1157","1285","0","1177"
"0","1033","伊麗莎白牧場","1158","0","11","0","1038","1026","0","1235","0","0","0","0","0","1128","0","位在山上的牧場公會。活動內容講白了就是牧場，飼育著牛及馬等等的動物。同時也是獸人們度過休假的野餐地及病人的靜養之地。","1192","0","0","0","1127","0","0","1123","1033","0","1052","1807","0","0","1254"
"0","1032","墨丘利財團","1144","0","12","0","1034","1046","0","1809","0","0","1268","0","0","1146","0","手邊有著龐大的資金，對各式各樣的事業進行融資及買賣的公會。懲治使用惡劣手段賺取金錢的生意人，是其背地裡的活動目的。","1169","0","1251","0","1079","0","0","1080","1032","0","1048","1168","1267","0","1222"
"0","1056","暮光流星群","1131","0","13","0","1027","1013","1299","1175","0","0","1247","0","0","1132","0","基於某個目的而組成，無論什麼危險的委託都會承攬下來的萬事屋公會。幾乎每個成員都擁有稱號，也傳聞是蘭德索爾最危險的公會。","1170","1276","1219","0","1090","0","0","1009","1056","0","1051","1133","1237","0","1208"
"0","1018","月光學院","1190","0","14","0","1016","1083","0","1329","0","0","0","0","0","1179","0","存在於蘭德索爾的學校之一。由公會管理協會所直營的公立教育機關。在學校裡，前來上學的學生的年齡、種族、學力都不盡相同。","1273","0","0","0","1101","0","0","1100","1018","0","1050","1214","0","0","0"
"0","1053","純白之翼 蘭德索爾分部","1130","0","15","0","1030","1045","1332","1178","0","0","1263","0","0","1096","0","身為公會長的莫妮卡所組成的公會。總是因愚蠢的行動而招來許多危機，但成員都可憑己身之力華麗地解決。","1176","1270","1215","0","1095","0","0","1055","1053","0","1008","1142","1252","0","1191"
"0","1110","聖德蕾莎女子學院（好朋友社）","1294","0","16","0","1109","1163","0","0","0","0","0","0","0","1293","0","以通過獎學金審查做為目的，而為了表現具有達成「高親和力共同體」的條件，所趁勢結成的新感覺社團風公會。","0","0","0","0","1164","0","0","1162","1110","0","1108","1295","0","0","0"
"0","1067","龍族巢穴","1249","0","17","0","1066","1165","0","0","0","0","0","0","0","1245","0","為了發現並且保護稀有的種族－龍人族為目的而成立。僅管在各地都有進行著探索的蹤跡，然而私底下卻進行著幫派活動的負面傳聞不曾停歇過的一個公會。","1318","0","0","0","1216","0","0","1166","1067","0","1065","1283","0","0","0"
"0","1180","里士滿工商會","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","1180","0","1280","0","0","0","0"
"0","1181","憤怒‧軍團","0","0","19","0","1269","1311","0","0","0","0","0","0","0","0","0","","0","0","0","0","1182","0","0","1312","1923","0","1233","0","0","0","0"
"0","1258","幻變少女","0","0","20","0","1261","1316","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","1258","0","1260","0","0","0","0"
"0","1302","蠻賊三姊妹","0","0","21","0","1301","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","1300","0","1300","0","0","0","0"
"0","1124","new generations","0","0","100","0","1125","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","1124","0","1126","0","0","0","0"
"0","0","森林守衛、牧場（伊麗莎白牧場）","0","0","500","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","墨丘利財團、咲戀育幼院","0","0","501","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
