c0b94c7e0f6664c0a4ce341084f519002353d36c628475dcec862c90fcd0d4b7,7ea57bbe41f5569cc87e2fe99c73f55606e9033267d153fc7eba35dec1c0e4e1,06d73f7835fc12fc7a6163e49fcf2fa30c51ded4a66f81643d070ffaf2faa932,43e0993f9da9abff5d5d38b92970e437dc2ce3aeb037a7953573050fabfe4b29,edb0f3d5d2b63c8d4519aa62665f362ca378178b077d4b18a1d58718a3823e79,4b5a64b183685e23c497c493920e96073ff4bc14a41795aa156dbf2f28290c29,247fc4e4ca19056430d81d1ed2d2f985a0c1c49943584633a89290816c6feef8,457709f7f5c06e2ad75305b2562959b27c4b87077842a84d110f72e882ec60fb,ea717dcbdc65f0e75d8c9ac6b7883fc835f133331bec62d5c2f4f1b2f0219d26,71516802f1781b575ef5874bbfa80748b2180d6453874fbcfb5775a196db4614,8f2f622b2ef1c0fd971593330b8b9731089ee2d0fe60769aa5e2770f7f08ece1,a6d605be42f425e3fe6364094705674fd13cea6093364b62e3b85d2bb9ff015e,9e2b29bf5b4216c77e275f4b8effc38d92ce6f9fdbd3c32fc90148133dfc7f99,5a86e9d19a25404fec34abb576bbb8062b1b143a56b98b01886ebdba656cc10b,261fedaab7c3a9d7a062aff4e3907c9b8ad43969dc11bcc1fe486a151c64f670,6797c95645cfbc28242153c10e1a1c52a8358849ae1dc54525843f24fb48fe8b,469bc11ba78eb640529e190a06550bc7af038011e0d08d22899c9be9afec360f,382b8826b1365025e7b029f28336d68e89c281db57c3746b0f43f1e00eb894ae,13133c93de6f97296a401b552d74eb00a3f88d1069c942db116b5dc452e78724,befe235b9efc5315ad4bfe498cdb5a5dcd4c77e4ef8b3aa36af8c95b05e34e4a,1eaad92b8b1aa7ba763cd95937d4e6470bb3ef8d5958497fa25e939940e6816e,52a9601aa90b47f6ab278cf0d96d8fa3a143f19f62d14a9dc51f44377329d0db,f4dd0d59f1a6ec54314370d5b55377ad476f19be921cf8b5ab2416d7270189f0,93c99c65ee298cb41892e083f24a3a9bf565da3de8440b0074bb5a06c2923280,5c7b9643dd3cfb815436bdc98cd6d3f911d09ff9096966ac184deca24e0d27b5,d6a20bbc24cddf757e58b15bf9d8053d676489dd365c273fee66c0cbe179a490,20a23f43aa354937bfecee57b47bd4a8719e559fdb10412fc652f09c1f68fc41,7cec2e8e38d8cd57337d0351b289893a9e649882ee6f57760a339b98fdd92ae7,604c5e15098e1a3618ee45140d87c4651e59480fe2a4c214925dd02661df6b7c,a08aaa99bfcc7fdae9fd29d50133670f179098293e328638c67bcbc6c1a8c9db,47659f550273add813ff0c7b30ab4d3eb44607634e81dd14674396ce22f37d52,223c8104cd27a67bc1d8dc35e3ca4e14e315c1792d38751a06a5e16afe223139,416181c8d3c293172b124096cb0b29226ed52e675840cc555c23a148513d8023,d5eaeafe8f93e75405ef7a2b95bc49647cf7e133ee15dc2cd9bbbd67f09afefc,6835e446e36c6f394295d293b2cb5c54bf3502edd71aec62bd3d07b61dd57f61,a6271895828b3f710bd33df809b50184f9b2d7bf3ad23ae42e88fbe56ebdbb9d
"0","102011","50","91002","日和的解放冒險","-188","0.8","1","222001001","115556","0","5","151","5","0.8","10","0.8","bgm_M259","188","90","100","2200001","100101","-376","0","-1","220011001","0","0","376","115106","0.8","0","0.8","0","20004"
"0","102011","50","91002","優衣的解放冒險","-188","0.8","1","222001002","115586","0","5","151","5","0.8","10","0.8","bgm_M259","188","90","100","2200002","100201","-376","0","-1","220021001","0","0","376","125256","0.8","0","0.8","0","20004"
"0","102011","50","91002","怜的解放冒險","-188","0.8","1","222001003","115556","0","5","151","5","0.8","10","0.8","bgm_M259","188","90","100","2200003","100301","-376","0","-1","220031001","0","0","376","125016","0.8","0","0.8","0","20004"
"0","102011","50","91002","禊的解放冒險","-188","0.6","1","222001004","126103","0","5","187","5","0.8","10","0.8","bgm_M259","188","90","100","2200004","100401","-376","0","-1","220041001","0","0","376","116133","0.8","0","0.8","0","20004"
"0","102011","50","91002","茉莉的解放冒險","-188","0.8","1","222001005","129312","0","5","274","5","0.8","10","0.6","bgm_M259","188","90","100","2200005","100501","-376","0","-1","220051001","0","0","376","119432","0.8","0","0.8","0","20004"
"0","102011","50","91002","茜里的解放冒險","-188","0.8","1","222001006","116612","0","5","181","5","0.6","10","0.8","bgm_M259","188","90","100","2200006","100601","-376","0","-1","220061001","0","0","376","116582","0.8","0","0.6","0","20004"
"0","102011","50","91002","宮子的解放冒險","-188","0.8","1","222001007","128162","0","5","232","5","0.8","10","0.6","bgm_M259","188","90","100","2200007","100701","-376","0","-1","220071001","0","0","376","118012","0.8","0","0.8","0","20004"
"0","102011","50","91002","雪的解放冒險","-188","0.8","1","222001008","119252","0","5","268","5","0.8","10","0.6","bgm_M259","188","90","100","2200008","100801","-376","0","-1","220081001","0","0","376","119012","0.8","0","0.8","0","20004"
"0","102011","50","91002","杏奈的解放冒險","-188","0.8","1","222001009","119611","0","5","262","5","0.6","10","0.8","bgm_M259","188","90","100","2200009","100901","-376","0","-1","220091001","0","0","376","119551","0.8","0","0.8","0","20004"
"0","102011","50","91002","真步的解放冒險","-188","0.8","1","222001010","125256","0","5","148","5","0.8","10","0.8","bgm_M259","188","90","100","2200010","101001","-376","0","-1","220101001","0","0","376","125463","0.8","0","0.8","0","20004"
"0","102011","50","91002","璃乃的解放冒險","-188","0.8","1","222001011","115554","0","5","136","5","0.8","10","0.8","bgm_M259","188","90","100","2200011","101101","-376","0","-1","220111001","0","0","376","125134","0.8","0","0.8","0","20004"
"0","102011","50","91002","初音的解放冒險","-188","0.8","1","222001012","115616","0","5","154","5","0.8","10","0.8","bgm_M259","188","90","100","2200012","101201","-376","0","-1","220121001","0","0","376","125226","0.8","0","0.8","0","20004"
"0","102011","50","91002","七七香的解放冒險","-188","0.8","1","222001013","117612","0","5","208","5","0.6","10","0.8","bgm_M259","188","90","100","2200013","101301","-376","0","-1","220131001","0","0","376","117552","0.8","0","0.8","0","20004"
"0","102011","50","91002","霞的解放冒險","-188","0.8","1","222001014","119613","0","5","280","5","0.8","10","0.8","bgm_M259","188","90","100","2200014","101401","-376","0","-1","220141001","0","0","376","119553","0.8","0","0.8","0","20004"
"0","102011","50","91002","美里的解放冒險","-188","0.8","1","222001015","118582","0","5","235","5","0.8","10","0.6","bgm_M259","188","90","100","2200015","101501","-376","0","-1","220151001","0","0","376","118552","0.8","0","0.8","0","20004"
"0","102011","50","91002","鈴奈的解放冒險","-188","0.8","1","222001016","116042","0","5","178","5","0.8","10","0.8","bgm_M259","188","90","100","2200016","101601","-376","0","-1","220161001","0","0","376","116072","0.8","0","0.8","0","20004"
"0","102011","50","91002","香織的解放冒險","-188","0.8","1","222001017","117551","0","5","199","5","0.8","10","0.8","bgm_M259","188","90","100","2200017","101701","-376","0","-1","220171001","0","0","376","117581","0.8","0","0.6","0","20004"
