31d9544f9e926dce92fa776f3da723e80c550c0c5ffcc6b0c31fbd35eacc0fef,e2189093fc4e7d157fe6a07b5877f8b1718404ea74701fcc2b4f3eb1ca0d45ed,53a979ec09b8bba49c0b1cc4b93d6b2ec08fd9b107b597bd5b5af93a91a336d0,fa37ed9cd63bc840f42714550399f9e708f35676a1de4f851c57f13ca063dacf,9f4e2b1f136436248e7d69d2859f4b57a5ecae1fea512a8c0ea6d1ea73ae9a0d,cd5328fe75c7ec6ada06848980d1c8fdf07e47dbeacc531144c1ac9ea5c55648,3ef86f264037957847ba451be07ef9058b9c3e8de7545549d96238e986298cfc,efa0fe54546b3b5c8a677986c4e321cfe33f1e81f1bb0d82b58e867e9e237d90,191b092df390a318609f3c20775c7118ed0f17655e32b7a477b4646809a44f87,68781cc526073a0bb98c8b0de33fd84aad379203e955f201d36d751ec9108292,552ca49cd963a08769556a756226b1041901ca2428c4d53c52da146e861934e9,a24c7cafdc256b038ff3c34fa366eb43d6f41fe2bcdb702f3283ced8910508a6,fdaf3efc2f5b45063d71dbca86c29b41c5338fb2d032a6775d6488ec30b0aab5,770ea964fca456d73fbbb0c95569b8c5d2b67ea3e32ed9d0e9816c2bbe458c02,45b4140b88a7b0d770dcb5cc504fdf0fc0f3a32b0f311fec5e6817e7f8ea765a,48ee1d68455ae8f89268a20462f842489d5fa7226957d0110c251a71dfe6f501,edd8fccb30a9365020db0420ecf7ae32ae472241bdae7361da13ad72ced7bb61,beb1a6c57c8c96e87a97380b013e45b57f52f744fcdc9f44720e63e421bcb7ba,53ec3e48d83f132fb97406748be187a8e9b0904e653bb3fc85560cba14ac2236,36612b2f0a74969e63ad9c4c77f48ffadec533e06f2c5b730d50a3e944140560,c608eb11b99bde2a7948c01cf4cb45e00fc8082be47d717a318b767c7ff7e036,e64756632c38616b543d017deeb329b7ba14d1eac13cf050b594dfe6cf917b15,223b0dd51f18961854ec9dee0cb7843a1653c80cff599752177f912bf56c4839,c72b80c9fece8f8090e0383720cc56c299c9d9e056cc32b39e9cf32c2b75a13c,fa119826b55fd248ff710b07eaeea43023f7a5704d429995e1cef155aa7196fd,ab260068dc8f777d3deded7f7e6970501b27c6329a0d81d06c16c487e0d32bc4,55aa8a58fb6a35ca132232b2efd8d8c4847632ad178625b7a8cb794aa0e128f0,a241ab523b1f8c6f2f2a46ba2d5efaefe8e6b8f0499e91dce863eba5d867fc4e,8c2d95aafdd9a5451c72cdec12dd391fc8b704839e222a2ff10897e9faeb0ac6,c73e75edd9c7a744dbb58a6d70490b7b0c53bf0d2f8b8d50f33c02096bed886c,8078c7c110548e39e54034024dfcaabca7eb6e8df38bfc73c628b2dda6137fc9,3f792b9cc131743f81d15bbf32b410c62af84087e8029632fad91b23484f0ce4,5d288d68f9407dd4a2d4c5b26322b2c439d41d4a23540acafb95e331e43d57b0,fed6eacceec6f00ee5e11938255b00570ac7ac7eb879232041b8a8bba5ca4e08,67ed8f56969d5c9babe387153aa7182ac94a15e604ae516e7b10b53d9d06a3b5,7c90d1832e490db7474bacf92423efd9ca45ac3242ce1564ceabadfa1c0827d4,8b96d33968483abd97a455efdf14d0490026740b34f7773716cad609be563265,1e429db33918e49b213f3ceee213602441863f2c4a39f22877b1e229e8a719e2,18427fbd8aac007e05846d5b937351ae5fc43e3cfc59ce42031d8dba70a49026,1a265a75c7a2548d1ea19ff22b0cc3440a13f07faa951febf1dce02d09611b07,2585be0281b1487384b6640e1fb097e37f0d25a7d2321f6b38f035755b8b58f7,7b932ea7856c96248f77d541c22c434d62b744a2e3b67a9e6a0c11eaa1647aec,d8c13569914d89529f11e37a5fb2fbe7d987418426ac73fc5d2a6069053565b4,8c39dcfd1363b889de1e4f19b43b977609eca3bac5d2af68c9d2c9e55250cc2a
"0","1510","0","0","1660167","0","岩龜暴君","0","0","0","0","251100","0","3010","200000001","0","0","0","0","1","224","0","0","0","3010","3010","810100101","301","3010","3010","0","0","0","42","0","0","0","0","2265","3010","0","0","0","0"
"0","604","0","0","2397387","0","青藍魔像","0","0","0","0","250800","0","3010","200000001","0","0","0","0","1","292","0","0","0","3010","3010","810100102","301","3010","3010","0","0","0","42","0","0","0","0","3624","3010","0","0","0","0"
"0","1208","0","0","1693693","0","生者劍士","0","0","0","0","251000","0","3010","200000001","0","0","0","0","1","660","0","0","0","3010","3010","810100103","301","3010","3010","0","0","0","42","0","0","0","0","2718","3010","0","0","0","0"
"536","2554","0","0","1190448","0","純的闇影","6","0","0","69","604701","5","301","200000001","0","0","0","0","32","4756","0","0","0","301","301","810100104","301","301","301","30","0","0","42","0","0","1","0","2929","301","0","0","26","0"
"1165","1224","0","0","565544","0","碧的闇影","6","0","0","55","604001","2","301","200000001","0","0","0","0","32","9894","0","0","0","301","301","810100105","301","301","301","29","0","0","67","0","0","1","0","1238","301","0","0","34","0"
"0","0","150","0","1000000000","0","爆裂敵人","1","0","0","0","217300","0","0","300000008","0","0","5000","0","1","0","0","0","0","0","100","810100106","301","100","0","0","0","0","100","0","0","0","0","0","0","0","0","1","0"
"0","0","0","0","1000000000","0","爆裂敵人","1","0","0","0","217301","0","0","300000008","0","0","0","0","1","0","0","0","0","0","0","810100107","301","0","0","0","0","0","100","0","0","0","0","0","100","0","0","1","0"
"0","1510","0","15693","5862568","0","守門者","0","0","0","0","251500","0","3010","200000001","0","0","0","0","1","0","0","0","0","3010","3010","810100201","301","3010","3010","0","0","0","42","0","0","0","0","2265","3010","0","0","0","0"
"0","906","0","0","7557183","0","高等獸人","0","0","0","0","252900","0","3010","200000001","0","0","0","0","1","5318","0","0","0","3010","3010","810100202","301","3010","3010","0","0","0","42","0","0","0","0","2265","3010","0","0","0","0"
"0","604","0","3487","8817438","0","小狸貓","0","0","0","0","250600","0","3010","200000001","0","0","0","0","1","0","0","0","0","3010","3010","810100203","301","3010","3010","0","0","0","42","0","0","0","0","906","3010","0","0","0","0"
"0","2191","0","13901","5287114","0","空花（大江戶）的闇影","5","0","0","207","609501","20","301","200000001","0","0","0","0","32","0","0","0","0","301","301","810100204","301","301","301","19","0","0","42","120","0","1","0","3031","301","0","0","12","0"
"0","385","0","33886","3292795","0","凱留（新年）的闇影","5","0","0","45","612001","17","301","200000001","0","0","0","0","32","0","0","0","0","301","301","810100205","301","301","301","24","0","0","42","2239","0","1","0","457","301","0","0","0","0"
"0","906","0","0","8734904","0","叢林護衛","0","0","0","0","251300","0","3010","200000001","0","0","0","0","1","8814","0","0","0","3010","3010","810100301","301","3010","3010","0","0","0","42","0","0","0","0","2265","3010","0","0","0","0"
"2062","476","0","0","5186139","0","克莉絲提娜（聖誕節）的闇影","5","0","0","30","611502","1","301","200000001","0","0","0","0","32","43840","0","0","0","301","301","810100302","301","301","301","27","0","0","44","0","0","1","0","406","301","0","0","3","0"
"1921","646","0","0","4764712","0","栞的闇影","6","0","0","35","603801","0","301","200000001","0","0","0","0","32","45320","0","0","0","301","301","810100303","301","301","301","38","0","0","65","0","0","1","0","853","301","0","0","12","0"
"2026","489","0","0","4300082","0","璃乃（奇幻）的闇影","5","0","0","30","612901","0","301","200000001","0","0","0","0","32","42130","0","0","0","301","301","810100304","301","301","301","34","0","0","65","0","0","1","0","700","301","0","0","5","0"
"0","604","0","0","8354042","0","鬼燈螢","0","0","0","903","258300","0","3010","200000001","0","0","0","0","1","17600","0","0","0","3010","3010","810100305","301","3010","3010","0","0","0","42","0","0","0","0","906","3010","0","0","0","0"
