e43a029b1fbd0c25d1023e7852ff09fb1bd8d25c945f7a5fe82cddaa2ce6d129,6fd40b9ffcb948de0d0ff71411783cbeb1f180c414c7484d74c8e760dabfd62c,aabdb9ebed2ffe6ee6680f6ddcec9e79441da79e3341190437c56e6bac3c09b3,2aa1c6418a57cc445617ae57629085589efc408da66cedf99e96fb4d165f7e09,554a1252d9b85fa7cfcfe8eeb25e76b73de766f0c1db1b15d2388c68196d4dfd,9abab667ea3f7661e65267e448ce1fa189085266962b9504298aa4aefab7add3,56fd18ccc622bd0946fe7d1069d11cc8d66e7c0ade755206d54314e80e7e2215,8a0da63d59b8c0f5aec3c419cce8c82b1409346b6c9d3793021f346104e0dfcd,be1acfb36738da226b2a5c4a90a5f1f4584b8c4ad2808663c78c32db7b1f62e3,1089751a08f4d255a3b68e4c3d464fdf9befc98ae8d418d61a0b3e6d29679c22,10394f2e6e2ee6f7df134cad019128e26c9e04717e8f71a1dd3a01c2532b3041,2aecfa0ddefb93d089a5b7b356f4f03dcbbb29d258c4125b1686cc6ad0be9897,1fb933f6ed237bc2ba10381b1de9e8e9329ab4d7620b71bc31dcdae6be3c4536,4b52f6049104cb6abf611ed0d318be3f9ed9fa27061ddbba1c20c5b5721361b1,1beaa315edbb87964f5bd6de8db995a39ba8ec9e99f65e6fef83920e489a7038,462b266d519bed3e6a701495ce7417e79affc17aeabbe95274ae29376963fe3a,5987462aeefa5da84678edbeca5fc2b9474acc135ea0b390751d926e0a1d8b1d,cc6c4d563cd21292a2d3471de3474b6dabb3991ca7dd96ea4f6a300e700b4a8a,4bc080101393f058a8bef25bb8e318e630a6954c1bdf7f42d5704c0ceecd9d50,31312473c6fec3e873993dd1b12791481cda81aaaefd531ccd100ad51e31d999,c2675bf367d1b7c86911d2255c7c93cb3f594e695336cc13fe991ac4a1b7d568,0117e4338631a208d4ae03c939e5c4ed295ae32c026038cb2dbfc23c7a097fd1,08cc81f1b42bbe321dc0869929c803c931531c6256c4e5314de6e8de8b0212a3,f6ce145f614699ced6312e46aa324998cbd210ed1fc56d5afefa5e8f6935c49e,59556f320e8fefe4f253e68af593a6e2179c363432ac3ce8748ee4e51aa695e8,8bcb14d79290d64eece4c71e4f00d2700fa2bdd7cc55745b58e48914181d1e58,65ea2322d09998ed378ed1075e4021918d4765b4eacff681a9832b949bec434a,fdd72026a4843b5cf8980e04d7ad8f701545508fac3f102d9c305986612e1ffe,3abc8733cb7d29be157d2ac47aee4eca3f19234ddfcfa5cc4b31fe6f209c8f2e,ea84bf6014cef8a5742d8db38818098615d3cb36132dba1fdba3892af614f0e2,471ba88eaf550c2d08eac06ff791bb81ba027ea9072a978ce99f7d37edf8c41c,22a77cd1e55789a7b9828adb37d7824ed80a6709ce273c253e72dfcce188b138,f3421644eb759757bf85014daf038a2578bbef62051d71fa6ae64dbbe46b36ef,457e7ff9a215ecc0d548b2a9f2698543b4fd11b652686b79a063165331fa0106,16ae134daada0b07e6279d24126020b946b071844c818e30322719cfe7b471c4,e5877de8f4d4f0cf1588fe77fc7884e72aabcb37287dbe5388b3fa7ab5b33405,73b28cb564d0364e58844b59cc608cb061fedddcd57aca0bcb75e61109b04950,e6b3ad5bfee23c968dfc1ac771efe496c5d5e2055cc1c85bc47bbd1bb1c0edf7,fee59fbcfa756e656f55b4592efb8d08c75e591a75a7c22a7a301ba36d677e70,bd5496504d56454811c308735fca602c2d9608331aa6567fd67e2ab903173702,38ee6496d49831b087bd161d81552e1879a19db42368f9748004739e686e1115
"0","258","0","1","0","1","0","0","1","600110031","61001004","600000003","0","36","0","0","3001","61001007","3001","0","0","1","1","0","620060001","620130001","0","0","0","61001005","0","0","18","0","0","30","0","620090001","0","0","0"
"0","258","0","1","0","1","0","0","1","600110041","61001004","600000004","0","36","0","0","4001","61001007","4001","0","0","1","1","0","620060001","620130001","0","0","0","61001005","0","0","18","0","0","30","0","620090001","0","0","0"
"0","268","0","1","0","1","0","0","1","600110051","61001004","600000005","0","36","0","0","5001","61001007","5001","0","0","1","1","0","620060002","620130002","0","0","0","61001005","0","0","18","0","0","30","0","620090002","0","0","0"
"0","273","0","1","0","1","0","0","1","600110061","61001004","600000006","0","36","0","0","6001","61001007","6001","0","0","1","1","0","620060003","620130003","0","0","0","61001005","0","0","18","0","0","30","0","620090003","0","0","0"
"0","281","0","1","0","1","0","0","1","600110071","61001004","600000007","0","36","0","0","7001","61001007","7001","0","0","1","1","0","620060004","620130004","0","0","0","61001005","0","0","18","0","0","30","0","620090004","0","0","0"
"0","288","0","1","0","1","0","0","1","600110081","61001004","600000008","0","36","0","0","8001","61001007","8001","0","0","1","1","0","620060005","620130005","0","0","0","61001005","0","0","18","0","0","30","0","620090005","0","0","0"
"0","298","0","1","0","1","0","0","1","600110091","61001004","600000009","0","36","0","0","9001","61001007","9001","0","0","1","1","0","620060006","620130006","0","0","0","61001005","0","0","18","0","0","30","0","620090006","0","0","0"
"0","309","0","1","0","1","0","0","1","600110101","61001004","600000010","0","36","0","0","10001","61001007","10001","0","0","1","1","0","620060007","620130007","0","0","0","61001005","0","0","18","0","0","30","0","620090007","0","0","0"
"0","313","0","1","0","1","0","0","1","600110111","61001004","600000011","0","36","0","0","11001","61001007","11001","0","0","1","1","0","620060008","620130008","0","0","0","61001005","0","0","18","0","0","30","0","620090008","0","0","0"
"0","321","0","1","0","1","0","0","1","600110121","61001004","600000012","0","36","0","0","12001","61001007","12001","0","0","1","1","0","620060009","620130009","0","0","0","61001005","0","0","18","0","0","30","0","620090009","0","0","0"
"0","326","0","1","0","1","0","0","1","600110131","61001004","600000013","0","36","0","0","13001","61001007","13001","0","0","1","1","0","620060010","620130010","0","0","0","61001005","0","0","18","0","0","30","0","620090010","0","0","0"
"0","336","0","1","0","1","0","0","1","600110141","61001004","600000014","0","36","0","0","14001","61001007","14001","0","0","1","1","0","620060011","620130011","0","0","0","61001005","0","0","18","0","0","30","0","620090011","0","0","0"
"0","341","0","1","0","1","0","0","1","600110151","61001004","600000015","0","36","0","0","15001","61001007","15001","0","0","1","1","0","620060012","620130012","0","0","0","61001005","0","0","18","0","0","30","0","620090012","0","0","0"
"0","351","0","1","0","1","0","0","1","600110161","61001004","600000016","0","36","0","0","16001","61001007","16001","0","0","1","1","0","620060013","620130013","0","0","0","61001005","0","0","18","0","0","30","0","620090013","0","0","0"
"0","356","0","1","0","1","0","0","1","600110171","61001004","600000017","0","36","0","0","17001","61001007","17001","0","0","1","1","0","620060014","620130014","0","0","0","61001005","0","0","18","0","0","30","0","620090014","0","0","0"
"0","366","0","1","0","1","0","0","1","600110181","61001004","600000018","0","36","0","0","18001","61001007","18001","0","0","1","1","0","620060015","620130015","0","0","0","61001005","0","0","18","0","0","30","0","620090015","0","0","0"
"0","371","0","1","0","1","0","0","1","600110191","61001004","600000019","0","36","0","0","19001","61001007","19001","0","0","1","1","0","620060016","620130016","0","0","0","61001005","0","0","18","0","0","30","0","620090016","0","0","0"
