73f9f300c8e251d4ec0555399dc97e3673965fedff5346b990d261d37dd6f741,c8a801110c099ce42a1b0e1741aa1434750b15617ad0da0220b6c3449f4733a5,f46ce48c3c3cf05a552b71464601c856a3d4dc3a3c40e1d49e6f1e8d6d35e5f1,9e9773a8fb0579093d016fbf8a2b6c2f1a621eca72f3a56c395d181aaa2ee6c6,e2fd4193e5ee9cae6e25c6514ac0ec79ab1f3169757b8badecb8144612c7da2b,19b6aa2e210a9fde7c3b2f18e1d25be68cbef614e2abb756a181ee46ef214e29,1dff5f4af21365a90febe98610d24e4a7672ffaf03ebd06271b39d6e6a4ec583,9a323a014c9f64ac9f6afe4e945d393728597e6b7141e55211476c4a72778595,262acbfcfd642cafeb2171dc3919f2ac00cdebdaa882dfc9636eda09b6d867ef,3704d443782bba8017b51d15029ebf326e0b435ded02160afe9a1357731b5815,f5ef21106eb6895e15cb13f486ad15b8604d58645a6c73dd86907576f89fce65,074c287c33c42a01c18e6129bfd51f1a6c2ec9b89ca0d443813fc9431e94d30e,1cd5e0b167ff9a2bacffa7cb8119fb29988353ff93b53676c081fa2993ee983a,5441eea3cec8bb608d703461b2316675004a89bf4cb65c8fe3b88ff03b00886f,162640d90fbf18556a53b848d90128184555eb2716ef41f5ab02d11864e0d319,305e999e27ff03e2f825d8ad2fe76240e3e4cd872013156e2fc241ec0a71fbc4,4b4c43c45764d8537b9f74abb9461fa4238645730a388eb0456f342067db8e34,281f93cf334bc9daee92ed2c67f686f9b18fb4c975b3efe7dd0230df8633ffce,1e3b1155feb57599ec48bb29b25f126e5e15064b1189a5d7b60de6d433787573,af19ba68101aa649c2b640b4476bbfbfbc17910636db8ebb30c1e3fae61fca31,c9efb0a90fd50110a90660cbb6b5ada4ef64dafb37534e99f6114e9a0565ed6d
"劍","0","鐵劍","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","101011","0","0"
"短劍","0","殺手筆劍","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","101071","0","0"
"指虎","0","木製拳套","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","101101","0","0"
"弓","0","獵人弓","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","101131","0","0"
"戟","0","鋼之戟","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","101161","0","0"
"斧","0","單手斧","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","101191","0","0"
"回復法杖","0","檀香之杖","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","101251","0","0"
"輕裝鎧甲","0","皮革工作服","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","101281","0","0"
"魔法服","0","旅行長袍","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","101371","0","0"
"盾","0","木製盾","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","101401","0","0"
"鞋","0","皮靴","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","101431","0","0"
"魔法帽","0","時尚貝雷帽","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","101521","0","0"
"攻擊配件","0","幹勁手鍊","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","101551","0","0"
"防禦配件","0","守護墜飾","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","101581","0","0"
"魔法配件","0","氣魄手環","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","101611","0","0"
"劍","0","齒輪劍","0","30","0","0","0","0","0","0","0","0","0","0","0","13","2","102011","0","0"
"劍","0","湛藍之血","0","60","0","0","0","0","0","0","0","0","0","0","0","27","2","102013","0","0"
"劍","0","極光之劍","0","0","1","1","0","0","0","0","0","0","0","0","0","27","2","102014","0","0"
"刀","0","彎月刀","0","35","0","0","0","0","0","0","0","0","0","0","0","30","2","102041","0","0"
"短劍","0","野戰小刀","0","0","0","0","0","0","0","0","0","0","0","0","0","13","2","102071","0","5"
"拳套","0","皮製指虎","0","0","0","0","0","0","0","0","0","0","0","0","0","27","2","102101","0","10"
"弓","0","水晶之弓","0","0","1","0","0","0","0","0","0","0","0","0","0","27","2","102131","0","0"
"戟","0","三叉戟","0","0","0","1","0","0","0","0","0","0","0","0","0","12","2","102162","0","0"
"戟","0","火焰之矛","0","0","0","3","0","0","0","0","0","0","0","0","0","20","2","102163","0","0"
"斧","0","金屬戰斧","0","0","0","0","0","0","0","0","0","0","0","0","0","16","2","102191","0","0"
"斧","0","精鋼斧","0","0","0","0","0","0","0","0","0","0","0","0","0","34","2","102192","0","0"
"攻擊法杖","16","綠意之杖","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","102221","0","0"
"攻擊法杖","34","雛龍之杖","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","102222","0","0"
"回復法杖","13","醫生掰掰法杖","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","102251","0","0"
"回復法杖","27","獨角獸的慈愛","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","102252","0","0"
"輕型鎧甲","0","智慧之服","0","90","0","0","0","0","0","0","0","0","0","0","0","5","2","102281","0","0"
"輕型鎧甲","0","輕板甲","0","150","1","1","0","0","0","0","0","0","0","0","0","7","2","102282","0","0"
"重型鎧甲","0","鱗甲","0","95","0","1","0","0","0","0","0","0","0","0","0","0","2","102311","0","0"
"重型鎧甲","0","精鋼鎧甲","0","180","1","2","0","0","0","0","0","0","0","0","0","0","2","102312","0","0"
