9e9773a8fb0579093d016fbf8a2b6c2f1a621eca72f3a56c395d181aaa2ee6c6,262acbfcfd642cafeb2171dc3919f2ac00cdebdaa882dfc9636eda09b6d867ef,1dff5f4af21365a90febe98610d24e4a7672ffaf03ebd06271b39d6e6a4ec583,c9efb0a90fd50110a90660cbb6b5ada4ef64dafb37534e99f6114e9a0565ed6d,1cd5e0b167ff9a2bacffa7cb8119fb29988353ff93b53676c081fa2993ee983a,c8a801110c099ce42a1b0e1741aa1434750b15617ad0da0220b6c3449f4733a5,e2fd4193e5ee9cae6e25c6514ac0ec79ab1f3169757b8badecb8144612c7da2b,5441eea3cec8bb608d703461b2316675004a89bf4cb65c8fe3b88ff03b00886f,af19ba68101aa649c2b640b4476bbfbfbc17910636db8ebb30c1e3fae61fca31,9a323a014c9f64ac9f6afe4e945d393728597e6b7141e55211476c4a72778595,074c287c33c42a01c18e6129bfd51f1a6c2ec9b89ca0d443813fc9431e94d30e,f46ce48c3c3cf05a552b71464601c856a3d4dc3a3c40e1d49e6f1e8d6d35e5f1,281f93cf334bc9daee92ed2c67f686f9b18fb4c975b3efe7dd0230df8633ffce,73f9f300c8e251d4ec0555399dc97e3673965fedff5346b990d261d37dd6f741,1e3b1155feb57599ec48bb29b25f126e5e15064b1189a5d7b60de6d433787573,3704d443782bba8017b51d15029ebf326e0b435ded02160afe9a1357731b5815,19b6aa2e210a9fde7c3b2f18e1d25be68cbef614e2abb756a181ee46ef214e29,4b4c43c45764d8537b9f74abb9461fa4238645730a388eb0456f342067db8e34,f5ef21106eb6895e15cb13f486ad15b8604d58645a6c73dd86907576f89fce65,305e999e27ff03e2f825d8ad2fe76240e3e4cd872013156e2fc241ec0a71fbc4,162640d90fbf18556a53b848d90128184555eb2716ef41f5ab02d11864e0d319
"0","0","0","0","0","0","0","0","0","0","0","鐵劍","1","劍","101011","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","殺手筆劍","1","短劍","101071","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","木製拳套","1","指虎","101101","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","獵人弓","1","弓","101131","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","鋼之戟","1","戟","101161","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","單手斧","1","斧","101191","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","檀香之杖","1","回復法杖","101251","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","皮革工作服","1","輕裝鎧甲","101281","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","旅行長袍","1","魔法服","101371","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","木製盾","1","盾","101401","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","皮靴","1","鞋","101431","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","時尚貝雷帽","1","魔法帽","101521","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","幹勁手鍊","1","攻擊配件","101551","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","守護墜飾","1","防禦配件","101581","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","氣魄手環","1","魔法配件","101611","0","0","0","0","0","0"
"0","0","0","0","0","0","30","0","0","0","0","齒輪劍","2","劍","102011","0","0","13","0","0","0"
"0","0","0","0","0","0","60","0","0","0","0","湛藍之血","2","劍","102013","0","0","27","0","0","0"
