d1dac206e39508b09e9d42f8a21897e0e4123e8f9d3f54566f139dc1028c3d51,8a0ec626e4bbfdd6a87550fc996d5d88979e3a8cb8a89747e4f1b602718a0018,d6d32a5186b6b909e2f49c5d46ec5d7dffe5187f4ba66e0351183cc7ad3edca8,fceb0f3a6a22c516b0a2f61af9a3aabe322e243f1367513a66fe593b81bd83fd,736f2bf0b097ebaa56355203b95e962cd112de58b0c77f69621fd409d86cc2c0,f17987358f317f05e46ace3730894925fd934a43b672f7a860d0e2895b40f81b,fa3f5416be3414af40b28124335f90458246543fdd66d765ab9361eebf7d2b64,d9b0eedfeecc46ddeeca8ee814afbf0a8eede37c30de4f406b4126df6855fb88,e7409413e9e1044d5b0a4e8be98a9542a5a8edf579491dd010a21a3003778960
"0","0","30000","100111","20000","50","5000","0","0"
"0","0","30000","100112","20000","50","5000","0","0"
"0","0","30000","100113","20000","50","5000","0","0"
"0","0","45000","100121","30000","125","12500","0","0"
"0","0","45000","100122","30000","125","12500","0","0"
"0","0","45000","100123","30000","125","12500","0","0"
"0","0","60000","100131","40000","200","20000","0","0"
"0","0","60000","100132","40000","200","20000","0","0"
"0","0","60000","100133","40000","200","20000","0","0"
"0","0","30000","100211","20000","50","5000","0","0"
"0","0","30000","100212","20000","50","5000","0","0"
"0","0","30000","100213","20000","50","5000","0","0"
"0","0","45000","100221","30000","125","12500","0","0"
"0","0","45000","100222","30000","125","12500","0","0"
"0","0","45000","100223","30000","125","12500","0","0"
"0","0","60000","100231","40000","200","20000","0","0"
"0","0","60000","100232","40000","200","20000","0","0"
"0","0","60000","100233","40000","200","20000","0","0"
"0","0","30000","100311","20000","50","5000","0","0"
"0","0","30000","100312","20000","50","5000","0","0"
"0","0","30000","100313","20000","50","5000","0","0"
"0","0","45000","100321","30000","125","12500","0","0"
"0","0","45000","100322","30000","125","12500","0","0"
"0","0","45000","100323","30000","125","12500","0","0"
"0","0","60000","100331","40000","200","20000","0","0"
"0","0","60000","100332","40000","200","20000","0","0"
"0","0","60000","100333","40000","200","20000","0","0"
"0","0","30000","100411","20000","50","5000","0","0"
"0","0","30000","100412","20000","50","5000","0","0"
"0","0","30000","100413","20000","50","5000","0","0"
"0","0","45000","100421","30000","125","12500","0","0"
"0","0","45000","100422","30000","125","12500","0","0"
"0","0","45000","100423","30000","125","12500","0","0"
"0","0","60000","100431","40000","200","20000","0","0"
"0","0","60000","100432","40000","200","20000","0","0"
"0","0","60000","100433","40000","200","20000","0","0"
"0","0","30000","100511","20000","50","5000","0","0"
"0","0","30000","100512","20000","50","5000","0","0"
"0","0","30000","100513","20000","50","5000","0","0"
"0","0","45000","100521","30000","125","12500","0","0"
"0","0","45000","100522","30000","125","12500","0","0"
"0","0","45000","100523","30000","125","12500","0","0"
"0","0","60000","100531","40000","200","20000","0","0"
"0","0","60000","100532","40000","200","20000","0","0"
"0","0","60000","100533","40000","200","20000","0","0"
"0","0","30000","100611","20000","50","5000","0","0"
"0","0","30000","100612","20000","50","5000","0","0"
"0","0","30000","100613","20000","50","5000","0","0"
"0","0","45000","100621","30000","125","12500","0","0"
"0","0","45000","100622","30000","125","12500","0","0"
"0","0","45000","100623","30000","125","12500","0","0"
"0","0","60000","100631","40000","200","20000","0","0"
"0","0","60000","100632","40000","200","20000","0","0"
"0","0","60000","100633","40000","200","20000","0","0"
"0","0","30000","100711","20000","50","5000","0","0"
"0","0","30000","100712","20000","50","5000","0","0"
"0","0","30000","100713","20000","50","5000","0","0"
"0","0","45000","100721","30000","125","12500","0","0"
"0","0","45000","100722","30000","125","12500","0","0"
"0","0","45000","100723","30000","125","12500","0","0"
"0","0","60000","100731","40000","200","20000","0","0"
"0","0","60000","100732","40000","200","20000","0","0"
"0","0","60000","100733","40000","200","20000","0","0"
"0","0","30000","100811","20000","50","5000","0","0"
"0","0","30000","100812","20000","50","5000","0","0"
"0","0","30000","100813","20000","50","5000","0","0"
"0","0","45000","100821","30000","125","12500","0","0"
"0","0","45000","100822","30000","125","12500","0","0"
"0","0","45000","100823","30000","125","12500","0","0"
"0","0","60000","100831","40000","200","20000","0","0"
"0","0","60000","100832","40000","200","20000","0","0"
"0","0","60000","100833","40000","200","20000","0","0"
"0","0","30000","100911","20000","50","5000","0","0"
"0","0","30000","100912","20000","50","5000","0","0"
"0","0","30000","100913","20000","50","5000","0","0"
"0","0","45000","100921","30000","125","12500","0","0"
"0","0","45000","100922","30000","125","12500","0","0"
"0","0","45000","100923","30000","125","12500","0","0"
"0","0","60000","100931","40000","200","20000","0","0"
"0","0","60000","100932","40000","200","20000","0","0"
"0","0","60000","100933","40000","200","20000","0","0"
