6211261ba229cc1faf989c5b6652d61cd4d48f6933fd8b272ec085d7fe8014bb,3d8c381fce4a4ee8b303080a093d4ef2384a646152c83c3570c06a2aede0c37c,1dca8538bd709e0d6198aedad4d654a660ccd2ba716da3b31f4ddc2e31d7c5a8,a6dca9150c931d6f75db45a16eeb3bfc6b9b1fd8184abeb16e56ee13ada87545,c7086220cef897510442b34cfef04be03c74a519b52cd3a1430eb4335db33827,1bcc61d5008bdb8e594f3c3297c6f31a2764b616dfd7dfdc814c7fb0fe75d0a2,b6832ccfecf229b9d19cedb31daf4367883190130eac9de279617997f3a63fbb,9aa8824e4f9dbfac116b8fc56aff223e10fc9eed373ac1d1517bd65c4568a707,51a0a48c99c8ff0008114caea1b1420f3ff0be2fce92a98c8ad0f14b2e3b591f,51d0aebe4f827a9111f34877eb06be792873a24f6b17158fb2413d9110df1579,fd529740e459876bbfab1bd32c38b29095c916bc21afe398dd26fadb63e12272,9c07a64be1197e8b831b97a7e7378df4df0e7708111db9ea4918ee992e4683dd,a55beb5e6330bf33525b453fb3b12002c2ada30499a2cb1ddf49d27c88db611a,84f46c1ba8c7a9fbf1e3fe1d6a0227615b7816648079ee4044ec5edbf4aed786,b43e8d7307e8f2390ad7f46eb289d47a7150968e6cd6372028181e3fe68b968d,288626341da05e1715022d855abf5afb3562863443ec6a043b97f6277f881c39,2406607ea8bbf8eda960bbfd469c4e19fa9f314c0c91eb6fe0b8541efd5f3ce7
"60","500213","bgm_M32","0","2018/09/12 15:59:59","1060","2018/08/24 16:00:00","2018/08/28 16:00:00","2018/09/19 15:59:59","1768","bgm_M32","50","0","0","0","10001","2018/09/17 15:59:59"
"60","500193","bgm_M98","0","2018/10/19 15:59:59","1060","2018/10/01 16:00:00","2018/10/03 16:00:00","2018/10/28 15:59:59","1768","bgm_M98","50","0","0","103601","10002","2018/10/24 15:59:59"
"60","500263","bgm_M106","0","2018/11/15 15:59:59","1060","2018/10/30 16:00:00","2018/11/01 15:59:59","2018/11/25 15:59:59","1768","bgm_M106","50","0","0","104401","10003","2018/11/20 15:59:59"
"60","500164","bgm_M112","0","2018/12/15 15:59:59","1060","2018/11/29 16:00:00","2018/12/01 16:00:00","2018/12/24 15:59:59","1768","bgm_M112","50","0","0","107601","10004","2018/12/20 15:59:59"
"60","500284","bgm_M121","0","2019/01/17 15:59:59","1060","2019/01/01 16:00:00","2019/01/03 16:00:00","2019/01/25 15:59:59","1768","bgm_M121","50","0","0","907901","10005","2019/01/22 15:59:59"
"60","500096","bgm_M128","0","2019/02/16 15:59:59","1060","2019/01/30 16:00:00","2019/02/01 12:00:00","2019/02/22 15:59:59","1768","bgm_M128","50","0","0","104701","10006","2019/02/19 15:59:59"
"60","500264","bgm_M135","0","2019/03/22 15:59:59","1060","2019/03/04 16:00:00","2019/03/06 16:00:00","2019/03/28 15:59:59","1768","bgm_M135","50","0","0","108201","10007","2019/03/25 15:59:59"
"60","500143","bgm_M162","0","2019/04/14 15:59:59","1060","2019/04/01 16:00:00","2019/04/03 16:00:00","2019/04/21 15:59:59","1768","bgm_M162","50","0","0","100901","10008","2019/04/17 15:59:59"
"60","500114","bgm_M171","0","2019/05/13 15:59:59","1060","2019/04/30 16:00:00","2019/05/02 16:00:00","2019/05/19 15:59:59","1768","bgm_M171","50","0","0","108501","10009","2019/05/16 15:59:59"
"60","500553","bgm_M182","0","2019/06/14 15:59:59","1060","2019/05/31 16:00:00","2019/06/03 16:00:00","2019/06/21 15:59:59","1768","bgm_M182","50","0","0","108901","10010","2019/06/17 15:59:59"
"60","500600","bgm_M189","0","2019/07/12 15:59:59","1060","2019/06/28 16:00:00","2019/07/01 16:00:00","2019/07/18 15:59:59","1768","bgm_M189","50","0","0","109001","10011","2019/07/15 15:59:59"
"60","500013","bgm_M206","0","2019/07/28 15:59:59","1060","2019/07/15 16:00:00","2019/07/17 16:00:00","2019/08/03 15:59:59","1768","bgm_M206","50","0","0","101401","10012","2019/07/31 15:59:59"
"60","500133","bgm_M215","0","2019/08/12 15:59:59","1060","2019/07/30 16:00:00","2019/08/01 16:00:00","2019/08/19 15:59:59","1768","bgm_M215","50","0","0","109301","10013","2019/08/15 15:59:59"
"60","500213","bgm_M32","0","2019/08/20 15:59:59","1060","2019/08/15 16:00:00","2019/08/16 16:00:00","2019/08/26 15:59:59","1768","bgm_M32","50","10001","0","101201","10014","2019/08/23 15:59:59"
"60","500650","bgm_M223","0","2019/09/12 15:59:59","1060","2019/08/30 16:00:00","2019/09/03 16:00:00","2019/09/18 15:59:59","1768","bgm_M223","50","0","0","109501","10015","2019/09/15 15:59:59"
"60","500193","bgm_M98","0","2019/09/21 15:59:59","1060","2019/09/15 16:00:00","2019/09/17 16:00:00","2019/09/27 15:59:59","1768","bgm_M98","50","10002","0","103601","10016","2019/09/24 15:59:59"
"60","500175","bgm_M228","0","2019/10/12 15:59:59","1060","2019/09/27 16:00:00","2019/10/01 16:00:00","2019/10/18 15:59:59","1768","bgm_M228","50","0","0","109701","10017","2019/10/15 15:59:59"
"60","500263","bgm_M106","0","2019/10/21 15:59:59","1060","2019/10/15 16:00:00","2019/10/17 16:00:00","2019/10/27 15:59:59","1768","bgm_M106","50","10003","0","104401","10018","2019/10/24 15:59:59"
