d1de7cefb4bb24ee623be5e21482bfdafba348ba466ace1cf8ba172c572528d5,e23532599d691cb667e928c0c02e5a5c14c6dba7469888e39bfa5c301ae33c2d,fc4243eae22a01438e5277dd8d19dc9368cae611b8811d0f590e0ad974b4289c,ce70045821767dd1751fc5cc98cd0c83c35d63aed84f420906469819c1206b29,a16be928ec818f2dcfceaaf70f7fa6c2677c1bc8d554fcf2363d244ea4d84b9e,a41446497750947154a3608bee34289248089b33979cc481d9317c70b37a9784,532743e2c56a9839f6ad49374a3554f45f8338a9f7d3319b7105fbd02ed75caa,e267f25eb5ba4a12efd9ae18458c733ac53a653b7d98437b8afc3107196c328e,f2d071dd878ad32f30e8aaa53544d54254c437d66cdb1232b7d6c0f8ef22d88b,98bc1a7652df30f678c348cea68b2770d767690968ab8999f3b7dcbe38dfd2bf,112a13dc78fafd2fe4736b4f9e56ae85018620a38a12461bd5405379c47d5fff,1b41f1cdaafa938f9ba4a45a0a3f1aad0966f5cdd36ee95790c51105268f7e8c,89c0c412f7dd7879c48eb93fe13c682076bc996248a4ed6260d3daf7e8c632a1,40e60589c7faf9f322514f2a71c5879a71844f1accc764265889a202fddfe44e,4bd3280d124bc305c7f77cf7e41a1ce50fe19353d380218b5158e9d56ac03ab1,dc394580cae4495e730a414fdac5707db7d60bc745a4bf70cda1b91f157eafd9,89f2cef35cca68419d827cc08600a3f8b53660566bef834390248dd683c96099,7065315a0f779715a17088f32e01b366674a37ff7a0146d7c347a7815bdff905,4c96e5633f639e2ee57867012981056e6e62dde5f585eced4fa1bbd3398bfbb1,db54ae71b1bf8cdf73a4e43fc715d31712cc21dd565fdd74392af2994bd0cccc,3edbfb13348a7c92e9e44c40b3f6955c592e365847f0f376e846f72f6e9257ea,20dcdda70df21708e219adfa0825746bb129324e5cac70b548b91058831b3771,036cf7d6c6b00aac7d18d033ac3706315eb02c2c6540c412e48431f60f1dff5c,055608c6db7a578c4dea2f6458e6755ac22b280fdc7bb7e5a0502f937c85b927,e70babeb6181addf3cd2e803c978521ae408499ad9b5ad27035a0b9beff8fee2,701c6cc1f798d33f659693a8209d943a58b6347cdb9f3e2affe62b938fec601f
"0.8","0","0","1","377","0","0","0","-190","0.8","0","188","-379","bgm_MC131","0","1","1","0.8","100198","0.8","-1","0","81001001","100198","bgm_MC131","0.8"
"0.8","0","0","1","377","0","0","0","-190","0.8","0","188","-379","bgm_MC131","0","1","1","0.8","100198","0.8","-1","0","81001002","100198","bgm_MC131","0.8"
"0.8","0","0","1","377","0","0","0","-190","0.8","0","188","-379","bgm_MC131","0","1","1","0.8","100198","0.8","-1","0","81001003","100198","bgm_MC131","0.8"
"0.8","0","0","1","377","0","0","0","-190","0.8","0","188","-379","bgm_MC131","0","1","1","0.8","100198","0.8","-1","0","81001004","100198","bgm_MC131","0.8"
"0.8","0","0","1","377","0","0","0","-190","0.8","0","188","-379","bgm_MC131","0","1","1","0.8","100198","0.8","-1","0","81001005","100198","bgm_MC131","0.8"
"0.8","0","0","2","377","0","0","0","-190","0.8","0","188","-379","bgm_MC131","0","1","1","0.8","100198","0.8","-1","0","81001006","100198","bgm_MC131","0.8"
"0.8","0","0","1","377","0","0","0","-190","0.8","0","188","-379","bgm_MC131","0","1","1","0.8","100198","0.8","-1","0","81001007","100198","bgm_MC131","0.8"
"0.8","0","0","1","377","0","0","0","-190","0.8","0","188","-379","bgm_MC131","0","1","1","0.8","100198","0.8","-1","0","81001008","100198","bgm_MC131","0.8"
"0.8","0","0","1","377","0","0","0","-190","0.8","0","188","-379","bgm_MC131","0","1","1","0.8","100198","0.8","-1","0","81001009","100198","bgm_MC131","0.8"
"0.9","60","0","3","0","0","0","0","0","0","-20","0","0","bgm_MC131","-10","1","1","0","100198","0","0","0","81001010","100198","bgm_MC131","0"
"0.8","0","0","1","377","0","0","0","-190","0.8","0","188","-379","bgm_MC131","0","1","1","0.8","100198","0.8","-1","0","81001011","100198","bgm_MC131","0.8"
"0.8","0","0","1","377","0","0","0","-190","0.8","0","188","-379","bgm_MC131","0","1","1","0.8","100198","0.8","-1","0","81001012","100198","bgm_MC131","0.8"
"0.8","0","0","2","377","0","0","0","-190","0.8","0","188","-379","bgm_MC131","0","1","1","0.8","100198","0.8","-1","0","81001013","100198","bgm_MC131","0.8"
