a8443bf18ec4031365b7bd6e4141e23bb9e5639314bee95d39ea9aa41c0a8455,0e7fd11a0cf2c4b94a194931eeea6343faf38fde27fa73751fdfbe120369e431,dd56296c4e8a799161f4d1d575cabb2c89aa0e5ad4e4e3e21307f06e77432e27,7c5254f5f0cc4499e3306d4f3760aa61d7851143f95e2829e975ed5a8b69310d,a603944da790c9b91d4bff7b100d8d0bb070d52ed27d967095f9f8c30ee98b98,43db6be86f80debbc907903198a1baf6b79873218f0309dae4bfc995318713ce,b98f92993c4e7a2b618dc4a58a9ef5ba40da3e3dc28386cd8a5950cbfdccd36d,66060e0ec0c589addb72cd1fec36a70200661693c6b7988a2a0e0fd6f4046b9e,a0daa43cd114374c2beb8b3242a16abd88d06773b0c0cbe3e7e36df9cdc7e360,b5573c6588db0b504e2136e9a20ed2ee033496c2cd866a832922762b4082204a,3878c88397ecbdc7e4cc94f4c5182f1352a9139599a59242f596544abdd0a918,7919b18782075a4fc23a71a6663eb8978933101461591f067024c8520f5612a9,5f09dd0dc46cd957d5660e70527e687605269c1464b5c2543bcbed351ba3d86e,94be24830ed32b7a7a9b95826325999baca9549ba5e9abc8e80227129afb5a5d,188c6db979a6fba73d756dae5a19a784b90d5aed3f80b807317e52e18f001f47
"32001","32001001","1004110","1st Round Clear！","0","80001","2015/04/01 15:00:00","0","1","登頂1次特殊地下城","0","3200101","603","1","2030/04/01 14:59:59"
"32001","32001002","1004110","2nd Round Clear！","0","80001","2015/04/01 15:00:00","0","2","登頂2次特殊地下城","0","3200102","603","1","2030/04/01 14:59:59"
"32001","32001003","1004110","3rd Round Clear！","0","80001","2015/04/01 15:00:00","0","3","登頂3次特殊地下城","0","3200103","603","1","2030/04/01 14:59:59"
"32001","32001004","1004110","4th Round Clear！","0","80001","2015/04/01 15:00:00","0","4","登頂4次特殊地下城","0","3200104","603","1","2030/04/01 14:59:59"
"32001","32001005","1004110","CONQUEST！","0","80001","2015/04/01 15:00:00","0","5","登頂5次特殊地下城","0","3200105","603","1","2030/04/01 14:59:59"
"32002","32001001","1004110","1st Round Clear！","0","80001","2015/04/01 15:00:00","0","1","登頂1次特殊地下城","0","3200201","603","1","2030/04/01 14:59:59"
"32002","32001002","1004110","2nd Round Clear！","0","80001","2015/04/01 15:00:00","0","2","登頂2次特殊地下城","0","3200202","603","1","2030/04/01 14:59:59"
"32002","32001003","1004110","3rd Round Clear！","0","80001","2015/04/01 15:00:00","0","3","登頂3次特殊地下城","0","3200203","603","1","2030/04/01 14:59:59"
"32002","32001004","1004110","4th Round Clear！","0","80001","2015/04/01 15:00:00","0","4","登頂4次特殊地下城","0","3200204","603","1","2030/04/01 14:59:59"
"32002","32001005","1004110","CONQUEST！","0","80001","2015/04/01 15:00:00","0","5","登頂5次特殊地下城","0","3200205","603","1","2030/04/01 14:59:59"
"32003","32001001","1004110","1st Round Clear！","0","80001","2015/04/01 15:00:00","0","1","登頂1次特殊地下城","0","3200301","603","1","2030/04/01 14:59:59"
"32003","32001002","1004110","2nd Round Clear！","0","80001","2015/04/01 15:00:00","0","2","登頂2次特殊地下城","0","3200302","603","1","2030/04/01 14:59:59"
"32003","32001003","1004110","3rd Round Clear！","0","80001","2015/04/01 15:00:00","0","3","登頂3次特殊地下城","0","3200303","603","1","2030/04/01 14:59:59"
"32003","32001004","1004110","4th Round Clear！","0","80001","2015/04/01 15:00:00","0","4","登頂4次特殊地下城","0","3200304","603","1","2030/04/01 14:59:59"
"32003","32001005","1004110","CONQUEST！","0","80001","2015/04/01 15:00:00","0","5","登頂5次特殊地下城","0","3200305","603","1","2030/04/01 14:59:59"
"32004","32001001","1004110","1st Round Clear！","0","80001","2015/04/01 15:00:00","0","1","登頂1次特殊地下城","0","3200401","603","1","2030/04/01 14:59:59"
"32004","32001002","1004110","2nd Round Clear！","0","80001","2015/04/01 15:00:00","0","2","登頂2次特殊地下城","0","3200402","603","1","2030/04/01 14:59:59"
"32004","32001003","1004110","3rd Round Clear！","0","80001","2015/04/01 15:00:00","0","3","登頂3次特殊地下城","0","3200403","603","1","2030/04/01 14:59:59"
"32004","32001004","1004110","4th Round Clear！","0","80001","2015/04/01 15:00:00","0","4","登頂4次特殊地下城","0","3200404","603","1","2030/04/01 14:59:59"
"32004","32001005","1004110","CONQUEST！","0","80001","2015/04/01 15:00:00","0","5","登頂5次特殊地下城","0","3200405","603","1","2030/04/01 14:59:59"
"32005","32001001","1004110","1st Round Clear！","0","80001","2015/04/01 15:00:00","0","1","登頂1次特殊地下城","0","3200501","603","1","2030/04/01 14:59:59"
"32005","32001002","1004110","2nd Round Clear！","0","80001","2015/04/01 15:00:00","0","2","登頂2次特殊地下城","0","3200502","603","1","2030/04/01 14:59:59"
"32005","32001003","1004110","3rd Round Clear！","0","80001","2015/04/01 15:00:00","0","3","登頂3次特殊地下城","0","3200503","603","1","2030/04/01 14:59:59"
"32005","32001004","1004110","4th Round Clear！","0","80001","2015/04/01 15:00:00","0","4","登頂4次特殊地下城","0","3200504","603","1","2030/04/01 14:59:59"
"32005","32001005","1004110","CONQUEST！","0","80001","2015/04/01 15:00:00","0","5","登頂5次特殊地下城","0","3200505","603","1","2030/04/01 14:59:59"
"32006","32001001","1004110","1st Round Clear！","0","80001","2015/04/01 15:00:00","0","1","登頂1次特殊地下城","0","3200601","603","1","2030/04/01 14:59:59"
