cb2b11ad848b63a1c1facbb166760f0aecc7953100a199083711f03d0a39ba44,b1ef129230cf25b912cb4b2484cf3164ee2614a78310204f422b6275fba31b57,afce60cf89002ef13841bb98bdb278b8c3dc0bbbb4346495146ea9893df9f9b8,9686490613c923698e6991b9dd02b0b4818f203765169071897db7edf503b905,c1d59ad9330b80d375dd1a5d17d579df47e4af0c24e759aac87151abab11b9b2,af7e4e637aca50fcdc657996c497c4c25d71256af7bb3395f2fc1637ae52e104,f24aefba6245fcde5aab24cc30963291ee0869ad9b016201efb8e8435d383b13,983baa43ced97c7134e666231e4d8ffad5be9964d66c1ebf88e2976fc3af0e55,ea418581e0d8dda6131924ef79be40084a4abf11760b7f30e8187e1aee10f901,ffb0ac87dccf6e73f0734f525904bba6b1d1158e4ea98d282dae1d0d08433464,6fdfa79ab83466e3e23c8d93523f8bd1facba583a3f08f6dd886eb459230195f
"50061","10002","0","0","10003","0","0","10004","0","10001","0"
"50067","10002","0","0","10003","0","0","10005","0","10001","0"
"50079","10002","0","10006","10003","0","0","10005","0","10001","0"
"50084","10002","0","10006","10003","10007","0","10005","0","10001","0"
"50094","10002","0","10006","10003","10007","0","10005","10008","10001","0"
"50108","10002","0","10006","10003","10007","10009","10005","10008","10001","0"
"50116","10002","0","10006","10003","10007","10009","10005","10008","10001","0"
"50119","10002","0","10006","10003","10007","10009","10005","10008","10001","10010"
"50129","10002","0","10006","10003","10007","10009","10005","10008","10001","10010"
"50140","10002","10011","10006","10003","10007","10009","10005","10008","10001","10010"
"50151","10003","10012","10007","10005","10008","10010","10006","10009","10002","10011"
"50162","10010","0","10013","10011","0","0","10012","0","10009","0"
"50172","10011","0","10014","10012","0","0","10013","0","10010","0"
"50183","10012","0","10015","10013","0","0","10014","0","10011","0"
"50190","10014","0","10005","10015","0","0","10007","0","10013","0"
"50195","10013","0","10016","10014","0","0","10015","0","10012","0"
"50200","10015","0","10002","10016","0","0","10003","0","10014","0"
"50217","10014","0","10017","10015","0","0","10016","0","10013","0"
"50231","10016","0","10009","10017","0","0","10010","0","10015","0"
"50237","10015","0","10018","10016","0","0","10017","0","10014","0"
"50248","0","0","0","0","0","0","0","0","10019","0"
"50261","0","0","0","0","0","0","0","0","10011","0"
"50267","0","0","0","0","0","0","0","0","10020","0"
"50278","0","0","0","0","0","0","0","0","10021","0"
"50291","0","0","0","0","0","0","0","0","10006","0"
"50298","0","0","0","0","0","0","0","0","10022","0"
"50309","0","0","0","0","0","0","0","0","10023","0"
"50321","0","0","0","0","0","0","0","0","10024","0"
"50331","0","0","0","0","0","0","0","0","10025","0"
"50341","0","0","0","0","0","0","0","0","10026","0"
"50354","0","0","0","0","0","0","0","0","10027","0"
"50365","0","0","0","0","0","0","0","0","10028","0"
"50375","0","0","0","0","0","0","0","0","10029","0"
"50383","0","0","0","0","0","0","0","0","10030","0"
"50393","0","0","0","0","0","0","0","0","10019","0"
"50405","0","0","0","0","0","0","0","0","10031","0"
"50406","0","0","0","0","0","0","0","0","10032","0"
"50414","0","0","0","0","0","0","0","0","10033","0"
