6528e71f183337ccf2f6b7a91411273aba33d0596f9152ca2b2217f908e950c8,aa7013e07efc22a839fb6c0529490c976e17c4cf597cd82f3f06b1f2ead5981a,718c68a11750462f98475fc7ae8dd26a1245cb770c07183c2dadd8371fa873dd,8533584c3fca945d9a17ebe15c87b93a6fe42358f36c23d51658005a5f179b26,3730e8aa1cf75c915b635adc22cb1fdf0af4e03a5073c98bd44e1d995c410754,16f7620d107c7e9d9a5104f734e0bf32ed9a4f9c303597c4bcfec48cd7a3d12c,6ab74a2483b12a2a354b15d65453089feb51c549746bcbe6f27c24fcc14103e1,07a01b13fc43215d9df5fb4c91310badaf0d1d855f232457d7307b6d75d659db,29765d65ca39491ee9a9082fc1521b3d3b0f632471f4120ba77325a7126a70f4,70af32d913055a236ec617f277ef2861082b8828d339c39c778d74c2db969abd,f1a6c95768268d7008fb1ad713b60f8e383664f389869a6f97e40b847a590817,e295017836d71fa3a900d39857d6d0b18db20edadc5ed3921908200a26ae531b,6b7bee5d3394eac5760ceb2f8ca03913628635d7f1a0a83a216f52ccc65604ee,40d84e2dc23807141f60ccffdf387af231056da14fc075ed7bc30718857ee8b0,933b6d470d463848a59671be49a37ba8d08bf95efc8aa76165b1cd9200134b4e,ad33a98c90ec98483673ee9dcf955c264d2e726bba8cf45ccc37c692a34402a7,98d293117fe19d383ac78de0b6a2870b09d920b33a6d63421638ad50ca5c33fc
"101","10","2026/03/13 04:59:59","1008","200","0","完成 10 次主線或活動冒險","1","0","0","1","0","0","11001001","11001001","0","2015/04/01 15:00:00"
"101","20","2026/03/13 04:59:59","1008","200","0","完成 20 次主線或活動冒險","1","0","0","1","0","0","11001002","11001002","0","2019/03/06 16:00:00"
"101","10","2030/04/01 14:59:59","1008","200","0","完成 10 次主線或活動冒險","1","0","0","1","0","0","11001003","11001001","0","2026/03/13 05:00:00"
"101","20","2030/04/01 14:59:59","1008","200","0","完成 20 次主線或活動冒險","1","0","0","2","0","0","11001004","11001002","0","2026/03/13 05:00:00"
"102","3","2026/03/13 04:59:59","1003","200","0","完成 3 次主線(HARD、VERY HARD)或活動冒險(HARD)","1","0","0","2","0","0","11003001","11003001","0","2015/04/01 15:00:00"
"102","3","2030/04/01 14:59:59","1003","200","0","完成 3 次主線(HARD、VERY HARD)或活動冒險(HARD)","1","0","0","3","0","0","11003002","11003001","0","2026/03/13 05:00:00"
"103","4","2099/04/01 14:59:59","1004","202","0","完成４次探索冒險","1","0","0","7","0","0","11004001","11004001","0","2015/04/01 15:00:00"
"104","1","2099/04/01 14:59:59","1005","204","0","完成 1 次地下城的戰鬥","1","0","0","9","0","0","11005001","11005001","0","2015/04/01 15:00:00"
"122","1","2026/03/20 04:59:59","80000","603","0","挑戰1次地下城","1","0","0","15","0","0","11005002","11005002","0","2026/03/15 05:00:00"
"122","1","2026/03/20 04:59:59","80003","603","0","通關1次地下城的戰鬥","1","0","0","16","0","0","11005003","11005003","0","2026/03/15 05:00:00"
