fe181f2cfe8f6bb7293c9384047f7048714102b61560cfbb11306fc57f716b04,86d6fc07789e724f6a525402ceb6a39c33dfdfdda1c9accaaa384032c6767735,36c8c4315bae1fa83611fb7a31d3babd065d6ab28fbaa1f60cb2d6c503de649d,5ad2b2ae5da8d64bbdfef221daabe36ab475efdc2df30d0476b39cf399b5d1b2,881e19511a44b1a8315692704286445315c3506be9e2b4ac789465ca8ba39f7e,74d895daf31d7c19f5045771dd59d1a552b65315d57b7209c2fe31ca59af707a,12f8374b3ec9953df45c4d271f3710201db21c8a22b034896db33808d9bc51f4,ff57ff8f2a079da6b89ce2f4bcbb6cd2836efdd5c9db636e7565b006647c6c36,82a14903354ee373f9a84c33b9758a9d2dc49500e92ceaae7845c83268d8b196,19894cf134aeaef271c712d7a5a877d288e5647c84de6a9ec36333a29aadb696,ae7fa6adaf9c86e0ab1f3a04ea040ea8e532c4629d5962745564dc14086408a0,c96480a76ab3d27474674f03d9e1e61c74a74fdcdd0a4a46cd6b768e5d3fe020,78393867fe3055d3f20f493abf01c9221c87a195a83a972917deb541e9db177d,94650e2bb361e0e4b55e07a1b66ed1d340b6e9393ae0a2381f72f13da31dc758,672ba96a721238bc0543ff626a0fa7056fb5d80ef7feb3692c80d5ea17273755,a83a6ce9d5d1e42cafed79bb22aec7560a0a7dfd1b686f2955ce4d2a40f7a47e,4a3ae832925d71cd8ab8766ce46b7cabbeb8ac8d1d4f64800b6684854c76a1ec,eb0e3d69f59ab17e88e254724f62d957d04afb8196d2247e33dbc750f2d4f71c,d4c6e89da45c1bb6aaadba50e0ccaee4c3261891badb95d10977d549c10f1f9d,1d1c4d16c79ab9d1ad1eeb2136cd76ab5ade07d21e2f1ed25bc811d9f71adc2f,01fc07b1964b4ff291bcea5b7090eef9d57699205e4ed026f61d77636173c12f,2436bf750cd6c850ac8bb4e41401fb1cec650f7907a19d5c3c9e281b47f7db23,987fa4dc99ae44f9ff0e228ee2c1d29668c868d483ef085ca565191760980abb,b1ca7189d6cc6d376e839ca265eaad3477a4b84da423de1b7f75c439c91ddf68,9647a164f6fc7afe9c9190e5320d15446eddf940a4d50ec405020b4bf37af98c,c01956966ce5d8b70fd1ccf0e2ed47b57ed1725a26aeb8de5e40640119e50fa1
"105630102","0","0","","105630101","0","150630011","0","105630105","0","103171","105630104","1","0","0","bgm_MC022","0","0","","0","bgm_MC022","15063001","90","","","105630103"
"105630202","0","0","","105630201","0","150630021","0","105630205","0","103171","105630204","1","0","0","bgm_MC022","0","0","","0","bgm_MC022","15063002","90","","","105630203"
"105630302","0","0","","105630301","0","150630031","0","105630305","0","103201","105630304","1","0","0","bgm_MC022","0","0","","0","bgm_MC022","15063003","90","","","105630303"
"105630402","0","0","","105630401","0","150630041","0","105630405","0","103201","105630404","1","0","0","bgm_MC022","0","0","","0","bgm_MC022","15063004","90","","","105630403"
"105630502","0","0","","105630501","0","150630051","0","105630505","0","103171","105630504","1","0","0","bgm_MC022","0","0","","0","bgm_MC022","15063005","90","","","105630503"
"105630602","0","0","","105630601","0","150630061","0","105630605","0","103201","105630604","1","0","0","bgm_MC022","0","0","","0","bgm_MC022","15063006","90","","","105630603"
"105630702","0","0","","105630701","0","150630071","0","105630705","0","103201","105630704","1","0","0","bgm_MC022","0","0","","0","bgm_MC022","15063007","90","","","105630703"
"105640102","0","0","","105640101","0","150640011","0","105640105","0","103201","105640104","1","0","0","bgm_MC022","0","0","","0","bgm_MC022","15064001","90","","","105640103"
"105640202","0","0","","105640201","0","150640021","0","105640205","0","103171","105640204","1","0","0","bgm_MC022","0","0","","0","bgm_MC022","15064002","90","","","105640203"
"105640302","0","0","","105640301","0","150640031","0","0","0","103171","0","1","0","0","bgm_MC022","0","0","","0","bgm_MC022","15064003","90","","","0"
"105640402","0","0","","105640401","0","150640041","0","105640404","0","103171","105640405","1","0","0","bgm_MC022","0","0","","0","bgm_MC022","15064004","90","","","105640403"
"105640502","0","0","","105640501","0","150640051","0","105640505","0","103171","105640504","1","0","0","bgm_MC022","0","0","","0","bgm_MC022","15064005","90","","","105640503"
"105640601","0","0","","105640603","0","150640061","0","0","0","103201","0","1","0","0","bgm_MC022","0","0","","0","bgm_MC022","15064006","90","","","105640602"
"105650102","0","0","","105650101","0","150650011","0","105650105","0","103171","105650104","1","0","0","bgm_MC022","0","0","","0","bgm_MC022","15065001","90","","","105650103"
