150a3dd41070a25bde277cae8299876e523640b31a2ed27bffd270995ef874da,4ba17ab231a61461bb1e488b975fc781805a31c8be79ab1c1ff435f701cbda93,0c951f20f6d33191dc825635d735b4a08b3c1abcc04cbbe20d86636b30ed5575,8d8eb55788d7486c569e0ff37f76653556810bdfd9696814f0b7399371eb36be,2111a08e45ef84d8a11c60d4388e98f4386ff65cdabbcb88e6c92214b8e27c14,90af444fa19e7d59036c76e0d733948063d71422353aad12e6a1c58b531f0874,53e31f2d6fe19139a82093db1dd2ae6029e00c7840a094870a131f911de644f5,0995d9697474e82e82ab34d98d73ee78dbcd3eff913ac4a2b8517a6247070201,2767300cff22f8066605ccb9dbd4fb69bfebbe5c7f460ba8a20624aa2d304f58,16e7f4c46feed1636e9cd3f6ad4490c87b7911e39fad0a47f8984be3db40651c,9d0e2aea277d7dff3e6ed057f596e2a65ed4d305eeb1916d0e2de1667045a3bc,bcfdc27aacdda0aeacb49faf0ee5df146f1bab0692d6c3ed51878a966afa8e7b,9cc9685bc6ed693860f1d2c8b337f8960db9fda2a2528a88bc62f682dc8919fc,63a2884d3f9ba56e9c2d56f8e261839f5b25323c0d447a87d7727b4566582e3a,34d014f9b8f56d0eed2be25abf2e3101dc56d98bd2f439917d62484d650023a2,fa9b93dbfc6a89967bb2a9a6527d525a44bfc6e4eb674e6d52aa884885f13e3e,df537ddc5767925e2786ff1c1e409fdaebe68a7ee273f15a65caceade2024682,33499cffaabf6eb62f0444be954bb19e9882e258363c0f0726f79f7fbf7eea85,6abfb0a4c117da84d32fe8716a226a45160f37594cf4b24a8a2ca6a1fdffca94,cab806e2e958c400162ba700769bac35ce2dbbb2c2a558013243b0270b3f15c6,1a1c5486385aa60fe0ee2184cf77e05592c1293eb7b7e58fdace79e91fc54648,fcb14bfffc07cd649cc8b29ed628c42c8c90eccb8589a3aef399a5ea252192b1,8d11df5710c09ba224e0c644e53661558b95386dab55538a0860a6c8f14930c5,85e8d58a1e83435fc37cb5fadd5d998b854b8a84f5109527901e783ad9b0b513,bfa1729fa90300c118fcff7a1927e8810b6ee9a8ee3530baf115c67fa00b1183,50e1894e1b2a31c4147b6ec6c94416fb3f9bb0b616ef807c87b09509bcfcabc6,fd9d80d0ffd0dec1646b92a29cd2c96b80ed007bae9283f67ee6e6ee65f31e0a,4609b3f2f021c8f29e25e1271e7f28783e88c9c50ddf06aae1f70a967e9bcad9,8cf7cc3ee51adc508b19be2c694c2344315cdfa238654bd74733f2a5cb1bc490,d806b3864868628f444dc1e863a842129be918f86f4e1a3975aa3adbb6750a1c,3b0aa4bb0424a5df936f5815fe6928e5601cd75614e950affb3b6fc6476d65e4,0caf1c3f90e8a5d3fca8b2afc60a17338d0829d7ce1a9d39c1d7825332b71c4a,0df5d95ae62429184118d68ccf0da33c865e5695fe77e4cc089641c8d0aa0505,cf56df5c371e71ab4e8b6867862892a43a574ab34136d9b650fa142ecdbc57ca,1f19ef9d10ce6056966ba0cf916eeb2aae70b1c7a5c3426ec635fb45f63782fb,4ac06f7067c21aec03025eec71063fb2c2658d727b2bb719daae945302745e30,8ba08f5ec1d4071f24f71f16ebd6fd69378bb077d9793374ef752ab9b6ff3e72,d4b33cfda3deaa787b29476dd5af19a39778fc9ec8cb7151f08fabfbde9b5f23,e6565d78d1332814b0b21d581cf6260cbdff137efeea42fc68dc1e6adc956717,d70e85bc12414548f6ec203aadde9a6568cf08ad5cba6b80449e33380df7267e,9aa4540c3d3bda582acd1fd4f6072d9f1c63bfd0440e70e7622ac2c472e7fb17
"620060001","1","1","620090001","0","36","0","1","30","1","0","1001","1","0","0","600000001","0","18","61001005","0","0","61001004","0","0","258","600110011","0","0","0","0","620130001","0","0","0","0","0","1001","0","0","61001007","0"
"620060001","1","1","620090001","0","36","0","1","30","1","0","2001","1","0","0","600000002","0","18","61001005","0","0","61001004","0","0","258","600110021","0","0","0","0","620130001","0","0","0","0","0","2001","0","0","61001007","0"
"620060001","1","1","620090001","0","36","0","1","30","1","0","3001","1","0","0","600000003","0","18","61001005","0","0","61001004","0","0","258","600110031","0","0","0","0","620130001","0","0","0","0","0","3001","0","0","61001007","0"
"620060001","1","1","620090001","0","36","0","1","30","1","0","4001","1","0","0","600000004","0","18","61001005","0","0","61001004","0","0","258","600110041","0","0","0","0","620130001","0","0","0","0","0","4001","0","0","61001007","0"
"620060002","1","1","620090002","0","36","0","1","30","1","0","5001","1","0","0","600000005","0","18","61001005","0","0","61001004","0","0","268","600110051","0","0","0","0","620130002","0","0","0","0","0","5001","0","0","61001007","0"
"620060003","1","1","620090003","0","36","0","1","30","1","0","6001","1","0","0","600000006","0","18","61001005","0","0","61001004","0","0","273","600110061","0","0","0","0","620130003","0","0","0","0","0","6001","0","0","61001007","0"
"620060004","1","1","620090004","0","36","0","1","30","1","0","7001","1","0","0","600000007","0","18","61001005","0","0","61001004","0","0","281","600110071","0","0","0","0","620130004","0","0","0","0","0","7001","0","0","61001007","0"
"620060005","1","1","620090005","0","36","0","1","30","1","0","8001","1","0","0","600000008","0","18","61001005","0","0","61001004","0","0","288","600110081","0","0","0","0","620130005","0","0","0","0","0","8001","0","0","61001007","0"
"620060006","1","1","620090006","0","36","0","1","30","1","0","9001","1","0","0","600000009","0","18","61001005","0","0","61001004","0","0","298","600110091","0","0","0","0","620130006","0","0","0","0","0","9001","0","0","61001007","0"
"620060007","1","1","620090007","0","36","0","1","30","1","0","10001","1","0","0","600000010","0","18","61001005","0","0","61001004","0","0","309","600110101","0","0","0","0","620130007","0","0","0","0","0","10001","0","0","61001007","0"
"620060008","1","1","620090008","0","36","0","1","30","1","0","11001","1","0","0","600000011","0","18","61001005","0","0","61001004","0","0","313","600110111","0","0","0","0","620130008","0","0","0","0","0","11001","0","0","61001007","0"
"620060009","1","1","620090009","0","36","0","1","30","1","0","12001","1","0","0","600000012","0","18","61001005","0","0","61001004","0","0","321","600110121","0","0","0","0","620130009","0","0","0","0","0","12001","0","0","61001007","0"
"620060010","1","1","620090010","0","36","0","1","30","1","0","13001","1","0","0","600000013","0","18","61001005","0","0","61001004","0","0","326","600110131","0","0","0","0","620130010","0","0","0","0","0","13001","0","0","61001007","0"
"620060011","1","1","620090011","0","36","0","1","30","1","0","14001","1","0","0","600000014","0","18","61001005","0","0","61001004","0","0","336","600110141","0","0","0","0","620130011","0","0","0","0","0","14001","0","0","61001007","0"
"620060012","1","1","620090012","0","36","0","1","30","1","0","15001","1","0","0","600000015","0","18","61001005","0","0","61001004","0","0","341","600110151","0","0","0","0","620130012","0","0","0","0","0","15001","0","0","61001007","0"
"620060013","1","1","620090013","0","36","0","1","30","1","0","16001","1","0","0","600000016","0","18","61001005","0","0","61001004","0","0","351","600110161","0","0","0","0","620130013","0","0","0","0","0","16001","0","0","61001007","0"
"620060014","1","1","620090014","0","36","0","1","30","1","0","17001","1","0","0","600000017","0","18","61001005","0","0","61001004","0","0","356","600110171","0","0","0","0","620130014","0","0","0","0","0","17001","0","0","61001007","0"
