cc81c961c91b543eb5e4260d72bc4df36cc49a42631cd2406539036246723a61,276bc8cd8996eb2b4ae0f1c9fd0bc4f28cca4c1b3a35d3ce67d6f35d5f1e4032,f6f2ae26c983a837dcbee4067133b002a6a230b9389cd076010dc4e8ea04b6d3,23bb4f2735134de35885a3a3844dba97c9dc4b4b256272392c09b88d88168061,4697f8ea95e3fc2d9f0d2cb2e1cc7375ebd8ff779e8b8de3002b55ad0496094b,1afc17f656941344ba12c4f59fc224be433205d7bc86c7b6fe1fe0bf1e6de0ad,12383457d0ad911a5c7ed6380bbe3c77b1c3a7fb931158cc8fa90eb784ba40bd,3ed7fdb6e3ff8c7769c861e3e3aa257a1e004cd766fbcb9c4a5a13563ed33c91,453e6936a151fed92a266f397d6b6a3e893ade584fdbca7203a9acbe4fe8a19e,59e7c5a98864bd3cd64c8ff07a776b0f02047df87e4c55a3c60a284b23552ee2,fe31a3c2af9a7fbf0d7d6a9b105860d0c8e42ddb0aaccf9d5f779cab0e5b7e87
"0","30001","0","2015/04/01 15:00:00","2018/08/08 15:59:59","0","1","380000","1","0","380000"
"0","30002","0","2018/08/08 16:00:00","2018/08/20 15:59:59","0","2","380000","1","0","380000"
"0","30003","0","2018/08/20 16:00:00","2018/08/31 15:59:59","0","3","380000","1","0","380000"
"0","30004","0","2018/08/31 16:00:00","2018/09/14 15:59:59","0","4","380000","1","0","380000"
"0","30005","0","2018/09/14 16:00:00","2018/09/21 15:59:59","0","5","380000","1","0","380000"
"0","30006","0","2018/09/21 16:00:00","2018/10/09 15:59:59","0","6","380000","1","0","380000"
"0","30007","0","2018/10/09 16:00:00","2018/10/22 15:59:59","0","7","380000","1","0","380000"
"0","30008","0","2018/10/22 16:00:00","2018/11/08 15:59:59","0","8","380000","1","0","380000"
"0","30009","0","2018/11/08 16:00:00","2018/11/15 15:59:59","0","9","380000","1","0","380000"
"0","30010","0","2018/11/15 16:00:00","2018/11/30 15:59:59","0","10","380000","1","0","380000"
"0","30011","0","2018/11/30 16:00:00","2018/12/13 15:59:59","0","11","380000","1","0","380000"
"0","30012","0","2018/12/13 16:00:00","2018/12/27 15:59:59","0","12","380000","1","0","380000"
"0","30014","0","2019/01/09 16:00:00","2019/01/22 15:59:59","0","14","380000","1","0","380000"
"0","30015","0","2019/01/22 16:00:00","2019/02/01 11:59:59","0","15","380000","1","0","380000"
"380000","50018","0","2019/02/01 12:00:00","2019/02/04 23:59:59","0","16","380000","2","380000","0"
