b8625aee99b2996e43b14fdb0e4ca6c6c8900cc7f142823077e2a85f6710e202,165d799b1b407bfc855eef28a1acaa98e837efe6d982269cfaa00d74433c4ee3,7fd3377146c6e2bc7951afad9312d899e2761c1fe071c096712060e7f9641cc5,d93c0b007dfb8d50cefa042e609a579d8eba9d90f6abf6a8f1db6f62663fb3a5,7db4431246b5f705d23faf9444cb39b190bf8bc4bd9258a08abfb16a10fc1f7d,1d28d8f94557b49a78455e910d18ac3b3fdb8fea8e37be9938e31541452d99ce,5b2b5edd3e380b8012cdb7aa4aeaa3d37d40dad8930b54c7b0c7a978faff8036,3920fc33151462cba14f8b6d286aa3501a0d14771a2c77cd1bd2baff94c986be,7e44f5b3d6edce8c260a002021104b4e689dc42e48d44a7fb88fdee12bff7588,24eb83d2964b40adc3a2b8aa87a0346944a0e6e0c80619efe738f243e4c81ac0,4853f45cf408ac759db04e07a9ba62be17476c084473e10c413ed31e4dd33082,9a07411bad75f3988135d54867e2c9cd6fea50297e6eaff327f074711757e586,2b7ce959f25ec81441e976a0db3c09d85eb43c133b52a5879462994fb4b89591,5fb6f10491e46c8db686ec6bea22c2bc7ccc2274fcd499bdf00bfcf3035a5718,3cf67d3f456e5437aaf02db4ceca208e46daf79994bd0d61651e7ff00ea2fd16,eec80be3f8785cd67f16e847da41ab5eb8e9cfd92ea8559c06149d63d4c3062e,b3bc3c66089b63fbb228487c1ec139bf94f82fca2ecfce94403c96bdbc6104d5,64cd33ce7b0f05092c9ae07492d88d19752bdcbcaf1dc5b94fe3061d6a43e7a1
"4","8","150003","94002","1001","3","100","1","20004","2","12","3","2","90005","30","8","300000","91002"
"4","60","150004","94002","1001","3","150","2","140001","4","12","3","2","90005","30","8","400000","91002"
"4","10","150005","94002","1001","3","150","3","20004","2","12","3","2","90005","30","8","500000","91002"
"4","90","150006","94002","1001","3","200","4","140001","4","12","3","2","90005","30","8","750000","91002"
"4","1","150007","94002","1001","3","200","5","21951","2","12","3","2","90005","30","8","1000000","91002"
"4","8","150003","94002","1002","3","100","1","20004","2","12","3","2","90005","30","8","300000","91002"
"4","60","150004","94002","1002","3","150","2","140001","4","12","3","2","90005","30","8","400000","91002"
"4","10","150005","94002","1002","3","150","3","20004","2","12","3","2","90005","30","8","500000","91002"
"4","90","150006","94002","1002","3","200","4","140001","4","12","3","2","90005","30","8","750000","91002"
"4","1","150007","94002","1002","3","200","5","21951","2","12","3","2","90005","30","8","1000000","91002"
"4","8","150003","94002","1003","100","50","1","20004","2","12","3","4","150004","100","8","300000","91002"
"4","60","150005","94002","1003","5","100","2","140001","4","12","3","2","90005","50","8","400000","91002"
"4","10","150006","0","1003","500000","100","3","20004","2","0","3","12","94002","50","8","0","91002"
"4","90","150007","94002","1003","10","150","4","140001","4","12","3","2","90005","50","8","750000","91002"
"4","1","150008","0","1003","1000000","150","5","21951","2","0","3","12","94002","50","8","0","91002"
"4","8","150003","94002","1004","100","50","1","20004","2","12","3","4","150004","100","8","300000","91002"
"4","60","150005","94002","1004","5","100","2","140001","4","12","3","2","90005","50","8","400000","91002"
"4","10","150006","0","1004","500000","100","3","20004","2","0","3","12","94002","50","8","0","91002"
"4","90","150007","94002","1004","10","150","4","140001","4","12","3","2","90005","50","8","750000","91002"
"4","1","150008","0","1004","1000000","150","5","21951","2","0","3","12","94002","50","8","0","91002"
"4","8","150003","94002","1005","100","50","1","20004","2","12","3","4","150004","100","8","300000","91002"
"4","60","150005","94002","1005","5","100","2","140001","4","12","3","2","90005","50","8","400000","91002"
"4","10","150006","0","1005","500000","100","3","20004","2","0","3","12","94002","50","8","0","91002"
"4","90","150007","94002","1005","10","150","4","140001","4","12","3","2","90005","50","8","750000","91002"
"4","1","150008","0","1005","1000000","150","5","21951","2","0","3","12","94002","50","8","0","91002"
"4","8","150004","94002","1006","100","50","1","20004","2","12","3","4","150005","100","8","300000","91002"
"4","60","150006","94002","1006","5","100","2","140001","4","12","3","2","90005","50","8","400000","91002"
"4","10","150007","0","1006","500000","100","3","20004","2","0","3","12","94002","50","8","0","91002"
"4","90","150008","94002","1006","10","150","4","140001","4","12","3","2","90005","50","8","750000","91002"
"4","1","150009","0","1006","1000000","150","5","21951","2","0","3","12","94002","50","8","0","91002"
