ca19b600a1a6d45245932d4d045039668ab1f2669e25683fd0b5078e0f4da143,25d82cb9d677b39becc1237add120dc6d835fd2ace8a42610cda077accfa3990,89a7956b32aab1825699ab1678b42ad5b7ad5d2d6dd5ea9a8b012947b4e406f0,06af7652447ba3bbcbbeacd9468cd8a128890ae8302cc4919ef5e8f79323aa97,4b9c8f8b78041aa48a09f6fea1198d6ffd213ff3cac81c49162bd521f0c77e31,aa2da01350a623e4629fe21f5ab4139bb5198c88ee60aad59b18326ef0a0e012,879e82638067f0cdcae08084bdc0f1ffc47b74d2587eed5737c11c9ba810e7d7,c11fe34d25ea22c4e80bef22f25dd877ad56fcf4e111fb98efa8246fe2ca9738,cd0a12fa9a851115ebe9e98ddcdc60eee467672118eaa8dc5ddc691c7eb018d4,2f67d5437ba2e651d50ff8896c630ceb36bf442034537761c555991d7fbf05e0,44f7b6f6ae844cf2b22cd79c85bb9c74d7faa352ae164be48924d022897954b8,eac1ede0bd94f0725f5f52aabdbc0ff49a9078f89c749a6c5601b38f3f098be7,45b810556faa7d75ca7bfa765cc963f6ffc4146989cec55c74a442129bbf5eca,a6ed4c78b4b4acc1f9b6e44bcaf6565780068e1bbf8db809933b1989ab89c9b5,3c7e6c431617fd2bf59c69147cf86de89da37dcc1f59b9db15a584dbdb0520c9,1cd8128b82253321e233dbadfee5450fe8149a43bb149b5ead25a1db86b9c3e5,ce5d2ec8ea9f2bec9eaf0133c0dfcc3751d9ce81e98644c588de233d92cd040a,3baef2e20523527c6689281417fcb879e3a37866ec565d624650289227bbfd66,3035a26ec96bc9cc35aa6fce1455cec0bbf546a120936f9011e289128dc729a8,53afb9b9f0e483fd7d962eaf132c6442ed8d530eea6130fc089911f4d406997d,5eb9814d326e5e65b200aac0034de2b583964f17bb71a78e40e3f9300320cdad,858f94a6c5f0dbeca63d50e7ca00850a06db5130766fecf75fddf517b7793cfe,b7116c344ae8b70245ba1be2dc18f9082bf89f0796ca078ff049f0bc3bb08a6a,ba87c4d9244d8d1afa08ba69490b605cd35acbd809c9ea5380e4c7ba6ef2ac16,643921a87967d1ba5aaf62d74b90c299d5d3d7dd4e2651da0ad9074d510a6520,5af88f75f060e568a5193ee11d8220c6a1154e9225a9e6cf17ebacd8805c5657,42168a6f2ae217c72a07ad8440a8fc5ce2ca6640fce466554ebe93f3582a4a06,87e814a6a11161872878d36c0c4b7d0f251a26f2a8673ebbe181dcf100b66794,1e108ba3a0308fac05c24cc8b9382922d04451fb9169687dbcf9c05b1984111b,cfb484b9876da72e9a133f9faeeb486eac4657d3f2338063e7a60abea2683137,1c4946fc588ebe0baf2b648f73c3a25dc5b9f81706ca44c16186bfbe44af51ff,8cb9901e8846f1e33fe496ed7711a7c93ef8e3d6ecad59a1c55abf6c9cd77c0a,e82ce19e51b2c8a36b00ba40b5e28d1cc6fb1c1f6845d9aef01bf356f8a92792,713cc9adebd8b386f1478b7590df6b158550d70c2f2d3c4256271aa7a9cc0e14,39f6d0ad7588060fdd082ccd63b6700d50625b9205b3fa12f974b394b6c391aa,712b798bd28371b3c215c8993434d05d827b64fbe7d539008739e8d6f9967363,a11e6a5c2c40c14e3da6e3f4cdce667291c9656b810be1a3e2fc87c1c8b366b9,0e1ac934db538c151e299db9eaebfbb662e53f718eb04fe65575e2cb6e51c1bc,e40aebaf2aae694919b257b1a450350060f83a8bcda88e83b8949596e99ee3eb,e2a05f0161fca9560170195ae83b63c79d813d9d07656f70b04845bc7797056b,baca47ef6642aa8a69b3def4a2d30e7b13942b81dde9dd4776899a01755ed354,bcd1717b22dabf39471f8bc53341c3322027f56ed5a818243d86f63667cc74d6,ce745f19d492c9562e4397ff74d1326759320d76e1561600c2b375f45b2c9c39,b224e2efcc8fec0266c2edce3757e2b96cefedf9a575d1ea68f1d5571791e42d
"0","0","僕役‧刀刃（物理）","105000000","0","0","750000101","0","0","0","0","10000","0","60","10000","0","309401","1","0","1200","0","0","0","0","10000","0","0","1","0","0","0","0","0","0","0","0","350","70","0","10000","0","50000","300000019","1200"
"100","0","爆裂敵人","1000000","0","0","750000102","0","250","0","0","0","0","100","100","0","217300","1","9000","0","0","0","150","0","100","0","0","1","0","0","0","0","0","0","0","0","500","0","0","0","0","0","300000008","0"
"0","0","奄美魔物","100000000","10000","0","750000201","0","0","27000","0","10000","0","60","0","0","322800","1","10000","300","0","0","10000","0","0","0","0","1","0","0","10000","0","0","0","0","0","353","70","0","10000","0","27000","300000008","300"
"10000","0","小奄美魔物","70000","0","0","750000202","0","0","0","0","0","0","60","10000","0","208014","1","0","1600","0","0","0","0","10000","0","0","1","0","0","10000","0","0","0","0","0","353","0","0","10000","0","20000","300000008","1600"
"10000","0","小奄美魔物","70000","0","0","750000203","0","0","0","0","0","0","60","10000","0","208015","1","0","1600","0","0","0","0","10000","0","0","1","0","0","10000","0","0","0","0","0","353","0","0","10000","0","20000","300000008","1600"
"10000","0","小奄美魔物","70000","0","0","750000204","0","0","0","0","0","0","60","10000","0","208016","1","0","1600","0","0","0","0","10000","0","0","1","0","0","10000","0","0","0","0","0","353","0","0","10000","0","20000","300000008","1600"
"100","0","爆裂敵人","1000000","0","0","750000205","0","250","0","0","0","0","100","100","0","217300","1","9000","0","0","0","150","0","100","0","0","1","0","0","0","0","0","0","0","0","500","0","0","0","0","0","300000008","0"
"0","0","僕役‧魔能（魔法）","109000000","0","0","750000301","0","0","46000","0","10000","0","60","10000","0","309501","1","0","1200","0","0","0","0","10000","0","0","1","0","0","0","0","0","0","0","0","356","90","0","10000","0","0","300000008","1200"
"100","0","爆裂敵人","1000000","0","0","750000302","0","250","0","0","0","0","100","100","0","217300","1","9000","0","0","0","150","0","100","0","0","1","0","0","0","0","0","0","0","0","500","0","0","0","0","0","300000008","0"
"10000","0","幻影男爵","143000000","0","0","750000401","0","0","42000","0","10000","0","60","10000","0","308409","1","0","700","0","0","0","0","10000","0","0","1","0","0","0","0","0","0","0","0","359","90","0","10000","0","21000","300000001","700"
"100","0","爆裂敵人","1000000","0","0","750000402","0","250","0","0","0","0","100","100","0","217300","1","9000","0","0","0","150","0","100","0","0","1","0","0","0","0","0","0","0","0","500","0","0","0","0","0","300000008","0"
"100","0","卡里莎","190000000","0","0","750000501","0","0","0","0","10000","0","60","10000","0","313502","1","100","0","0","0","0","0","100","0","0","1","0","0","100","0","0","0","0","0","362","130","0","10000","0","0","300000008","0"
"0","0","紅","3000000","0","0","750000502","0","0","1000","0","0","0","60","0","0","313502","1","0","500","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","362","0","0","0","0","40000","300000008","500"
"0","0","黃","99999999","0","0","750000503","0","0","0","0","0","0","60","0","0","313502","1","0","2400","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","362","0","0","0","0","0","300000008","2400"
"0","0","藍","2000000","0","0","750000504","0","0","0","0","0","0","60","0","0","313502","1","0","10000","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","362","0","0","0","0","0","300000008","10000"
"0","0","卡里莎","3000000","0","0","750000505","0","0","0","0","0","0","60","0","0","313502","1","0","700","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","362","0","0","0","0","0","300000008","700"
"100","0","爆裂敵人","1000000","0","0","750000506","0","250","0","0","0","0","100","100","0","217300","1","9000","0","0","0","150","0","100","0","0","1","0","0","0","0","0","0","0","0","500","0","0","0","0","0","300000008","0"
"10000","0","海岸暴君‧鮫吉","107000000","0","0","750000601","0","0","0","0","10000","0","60","0","0","311409","1","0","600","0","0","0","0","10000","0","0","1","0","0","10000","0","0","0","0","0","365","70","0","10000","0","83000","300000020","600"
"100","0","爆裂敵人","1000000","0","0","750000602","0","250","0","0","0","0","100","100","0","217300","1","9000","0","0","0","150","0","100","0","0","1","0","0","0","0","0","0","0","0","500","0","0","0","0","0","300000008","0"
"1000","0","蘭法","99000000","0","0","750000701","0","0","0","0","10000","0","60","10000","0","313602","1","0","0","0","0","0","0","1000","0","0","1","0","0","0","0","0","0","0","0","368","110","0","10000","0","0","300000008","0"
"0","0","龍牙兵","3000000","0","0","750000702","0","0","66000","0","0","0","60","0","0","313602","1","0","3200","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","368","0","0","0","0","0","300000008","3200"
"0","0","蘭法","1000000","0","0","750000703","0","0","0","0","0","0","60","0","0","313602","1","0","600","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","368","0","0","0","0","0","300000008","600"
"100","0","爆裂敵人","1000000","0","0","750000704","0","250","0","0","0","0","100","100","0","217300","1","9000","0","0","0","150","0","100","0","0","1","0","0","0","0","0","0","0","0","500","0","0","0","0","0","300000008","0"
"10000","0","貪婪暴君‧賭場王","122000000","0","0","750000801","0","0","0","0","10000","0","60","10000","0","315407","1","10000","1200","0","0","0","0","0","0","0","1","0","0","10000","0","0","0","0","0","371","110","0","5000","0","50000","300000022","1200"
"100","0","爆裂敵人","1000000","0","0","750000802","0","250","0","0","0","0","100","100","0","217300","1","9000","0","0","0","150","0","100","0","0","1","0","0","0","0","0","0","0","0","500","0","0","0","0","0","300000008","0"
"300","0","僕役‧洛克斯（複部位）","120000000","0","0","750000901","0","0","0","0","50000","0","60","50000","0","309601","1","300","0","0","0","0","0","50000","0","0","1","0","0","300","0","0","0","0","0","374","130","0","50000","0","0","300000008","0"
"0","0","僕役‧洛克斯（複部位）","2000000","0","0","750000902","0","0","1000","0","0","0","60","0","0","309601","1","0","5000","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","374","0","0","0","0","80000","300000008","5000"
"0","0","僕役‧洛克斯（複部位）","3000000","0","0","750000903","0","0","0","0","0","0","60","0","0","309601","1","0","1000","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","374","0","0","0","0","0","300000008","1000"
"0","0","僕役‧洛克斯（複部位）","2000000","0","0","750000904","0","0","0","0","0","0","60","0","0","309601","1","0","300","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","374","0","0","0","0","0","300000008","300"
"100","0","爆裂敵人","1000000","0","0","750000905","0","250","0","0","0","0","100","100","0","217300","1","9000","0","0","0","150","0","100","0","0","1","0","0","0","0","0","0","0","0","500","0","0","0","0","0","300000008","0"
"0","0","美空","90000000","0","0","750001001","0","0","0","0","50000","0","60","50000","0","313708","1","0","200","0","0","0","0","50000","0","0","1","0","0","0","0","0","0","0","0","377","130","0","50000","0","65000","300000008","200"
"0","0","怪奇怪靈","50000000","0","0","750001002","0","0","0","0","0","0","60","0","0","210701","1","0","5000","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","320","0","0","25000","0","35000","200000011","5000"
"100","0","爆裂敵人","1000000","0","0","750001003","0","250","0","0","0","0","100","100","0","217300","1","9000","0","0","0","150","0","100","0","0","1","0","0","0","0","0","0","0","0","500","0","0","0","0","0","300000008","0"
"50000","0","哀執的植物羊","180000000","0","0","750001101","0","0","0","0","50000","0","60","50000","0","316507","1","0","2000","0","0","0","0","50000","0","0","1","0","0","50000","0","0","0","0","0","380","180","0","50000","0","30000","300000025","2000"
"50","0","爆裂敵人","1000000","0","0","750001102","0","250","0","0","0","0","100","200","0","217300","1","9000","0","0","0","150","0","200","0","0","1","0","0","0","0","0","0","0","0","500","0","0","0","0","0","300000008","0"
"50000","0","阿澤爾德","150000000","0","0","750001201","0","0","0","0","50000","0","60","50000","0","313802","1","50000","6000","0","0","0","0","50000","0","0","1","0","0","50000","0","0","0","0","0","383","180","0","50000","0","25000","300000008","6000"
"0","0","萬能人偶","1500000","0","0","750001202","0","0","0","0","0","0","60","400","0","210803","1","0","200","0","0","0","0","50000","0","0","1","0","0","0","0","0","0","0","0","323","0","0","50000","0","25000","200000001","200"
"0","0","萬能人偶","3000000","0","0","750001203","0","0","0","0","0","0","60","400","0","210804","1","0","200","0","0","0","0","50000","0","0","1","0","0","0","0","0","0","0","0","323","0","0","50000","0","25000","200000001","200"
"0","0","萬能人偶","6000000","0","0","750001204","0","0","0","0","0","0","60","400","0","210805","1","0","200","0","0","0","0","50000","0","0","1","0","0","0","0","0","0","0","0","323","0","0","50000","0","25000","200000001","200"
"0","0","萬能人偶","3000000","0","0","750001205","0","0","0","0","0","0","60","400","0","210803","1","0","200","0","0","0","0","50000","0","0","1","0","0","0","0","0","0","0","0","323","0","0","50000","0","25000","200000001","200"
"0","0","萬能人偶","6000000","0","0","750001206","0","0","0","0","0","0","60","400","0","210804","1","0","200","0","0","0","0","50000","0","0","1","0","0","0","0","0","0","0","0","323","0","0","50000","0","25000","200000001","200"
"0","0","萬能人偶","12000000","0","0","750001207","0","0","0","0","0","0","60","400","0","210805","1","0","200","0","0","0","0","50000","0","0","1","0","0","0","0","0","0","0","0","323","0","0","50000","0","25000","200000001","200"
"0","0","萬能人偶","4500000","0","0","750001208","0","0","0","0","0","0","60","400","0","210803","1","0","200","0","0","0","0","50000","0","0","1","0","0","0","0","0","0","0","0","323","0","0","50000","0","25000","200000001","200"
"0","0","萬能人偶","9000000","0","0","750001209","0","0","0","0","0","0","60","400","0","210804","1","0","200","0","0","0","0","50000","0","0","1","0","0","0","0","0","0","0","0","323","0","0","50000","0","25000","200000001","200"
"0","0","萬能人偶","18000000","0","0","750001210","0","0","0","0","0","0","60","400","0","210805","1","0","200","0","0","0","0","50000","0","0","1","0","0","0","0","0","0","0","0","323","0","0","50000","0","25000","200000001","200"
