ffafbc6fef4daa81ba78e9d2e7d10600401d43e892234b2adbf11e8ffa6af050,5413a1a31873a0d929268ff2e5c902edf4d11c46e80fc600d3b3d54aa68b62bb,7a3ca9acce4e5603e4b9f35573bb49d48d9dd3c22642faef584e9f4c27334533,f0931ed57e388faf22f3b8ac47b3f2c84f534abb954435660232e07a06b630a2,9314625704054de1da8d673187f7d11c63f012fe3865a1c0aeecd12c8e9c26d3,76d63c662cb46cf18eabdde562586b0b3f4538d2b57861b219f97d7324356871,112d73ad6f025c8f14cc394327dd9aa97f4e40e7a71a89abda032f22cf08129e,4fbb57bafb34d8f1679ebf1ee0a632e236a114a99b3ff5bdbc2f961964360452,73ef786b59e59cf79d317aade7dfaf50e21a0481bd10850813e764c65a6f0454,92b59125c9e1f2c15c4c4ced7e4aa5e8697b07c22b2a949a149f16b5a7c3d7c0,d59bd44cf1b9d56db2daf2d5b6f3c875d3c4354f201b1c37f84abfa718fb2616,44b81158a3fe61fe4a0aa90286d6d9826d22864cdcb7611afb816a7029a01133,74106c89714b01c457efee93cfe2667d3f45cbdd290e9c45e5d14014f20e28a0,108be52c790c6b2af7203a2031dcc8b6ec457dfad6924180ac17373917fbedcb,f7bb6adcfbbeac0beecb7d7aef17b6164c9c364274a9452ca341714e67bd5ba7,656824ae4bb57cb991ac192a695ef2f077c072328303f04f86db31ec58b59deb,7ae4e124bf09f0fc550ffab05c26310f9e2a54afcc8e424210158c8abf098999,4110bf23e411d73c9de74cd5b6e7d733e87e1c3967ce139bda21c69161ad9842,8fc5c993cf213812fb365dfc693169253af6c412f732231a1eae70558922670a,e97cd7ddeb3a35191965a3fd38a7f0606a0cc48ffea55361fe1d6cc3b2b56389,2c529f2d9a854805d094c276cfc6db0b093ce1e5c5cfa31a37aa2e84af35590c,f9a6092757b0662715b9bbdb983dc853535080d5609da92c6b1f97623db82fac,e247454649a98b0b61ec395160103079a838b84b8914e6baa4351232fcf89120,62c719ed529c02248b3fc0095246900e4227559982fe23e7a00cccae0a48a072,5960e0636252746f5f8648bfb65b06a03240f355d61356abf7a5b66e586dac2e,f36024476069536d18a3d1e7957dadeb8440a3b7faee6c6c43dc8b6de0a0ca63,ebefee20ef1b8c0fb6c225dcdbc8ce1a4b27c41bd2acb7f07e13ad8176fa80f8,5bd87ac094041dec36189cdfaf626b5401b87876abe6b9da11ac4a717d210e45,c1b9f9bc9497a5cb1f1a82075a6302445b5fd11205f2b84400c6cf0e677031cc,12350a0377ad998c59949cff32dd4d6f46bd97d6d7daf731fad5c45de6c53cd1,a3647553f70d38d649e859299c57cbcb309693e2b381df7aa495bb923d2ac087,8cfd799e31909c06b241660c37e57de3afce9a782ccbacbd3c5938e18f0a3cb7,24269aedcaae05c2eb27e9277cfa5de8a2af3dcbf6d2f4653e426ae0bf5bd90f,b2d9bf7d1faecfa81784c4cb074a445588f60ab6194ab28194f197d24d50600c,3ef61b9e3a1c526eb9c9a7062e4c7a7558c64ad349043a2a90a9934ea52cbb86,95b457bee472587f29eb67447d4226c2180ae41a1d2670e217fb76696e994a80,e14094abfc206b8079cebd77bbd4f2e822d4df8197e064a5cd348c1c9ac5afd0,d088a75754ba197c5422ea215b67bd390a2aca1386d3ac035158261d5a4a4cbc,106f03b983ab05739cfde41056348211eccee9635b1f0207c1964d1e3b2ee6e3,67c21a34c437ee9052850e53a1e4219a977580016568417a8b8edd482625b02c,836f7d19424541ad9bcb483bdefaefcd5e63c8bbd488b4cbe20e870a572d37e5,787b9d00310c3014d08ccfbeba63a87b02b3968b4838370b8e2e21dbff219c41,7b86292f245494ae196e017aa5edc06eaf5dcbae066949aea2145cc4a6a4f98f,26a82b1a332ae644256fee67ee9a5fb3c784e37da3dfc5f4c033f0a2d8320ebe
"0","3010","0","301","0","0","0","0","3010","0","0","0","1585","200000001","0","3010","156","251100","0","0","0","0","1660167","0","810100101","0","0","3010","0","3010","0","1057","0","42","岩龜暴君","0","0","0","0","3010","0","0","1","0"
"0","3010","0","301","0","0","0","0","3010","0","0","0","2536","200000001","0","3010","204","250800","0","0","0","0","2397387","0","810100102","0","0","3010","0","3010","0","422","0","42","青藍魔像","0","0","0","0","3010","0","0","1","0"
"0","3010","0","301","0","0","0","0","3010","0","0","0","1902","200000001","0","3010","462","251000","0","0","0","0","1693693","0","810100103","0","0","3010","0","3010","0","845","0","42","生者劍士","0","0","0","0","3010","0","0","1","0"
"0","301","0","301","0","0","5","0","301","0","536","0","2050","200000001","0","301","3329","604701","0","0","6","0","1190448","0","810100104","0","1","301","0","301","26","1787","0","42","純的闇影","0","0","0","0","301","30","69","32","0"
"0","301","0","301","0","0","2","0","301","0","1165","0","866","200000001","0","301","6925","604001","0","0","6","0","565544","0","810100105","0","1","301","0","301","34","856","0","67","碧的闇影","0","0","0","0","301","29","55","32","0"
"0","0","0","301","5000","0","0","0","0","0","0","0","0","300000008","0","0","0","217300","0","0","1","0","1000000000","0","810100106","0","0","100","0","0","1","0","0","100","爆裂敵人","0","0","150","0","100","0","0","1","0"
"0","0","0","301","0","0","0","0","0","0","0","0","0","300000008","0","0","0","217301","0","0","1","0","1000000000","0","810100107","0","0","0","0","250","1","0","0","100","爆裂敵人","0","0","0","0","0","0","0","1","0"
"0","3010","0","301","0","0","0","0","3010","0","0","0","2265","200000001","0","3010","0","251500","0","0","0","0","5862568","0","810100201","0","0","3010","0","3010","0","1510","0","42","守門者","15693","0","0","0","3010","0","0","1","0"
"0","3010","0","301","0","0","0","0","3010","0","0","0","2265","200000001","0","3010","5318","252900","0","0","0","0","7557183","0","810100202","0","0","3010","0","3010","0","906","0","42","高等獸人","0","0","0","0","3010","0","0","1","0"
"0","3010","0","301","0","0","0","0","3010","0","0","0","906","200000001","0","3010","0","250600","0","0","0","0","8817438","0","810100203","0","0","3010","0","3010","0","604","0","42","小狸貓","3487","0","0","0","3010","0","0","1","0"
"0","301","0","301","0","0","20","0","301","120","0","0","3031","200000001","0","301","0","609501","0","0","5","0","5287114","0","810100204","0","1","301","0","301","12","2191","0","42","空花（大江戶）的闇影","13901","0","0","0","301","19","207","32","0"
"0","301","0","301","0","0","17","0","301","2239","0","0","457","200000001","0","301","0","612001","0","0","5","0","3292795","0","810100205","0","1","301","0","301","0","385","0","42","凱留（新年）的闇影","33886","0","0","0","301","24","45","32","0"
"0","3010","0","301","0","0","0","0","3010","0","0","0","2265","200000001","0","3010","8814","251300","0","0","0","0","8734904","0","810100301","0","0","3010","0","3010","0","906","0","42","叢林護衛","0","0","0","0","3010","0","0","1","0"
"0","301","0","301","0","0","1","0","301","0","2062","0","406","200000001","0","301","43840","611502","0","0","5","0","5186139","0","810100302","0","1","301","0","301","3","476","0","44","克莉絲提娜（聖誕節）的闇影","0","0","0","0","301","27","30","32","0"
"0","301","0","301","0","0","0","0","301","0","1921","0","853","200000001","0","301","45320","603801","0","0","6","0","4764712","0","810100303","0","1","301","0","301","12","646","0","65","栞的闇影","0","0","0","0","301","38","35","32","0"
"0","301","0","301","0","0","0","0","301","0","2026","0","700","200000001","0","301","42130","612901","0","0","5","0","4300082","0","810100304","0","1","301","0","301","5","489","0","65","璃乃（奇幻）的闇影","0","0","0","0","301","34","30","32","0"
"0","3010","0","301","0","0","0","0","3010","0","0","0","906","200000001","0","3010","17600","258300","0","0","0","0","8354042","0","810100305","0","0","3010","0","3010","0","604","0","42","鬼燈螢","0","0","0","0","3010","0","903","1","0"
