984bce53f6ea37a570d4b17f957126c2ee99ee702c9f84104143a76529bb5ef8,926a329c62da13d8a60870280366bce00a8fdb06a83d06c12652558a71e9dfa0,bfd1ca32a9929f8b046393a5cc9e2d5f5aacf6f7921622c96f06d7ef4f5a80cb,e468ae5adf976f3aa5cd40e01bdf962326ff8a5a06dc55d86210949eba00c83d,b3e6c98e47682fdf813a93047a68a590790a50cb2a915b5a1508d8780bbb4df5,d2b8d0da1650a5be5a31b67ff2ffc79951e57902f39feeb402da45e07175d632,305d35623229cfede66653dde172d82a84d14308726c8cb5f83139a0f9015d20,bc28fd95ca1dc3888bdfc1f6e6d6b7c6ae217255364c615aa8c2dfb49b4afa59,1aa95bd1a9475418979229172f6285588b406c30710da59b29e12e44784cadaa,2521e0ae10daa7494ae4f00641ff4243efe04213079c793637cae04e9654f99c,8b732ab5d460ad4488d944e25b29f71d746583fb9852ad148d31e6baa6db1632,a8495ccfd9c752e3ca17826d7515c1c63ea30e2ff805575f5d91f8451a38d64f,2b8c3af3491fee8c1669e6e2f4aa5ad11a04929d075da4d199a4801b9596176b,822ac0e0dbe14329ec5816d59d759a321cda7fa5ff76950a6bbee21f2b36f87e,ea655a08c31d8648eb248a8895738093908002b806e74967e6a9dca468d79ec3,f97d59f6f3df3554283c5cf535d096066c60bb97603247db5bed6abe88a57752
"0","1","0","2018/09/17 15:59:59","10001101","0","bgm_M32","0","0","10001","201","bgm_M32","0","0","2018/08/28 16:00:00","塔爾格姆地區"
"0","1","0","2018/09/17 15:59:59","10001201","0","bgm_M32","0","0","10001","201","bgm_M32","0","0","2018/08/28 16:00:00","塔爾格姆地區"
"0","1","0","2018/10/24 15:59:59","10002101","0","bgm_M98","0","0","10002","201","bgm_M98_2","0","0","2018/10/03 16:00:00","馬席納地區"
"0","1","0","2018/10/24 15:59:59","10002201","0","bgm_M98","0","0","10002","201","bgm_M98_2","0","0","2018/10/03 16:00:00","馬席納地區"
"0","1","0","2018/11/20 15:59:59","10003101","0","bgm_M106","0","0","10003","201","bgm_M106","0","0","2018/11/01 15:59:59","蘭德索爾郊外"
"0","1","0","2018/11/20 15:59:59","10003201","0","bgm_M106","0","0","10003","201","bgm_M106","0","0","2018/11/01 15:59:59","蘭德索爾郊外"
"0","1","0","2018/12/20 15:59:59","10004101","0","bgm_M112","0","0","10004","201","bgm_M112","0","0","2018/12/01 16:00:00","塔帕斯海灘 周邊"
"0","1","0","2018/12/20 15:59:59","10004201","0","bgm_M112","0","0","10004","201","bgm_M112","0","0","2018/12/01 16:00:00","塔帕斯海灘 周邊"
"0","1","0","2019/01/22 15:59:59","10005101","0","bgm_M121","0","0","10005","201","bgm_M121","0","0","2019/01/03 16:00:00","伊爾席翁的孤島"
"0","1","0","2019/01/22 15:59:59","10005201","0","bgm_M121","0","0","10005","201","bgm_M121","0","0","2019/01/03 16:00:00","伊爾席翁的孤島"
"0","1","0","2019/02/19 15:59:59","10006101","0","bgm_M128","0","0","10006","201","bgm_M128","0","0","2019/02/01 12:00:00","王城蘭德索爾"
"0","1","0","2019/02/19 15:59:59","10006201","0","bgm_M128","0","0","10006","201","bgm_M128","0","0","2019/02/01 12:00:00","王城蘭德索爾"
"0","1","0","2019/03/25 15:59:59","10007101","0","bgm_M135","0","0","10007","201","bgm_M135","0","1","2019/03/06 16:00:00","蘭德索爾郊外"
"1","1","208","2019/03/25 15:59:59","10007102","0","bgm_M29","0","202","10007","201","bgm_M29","80","2","2019/03/06 16:00:00","靈界"
"1","1","209","2019/03/25 15:59:59","10007103","1","bgm_M135","0","202","10007","201","bgm_M135","0","3","2019/03/06 16:00:00","蘭德索爾中央地區"
"0","1","0","2019/03/25 15:59:59","10007201","1","bgm_M135","0","0","10007","201","bgm_M135","0","1","2019/03/06 16:00:00","蘭德索爾郊外"
"0","1","0","2019/04/17 15:59:59","10008101","0","bgm_M162","35","0","10008","201","bgm_M162","0","0","2019/04/03 16:00:00","蘭德索爾近郊"
"0","1","0","2019/04/17 15:59:59","10008201","0","bgm_M162","0","0","10008","201","bgm_M162","0","0","2019/04/03 16:00:00","蘭德索爾近郊"
"0","1","0","2019/05/16 15:59:59","10009101","11","bgm_M171","110","0","10009","201","bgm_M171","0","1","2019/05/02 16:00:00","咲戀育幼院"
"0","1","0","2019/05/16 15:59:59","10009201","0","bgm_M171","0","0","10009","201","bgm_M171","0","1","2019/05/02 16:00:00","王城蘭德索爾"
"0","1","0","2019/06/17 15:59:59","10010101","0","bgm_M182","1","0","10010","201","bgm_M182","180","1","2019/06/03 16:00:00","往神殿的參道"
"0","1","0","2019/06/17 15:59:59","10010201","0","bgm_M182","0","0","10010","201","bgm_M182","0","1","2019/06/03 16:00:00","往神殿的參道"
"0","1","0","2019/07/15 15:59:59","10011101","0","bgm_M189","0","0","10011","201","bgm_M189","0","1","2019/07/01 16:00:00","王城蘭德索爾"
"0","1","0","2019/07/15 15:59:59","10011102","0","bgm_M189","110","0","10011","201","bgm_M189","0","2","2019/07/01 16:00:00","廚房競技場"
"0","1","0","2019/07/15 15:59:59","10011201","0","bgm_M189","0","0","10011","201","bgm_M189","0","1","2019/07/01 16:00:00","廚房競技場"
"0","1","0","2019/07/31 15:59:59","10012101","0","bgm_M206","115","0","10012","201","bgm_M206","0","1","2019/07/17 16:00:00","王城蘭德索爾"
"0","1","0","2019/07/31 15:59:59","10012201","0","bgm_M206","0","0","10012","201","bgm_M206","0","1","2019/07/17 16:00:00","王城蘭德索爾"
"0","1","0","2019/08/15 15:59:59","10013101","0","bgm_M215","110","0","10013","201","bgm_M215","0","1","2019/08/01 16:00:00","加托羅斯山"
"1","1","208","2019/08/15 15:59:59","10013102","11","bgm_M215","0","202","10013","201","bgm_M215","0","2","2019/08/01 16:00:00","光之裂縫"
"0","1","0","2019/08/15 15:59:59","10013201","0","bgm_M215","0","0","10013","201","bgm_M215","0","1","2019/08/01 16:00:00","光之裂縫"
"0","1","0","2019/08/23 15:59:59","10014101","0","bgm_M32","0","0","10014","201","bgm_M32","0","1","2019/08/16 16:00:00","塔爾格姆地區"
"0","1","0","2019/08/23 15:59:59","10014201","0","bgm_M32","0","0","10014","201","bgm_M32","0","0","2019/08/16 16:00:00","塔爾格姆地區"
"0","1","0","2019/09/15 15:59:59","10015101","0","bgm_M223","120","0","10015","201","bgm_M223","0","1","2019/09/03 16:00:00","大江戶大街"
