e468ae5adf976f3aa5cd40e01bdf962326ff8a5a06dc55d86210949eba00c83d,d2b8d0da1650a5be5a31b67ff2ffc79951e57902f39feeb402da45e07175d632,b3e6c98e47682fdf813a93047a68a590790a50cb2a915b5a1508d8780bbb4df5,a8495ccfd9c752e3ca17826d7515c1c63ea30e2ff805575f5d91f8451a38d64f,8b732ab5d460ad4488d944e25b29f71d746583fb9852ad148d31e6baa6db1632,822ac0e0dbe14329ec5816d59d759a321cda7fa5ff76950a6bbee21f2b36f87e,bfd1ca32a9929f8b046393a5cc9e2d5f5aacf6f7921622c96f06d7ef4f5a80cb,926a329c62da13d8a60870280366bce00a8fdb06a83d06c12652558a71e9dfa0,984bce53f6ea37a570d4b17f957126c2ee99ee702c9f84104143a76529bb5ef8,1aa95bd1a9475418979229172f6285588b406c30710da59b29e12e44784cadaa,ea655a08c31d8648eb248a8895738093908002b806e74967e6a9dca468d79ec3,305d35623229cfede66653dde172d82a84d14308726c8cb5f83139a0f9015d20,bc28fd95ca1dc3888bdfc1f6e6d6b7c6ae217255364c615aa8c2dfb49b4afa59,f97d59f6f3df3554283c5cf535d096066c60bb97603247db5bed6abe88a57752,2521e0ae10daa7494ae4f00641ff4243efe04213079c793637cae04e9654f99c,2b8c3af3491fee8c1669e6e2f4aa5ad11a04929d075da4d199a4801b9596176b
"2018/09/17 15:59:59","0","10001101","bgm_M32","201","0","0","1","0","0","2018/08/28 16:00:00","bgm_M32","0","塔爾格姆地區","10001","0"
"2018/09/17 15:59:59","0","10001201","bgm_M32","201","0","0","1","0","0","2018/08/28 16:00:00","bgm_M32","0","塔爾格姆地區","10001","0"
"2018/10/24 15:59:59","0","10002101","bgm_M98_2","201","0","0","1","0","0","2018/10/03 16:00:00","bgm_M98","0","馬席納地區","10002","0"
"2018/10/24 15:59:59","0","10002201","bgm_M98_2","201","0","0","1","0","0","2018/10/03 16:00:00","bgm_M98","0","馬席納地區","10002","0"
"2018/11/20 15:59:59","0","10003101","bgm_M106","201","0","0","1","0","0","2018/11/01 15:59:59","bgm_M106","0","蘭德索爾郊外","10003","0"
"2018/11/20 15:59:59","0","10003201","bgm_M106","201","0","0","1","0","0","2018/11/01 15:59:59","bgm_M106","0","蘭德索爾郊外","10003","0"
"2018/12/20 15:59:59","0","10004101","bgm_M112","201","0","0","1","0","0","2018/12/01 16:00:00","bgm_M112","0","塔帕斯海灘 周邊","10004","0"
"2018/12/20 15:59:59","0","10004201","bgm_M112","201","0","0","1","0","0","2018/12/01 16:00:00","bgm_M112","0","塔帕斯海灘 周邊","10004","0"
"2019/01/22 15:59:59","0","10005101","bgm_M121","201","0","0","1","0","0","2019/01/03 16:00:00","bgm_M121","0","伊爾席翁的孤島","10005","0"
"2019/01/22 15:59:59","0","10005201","bgm_M121","201","0","0","1","0","0","2019/01/03 16:00:00","bgm_M121","0","伊爾席翁的孤島","10005","0"
"2019/02/19 15:59:59","0","10006101","bgm_M128","201","0","0","1","0","0","2019/02/01 12:00:00","bgm_M128","0","王城蘭德索爾","10006","0"
"2019/02/19 15:59:59","0","10006201","bgm_M128","201","0","0","1","0","0","2019/02/01 12:00:00","bgm_M128","0","王城蘭德索爾","10006","0"
"2019/03/25 15:59:59","0","10007101","bgm_M135","201","1","0","1","0","0","2019/03/06 16:00:00","bgm_M135","0","蘭德索爾郊外","10007","0"
"2019/03/25 15:59:59","0","10007102","bgm_M29","201","2","208","1","1","202","2019/03/06 16:00:00","bgm_M29","0","靈界","10007","80"
"2019/03/25 15:59:59","1","10007103","bgm_M135","201","3","209","1","1","202","2019/03/06 16:00:00","bgm_M135","0","蘭德索爾中央地區","10007","0"
"2019/03/25 15:59:59","1","10007201","bgm_M135","201","1","0","1","0","0","2019/03/06 16:00:00","bgm_M135","0","蘭德索爾郊外","10007","0"
"2019/04/17 15:59:59","0","10008101","bgm_M162","201","0","0","1","0","0","2019/04/03 16:00:00","bgm_M162","35","蘭德索爾近郊","10008","0"
"2019/04/17 15:59:59","0","10008201","bgm_M162","201","0","0","1","0","0","2019/04/03 16:00:00","bgm_M162","0","蘭德索爾近郊","10008","0"
"2019/05/16 15:59:59","11","10009101","bgm_M171","201","1","0","1","0","0","2019/05/02 16:00:00","bgm_M171","110","咲戀育幼院","10009","0"
"2019/05/16 15:59:59","0","10009201","bgm_M171","201","1","0","1","0","0","2019/05/02 16:00:00","bgm_M171","0","王城蘭德索爾","10009","0"
"2019/06/17 15:59:59","0","10010101","bgm_M182","201","1","0","1","0","0","2019/06/03 16:00:00","bgm_M182","1","往神殿的參道","10010","180"
"2019/06/17 15:59:59","0","10010201","bgm_M182","201","1","0","1","0","0","2019/06/03 16:00:00","bgm_M182","0","往神殿的參道","10010","0"
"2019/07/15 15:59:59","0","10011101","bgm_M189","201","1","0","1","0","0","2019/07/01 16:00:00","bgm_M189","0","王城蘭德索爾","10011","0"
"2019/07/15 15:59:59","0","10011102","bgm_M189","201","2","0","1","0","0","2019/07/01 16:00:00","bgm_M189","110","廚房競技場","10011","0"
"2019/07/15 15:59:59","0","10011201","bgm_M189","201","1","0","1","0","0","2019/07/01 16:00:00","bgm_M189","0","廚房競技場","10011","0"
"2019/07/31 15:59:59","0","10012101","bgm_M206","201","1","0","1","0","0","2019/07/17 16:00:00","bgm_M206","115","王城蘭德索爾","10012","0"
"2019/07/31 15:59:59","0","10012201","bgm_M206","201","1","0","1","0","0","2019/07/17 16:00:00","bgm_M206","0","王城蘭德索爾","10012","0"
"2019/08/15 15:59:59","0","10013101","bgm_M215","201","1","0","1","0","0","2019/08/01 16:00:00","bgm_M215","110","加托羅斯山","10013","0"
"2019/08/15 15:59:59","11","10013102","bgm_M215","201","2","208","1","1","202","2019/08/01 16:00:00","bgm_M215","0","光之裂縫","10013","0"
"2019/08/15 15:59:59","0","10013201","bgm_M215","201","1","0","1","0","0","2019/08/01 16:00:00","bgm_M215","0","光之裂縫","10013","0"
