40130a26ffcd433750994aea81cb42cada722aa7bdd593c0df57c0445147628a,9f7bff37dbe20474e1aa28780115b87d0c22d975308ce83c7b267236760e5cb8,d9485b93e4d2e47cd9053f8e7b549f86338fde0381ac7aceeaaf0ca1fc524317,b0fd91ed38fa65eca16ae2beb521dfec271fac53ddd6688046f990dc90f67183,03b48133827b8ce1cf4124adf0f0a10537c9167e347682b657e92eb0c880b583,4aed6e6ea3a50ff990ee42c91727fca2413282aae7bde026817c9dca8cefd81a,29c3a88a0571254bd37419c4d3c011f95e7206ba5341aea48201905b4fc19796,7369fb694f9e0837632312738492490c2ad11a21ee5e6725731bcdc242eeb45f,3d9f046d6fc55416aac77cada97ff7ea8675cf676b399fbe342af83898e9e2bc,c079faad670ac7f01ed8b1d7be8c98adce48529045c2a96ad801f44ba142de49,b6aa59edcdb1551fb692c25ee9c7c27104fb936c3ae49bbb0731ce2f72715506,f85098c8e0d7e97b77a8f709e65694bc741162b50f83643aebee8468057fab39,4331f2be0dad10b5aac042ac333d9a1a4f3d5cfe8bf56f14ef0381ec3c4d0ada,a599d6cb5fe563cb98fcc3607fa22a27b74e5b7feaa5084a73033cef72a9d12c,725f8890a774f1de95ff0cde460fd4d8a96accc9f38a255ba917f36ece91a233,c25a68eb4f0575946b55c0884f9a8cd32f95e17c416ca1c098079907b301d6c9
"80000","2","275000001","0","0","26202","0","0","0","0","0","0","0","0","0","0"
"85000","2","275000002","0","0","26202","0","0","0","0","0","0","0","0","0","0"
"90000","2","275000003","0","0","26202","0","0","0","0","0","0","0","0","0","0"
"95000","2","275000004","0","0","26202","0","0","0","0","0","0","0","0","0","0"
"100000","2","275000005","0","0","26202","0","0","0","0","0","0","0","0","0","0"
"105000","2","275000006","0","0","26202","0","0","0","0","0","0","0","0","0","0"
"110000","2","275000007","0","0","26202","0","0","0","0","0","0","0","0","0","0"
"115000","2","275000008","0","0","26202","0","0","0","0","0","0","0","0","0","0"
"120000","2","275000009","0","0","26202","0","0","0","0","0","0","0","0","0","0"
"125000","2","275000010","0","0","26202","0","0","0","0","0","0","0","0","0","0"
"130000","2","275000011","0","0","26202","0","0","0","0","0","0","0","0","0","0"
"135000","2","275000012","0","0","26202","0","0","0","0","0","0","0","0","0","0"
"50000","2","276010001","90013","18","26202","0","0","2","400","4109501","0","1","0","0","0"
"50000","2","276010002","90013","0","26202","0","0","2","425","0","0","0","0","0","0"
"50000","2","276010003","90013","0","26202","0","0","2","450","0","0","0","0","0","0"
"100000","2","276010004","90013","0","26202","0","0","2","475","0","0","0","0","0","0"
"100000","2","276010005","90013","2","26202","0","0","2","500","26203","0","1","0","0","0"
"50000","2","276020001","90013","18","26202","0","0","2","400","4101501","0","1","0","0","0"
"50000","2","276020002","90013","0","26202","0","0","2","425","0","0","0","0","0","0"
"50000","2","276020003","90013","0","26202","0","0","2","450","0","0","0","0","0","0"
"100000","2","276020004","90013","0","26202","0","0","2","475","0","0","0","0","0","0"
"100000","2","276020005","90013","2","26202","0","0","2","500","26203","0","1","0","0","0"
