40130a26ffcd433750994aea81cb42cada722aa7bdd593c0df57c0445147628a,9f7bff37dbe20474e1aa28780115b87d0c22d975308ce83c7b267236760e5cb8,a599d6cb5fe563cb98fcc3607fa22a27b74e5b7feaa5084a73033cef72a9d12c,c25a68eb4f0575946b55c0884f9a8cd32f95e17c416ca1c098079907b301d6c9,b0fd91ed38fa65eca16ae2beb521dfec271fac53ddd6688046f990dc90f67183,29c3a88a0571254bd37419c4d3c011f95e7206ba5341aea48201905b4fc19796,4aed6e6ea3a50ff990ee42c91727fca2413282aae7bde026817c9dca8cefd81a,b6aa59edcdb1551fb692c25ee9c7c27104fb936c3ae49bbb0731ce2f72715506,4331f2be0dad10b5aac042ac333d9a1a4f3d5cfe8bf56f14ef0381ec3c4d0ada,03b48133827b8ce1cf4124adf0f0a10537c9167e347682b657e92eb0c880b583,f85098c8e0d7e97b77a8f709e65694bc741162b50f83643aebee8468057fab39,c079faad670ac7f01ed8b1d7be8c98adce48529045c2a96ad801f44ba142de49,3d9f046d6fc55416aac77cada97ff7ea8675cf676b399fbe342af83898e9e2bc,d9485b93e4d2e47cd9053f8e7b549f86338fde0381ac7aceeaaf0ca1fc524317,725f8890a774f1de95ff0cde460fd4d8a96accc9f38a255ba917f36ece91a233,7369fb694f9e0837632312738492490c2ad11a21ee5e6725731bcdc242eeb45f
"80000","2","0","0","0","0","26202","0","0","0","0","0","0","275000001","0","0"
"85000","2","0","0","0","0","26202","0","0","0","0","0","0","275000002","0","0"
"90000","2","0","0","0","0","26202","0","0","0","0","0","0","275000003","0","0"
"95000","2","0","0","0","0","26202","0","0","0","0","0","0","275000004","0","0"
"100000","2","0","0","0","0","26202","0","0","0","0","0","0","275000005","0","0"
"105000","2","0","0","0","0","26202","0","0","0","0","0","0","275000006","0","0"
"110000","2","0","0","0","0","26202","0","0","0","0","0","0","275000007","0","0"
"115000","2","0","0","0","0","26202","0","0","0","0","0","0","275000008","0","0"
"120000","2","0","0","0","0","26202","0","0","0","0","0","0","275000009","0","0"
"125000","2","0","0","0","0","26202","0","0","0","0","0","0","275000010","0","0"
"130000","2","0","0","0","0","26202","0","0","0","0","0","0","275000011","0","0"
"135000","2","0","0","0","0","26202","0","0","0","0","0","0","275000012","0","0"
"50000","2","0","0","90013","0","26202","4109501","1","18","0","400","2","276010001","0","0"
"50000","2","0","0","90013","0","26202","0","0","0","0","425","2","276010002","0","0"
"50000","2","0","0","90013","0","26202","0","0","0","0","450","2","276010003","0","0"
"100000","2","0","0","90013","0","26202","0","0","0","0","475","2","276010004","0","0"
"100000","2","0","0","90013","0","26202","26203","1","2","0","500","2","276010005","0","0"
"50000","2","0","0","90013","0","26202","4101501","1","18","0","400","2","276020001","0","0"
"50000","2","0","0","90013","0","26202","0","0","0","0","425","2","276020002","0","0"
"50000","2","0","0","90013","0","26202","0","0","0","0","450","2","276020003","0","0"
"100000","2","0","0","90013","0","26202","0","0","0","0","475","2","276020004","0","0"
"100000","2","0","0","90013","0","26202","26203","1","2","0","500","2","276020005","0","0"
