45018ee1372dad3d8f2fb51a3beed15674e01946c36029e5055101c12d2a3e86,053f206699845d46ef1557a9f1196b90d51e146a66ee02ffb0d9e098d1aeb463,6e74a21ba08e7d6e11a4a9a028243f6016cdc75a2766531cdb71774ec8d1aee4,8ac1bc3554d1bd8c11ad029b0cb0dd6cc0d76e0f1097c221b38d08d3de87fa44,2dae7f4c798ad2ad9e748f13975728c1981f7bd9633cb8838c7b34234ab1e61a,3b2082ed4549b05d8ecbb7a7fca58c42523cd04fddd6bc8024ab16f2a4174276,5e5fe369c722305d579069d92e093f38f386aec2b1ae0ec5cd8e3437e0cdb2c3,3700ddec4e6ce2386e67e572c24664cf0b4923e53ab5c05e56e60f14434f02fc,bdf98395a6dc23016266812c2b04f0eacd052d3984d1a6d73cea93f192c357d2,160b0e9d355c3a2fb23eb2784120d84c40e5c07d0387af91359a2b1cb3279ed9,db40bd3ed0c2e35ffaeda03f063e86743e06d1ac5365c56c61dafe8b52303591,b8b08eed2a1d7ebe1784302624c81cca266433c144cbc2c66e61f4de66622d0d,cb59d362fa086f3a6811ec2ae8a847f3d30dafaf82bb9e7547beb0b85f7d42f1,45e46b7720d6a9e44cb20fc67272d0bb72718496b67ef7af17a249d52655bd91,e401270451df8db8fac049738ecf3780099e610b78bcdf79639eb4e38df6ddcb,da86225f6aafa9e5f6fd78d59eeafe5276616a3eef4c220e44d52a0d51990575,359a674ee4c0ee6e1f09420d68154b4838223212acf0bafc3275fefe1e79544a,bb99618382b04267a1fcd79cfb9b9dde0f729c67b642018babc4ecad720a4f62,eb607a8760bcda2291215844a60d6278e13b20364c7f6867fa227b1fe97e632a,9dc1bcdbeb734cd257460c9df6c797ebace5f1bd9baf2ff47d2aa227410e297e
"100100201","0","0","0","0","0","0","0","0","0","1001002","0","0","0","0","0","1","100111","1001","1"
"100100801","0","0","-840","1","0","0","0","0","0","1001008","0","0","0","0","0","0","0","1001","1"
"100101101","0","0","0","0","0","0","0","0","0","1001011","0","0","0","0","1001011","1","100131","1001","1"
"100101102","0","0","0","0","0","0","0","0","0","1001011","0","0","0","0","1001011","1","100131","1001","1"
"100200101","0","0","0","0","0","0","0","0","0","1002001","0","0","0","0","0","1","100211","1002","1"
"100200801","0","0","-920","1","0","0","0","0","0","1002008","0","0","0","0","0","0","0","1002","1"
"100201101","0","0","-920","1","0","0","0","0","0","1002011","0","0","0","0","0","0","0","1002","1"
"100201102","0","0","0","0","0","0","0","0","0","1002011","0","0","0","0","0","1","100231","1002","1"
"100300301","0","0","0","0","0","0","0","0","0","1003003","0","0","0","0","0","1","100311","1003","1"
"100300801","0","0","-820","1","0","0","0","0","0","1003008","0","0","0","0","0","0","0","1003","1"
"100301101","0","0","0","0","0","0","0","0","0","1003011","0","0","0","0","1003011","1","100332","1003","1"
"100301102","0","0","0","0","0","0","0","0","0","1003011","0","0","0","0","1003011","1","100332","1003","1"
"100400701","0","0","0","0","0","0","0","0","0","1004007","0","0","0","0","0","1","100411","1004","1"
"100400801","0","0","-900","1","0","0","0","0","0","1004008","0","1","0","0","0","0","0","1004","1"
"100401101","0","0","0","0","0","0","0","0","0","1004011","0","0","0","0","0","1","100431","1004","1"
"100500601","0","0","0","0","0","0","0","0","0","1005006","0","0","0","0","1005006","1","100511","1005","1"
"100500602","0","0","0","0","0","0","0","0","0","1005006","0","0","0","0","1005006","1","100511","1005","1"
