aaa714d0c4cf2c3a9d33a478f1d60794cca0b219510a51a43d4ac4afe34c9312,b444514e8140440d81a94c410fd21e55cbdfb35e3c1199546e3ae0d98e7c2dc6,ce34e12fdcb681d99b9d07f337236b9b7aaef32324c172e266bc1c626bda34e8,08cad1f2e706c91a150e874d4dd5d5b5b4f2494d0576c625fc6a7dfe9c4e7d88,bb1b7421934a8a5f814e1b9c381893d535407040a71acb7a0590ae32ed9f6931,ab8ea7220825e5ed8bf1fe070f2691e040f4c8cf1053b75939effe593d84620b,9bf5d7092233dbedb82268ae10a670691164f46494a51f8fea9387cabe6d0f66,e2f41cf63ef02e9d610a00405610cad27766894bab890f0f5e12a3c05ee0ce3b,5b1a19e1b4753f27aa4cadfed722b1b1d404264b92eb82fc3e43e27ff49d1c12,b02ead58e44e526fa3105bac6bc82dc49272e21c7172b25344e5329ab0641389,5962b1f98c56c1137e85b4e9c5cd2ead41fe3881c079c03a54becd5cd39cafe6,e0761b12601ab8730d43947d75fd37c5b746c9d7f36312adc7cf228ba5a70d4d,2f18f8ba5952c9fad24d9d0d6aac4334e960a27129ee21d02caf9a9a294fdc9f,34850848b1269f88ddb36c78f14f26146f6de440a1f9dd1c3a64c7b25555070a,57907b1bae8e296e47a58ab0acd84538f5a6ced4f4b61b2bf15668b59f639f51,34c6fd346f17410b8b8ddc1e83f1107915f4133e7cd4a5493573c6b798a3e543,adb6b64e1c8af874d58d09fd805a106f620406fcb8eecc7496337b3c83ed0a8b,3e4a050c4f7563931bf1a14f6b54c5b4adebdbdb8fb204afa54022d61129c135,72392aaf133ca4c80ee1e9f11177e77e457495db8507b15111211c0bb5ec7464,a673da700fcfb35cac979056da03a9161b1a9c5dba8d142528e81651eb13d22a
"讓信賴度達到100吧","0","0","10000","0","94002","1","0","0","0","0","0","0","0","10153","0","1","100","12","0"
"讓信賴度達到200吧","0","0","25000","0","94002","1","0","0","0","0","0","0","0","10153","0","2","200","12","0"
"讓信賴度達到500吧","0","0","50","0","91002","1","0","0","0","0","0","0","0","10153","0","3","500","8","0"
"讓信賴度達到800吧","0","0","50000","0","94002","1","0","0","0","0","0","0","0","10153","0","4","800","12","0"
"讓信賴度達到MAX吧","0","0","100","0","91002","1","0","0","0","0","0","0","0","10153","0","5","1000","8","0"
"讓信賴度達到100吧","0","0","10000","0","94002","2","0","0","0","0","0","0","0","10153","0","6","100","12","0"
"讓信賴度達到200吧","0","0","25000","0","94002","2","0","0","0","0","0","0","0","10153","0","7","200","12","0"
"讓信賴度達到500吧","0","0","50","0","91002","2","0","0","0","0","0","0","0","10153","0","8","500","8","0"
"讓信賴度達到800吧","0","0","50000","0","94002","2","0","0","0","0","0","0","0","10153","0","9","800","12","0"
"讓信賴度達到MAX吧","0","0","100","0","91002","2","0","0","0","0","0","0","0","10153","0","10","1000","8","0"
"讓信賴度達到100吧","0","0","10000","0","94002","3","0","0","0","0","0","0","0","10153","0","11","100","12","0"
"讓信賴度達到200吧","0","0","25000","0","94002","3","0","0","0","0","0","0","0","10153","0","12","200","12","0"
"讓信賴度達到500吧","0","0","50","0","91002","3","0","0","0","0","0","0","0","10153","0","13","500","8","0"
"讓信賴度達到800吧","0","0","50000","0","94002","3","0","0","0","0","0","0","0","10153","0","14","800","12","0"
"讓信賴度達到MAX吧","0","0","100","0","91002","3","0","0","0","0","0","0","0","10153","0","15","1000","8","0"
"讓信賴度達到100吧","0","0","15000","0","94002","1","0","0","0","0","0","0","0","20015","0","1001901","100","12","0"
"讓信賴度達到200吧","0","0","37500","0","94002","1","0","0","0","0","0","0","0","20015","0","1001902","200","12","0"
"讓信賴度達到500吧","0","0","75","0","91002","1","0","0","0","0","0","0","0","20015","0","1001903","500","8","0"
"讓信賴度達到800吧","0","0","75000","0","94002","1","0","0","0","0","0","0","0","20015","0","1001904","800","12","0"
"讓信賴度達到MAX吧","0","0","150","0","91002","1","0","0","0","0","0","0","0","20015","0","1001905","1000","8","0"
"讓信賴度達到100吧","0","0","15000","0","94002","2","0","0","0","0","0","0","0","20015","0","1001906","100","12","0"
"讓信賴度達到200吧","0","0","37500","0","94002","2","0","0","0","0","0","0","0","20015","0","1001907","200","12","0"
