a94fb8d22c41f80d86653967b593ed9dcb2599047fd5b06021caf0c83d48c0c9,a4d8f014e8b8d462ee0bf803872da4929f145853b72885d17d8d88181e681067,2bd687f8681e2885f4043c0b8641bf7c00b0d6781798484e10f78c99654193ab,131cc5fef60321389800d537cbd76770f47d727bdc4d502e59b3375cc7a1bedb,5f8fee4d5136dc3b19f7b277310bec06546118dfdb06de01deec76f3f58aa6a1,0f738d375980baf9f5057946a5e32780d4790979fbb35664af275ace3687f431,b0fa596c968e0b4fb4d09fe351d799a1dcfcde39f717ed50d5363913cc5dc8fe,0879dd186f99fffa8f97c836c7316a9dbbe785a86ca0c973af2a623e65452f5a,dcff914e72b507c6005bdbad602644b2d473b0a18a526eea17f0e949f50c75c5,4a35fc6df5dd654d4acc3cd987b30d72ae2e33c41efff411502da92cb398221d,e132805763641e31fb8347b79d426b068ea13c030f79ecf2247f31de1ba8edb6,0bf5ed874a125acfe80bc84c50aeb1d337d2f94c5c06716464fd47a06349e8b0,09258c2298291bddf39f0e537e07d01707349116ba8b3e66dd79c47b602e42d0,26b22ac80e0eb41424d3a06e80ece1ace74e300b132dae821891c1acad1be791,38de72ad6a1f4a5a89862486d33e6f7fe4c703924d5dc816833a805cc927fa4d,40fda046074542b6b4bc9f774b25d013a06e004658df05974de18e52df78acd6,cdf407edcc822c140671353ae2d7e57f3cf93bd1979f2c0dd6dcac1e555595dd,fcc35fd2fbb35cb74942f0df27bb181980b8006700192290ad6ce379f40b4806,4d999e742745d538b5d0ea80007bb32964c133f141060ce1a5c58fdb592664bd,34eb5afb8cc1c2cc7df559a8db24e18849912ae09781aa37b4c70e3c639ec3f6,64a4c2b255e38ad9020df80e54e3c160922b18034ec21b135f973b9b86df2d81,38aac867578d3345b120c4514a9380cec58e5b3b18c3ca48df489be859fbdd0b,ebaaceef0b864e86a1561e44811cba54ee28b8781e7e29091480ccd2989cb59a,e65e20afe958fa52740daf194373fea173d9cd5354c0d4e014ae63d992ab1abb,9853dc4f386831a916f0c7d80f3730080c718c6105757970cd1fc7b1d49892fd,ad39cb712896912515dd09fd24b1266a2d4c948f53e46af6530ef83ab2c248cb,f28c413f343f46270c734c0980cb52c4a5cd530c332f3c3b3ab357ffe3d5a163,5adcfce68361f169103cc92f0a7a9649a154cc6deb8f3fe627b91240590d6951,e39953a27dcc6e7169ff4f5d9bfa4915792421fd9d1c9a478457e206a1b14298,35b8a0f5752501f423867801395f5b976b67aa172dd1d80d40001b6bf54eb45d,baf2c7a6769b08498c63190e912930f8b6440d16d8223d6d29750d0e10bd9ad3,31d3dbb6ff324beb7296ca31d0b71a673ec800e1b2dbf1a07b8a088934a52078
"0","0","0","0","0","0","130011","4","0","140000","0","0","31001","2","0","0","0","0","0","0","0","0","1000000","3","0","0","0","0","0","0","0","50"
"0","0","0","0","0","0","130021","4","0","140000","0","0","31002","2","0","0","0","0","0","0","0","0","1000000","3","0","0","0","0","0","0","0","50"
"0","0","0","0","0","0","130031","4","0","140000","0","0","31003","2","0","0","0","0","0","0","0","0","1000000","3","0","0","0","0","0","0","0","50"
"0","0","0","0","0","0","130041","4","0","140000","0","0","31004","2","0","0","0","0","0","0","0","0","1000000","3","0","0","0","0","0","0","0","50"
"0","0","0","0","0","0","130051","4","0","140000","0","0","31005","2","0","0","0","0","0","0","0","0","1000000","3","0","0","0","0","0","0","0","50"
"0","0","0","0","0","0","130061","4","0","140000","0","0","31006","2","0","0","0","0","0","0","0","0","1000000","3","0","0","0","0","0","0","0","50"
"0","0","0","0","0","0","130071","4","0","140000","0","0","31007","2","0","0","0","0","0","0","0","0","1000000","3","0","0","0","0","0","0","0","50"
"0","0","0","0","0","0","130081","4","0","140000","0","0","31008","2","0","0","0","0","0","0","0","0","1000000","3","0","0","0","0","0","0","0","50"
"0","0","0","0","0","0","130091","4","0","140000","0","0","31009","2","0","0","0","0","0","0","0","0","1000000","3","0","0","0","0","0","0","0","50"
"0","0","0","0","0","0","130101","4","0","140000","0","0","31010","2","0","0","0","0","0","0","0","0","1000000","3","0","0","0","0","0","0","0","50"
"0","0","0","0","0","0","130111","4","0","140000","0","0","31011","2","0","0","0","0","0","0","0","0","1000000","3","0","0","0","0","0","0","0","50"
"0","0","0","0","0","0","130121","4","0","140000","0","0","31012","2","0","0","0","0","0","0","0","0","1000000","3","0","0","0","0","0","0","0","50"
"0","0","0","0","0","0","130131","4","0","140000","0","0","31013","2","0","0","0","0","0","0","0","0","1000000","3","0","0","0","0","0","0","0","50"
"0","0","0","0","0","0","130141","4","0","140000","0","0","31014","2","0","0","0","0","0","0","0","0","1000000","3","0","0","0","0","0","0","0","50"
"0","0","0","0","0","0","130151","4","0","140000","0","0","31015","2","0","0","0","0","0","0","0","0","1000000","3","0","0","0","0","0","0","0","50"
"0","0","0","0","0","0","130161","4","0","140000","0","0","31016","2","0","0","0","0","0","0","0","0","1000000","3","0","0","0","0","0","0","0","50"
"0","0","0","0","0","0","130171","4","0","140000","0","0","31017","2","0","0","0","0","0","0","0","0","1000000","3","0","0","0","0","0","0","0","50"
"0","0","0","0","0","0","130181","4","0","140000","0","0","31018","2","0","0","0","0","0","0","0","0","1000000","3","0","0","0","0","0","0","0","50"
