2eb6caf570488c32b3b8ae0a396daeff034d0901bb9090ee31aa2ef9fcb6eed5,3c90aa9d959f5b1af70cc547813ea20f6b8bb693cc7ab0c837c2e459e49ea9c3,8d6cf2721cae800a3b429d169e689bbea8e303c8d2fcb95cdcbda5459d9bfd02,32d6a1cb259e224ad9c8bd7fe28cb088f2f1fa7b7534cb39f267a23fff549ea1,867ab8adfc57161e8776865974ce04dd8526ed74f64f6ed6a069e909d627c283,cd19723157b4cee3df0f13a588c05736ba177074987e2e49d12dd8821e066818,fcbef3b0866de41f2c28deccfe071f0c252f1aca894190c885e4f182c4b51cee,6ca1aae93e82987029caa331b4c6c07956fa7dd82f16a9fb3d9ad305f036ce6c,7483bf151d583beb3e109ad3c3467f0dc7cdf2af1002c6cee45a0aee1ac0c358,527a227d8bbf76b0081d4cab27d7bd1321132032d8e6aa93377cae1c56355977,376881aebfd57804d0cd354cd93070449d4b38d019ad289bc41f7de87e2bf523,e516335ce69ce4548be55aa900359b2883f0181cb644d7b45a53c52ed3b2a456,856081a80ca2b62eac797cd683b9541a1c69c82077f44e938c127b427ade6daa,61b98b787e11b939a0bf73ed564935514437ce69328ee7a562af58fc6cf852a6,9e75ee32c09f7b8758811f5605bf7dde3f55414693df20c5cb8c649d43808346,2fe6050bd114174ad77886c9961233cf3e4bf261e8995d11a4cb4def41a398bc,c91d61279ab23a0066922cef0d6487357d54384e20a662c07a1123d5c19ed32d,d45a827fd801a1e7f84e7590edef25a0c430c621946901f691c8a4e036da6a92,e67600efd734e10e75920631bfe2a4af27e2ab9cc11045441e5ef10d6a679768,0eaf1c125ca36d8c15365f6547c8dab4661587b1c8d85c6c2027ed943e180646,486b58436c22fa38173d4a39451e620bf36a90ab16f81e0499c6f330ef476fc4
"901000103","512000011","0","0","51200001","最終之戰","0","0","901000102","0","0","0","901000106","0","901000105","0","100182","90","2000001","0","0"
"901000202","512000021","bgm_M06","0","51200002","新手教學戰鬥","0","0","901000201","bgm_M06","512000022","100022","0","0","901000104","bgm_M06","100021","90","2000002","bgm_M06","0"
"901000202","512000021","bgm_M06","0","51200006","新手教學戰鬥","0","0","901000201","bgm_M06","512000022","100022","0","0","901000104","bgm_M06","100021","90","2000006","bgm_M06","0"
"901000302","520030051","0","0","52003005","ADV戰鬥","0","0","901000301","bgm_M17_03_and_M29","0","0","0","0","901000303","0","100671","90","2003005","bgm_M17","0"
"901000402","520040021","0","0","52004002","ADV戰鬥","0","0","901000401","bgm_M06","0","0","0","0","901000403","0","100011","90","2004002","bgm_M06","0"
"0","550010041","0","0","55001004","席茲之戰","0","0","901000501","bgm_M47","0","0","0","0","0","0","81000111","90","5001004","bgm_M47","0"
"901000501","550010041","0","0","55001006","席茲之戰","0","0","901000401","bgm_M47","0","0","0","0","901000502","0","81000106","90","5001006","bgm_M47","0"
"901000602","550020051","0","0","55002005","阿爾瑪之戰","0","0","901000601","bgm_M102","0","0","0","0","901000603","0","81000205","90","5002005","bgm_M102","0"
"901000602","550020052","0","0","55002006","阿爾瑪之戰","0","0","901000601","bgm_M102","0","0","0","0","901000603","0","81000206","90","5002006","bgm_M102","0"
"901000701","550030061","0","0","55003006","加爾格之戰","0","0","901000601","bgm_M109","0","0","901000703","0","901000702","0","81000305","90","5003006","bgm_M109","0"
"901000801","550040051","0","0","55004005","泳裝戰鬥","0","0","901000601","bgm_M116","0","0","901000803","0","901000802","0","100931","90","5004005","bgm_M116","0"
"901000901","550050061","0","0","55005006","島鯨戰鬥","901000904","0","901000906","bgm_M124","0","0","901000903","0","901000902","0","81000505","90","5005006","bgm_M124","0"
"901001001","550110051","0","0","55011005","情人節頭目戰","0","0","901000906","bgm_M192","0","0","901001003","0","901001002","0","81001105","90","5011005","bgm_M192","0"
"901001002","550110051","0","0","55011006","情人節頭目戰","0","0","901001001","0","0","0","0","0","901001003","0","81001106","90","5011006","0","0"
