6034f86be18600d196220e32b8e3a84a79fce089ebc3542497d0ece4c225f6da,bae9f5a4aaea00974615b69e330d503708fb5f7e2303d973b10cd28979ffacb5,7960b13c2a5f27f4c4ff426afb449eca6e3cb7309a83f7389686c6442c99c5f6,056d5c45db17d60f1ae7a0e514537810ce462070b6d08cb36726a8345cab9247,938f39323397a799c2f7cef5d47db2abe1dca4e30a5a272ead2da089e3118939,fd666554f600979775b8aee02f793e9867fe1fa6e7d253123998bec96733c856,278223888ba449a453265f149fe33b421b8c3d7138d5bcdfcc5317822cafd772,947b049290da7fcafb4cb8d3f7ebafd5742d4f4367695656b35b53f1ff73ce67,0e1cb454d610b27f946bd8be7a503ab214a28571c33a3b609a5169239904520e,d6dbb567da3839b42e6d0491ff6fc4264d0716d0f556724bb1374d2ff68c7658,5ba640700b488c1901cff8698380f32f111e96ddaa36a88632028eb7e54ff967,d9f22afc2faa634ed06a7f58aa76af32da6b781e27040a742a9271a2b6c1f089,cfa777b08697d87599940091bc118aca7ff2c6cb6ebbaa68bebcbdc7adb4652e,288b255a7ecc5d3bd95c7d46feb6be64a23dbdec57e1afb816d50d6fd8f29314,ee44fbaa39fb4ffda6107ad7c694e2511ae55bf6d6c2e190b880427c1b7770a0,2fac40ea08b22bef432adeab8139278d496c21edfa1c7f84668b831b8380a77d,b98cfeb55b862f8e4cae29937a29f2cf64d42f8707113d5dbef8acc41b57aaee,5a7f7205c335ba3bd24f0ad7a7d637c9ca8286ac4054e6bdb72de8196549f3a4,4504b9066c22ba7dbd1eb276073c3ae54016e7ef611c64347d9e00a9437f68ac
"0","2","0","1100101","31001","0","20000000","41001","0","0","0","0","120","0","0","12","94000","100101","1"
"0","2","0","1100201","31002","0","20000000","41002","0","0","0","0","120","0","0","12","94000","100201","1"
"0","2","0","1100301","31003","0","20000000","41003","0","0","0","0","120","0","0","12","94000","100301","1"
"0","2","0","1100401","31004","0","20000000","41004","0","0","0","0","120","0","0","12","94000","100401","1"
"0","2","0","1100501","31005","0","20000000","41005","0","0","0","0","120","0","0","12","94000","100501","1"
"0","2","0","1100601","31006","0","20000000","41006","0","0","0","0","120","0","0","12","94000","100601","1"
"0","2","0","1100701","31007","0","20000000","41007","0","0","0","0","120","0","0","12","94000","100701","1"
"0","2","0","1100801","31008","0","20000000","41008","0","0","0","0","120","0","0","12","94000","100801","1"
"0","2","0","1100901","31009","0","20000000","41009","0","0","0","0","120","0","0","12","94000","100901","1"
"0","2","0","1101001","31010","0","20000000","41010","0","0","0","0","120","0","0","12","94000","101001","1"
"0","2","0","1101101","31011","0","20000000","41011","0","0","0","0","120","0","0","12","94000","101101","1"
"0","2","0","1101201","31012","0","20000000","41012","0","0","0","0","120","0","0","12","94000","101201","1"
"0","2","0","1101301","31013","0","20000000","41013","0","0","0","0","120","0","0","12","94000","101301","1"
"0","2","0","1101401","31014","0","20000000","41014","0","0","0","0","120","0","0","12","94000","101401","1"
"0","2","0","1101501","31015","0","20000000","41015","0","0","0","0","120","0","0","12","94000","101501","1"
"0","2","0","1101601","31016","0","20000000","41016","0","0","0","0","120","0","0","12","94000","101601","1"
