5f29fd9ede508cd7aa962f7215d30e34e759858a1c7fd30272cbac1f2acee2fb,a11d5892cfc3c6f7e1bc8dd3af535cbb100c690cb53349f2fcd6c8acd09c99b0,8a8c1a64ac186f68305bf2623213301229259040d3a934248de8cc1771eb6522,973f609687a21b1e5f367ca955e1df012ca4d57714568e1b84f0c9a5c67c7117,7c63509df368ef55f4541e4bcaaffb701f466d474ce9fbf23733b292fe7cf670,c0a5713431404b144cb802c13d0ad113abbb35c3602a5ae1b04358f4030ae1e4,8074a092e34f2ce980b10a4901b945e28b2943b0a414c34d8e5b528b4e528daf,05ed6ba3ea6bc6b65afbef2c5b556a751da0dcf42c8d050a7989edc0a763adde,cce3647cdf67f76b28b14661cece09fc1bf53f07043f4be0139d6e3e2dfe67ea,99bff052e863c581e732889857131ea05a503f1a5dca4737de3748fc9a9b1d06,dfacb2d6d79f260d71e5538678c2a713ba312e3794a7bad10baa1a5cb721792d,af2568e4197bda3ad01177c4cf91d7acfa6b685e97b9fcb12910b422a10854f3,182945ad7cdd9dd60c6a35ebbc53a4ef2cd8d04001c6bfb9549cb14c263d62d6,14a0716b462e742dc4d772af5080b26dbd4f29a51a4b7c72fe39cf4e3c41a052,252d86b5cc99f6f63033e94f993d31f8d8a2d8a022ad98de31da357f845fbf6e,e6e6241875e0bb79a1b427fd80ecd8c6d31786af3578660b444914e918aa1d96,477a6afbf16896f18f0513e34a348f091692f4f655585d2721fa5c0cd6e40a84,684ab89bc363347ea142a6c7b53f6bd9025c6b5dcdac879898a78c5ee6868a14,4a0490544703a48f49f3307234ec6933603f8d8b6e324b8db261ed3147bd0a9d,a516a186fcf3c80a32afb17df36ad2e7c8c1b06d98474e651bb30a2f6240f677,cda3d7bc3e9d6928f971cd43b7a4114df7992b739cba19872f8322c8bd37c22d,c250f1ce25a30f4a0b28034a3a7c964629cce121e57133f31e89f85c7505375e,1c55ce2003905509bc5b48ad657d62267ebd346fb2111ed9bcfaa80e4c1f0494,0f2f8e9e490fade92ab62f2bc326db33cdbf675cecf5bca5e946b6c184af91ef,422c42b66ee04d7c0e5e4b8e6a4d98281b8407218ac8c17240d5e1bac9c0d11e,0e9c6cbb1af0fe10967da566919a1704a58f9a90adee2f61a7c0d2f2b48f8e16,8378fae326ee47df85375f8d23389c39e1cc732e398a10a64aa0c8eafd44c5cb,bd3ed8f4f2290f32b1ba118e4d4e5455d668b98c42ae735dacc92998b79eeb72,5f11b9a7dd7bd0c41a8076c07411fb76540554a999661526d8b2fef538e22e39,9b9b9e02a2c2768ba37a6a05a082cb19cb50d2c976bb557daea114cad575dfeb,40126e0da73ce046353454b6415070288276d1964112a11fb2075e878baf849e,2e887a4b1105d5811e750d6ec1ed6e6cfccf46def09e509698333ad88911c915,9f6562b8a05f8f0349d344953de87c28480bd3e74cfcca646153f5889cf4f3c3,4153dc94462b87c1053ed4f58234449552bfc5795bbbc429ac45d8799d5fd5ea,65e659af66768eaca2dffe95c17c0e052778fa0acdf535979d7332737457d743,6fb68cf11cbdfd475d0a9278bf199965c783c0d17d24bdbbb10b0a5644de5d43,9dba61772f75bd177fc31dfdf7164dbfe8dc79803011c416ebdc2eac72a468ae,cc0b8b9c7ff7237f92ce04d8f0389467a92bdcb5f4527e25e118e43383cb75c6,c40309055a31015e5fcf6cf884890b312fd8327c0f9515c0a9e1ade1f2f0678e,942972a3caa1898f38fd208794368c4afef1c72b3a270867071636c1b0edef05,1fcd05dc6f870d9e7535b03f7053a144b1b48b50fcf52b01be28f1992a1c6fad,9352f4c6238aa83225d7b69e38cf604c9fe731c129dfb1b7ffc43c122ceda50f,8eebae1bcbbc6d39dc6860dcee18b05ba934317ee6bf3288c19a97e23843e80e,399bf85ca44e8f1b89913de4f95cf91674bb8cff9ebdb92174e9eb612d3c9528
"黑之王賈巴沃克","300000008","0","316800","1","0","0","50","50","0","50","50","100","50","100","803100201","0","0","0","0","100","0","0","0","6500000","50","50","100","0","0","0","100","50","0","0","50","0","0","0","50","1","10","0","100"
"部位A","300000008","0","316800","1","0","0","50","100","0","100","100","100","400","100","803100202","0","0","0","0","1000","0","0","0","600000","100","100","1000","0","0","0","100","100","0","0","400","0","0","100","100","1","50","0","100"
"部位B","300000008","0","316800","1","0","0","50","100","0","100","100","100","200","100","803100203","0","0","0","0","1000","0","0","0","400000","100","100","1000","0","0","0","100","100","0","0","200","0","0","100","100","1","50","0","100"
"部位C","300000008","0","316800","1","0","0","50","100","0","100","100","100","100","100","803100204","0","0","0","0","1000","0","0","0","200000","100","100","1000","0","0","0","100","100","0","0","100","0","0","100","100","1","50","0","100"
"黑之王賈巴沃克","300000008","0","316800","1","0","0","50","300","0","300","300","300","200","200","803100205","0","0","0","0","5000","0","0","0","13000000","300","300","5000","0","0","0","200","300","0","0","200","0","0","0","300","1","30","0","200"
"部位A","300000008","0","316800","1","0","0","50","100","0","100","100","100","800","100","803100206","0","0","0","0","1000","0","0","0","1200000","100","100","1000","0","0","0","100","100","0","0","800","0","0","100","100","1","50","0","100"
"部位B","300000008","0","316800","1","0","0","50","100","0","100","100","100","400","100","803100207","0","0","0","0","1000","0","0","0","800000","100","100","1000","0","0","0","100","100","0","0","400","0","0","100","100","1","50","0","100"
"部位C","300000008","0","316800","1","0","0","50","100","0","100","100","100","200","100","803100208","0","0","0","0","1000","0","0","0","400000","100","100","1000","0","0","0","100","100","0","0","200","0","0","100","100","1","50","0","100"
"黑之王賈巴沃克","300000008","0","316800","1","0","0","50","500","0","500","500","500","300","300","803100209","0","0","0","0","15000","0","0","0","20000000","500","500","15000","0","0","0","300","500","0","0","300","0","0","50","500","1","50","0","300"
"部位A","300000008","0","316800","1","0","0","50","100","0","100","100","100","900","100","803100210","0","0","0","0","1000","0","0","0","2400000","100","100","1000","0","0","0","100","100","0","0","1600","0","0","100","100","1","50","0","100"
"部位B","300000008","0","316800","1","0","0","50","100","0","100","100","100","600","100","803100211","0","0","0","0","1000","0","0","0","1600000","100","100","1000","0","0","0","100","100","0","0","800","0","0","100","100","1","50","0","100"
"部位C","300000008","0","316800","1","0","0","50","100","0","100","100","100","300","100","803100212","0","0","0","0","1000","0","0","0","800000","100","100","1000","0","0","0","100","100","0","0","400","0","0","100","100","1","50","0","100"
"失控的純潔之弓","300000008","0","316900","1","0","0","50","50","0","50","50","140","50","50","803100213","0","0","0","0","100","0","0","0","8000000","50","50","100","0","0","0","50","50","0","0","50","0","0","50","50","1","10","0","0"
"失控的純潔之弓","300000008","0","316900","1","0","0","50","300","0","300","300","340","200","300","803100214","0","0","0","0","1500","0","0","0","16000000","300","300","1500","0","0","0","300","300","0","0","200","0","0","300","300","1","30","0","0"
"失控的純潔之弓","300000008","0","316900","1","0","0","50","500","0","500","500","540","250","500","803100215","0","0","0","0","3000","0","0","0","24000000","500","500","3000","0","0","0","500","500","0","0","300","0","0","500","500","1","50","0","25"
"幻影男爵","300000008","0","317000","1","0","0","50","50","0","50","50","120","0","50","803100216","0","0","0","0","500","0","0","0","6500000","50","50","500","0","0","0","50","50","0","0","0","0","0","50","50","1","10","0","0"
"幻影男爵","300000008","0","317000","1","0","0","50","300","0","300","300","320","100","300","803100217","0","0","0","0","5000","0","0","0","13000000","300","300","5000","0","0","0","300","300","0","0","100","0","0","300","300","1","30","0","0"
"幻影男爵","300000008","0","317000","1","0","0","50","500","0","500","500","520","300","500","803100218","0","0","0","0","10000","0","0","0","20000000","500","500","10000","0","0","0","500","500","0","0","400","0","0","500","500","1","50","0","50"
