ba21c88e26ddf7ed08191d6dcb99f8b701d556c9c6afa07c2b3135b84359f455,f6146f9455b7e4ccf2429b0a609bc17478a662bb5a0efbf6755291fa41e547e5,19c49b89674e6fe41d062de25276b67820fb53ca870496ae6d7963f3b001828c,485428f68e9b76de5b67985d8149bf7cd55e8e0b57b7ef1a8edd7adde626a95f,b8aabba4708169eb9dae982914307b231c695d2cb8f8045a1f166466b5530d3d,26df0651e7010d666b16d481ec05d3d1505944455dc95242849d4a040aba1f98,479771cea8525318ce15183240f5e5d684f36c5da1dd78e93d0ac3248e9304d3,54bbaa9c5db1ffc889c20eb1e995a4452fe9ef46b0eca22a44eaa69d5ac0b51f,308a26b0b8e2568df4a8de232e09543bf190d5d9fd27891013a1bd12f41c8b7f,c8967f590c167ccd739c89fc52c49ff4156381db66bbe1cd4d893898caafceda,ba77f6b24a79c93bbe93f1684789745d734fb70fb53f3d44f7a3d547c289b8e6,970c4b66b7a57e54042d9ac99c84fd32a0f0a0ab7dedc96bbea87a00e2261e4e,a0633ef96f102133d8ffec26979cc8049f5caa97f0f43f844d8a4164974ade0e,af1c06521671b27362256caf976ac0172caa6fa54b16eeeb1f698365efe505b9,cd5ff23e8558797645f553d80101b3c3816879fd3ec62ec836c93fc193e35e18,66baec2a5e4856a6774a1508dab518460b566a781587f60a6db7727297a75338,77184d591f054cc5bfdd76305cb4bbd2f9efb6327d6dace971de6796515bd26f,11f9ff6c9e748f8ad9e755d89ee99bd44dc9679fe03aad61130d6b28ce7dfa6c
"76010001","霸瞳皇帝的領域1層","-200","0","102271","0","bgm_M299","0","90013","102271","99011","-200","0","0.85","0.85","26202","-100","bgm_M299"
"76010002","霸瞳皇帝的領域2層","-200","0","102271","0","bgm_M299","0","90013","102271","99011","-200","0","0.85","0.85","26202","-100","bgm_M299"
"76010003","霸瞳皇帝的領域3層","-200","0","102271","0","bgm_M299","0","90013","102271","99011","-200","0","0.85","0.85","26202","-100","bgm_M299"
"76010004","霸瞳皇帝的領域4層","-200","0","102271","0","bgm_M299","0","90013","102271","99011","-200","0","0.85","0.85","26202","-100","bgm_M299"
"76010005","霸瞳皇帝的領域5層","-200","0","102271","0","bgm_M299","0","90013","102271","99011","-200","0","0.85","0.85","26202","-100","bgm_M299"
"76010006","霸瞳皇帝的領域6層","-200","0","102271","0","bgm_M299","0","90013","102271","99011","-200","0","0.85","0.85","26202","-100","bgm_M299"
"76010007","霸瞳皇帝的領域7層","-200","0","102271","0","bgm_M299","0","90013","102271","99011","-200","0","0.85","0.85","26202","-100","bgm_M299"
"76010008","霸瞳皇帝的領域8層","-200","0","102271","0","bgm_M299","0","90013","102271","99011","-200","0","0.85","0.85","26202","-100","bgm_M299"
"76010009","霸瞳皇帝的領域9層","-200","0","102271","0","bgm_M299","0","90013","102271","99011","-200","0","0.85","0.85","26202","-100","bgm_M299"
"76010010","霸瞳皇帝的領域10層","-200","0","102271","0","bgm_M299","0","90013","102271","99011","-200","0","0.85","0.85","26202","-100","bgm_M299"
"76020001","贊恩的領域1層","50","0","102891","0","bgm_M506","0","90013","102891","99011","0","0","1.2","1.3","26202","-100","bgm_M506"
"76020002","贊恩的領域2層","50","0","102891","0","bgm_M506","0","90013","102891","99011","0","0","1.2","1.3","26202","-100","bgm_M506"
"76020003","贊恩的領域3層","50","0","102891","0","bgm_M506","0","90013","102891","99011","0","0","1.2","1.3","26202","-100","bgm_M506"
"76020004","贊恩的領域4層","50","0","102891","0","bgm_M506","0","90013","102891","99011","0","0","1.2","1.3","26202","-100","bgm_M506"
"76020005","贊恩的領域5層","50","0","102891","0","bgm_M506","0","90013","102891","99011","0","0","1.2","1.3","26202","-100","bgm_M506"
"76020006","贊恩的領域6層","50","0","102891","0","bgm_M506","0","90013","102891","99011","0","0","1.2","1.3","26202","-100","bgm_M506"
"76020007","贊恩的領域7層","50","0","102891","0","bgm_M506","0","90013","102891","99011","0","0","1.2","1.3","26202","-100","bgm_M506"
"76020008","贊恩的領域8層","50","0","102891","0","bgm_M506","0","90013","102891","99011","0","0","1.2","1.3","26202","-100","bgm_M506"
"76020009","贊恩的領域9層","50","0","102891","0","bgm_M506","0","90013","102891","99011","0","0","1.2","1.3","26202","-100","bgm_M506"
"76020010","贊恩的領域10層","50","0","102891","0","bgm_M506","0","90013","102891","99011","0","0","1.2","1.3","26202","-100","bgm_M506"
"76030001","彌勒的領域1層","50","0","103111","0","bgm_M646","0","90013","103111","99011","0","0","0.9","1.1","26202","-100","bgm_M646_Mode3"
"76030002","彌勒的領域2層","50","0","103111","0","bgm_M646","0","90013","103111","99011","0","0","0.9","1.1","26202","-100","bgm_M646_Mode3"
"76030003","彌勒的領域3層","50","0","103111","0","bgm_M646","0","90013","103111","99011","0","0","0.9","1.1","26202","-100","bgm_M646_Mode3"
"76030004","彌勒的領域4層","50","0","103111","0","bgm_M646","0","90013","103111","99011","0","0","0.9","1.1","26202","-100","bgm_M646_Mode3"
"76030005","彌勒的領域5層","50","0","103111","0","bgm_M646","0","90013","103111","99011","0","0","0.9","1.1","26202","-100","bgm_M646_Mode3"
