9aaf2f1635c18e4ccf2de1d00a9475cd461acb81060ff7b15b1dc2ef32441f63,b58899b8f2c4903b9ea39e348bc344b46e361e949d564dc99286ac4dbb12eae7,f3d149310c9b257064332de0bcf2cb538fea7d2a29e6938b6ad78e83d933a4a2,d00ca65cdd2650d6779f0791d4a547acb48fee446d5401fe0a93d2e2557067e4,8ae221a2c0b5a9c6ddd1b04019d69ed1f3a51b5cb96d019777b80c9093894009,5de6be5a59ccf93ae584b23524c8b2ca99034b1b30dde0c5bcb96a4ae3a523d1,facf2e97dbec3f2fea9c37dafc150ec26067e0d5cdf072fdeae671be70d96845,bfb0ff3aab7abcd23ea4eb4ffe61f77dacf744fde44af47c9d24b77672900754,1b136ba0ec0e44238dbf9f2f1b94d7b340c60d49f8a4d334429f736b9bc69f4b,967eb9aabd4fa8cdda54e7ac98dfa383ff9940399df15152d91af0c0bd1fbaf4,75a3352c9b4bdb49964b8e8931660eebdabbd0ec3987292694c50fb0a3b9f8d8,c4932c82e74544dcf9aad0176a58ed2899fbc03a6382d9b2ed40294454eb8730,8d707c55109111d3aebc18336546b2889a77308f880815877a3d5e340a0217e1,5a34587e73d48b3a1f859afa54cf69aa65ac2c7939080fc198322ee2314cc54c,d04799a157c4149828152c2cbcd33e8385fe655d2bf0940aa5ee5c430795679d,601631470d10275552c647d7d318ec381cd92c22e0a6dbfb3c6e046f94ad3f7e,58712cd8a230130b76a4fd058f6d91d1cd7542645da2518ca437106112670598,3a01aa5963b80ee60b1b6a8c910d76c13e57761123c8af94d22b88f55fd8efbc
"8","0","0","1","0","0","0","0","500","10","91002","0","0","0","0","0","0","1"
"8","0","0","11","0","0","0","0","50","100","91002","0","0","0","0","0","0","2"
"8","0","0","101","0","0","0","0","30","200","91002","0","0","0","0","0","0","3"
"8","0","0","201","0","0","0","0","10","500","91002","0","0","0","0","0","0","4"
"8","0","0","501","0","0","0","0","5","1000","91002","0","0","0","0","0","0","5"
"8","0","0","1001","0","0","0","0","3","2000","91002","0","0","0","0","0","0","6"
"8","0","0","2001","0","0","0","0","2","4000","91002","0","0","0","0","0","0","7"
"8","0","0","4001","0","0","0","0","1","7999","91002","0","0","0","0","0","0","8"
"8","0","0","8000","0","0","0","0","30","8000","91002","0","0","0","0","0","0","9"
"8","0","0","8100","0","0","0","0","30","8100","91002","0","0","0","0","0","0","10"
"8","0","0","8200","0","0","0","0","30","8200","91002","0","0","0","0","0","0","11"
"8","0","0","8300","0","0","0","0","30","8300","91002","0","0","0","0","0","0","12"
"8","0","0","8400","0","0","0","0","30","8400","91002","0","0","0","0","0","0","13"
"8","0","0","8500","0","0","0","0","30","8500","91002","0","0","0","0","0","0","14"
"8","0","0","8600","0","0","0","0","30","8600","91002","0","0","0","0","0","0","15"
"8","0","0","8700","0","0","0","0","30","8700","91002","0","0","0","0","0","0","16"
"8","0","0","8800","0","0","0","0","30","8800","91002","0","0","0","0","0","0","17"
"8","0","0","8900","0","0","0","0","30","8900","91002","0","0","0","0","0","0","18"
"8","0","0","9000","0","0","0","0","30","9000","91002","0","0","0","0","0","0","19"
"8","0","0","9100","0","0","0","0","30","9100","91002","0","0","0","0","0","0","20"
