73c75bcd2a9e2769748555b881709f18dc7652f7aaf8b41b9f24700d23cb0cbd,e0e85a4b499353f65509be8279ba45d7d93d227dba6d37fdb9d5cd34a93f58c2,31e0b5d0cb98c9f296f93206dc0dbfc990617dcb76f58461f59c635487289f1f,efe4942381952feca8d6f66ec41695316bf838cbef60416d7cf4e894df4435a0,164208850615905503abef149021a624679f569fe619ffc4ba4bdacd053718d3,aecc62288c5c180ebe568062f12f0ee0ba99dac556b859de1b83aa69e0beb21f,92fca79762adffc7e8183ba91e42c68a7347c6bb7a4bfdf5afced82f33410401,9a4ed36e9c21f5145f7c614ac2a333c25c9e2f39b08d94777bbf50d3df964ba9,1f2ae2f0e501416455a1c60dff9fd7872e1460a0cf39edcb8801f0cb173f8965,271f7b9dd9fc9f482fac1bee9134c6d055529ea6d5ada01b1472b4bd11a49c2c,07f557b5ba0a990e82692efbf5667ed2cd8ffae0eda4c3d3b263985db128ba44,dc0e8c0b2b03005420575dd062dd85f653e64cb2d747771f3dd1c8348cc175be,d2c4f8b7fea39c69882001925e9d16346001b254da5283a33f063f09819c2ece,918f134161146cd47cf076c16de35ca6a4c3ebde6d4c0b8d8fc08a0d716ca255,1df28452d1fb04d3f6968db325bf6b0cb36537361832a5860b2b3adf2327cdc4,89fb822c410b2f504c2642c857525be934284268cc16ff58dfb02c9666b56ac0,3f605b93aed99fa8d1182db7ee43d7c09199f5fb6b876e9653d1a863122fe9f8,adcd8879ecd27ba32e012ccc38dda3739c7821d4aa6834634510910e18d6d53a
"50","0","0","0","0","1","0","0","0","0","8","91002","1","10","0","0","0","0"
"10","0","0","0","0","2","0","0","0","0","8","91002","11","100","0","0","0","0"
"5","0","0","0","0","3","0","0","0","0","8","91002","101","200","0","0","0","0"
"3","0","0","0","0","4","0","0","0","0","8","91002","201","500","0","0","0","0"
"2","0","0","0","0","5","0","0","0","0","8","91002","501","1000","0","0","0","0"
"2","0","0","0","0","6","0","0","0","0","8","91002","1001","2000","0","0","0","0"
"1","0","0","0","0","7","0","0","0","0","8","91002","2001","3999","0","0","0","0"
"50","0","0","0","0","8","0","0","0","0","8","91002","4000","4000","0","0","0","0"
"50","0","0","0","0","9","0","0","0","0","8","91002","4100","4100","0","0","0","0"
"50","0","0","0","0","10","0","0","0","0","8","91002","4200","4200","0","0","0","0"
"50","0","0","0","0","11","0","0","0","0","8","91002","4300","4300","0","0","0","0"
"50","0","0","0","0","12","0","0","0","0","8","91002","4400","4400","0","0","0","0"
"50","0","0","0","0","13","0","0","0","0","8","91002","4500","4500","0","0","0","0"
"50","0","0","0","0","14","0","0","0","0","8","91002","4600","4600","0","0","0","0"
"50","0","0","0","0","15","0","0","0","0","8","91002","4700","4700","0","0","0","0"
"50","0","0","0","0","16","0","0","0","0","8","91002","4800","4800","0","0","0","0"
"50","0","0","0","0","17","0","0","0","0","8","91002","4900","4900","0","0","0","0"
"50","0","0","0","0","18","0","0","0","0","8","91002","5000","5000","0","0","0","0"
"50","0","0","0","0","19","0","0","0","0","8","91002","5100","5100","0","0","0","0"
"50","0","0","0","0","20","0","0","0","0","8","91002","5200","5200","0","0","0","0"
"50","0","0","0","0","21","0","0","0","0","8","91002","5300","5300","0","0","0","0"
"50","0","0","0","0","22","0","0","0","0","8","91002","5400","5400","0","0","0","0"
"50","0","0","0","0","23","0","0","0","0","8","91002","5500","5500","0","0","0","0"
"50","0","0","0","0","24","0","0","0","0","8","91002","5600","5600","0","0","0","0"
