73c75bcd2a9e2769748555b881709f18dc7652f7aaf8b41b9f24700d23cb0cbd,07f557b5ba0a990e82692efbf5667ed2cd8ffae0eda4c3d3b263985db128ba44,31e0b5d0cb98c9f296f93206dc0dbfc990617dcb76f58461f59c635487289f1f,efe4942381952feca8d6f66ec41695316bf838cbef60416d7cf4e894df4435a0,3f605b93aed99fa8d1182db7ee43d7c09199f5fb6b876e9653d1a863122fe9f8,918f134161146cd47cf076c16de35ca6a4c3ebde6d4c0b8d8fc08a0d716ca255,1f2ae2f0e501416455a1c60dff9fd7872e1460a0cf39edcb8801f0cb173f8965,164208850615905503abef149021a624679f569fe619ffc4ba4bdacd053718d3,89fb822c410b2f504c2642c857525be934284268cc16ff58dfb02c9666b56ac0,adcd8879ecd27ba32e012ccc38dda3739c7821d4aa6834634510910e18d6d53a,271f7b9dd9fc9f482fac1bee9134c6d055529ea6d5ada01b1472b4bd11a49c2c,9a4ed36e9c21f5145f7c614ac2a333c25c9e2f39b08d94777bbf50d3df964ba9,1df28452d1fb04d3f6968db325bf6b0cb36537361832a5860b2b3adf2327cdc4,d2c4f8b7fea39c69882001925e9d16346001b254da5283a33f063f09819c2ece,dc0e8c0b2b03005420575dd062dd85f653e64cb2d747771f3dd1c8348cc175be,aecc62288c5c180ebe568062f12f0ee0ba99dac556b859de1b83aa69e0beb21f,92fca79762adffc7e8183ba91e42c68a7347c6bb7a4bfdf5afced82f33410401,e0e85a4b499353f65509be8279ba45d7d93d227dba6d37fdb9d5cd34a93f58c2
"50","8","0","0","0","10","0","0","0","0","0","0","0","1","91002","1","0","0"
"10","8","0","0","0","100","0","0","0","0","0","0","0","11","91002","2","0","0"
"5","8","0","0","0","200","0","0","0","0","0","0","0","101","91002","3","0","0"
"3","8","0","0","0","500","0","0","0","0","0","0","0","201","91002","4","0","0"
"2","8","0","0","0","1000","0","0","0","0","0","0","0","501","91002","5","0","0"
"2","8","0","0","0","2000","0","0","0","0","0","0","0","1001","91002","6","0","0"
"1","8","0","0","0","3999","0","0","0","0","0","0","0","2001","91002","7","0","0"
"50","8","0","0","0","4000","0","0","0","0","0","0","0","4000","91002","8","0","0"
"50","8","0","0","0","4100","0","0","0","0","0","0","0","4100","91002","9","0","0"
"50","8","0","0","0","4200","0","0","0","0","0","0","0","4200","91002","10","0","0"
"50","8","0","0","0","4300","0","0","0","0","0","0","0","4300","91002","11","0","0"
"50","8","0","0","0","4400","0","0","0","0","0","0","0","4400","91002","12","0","0"
"50","8","0","0","0","4500","0","0","0","0","0","0","0","4500","91002","13","0","0"
"50","8","0","0","0","4600","0","0","0","0","0","0","0","4600","91002","14","0","0"
"50","8","0","0","0","4700","0","0","0","0","0","0","0","4700","91002","15","0","0"
"50","8","0","0","0","4800","0","0","0","0","0","0","0","4800","91002","16","0","0"
"50","8","0","0","0","4900","0","0","0","0","0","0","0","4900","91002","17","0","0"
"50","8","0","0","0","5000","0","0","0","0","0","0","0","5000","91002","18","0","0"
"50","8","0","0","0","5100","0","0","0","0","0","0","0","5100","91002","19","0","0"
"50","8","0","0","0","5200","0","0","0","0","0","0","0","5200","91002","20","0","0"
"50","8","0","0","0","5300","0","0","0","0","0","0","0","5300","91002","21","0","0"
"50","8","0","0","0","5400","0","0","0","0","0","0","0","5400","91002","22","0","0"
"50","8","0","0","0","5500","0","0","0","0","0","0","0","5500","91002","23","0","0"
"50","8","0","0","0","5600","0","0","0","0","0","0","0","5600","91002","24","0","0"
"50","8","0","0","0","5700","0","0","0","0","0","0","0","5700","91002","25","0","0"
"50","8","0","0","0","5800","0","0","0","0","0","0","0","5800","91002","26","0","0"
"50","8","0","0","0","5900","0","0","0","0","0","0","0","5900","91002","27","0","0"
"50","8","0","0","0","6000","0","0","0","0","0","0","0","6000","91002","28","0","0"
"50","8","0","0","0","6100","0","0","0","0","0","0","0","6100","91002","29","0","0"
"50","8","0","0","0","6200","0","0","0","0","0","0","0","6200","91002","30","0","0"
"50","8","0","0","0","6300","0","0","0","0","0","0","0","6300","91002","31","0","0"
"50","8","0","0","0","6400","0","0","0","0","0","0","0","6400","91002","32","0","0"
"50","8","0","0","0","6500","0","0","0","0","0","0","0","6500","91002","33","0","0"
