246b78e0a3ca895118002a7dbb3d686fb2aa9ad0349ad7236255755aca9b1cee,7515dff258cb6fd7c0e8db1a06469ead102e38af6f98c04469cc41f4a41c3564,e90c7b6f2c616efc565d165830680c0d85d495cfdbd107702b009ad68f016208,748218922917accea092e59644e1cb4b739f60e9c4cde992839bb5b26605f9b2,8577cb184f0f6e88025e937455fa93eea854643cc069f2cba9808f37a8fca746,cfbf87298170995c93388b318fa68e12244f58095976bf814c6821cd5b51a84f,683d0814292c6cd3a502669a96471967b6ccfd4f516799ea20d019e76731f9d0,d94687b63f9052f7bd5dea5dc90a3cfa6e3e02108bb9ceb8625f7c354a0c9722,34d54fe727a9e71cddec19b2cd49933bdab16117f2eb6da34027460a7cf6d495,a5f7692240d22291f1fe5bb4a4c2bad02227ae6122f13522413dcf9741582505,8d645052a52c59ac2bf01e7d0db59a6f4d02baa6b92d9b51344012938253c54d,6f257b81da16ea1e74d3edd969c79315c64b90f278c722cdb95a1314038c8b21,f73124371909b3c6d2f1770d4a8b8786a0059ffeb94c1885b227284d52fa8fb0,a21732077bb1f541b8dab4524d4a87acae4ed9e2c269c057ef84756fe00c1784,aa12baa8fc1c86e9816e7c2be055e5fcb992c0235206fcb6a7da60427a92e99a
"2","1","20012","0","1","20011","40001","0","2001","0","0","0","7","0","1"
"2","1","20022","0","1","20021","40001","0","2002","0","0","0","7","0","1"
"2","1","20032","0","1","20031","40001","0","2003","0","0","0","7","0","1"
"2","1","20042","0","1","20041","40001","0","2004","0","0","0","7","0","1"
"2","1","20052","0","1","20051","40001","0","2005","0","0","0","7","0","1"
"2","1","20062","0","1","20061","40001","0","2006","0","0","0","7","0","1"
"2","1","20072","0","1","20071","40001","0","2007","0","0","0","7","0","1"
"2","1","20082","0","1","20081","40001","0","2008","0","0","0","7","0","1"
"2","1","20092","0","1","20091","40001","0","2009","0","0","0","7","0","1"
"2","1","20102","0","1","20101","40001","0","2010","0","0","0","7","0","1"
"2","1","20112","0","1","20111","40001","0","2011","0","0","0","7","0","1"
"2","1","20122","0","1","20121","40001","0","2012","0","0","0","7","0","1"
"2","1","20132","0","1","20131","40001","0","2013","0","0","0","7","0","1"
"2","1","20142","0","1","20141","40001","0","2014","0","0","0","7","0","1"
"2","1","20152","0","1","20151","40001","0","2015","0","0","0","7","0","1"
"2","1","20162","0","1","20161","40001","0","2016","0","0","0","7","0","1"
"2","1","20172","0","1","20171","40001","0","2017","0","0","0","7","0","1"
"2","1","20182","0","1","20181","40001","0","2018","0","0","0","7","0","1"
"2","1","20192","0","1","20191","40001","0","2019","0","0","0","7","0","1"
"2","1","20202","0","1","20201","40001","0","2020","0","0","0","7","0","1"
"2","1","20212","0","1","20211","40001","0","2021","0","0","0","7","0","1"
"2","1","20222","0","1","20221","40001","0","2022","0","0","0","7","0","1"
"2","1","20232","0","1","20231","40001","0","2023","0","0","0","7","0","1"
"2","1","20242","0","1","20241","40001","0","2024","0","0","0","7","0","1"
"2","1","20252","0","1","20251","40001","0","2025","0","0","0","7","0","1"
"2","1","20262","0","1","20261","40001","0","2026","0","0","0","7","0","1"
"2","1","20272","0","1","20271","40001","0","2027","0","0","0","7","0","1"
"2","1","20282","0","1","20281","40001","0","2028","0","0","0","7","0","1"
"1","1","30012","0","1","30011","40001","40","3001","0","0","0","7","0","1"
"1","1","30022","0","5","30021","40001","40","3002","0","0","0","7","0","1"
"1","1","30032","0","6","30031","40001","40","3003","0","0","0","7","0","1"
"1","2","30042","0","6","30041","40001","-58","3004","0","0","0","0","0","1"
"1","1","30052","0","1","30051","40001","-42","3005","0","0","0","-20","0","1"
"1","1","30062","0","5","30061","40001","-42","3006","0","0","0","-20","0","1"
"1","1","30072","0","1","30071","40001","0","3007","0","0","0","40","0","1"
"1","1","30082","0","5","30081","40001","0","3008","0","0","0","40","0","1"
"1","1","30092","0","6","30091","40001","0","3009","0","0","0","40","0","1"
"1","1","40012","0","1","40011","40001","0","4001","0","0","0","0","0","2"
"1","1","40022","0","5","40021","40001","0","4002","0","0","0","0","0","2"
"1","1","40052","0","1","40051","40001","0","4005","0","0","0","0","0","2"
"1","1","40062","0","5","40061","40001","0","4006","0","0","0","0","0","2"
"1","2","40072","0","6","40071","40001","0","4007","0","0","0","0","0","2"
"1","2","40092","0","6","40091","40004","0","4009","0","0","0","0","0","2"
"1","1","40102","0","1","40101","40004","0","4010","0","0","0","0","0","2"
"1","1","40112","0","5","40111","40004","0","4011","0","0","0","0","0","2"
"1","1","40122","0","6","40121","40001","0","4012","0","0","0","0","0","2"
"1","1","40132","0","1","40131","40004","0","4013","0","0","0","0","0","2"
"1","1","40142","0","5","40141","40004","0","4014","0","0","0","0","0","2"
"1","1","40152","0","6","40151","40001","0","4015","0","0","0","0","0","2"
"1","1","40162","0","1","40161","40004","0","4016","0","0","0","0","0","2"
"1","1","40172","0","5","40171","40004","0","4017","0","0","0","0","0","2"
"1","1","40182","0","6","40181","40001","0","4018","0","0","0","0","0","2"
