123e6d3a4126ded049106bf203adb2465b15be1a96e5c959c1d546ef415df9ce,fddacbab97ba44037e923bb15da62dfb9ef113da569fb2b69f7ecfe44a6eb4a7,92c6c31b02e309292699f2d5c30749258a65bd6f650f3f5f687b38cd9347c935,c420a8c04a6d6a4fc41ab75322ce21618f017ba33d31f218abbee15fa83b0176,3762e8bc1eb59f0a65375893703d22119b19512cd93dfe5b21b900b8c3adcf5c,37aec2d0e50708e8a6c8550fd0bf42bab9f1d89df744eb11c0b8c9d1827274c8,d6edd87eedc0f11cc4a1ca11ac2ef5ea627d8c5dc534ccfd487d6c8bcebb74a8,ba465df7a744ec5051fbda53469646de1bdf3c9a19cd3b94218ce2e019fff381,771a91cc7868bc53eba3d9d5b19e332fb8a7f9110f939043cad88a48736a1a10,81fad17829493db6dd39b9dce61fa54d1092bfdd08868d91fcf5adf75bd155f9,c3f1ba91e0153b7209fbd04ed3ee0765fa77062d3135095dc9ffa2b13cb7d1a8,b8bd0bb1ef15b9231b0566ba2c63de4c64ff94a739cb693c89d61d16f7cb2c70,5daf9c21a231f42f48445e4fc5ac7910628d1aa37e0960bf6efbd52c8840a821,75634d74e56d57cba8effce3f8ae47d0094444217a924d152aa6d3e4a063b866,1eec0b5132e323cd08b5777e83b65b2acf97fd55b8dae28e1828da51706f3356,0bf2a12fcfdc6d99d01d96228762d927ee7780296790905dbaa3ddb0e788cac6,b62602e65cc0671804fe470604d4f5cf62843adc06a9823430f10f9ad06554ab,92d30b966c194cd1445b656d5ff583e93ed54faa3e3ce6a907768abc8b84ebb5,2301f360fe963a21bb998ccea65241132ac9b79230c11d3558ba9b93eb8342ca,bb3215191cc89222134dedabf1a35c3d0b435fcd01074c6ea8253a39f7261a57,96f4588633bc6fbf64a12c5dd7891025a7bb86d0de6af2672be242b887e077b8,6917540e4cb5154ddb8c6c5ff7c5cc4b4fe4c0721bb5b23cbcfa075060da2bcc,b5d2e6c8463b7c72a6f2af2666e12d69c6f0a7749ea5c99488d78e8133fdaf9c,d861957374f92d379b8db210394ad5e34cb5b88684be877c3f84ac6127c05946,b4f3c56b3217bc954b63f04727e9b4dad503c23db504405dc98f0f9029767740,21ba5de8cd8b04c485e00216e4d444cd4110936ab917a2b39e4cc8fb1fe9fe76,1256934bde7f0e983986d29d7a7b071ee6412aa32a944130739a5b99abd85f8b,2affefa670155f7bf9c41956a0d1847564386dc54cdbdb7b598ada58a2ea0c60,4feb54fe126b04d15eccc123f83c56f389f8d38f15f5f03c30f987075a0e6ed8,3b8f6b5a596091c0a5b12de6c0c5b21a30408e9cd16d05cbfc57eb189e558948,0ccb2a9e1273f9340790c6dddc47170d87d3d5f8786b6734f070efc0334535a4,c3445a8360002b8399b1ef6e6aeffbd0e6b9908ca306ea5ba8238a7a7852d6a0,f153386227337e78ddbd1aa1c525f484cbb5ff5a8c633d5ac9e0ff81ff885d65,07abafbb93ea1bc06cf39d8171bab2d80111e8bfbfbb62d7ccfcdf7e7ef4980b,64f909c7744a1c3a5f5d17324294e0c85c29eea698114f39e2cee8fead277365,4745be5f73a879d320127aa04a6048ba4fea07d3a0d9200e2c10a5d6e462ba15,dbb8c76dbb4ad210048a214bf5802f543e96ab0d2bcdcc7635f220a65d1c8a5d,9d20068a5e43ce427ed7bd22ad2936cd51315becfe8da36c028f36dfced53370,f83d0d8b7b308a49689345e980dcb48d6c5b34976f1a293b3fb6cbaedf9ea545,ebb8b4a38119df4e088b154752293631957eaee81b5488f6a5cfd41b5bc23e13,5570046ae93ec2032aa9681d19c1506df1f41cd444100304cb80eeec2be37aec,915e19784d67adf081d697de2c7b3803f5069492c28a18edb6ca79d32d7bf184,57996e89e7beb481aa859356d585026785524094cceeca0524377cbb3dc50323,3ecbbec35492ac936169dc3211ee76c144cdba50abf6371fb318368f2400ab0f
"50","0","0","50","0","0","100","0","0","0","100","1","100","0","0","6500000","0","50","300000008","50","0","0","1","0","803100201","100","0","0","316800","0","50","50","0","50","50","100","50","0","0","0","10","黑之王賈巴沃克","100","50"
"50","0","0","400","0","0","100","0","100","0","100","1","100","0","0","600000","0","100","300000008","100","0","0","1","0","803100202","1000","0","0","316800","0","100","400","0","100","100","100","100","0","0","0","50","部位A","1000","100"
"50","0","0","200","0","0","100","0","100","0","100","1","100","0","0","400000","0","100","300000008","100","0","0","1","0","803100203","1000","0","0","316800","0","100","200","0","100","100","100","100","0","0","0","50","部位B","1000","100"
"50","0","0","100","0","0","100","0","100","0","100","1","100","0","0","200000","0","100","300000008","100","0","0","1","0","803100204","1000","0","0","316800","0","100","100","0","100","100","100","100","0","0","0","50","部位C","1000","100"
"50","0","0","200","0","0","200","0","0","0","200","1","300","0","0","13000000","0","300","300000008","300","0","0","1","0","803100205","5000","0","0","316800","0","300","200","0","300","300","200","300","0","0","0","30","黑之王賈巴沃克","5000","300"
"50","0","0","800","0","0","100","0","100","0","100","1","100","0","0","1200000","0","100","300000008","100","0","0","1","0","803100206","1000","0","0","316800","0","100","800","0","100","100","100","100","0","0","0","50","部位A","1000","100"
"50","0","0","400","0","0","100","0","100","0","100","1","100","0","0","800000","0","100","300000008","100","0","0","1","0","803100207","1000","0","0","316800","0","100","400","0","100","100","100","100","0","0","0","50","部位B","1000","100"
"50","0","0","200","0","0","100","0","100","0","100","1","100","0","0","400000","0","100","300000008","100","0","0","1","0","803100208","1000","0","0","316800","0","100","200","0","100","100","100","100","0","0","0","50","部位C","1000","100"
"50","0","0","300","0","0","300","0","50","0","300","1","500","0","0","20000000","0","500","300000008","500","0","0","1","0","803100209","15000","0","0","316800","0","500","300","0","500","500","300","500","0","0","0","50","黑之王賈巴沃克","15000","500"
"50","0","0","900","0","0","100","0","100","0","100","1","100","0","0","2400000","0","100","300000008","100","0","0","1","0","803100210","1000","0","0","316800","0","100","1600","0","100","100","100","100","0","0","0","50","部位A","1000","100"
"50","0","0","600","0","0","100","0","100","0","100","1","100","0","0","1600000","0","100","300000008","100","0","0","1","0","803100211","1000","0","0","316800","0","100","800","0","100","100","100","100","0","0","0","50","部位B","1000","100"
"50","0","0","300","0","0","100","0","100","0","100","1","100","0","0","800000","0","100","300000008","100","0","0","1","0","803100212","1000","0","0","316800","0","100","400","0","100","100","100","100","0","0","0","50","部位C","1000","100"
"50","0","0","50","0","0","50","0","50","0","0","1","140","0","0","8000000","0","50","300000008","50","0","0","1","0","803100213","100","0","0","316900","0","50","50","0","50","50","50","50","0","0","0","10","失控的純潔之弓","100","50"
"50","0","0","200","0","0","300","0","300","0","0","1","340","0","0","16000000","0","300","300000008","300","0","0","1","0","803100214","1500","0","0","316900","0","300","200","0","300","300","300","300","0","0","0","30","失控的純潔之弓","1500","300"
"50","0","0","250","0","0","500","0","500","0","25","1","540","0","0","24000000","0","500","300000008","500","0","0","1","0","803100215","3000","0","0","316900","0","500","300","0","500","500","500","500","0","0","0","50","失控的純潔之弓","3000","500"
"50","0","0","0","0","0","50","0","50","0","0","1","120","0","0","6500000","0","50","300000008","50","0","0","1","0","803100216","500","0","0","317000","0","50","0","0","50","50","50","50","0","0","0","10","幻影男爵","500","50"
"50","0","0","100","0","0","300","0","300","0","0","1","320","0","0","13000000","0","300","300000008","300","0","0","1","0","803100217","5000","0","0","317000","0","300","100","0","300","300","300","300","0","0","0","30","幻影男爵","5000","300"
"50","0","0","300","0","0","500","0","500","0","50","1","520","0","0","20000000","0","500","300000008","500","0","0","1","0","803100218","10000","0","0","317000","0","500","400","0","500","500","500","500","0","0","0","50","幻影男爵","10000","500"
