ffbcb9159e2c7200aeaa8c661ca6aac677c33d3b66d5898ee159ac820fdbcdc6,97acfec1a5265d188f4dc054d97b587183d9e8d4daa2f1634ab7def7b9e366d3,51740718697e67e74e8f2e9e46e401db8d9becc0a7a5c1fa0ad0c4f27cdc9e7e,b25c86dc2f9d6015765bd749863def3a8e98fb126a954ac8481b3fc7ad46adaf,cd7897421895ee36e876a2a3ea08d0c87f2b450cb96d789b844a22d6ed73f704,a8396a7d54259eb4dd1593e747fa457d4fb8ed09ac8c52b4e42ef248ca6e7fc9,7cb9a67cdb21110feb0a4948bfb5c50c753ebd3f846a931265d4f9e51778cc3e,c4b938b2c368e1d58cdfceb5959903401274adda12133884a43d6c2219d837c8,542f4d2462719b199e7d6868d37620c9636c1a06e7f7ca188a847a11c360bdf9,adf65022ff345410f27ef13a6630e8774023497726da3650453cdb591db391b6,29f4d929d6d9822f439347d78201edb401ceb867222c10b6a31b2f62a041f210,bba26384747ddc8435c7713425addd70030244dc7442ad249465f2db65016102,c872e23f5bf77ab873ad2707fbea98b5b6a9568ef463ae7d1407c473743b8a11,b80693125d0c4dfdca1f824a02604c2b5887d940af37a30e58ced4393c3455bb,c93e3f73b2dcf00ac79b7f71be16c209a6d09d94b3b516950b00f7e5a685ae6d,ccd2b70e07a6e6b1a1de5165e62fe319c18e37e2a351df0b2ca5674b7549d9ba,062eb5aedef5e8e1d88c919b29635aab4a95f49979c73afc68de2e7ff20abb82,72cd10dfc2c15259e5f6783f8afbee572fd3e8659d1ef610b8cc3c23ada41401,47d14762aae73652528184d0e158388b17d1b2b8a0653a305fcd73ec6515bbe4,3f63b9843f7ee7c931f12895b12a2bcac13f738f447fd6d5c73ec86069d18e51,33b783b0a619963d1a2c58bff62d43b440c2e9fd30ddc47cc2ea6e14f25521c1,b6cddd124edc73e91482c6d7e32be561333400e97c2d8e7dbbaba6dcda8f8358,80df0d954809928d5002b06a7ee5b4afb1b145d19738ccfb86d9e3c4bcbfe2cf,14e5736ca9f21bd860e477cf1e3b5cffd1631f2f3ad58262f1e3fe8223f254d1
"0","0","0","0","0","通過主線冒險(一般) 1-1","0","1","21001001","11001001","2030/04/01 14:59:59","0","101","21001001","2015/04/01 15:00:00","1001","0","20","201","0","0","0","0","1"
"0","0","0","0","0","通過主線冒險(一般) 1-2","0","1","21001002","11001002","2030/04/01 14:59:59","0","101","21001001","2015/04/01 15:00:00","1001","0","20","201","0","0","0","0","1"
"0","0","0","0","0","通過主線冒險(一般) 1-3","0","1","21001003","11001003","2030/04/01 14:59:59","0","101","21001001","2015/04/01 15:00:00","1001","0","20","201","0","0","0","0","1"
"0","0","0","0","0","通過主線冒險(一般) 1-4","0","1","21001004","11001004","2030/04/01 14:59:59","0","101","21001001","2015/04/01 15:00:00","1001","0","20","201","0","0","0","0","1"
"0","0","0","0","0","通過主線冒險(一般) 1-5","0","1","21001005","11001005","2030/04/01 14:59:59","0","101","21001001","2015/04/01 15:00:00","1001","0","20","201","0","0","0","0","1"
"0","0","0","0","0","通過主線冒險(一般) 1-6","0","1","21001006","11001006","2030/04/01 14:59:59","0","101","21001001","2015/04/01 15:00:00","1001","0","20","201","0","0","0","0","1"
"0","0","0","0","0","通過主線冒險(一般) 1-7","0","1","21001007","11001007","2030/04/01 14:59:59","0","101","21001001","2015/04/01 15:00:00","1001","0","20","201","0","0","0","0","1"
"0","0","0","0","0","通過主線冒險(一般) 1-8","0","1","21001008","11001008","2030/04/01 14:59:59","0","101","21001001","2015/04/01 15:00:00","1001","0","20","201","0","0","0","0","1"
"0","0","0","0","0","通過主線冒險(一般) 1-9","0","1","21001009","11001009","2030/04/01 14:59:59","0","101","21001001","2015/04/01 15:00:00","1001","0","20","201","0","0","0","0","1"
"0","0","0","0","0","通過主線冒險(一般) 1-10","0","1","21001010","11001010","2030/04/01 14:59:59","0","101","21001001","2015/04/01 15:00:00","1001","0","20","201","0","0","0","0","1"
"0","0","0","0","0","通過主線冒險(一般) 2-1","0","1","21001011","11002001","2030/04/01 14:59:59","0","101","21001001","2015/04/01 15:00:00","1001","0","20","201","0","0","0","0","1"
"0","0","0","0","0","通過主線冒險(一般) 2-2","0","1","21001012","11002002","2030/04/01 14:59:59","0","101","21001001","2015/04/01 15:00:00","1001","0","20","201","0","0","0","0","1"
"0","0","0","0","0","通過主線冒險(一般) 2-3","0","1","21001013","11002003","2030/04/01 14:59:59","0","101","21001001","2015/04/01 15:00:00","1001","0","20","201","0","0","0","0","1"
"0","0","0","0","0","通過主線冒險(一般) 2-4","0","1","21001014","11002004","2030/04/01 14:59:59","0","101","21001001","2015/04/01 15:00:00","1001","0","20","201","0","0","0","0","1"
"0","0","0","0","0","通過主線冒險(一般) 2-5","0","1","21001015","11002005","2030/04/01 14:59:59","0","101","21001001","2015/04/01 15:00:00","1001","0","20","201","0","0","0","0","1"
"0","0","0","0","0","通過主線冒險(一般) 2-6","0","1","21001016","11002006","2030/04/01 14:59:59","0","101","21001001","2015/04/01 15:00:00","1001","0","20","201","0","0","0","0","1"
"0","0","0","0","0","通過主線冒險(一般) 2-7","0","1","21001017","11002007","2030/04/01 14:59:59","0","101","21001001","2015/04/01 15:00:00","1001","0","20","201","0","0","0","0","1"
"0","0","0","0","0","通過主線冒險(一般) 2-8","0","1","21001018","11002008","2030/04/01 14:59:59","0","101","21001001","2015/04/01 15:00:00","1001","0","20","201","0","0","0","0","1"
"0","0","0","0","0","通過主線冒險(一般) 2-9","0","1","21001019","11002009","2030/04/01 14:59:59","0","101","21001001","2015/04/01 15:00:00","1001","0","20","201","0","0","0","0","1"
"0","0","0","0","0","通過主線冒險(一般) 2-10","0","1","21001020","11002010","2030/04/01 14:59:59","0","101","21001001","2015/04/01 15:00:00","1001","0","20","201","0","0","0","0","1"
"0","0","0","0","0","通過主線冒險(一般) 2-11","0","1","21001021","11002011","2030/04/01 14:59:59","0","101","21001001","2015/04/01 15:00:00","1001","0","20","201","0","0","0","0","1"
"0","0","0","0","0","通過主線冒險(一般) 2-12","0","1","21001022","11002012","2030/04/01 14:59:59","0","101","21001001","2015/04/01 15:00:00","1001","0","20","201","0","0","0","0","1"
"0","0","0","0","0","通過主線冒險(一般) 3-1","0","1","21001023","11003001","2030/04/01 14:59:59","0","101","21001002","2015/04/01 15:00:00","1001","0","20","201","0","0","0","0","1"
"0","0","0","0","0","通過主線冒險(一般) 3-2","0","1","21001024","11003002","2030/04/01 14:59:59","0","101","21001002","2015/04/01 15:00:00","1001","0","20","201","0","0","0","0","1"
"0","0","0","0","0","通過主線冒險(一般) 3-3","0","1","21001025","11003003","2030/04/01 14:59:59","0","101","21001002","2015/04/01 15:00:00","1001","0","20","201","0","0","0","0","1"
"0","0","0","0","0","通過主線冒險(一般) 3-4","0","1","21001026","11003004","2030/04/01 14:59:59","0","101","21001002","2015/04/01 15:00:00","1001","0","20","201","0","0","0","0","1"
"0","0","0","0","0","通過主線冒險(一般) 3-5","0","1","21001027","11003005","2030/04/01 14:59:59","0","101","21001002","2015/04/01 15:00:00","1001","0","20","201","0","0","0","0","1"
"0","0","0","0","0","通過主線冒險(一般) 3-6","0","1","21001028","11003006","2030/04/01 14:59:59","0","101","21001002","2015/04/01 15:00:00","1001","0","20","201","0","0","0","0","1"
"0","0","0","0","0","通過主線冒險(一般) 3-7","0","1","21001029","11003007","2030/04/01 14:59:59","0","101","21001002","2015/04/01 15:00:00","1001","0","20","201","0","0","0","0","1"
"0","0","0","0","0","通過主線冒險(一般) 3-8","0","1","21001030","11003008","2030/04/01 14:59:59","0","101","21001002","2015/04/01 15:00:00","1001","0","20","201","0","0","0","0","1"
"0","0","0","0","0","通過主線冒險(一般) 3-9","0","1","21001031","11003009","2030/04/01 14:59:59","0","101","21001002","2015/04/01 15:00:00","1001","0","20","201","0","0","0","0","1"
"0","0","0","0","0","通過主線冒險(一般) 3-10","0","1","21001032","11003010","2030/04/01 14:59:59","0","101","21001002","2015/04/01 15:00:00","1001","0","20","201","0","0","0","0","1"
"0","0","0","0","0","通過主線冒險(一般) 3-11","0","1","21001033","11003011","2030/04/01 14:59:59","0","101","21001002","2015/04/01 15:00:00","1001","0","20","201","0","0","0","0","1"
"0","0","0","0","0","通過主線冒險(一般) 3-12","0","1","21001034","11003012","2030/04/01 14:59:59","0","101","21001002","2015/04/01 15:00:00","1001","0","20","201","0","0","0","0","1"
"0","0","0","0","0","通過主線冒險(一般) 4-1","0","1","21001035","11004001","2030/04/01 14:59:59","0","101","21001002","2015/04/01 15:00:00","1001","0","20","201","0","0","0","0","1"
"0","0","0","0","0","通過主線冒險(一般) 4-2","0","1","21001036","11004002","2030/04/01 14:59:59","0","101","21001002","2015/04/01 15:00:00","1001","0","20","201","0","0","0","0","1"
"0","0","0","0","0","通過主線冒險(一般) 4-3","0","1","21001037","11004003","2030/04/01 14:59:59","0","101","21001002","2015/04/01 15:00:00","1001","0","20","201","0","0","0","0","1"
"0","0","0","0","0","通過主線冒險(一般) 4-4","0","1","21001038","11004004","2030/04/01 14:59:59","0","101","21001002","2015/04/01 15:00:00","1001","0","20","201","0","0","0","0","1"
"0","0","0","0","0","通過主線冒險(一般) 4-5","0","1","21001039","11004005","2030/04/01 14:59:59","0","101","21001002","2015/04/01 15:00:00","1001","0","20","201","0","0","0","0","1"
"0","0","0","0","0","通過主線冒險(一般) 4-6","0","1","21001040","11004006","2030/04/01 14:59:59","0","101","21001002","2015/04/01 15:00:00","1001","0","20","201","0","0","0","0","1"
