062eb5aedef5e8e1d88c919b29635aab4a95f49979c73afc68de2e7ff20abb82,cd7897421895ee36e876a2a3ea08d0c87f2b450cb96d789b844a22d6ed73f704,542f4d2462719b199e7d6868d37620c9636c1a06e7f7ca188a847a11c360bdf9,adf65022ff345410f27ef13a6630e8774023497726da3650453cdb591db391b6,47d14762aae73652528184d0e158388b17d1b2b8a0653a305fcd73ec6515bbe4,80df0d954809928d5002b06a7ee5b4afb1b145d19738ccfb86d9e3c4bcbfe2cf,c93e3f73b2dcf00ac79b7f71be16c209a6d09d94b3b516950b00f7e5a685ae6d,33b783b0a619963d1a2c58bff62d43b440c2e9fd30ddc47cc2ea6e14f25521c1,b80693125d0c4dfdca1f824a02604c2b5887d940af37a30e58ced4393c3455bb,14e5736ca9f21bd860e477cf1e3b5cffd1631f2f3ad58262f1e3fe8223f254d1,ccd2b70e07a6e6b1a1de5165e62fe319c18e37e2a351df0b2ca5674b7549d9ba,b6cddd124edc73e91482c6d7e32be561333400e97c2d8e7dbbaba6dcda8f8358,72cd10dfc2c15259e5f6783f8afbee572fd3e8659d1ef610b8cc3c23ada41401,7cb9a67cdb21110feb0a4948bfb5c50c753ebd3f846a931265d4f9e51778cc3e,97acfec1a5265d188f4dc054d97b587183d9e8d4daa2f1634ab7def7b9e366d3,c4b938b2c368e1d58cdfceb5959903401274adda12133884a43d6c2219d837c8,51740718697e67e74e8f2e9e46e401db8d9becc0a7a5c1fa0ad0c4f27cdc9e7e,b25c86dc2f9d6015765bd749863def3a8e98fb126a954ac8481b3fc7ad46adaf,3f63b9843f7ee7c931f12895b12a2bcac13f738f447fd6d5c73ec86069d18e51,a8396a7d54259eb4dd1593e747fa457d4fb8ed09ac8c52b4e42ef248ca6e7fc9,ffbcb9159e2c7200aeaa8c661ca6aac677c33d3b66d5898ee159ac820fdbcdc6,29f4d929d6d9822f439347d78201edb401ceb867222c10b6a31b2f62a041f210,c872e23f5bf77ab873ad2707fbea98b5b6a9568ef463ae7d1407c473743b8a11,bba26384747ddc8435c7713425addd70030244dc7442ad249465f2db65016102
"0","0","21001001","11001001","201","0","2015/04/01 15:00:00","0","21001001","1","1001","0","20","0","0","1","0","0","0","通過主線冒險(一般) 1-1","0","2030/04/01 14:59:59","101","0"
"0","0","21001002","11001002","201","0","2015/04/01 15:00:00","0","21001001","1","1001","0","20","0","0","1","0","0","0","通過主線冒險(一般) 1-2","0","2030/04/01 14:59:59","101","0"
"0","0","21001003","11001003","201","0","2015/04/01 15:00:00","0","21001001","1","1001","0","20","0","0","1","0","0","0","通過主線冒險(一般) 1-3","0","2030/04/01 14:59:59","101","0"
"0","0","21001004","11001004","201","0","2015/04/01 15:00:00","0","21001001","1","1001","0","20","0","0","1","0","0","0","通過主線冒險(一般) 1-4","0","2030/04/01 14:59:59","101","0"
"0","0","21001005","11001005","201","0","2015/04/01 15:00:00","0","21001001","1","1001","0","20","0","0","1","0","0","0","通過主線冒險(一般) 1-5","0","2030/04/01 14:59:59","101","0"
"0","0","21001006","11001006","201","0","2015/04/01 15:00:00","0","21001001","1","1001","0","20","0","0","1","0","0","0","通過主線冒險(一般) 1-6","0","2030/04/01 14:59:59","101","0"
"0","0","21001007","11001007","201","0","2015/04/01 15:00:00","0","21001001","1","1001","0","20","0","0","1","0","0","0","通過主線冒險(一般) 1-7","0","2030/04/01 14:59:59","101","0"
"0","0","21001008","11001008","201","0","2015/04/01 15:00:00","0","21001001","1","1001","0","20","0","0","1","0","0","0","通過主線冒險(一般) 1-8","0","2030/04/01 14:59:59","101","0"
"0","0","21001009","11001009","201","0","2015/04/01 15:00:00","0","21001001","1","1001","0","20","0","0","1","0","0","0","通過主線冒險(一般) 1-9","0","2030/04/01 14:59:59","101","0"
"0","0","21001010","11001010","201","0","2015/04/01 15:00:00","0","21001001","1","1001","0","20","0","0","1","0","0","0","通過主線冒險(一般) 1-10","0","2030/04/01 14:59:59","101","0"
"0","0","21001011","11002001","201","0","2015/04/01 15:00:00","0","21001001","1","1001","0","20","0","0","1","0","0","0","通過主線冒險(一般) 2-1","0","2030/04/01 14:59:59","101","0"
