97996262c1be4160999a3d6e5c06f81f045c8d5af93f7eee75aaf956f48b59ae,3d0110afb6f87446c5873ef05abf5af0a2c060bb94ef5e97aa3ff0cb845e8ac5,d66a6f486d15876c0772c630ec8aaa87906b51a3110e16a527fac64ca523fe53,5e2c82fb8191c7517eb9e6405c455e1103bd8558158da2883d6862feaa17e41a,3fc8eb7de3bb2e257477f74384de47b0d12551ad47706c95fc104e858860a2b1,ea8b2933772eb3405520d3f2abf5712cd39445139352af49ebd2c041d9afd3e0,c34e2df9632ab09d8000cc2ce66df53d86249b60e9a11e97b652e2ea978c4990,8911258360a767333228e1c03abd4ed7398affb02a3903d1686aa6e4eb541514,19f151ee5e1465679360f4705f0b82288ae8aa3b1f9209e01b4993973a0bad21,962e7161a67125b6cbd267f234eece39fefa757c67bb7f287291c7bfd21a7bb6,47f9fbbbbf11cbfc7cfbeba7e168794c6fcf3ebe68b7c7e042f962fe4fc3ea64,5a5330f140a1e2cfced5453f181c31fd869c2175794c7554011add8913c032f6
"1000","進行1場戰鬥","2023/04/17 16:00:00","31000101","0","7003","3","10","2023/04/24 15:59:59","31000101","0","1"
"1000","進行5場戰鬥","2023/04/17 16:00:00","31000102","0","7003","3","10","2023/04/24 15:59:59","31000102","0","5"
"1000","進行10場戰鬥","2023/04/17 16:00:00","31000103","0","7003","3","10","2023/04/24 15:59:59","31000103","0","10"
"1000","進行15場戰鬥","2023/04/17 16:00:00","31000104","0","7003","3","10","2023/04/24 15:59:59","31000104","0","15"
"1000","進行20場戰鬥","2023/04/17 16:00:00","31000105","0","7003","3","10","2023/04/24 15:59:59","31000105","0","20"
"1000","進行25場戰鬥","2023/04/17 16:00:00","31000106","0","7003","3","10","2023/04/24 15:59:59","31000106","0","25"
"1000","進行30場戰鬥","2023/04/17 16:00:00","31000107","0","7003","3","10","2023/04/24 15:59:59","31000107","0","30"
"1000","進行35場戰鬥","2023/04/17 16:00:00","31000108","0","7003","3","10","2023/04/24 15:59:59","31000108","0","35"
"1000","進行40場戰鬥","2023/04/17 16:00:00","31000109","0","7003","3","10","2023/04/24 15:59:59","31000109","0","40"
"1001","對黑之王賈巴沃克造成500萬累積傷害","2023/04/17 16:00:00","31001101","3001","7004","3","10","2023/04/24 15:59:59","31001101","0","5000000"
"1001","對黑之王賈巴沃克造成750萬累積傷害","2023/04/17 16:00:00","31001102","3001","7004","3","10","2023/04/24 15:59:59","31001102","0","7500000"
"1001","對黑之王賈巴沃克造成1000萬累積傷害","2023/04/17 16:00:00","31001103","3001","7004","3","10","2023/04/24 15:59:59","31001103","0","10000000"
"1001","在1場戰鬥中對黑之王賈巴沃克造成250萬傷害","2023/04/17 16:00:00","31001111","3001","7005","3","11","2023/04/24 15:59:59","31001111","2500000","1"
"1001","在1場戰鬥中對黑之王賈巴沃克造成500萬傷害","2023/04/17 16:00:00","31001112","3001","7005","3","11","2023/04/24 15:59:59","31001112","5000000","1"
"1001","對失控的純潔之弓造成500萬累積傷害","2023/04/17 16:00:00","31001201","3002","7004","3","20","2023/04/24 15:59:59","31001201","0","5000000"
"1001","對失控的純潔之弓造成750萬累積傷害","2023/04/17 16:00:00","31001202","3002","7004","3","20","2023/04/24 15:59:59","31001202","0","7500000"
"1001","對失控的純潔之弓造成1000萬累積傷害","2023/04/17 16:00:00","31001203","3002","7004","3","20","2023/04/24 15:59:59","31001203","0","10000000"
"1001","在1場戰鬥中對失控的純潔之弓造成250萬傷害","2023/04/17 16:00:00","31001211","3002","7005","3","21","2023/04/24 15:59:59","31001211","2500000","1"
"1001","在1場戰鬥中對失控的純潔之弓造成500萬傷害","2023/04/17 16:00:00","31001212","3002","7005","3","21","2023/04/24 15:59:59","31001212","5000000","1"
"1001","對幻影男爵造成500萬累積傷害","2023/04/17 16:00:00","31001301","3003","7004","3","30","2023/04/24 15:59:59","31001301","0","5000000"
"1001","對幻影男爵造成750萬累積傷害","2023/04/17 16:00:00","31001302","3003","7004","3","30","2023/04/24 15:59:59","31001302","0","7500000"
"1001","對幻影男爵造成1000萬累積傷害","2023/04/17 16:00:00","31001303","3003","7004","3","30","2023/04/24 15:59:59","31001303","0","10000000"
"1001","在1場戰鬥中對幻影男爵造成250萬傷害","2023/04/17 16:00:00","31001311","3003","7005","3","31","2023/04/24 15:59:59","31001311","2500000","1"
"1001","在1場戰鬥中對幻影男爵造成500萬傷害","2023/04/17 16:00:00","31001312","3003","7005","3","31","2023/04/24 15:59:59","31001312","5000000","1"
"1001","對天塔帕斯造成500萬累積傷害","2023/04/17 16:00:00","31001401","3004","7004","3","40","2023/04/24 15:59:59","31001401","0","5000000"
"1001","對天塔帕斯造成750萬累積傷害","2023/04/17 16:00:00","31001402","3004","7004","3","40","2023/04/24 15:59:59","31001402","0","7500000"
"1001","對天塔帕斯造成1000萬累積傷害","2023/04/17 16:00:00","31001403","3004","7004","3","40","2023/04/24 15:59:59","31001403","0","10000000"
"1001","在1場戰鬥中對天塔帕斯造成250萬傷害","2023/04/17 16:00:00","31001411","3004","7005","3","41","2023/04/24 15:59:59","31001411","2500000","1"
"1001","在1場戰鬥中對天塔帕斯造成500萬傷害","2023/04/17 16:00:00","31001412","3004","7005","3","41","2023/04/24 15:59:59","31001412","5000000","1"
"1002","對豪紳造成500萬累積傷害","2023/04/17 16:00:00","31002101","3005","7004","3","10","2023/04/24 15:59:59","31002101","0","5000000"
"1002","對豪紳造成750萬累積傷害","2023/04/17 16:00:00","31002102","3005","7004","3","10","2023/04/24 15:59:59","31002102","0","7500000"
"1002","對豪紳造成1000萬累積傷害","2023/04/17 16:00:00","31002103","3005","7004","3","10","2023/04/24 15:59:59","31002103","0","10000000"
"1002","對豪紳造成1億1000萬累積傷害","2023/04/17 16:00:00","31002104","3005","7004","3","10","2023/04/24 15:59:59","31002104","0","110000000"
"1002","在1場戰鬥中對豪紳造成250萬傷害","2023/04/17 16:00:00","31002111","3005","7005","3","11","2023/04/24 15:59:59","31002111","2500000","1"
"1002","在1場戰鬥中對豪紳造成500萬傷害","2023/04/17 16:00:00","31002112","3005","7005","3","11","2023/04/24 15:59:59","31002112","5000000","1"
"1002","在1場戰鬥中對豪紳造成2200萬傷害","2023/04/17 16:00:00","31002113","3005","7005","3","11","2023/04/24 15:59:59","31002113","22000000","1"
"1003","對阿爾瑪＆奧拉姆造成500萬累積傷害","2023/04/17 16:00:00","31003101","3006","7004","3","10","2023/04/24 15:59:59","31003101","0","5000000"
"1003","對阿爾瑪＆奧拉姆造成750萬累積傷害","2023/04/17 16:00:00","31003102","3006","7004","3","10","2023/04/24 15:59:59","31003102","0","7500000"
"1003","對阿爾瑪＆奧拉姆造成1000萬累積傷害","2023/04/17 16:00:00","31003103","3006","7004","3","10","2023/04/24 15:59:59","31003103","0","10000000"
"1003","對阿爾瑪＆奧拉姆造成1億累積傷害","2023/04/17 16:00:00","31003104","3006","7004","3","10","2023/04/24 15:59:59","31003104","0","100000000"
"1003","在1場戰鬥中對阿爾瑪＆奧拉姆造成250萬傷害","2023/04/17 16:00:00","31003111","3006","7005","3","11","2023/04/24 15:59:59","31003111","2500000","1"
"1003","在1場戰鬥中對阿爾瑪＆奧拉姆造成500萬傷害","2023/04/17 16:00:00","31003112","3006","7005","3","11","2023/04/24 15:59:59","31003112","5000000","1"
"1003","在1場戰鬥中對阿爾瑪＆奧拉姆造成2000萬傷害","2023/04/17 16:00:00","31003113","3006","7005","3","11","2023/04/24 15:59:59","31003113","20000000","1"
"1003","對好朋友X＆無名的藝術造成500萬累積傷害","2023/04/17 16:00:00","31003201","3007","7004","3","20","2023/04/24 15:59:59","31003201","0","5000000"
"1003","對好朋友X＆無名的藝術造成750萬累積傷害","2023/04/17 16:00:00","31003202","3007","7004","3","20","2023/04/24 15:59:59","31003202","0","7500000"
"1003","對好朋友X＆無名的藝術造成1000萬累積傷害","2023/04/17 16:00:00","31003203","3007","7004","3","20","2023/04/24 15:59:59","31003203","0","10000000"
"1003","對好朋友X＆無名的藝術造成1億2000萬累積傷害","2023/04/17 16:00:00","31003204","3007","7004","3","20","2023/04/24 15:59:59","31003204","0","120000000"
"1003","在1場戰鬥中對好朋友X＆無名的藝術造成250萬傷害","2023/04/17 16:00:00","31003211","3007","7005","3","21","2023/04/24 15:59:59","31003211","2500000","1"
"1003","在1場戰鬥中對好朋友X＆無名的藝術造成500萬傷害","2023/04/17 16:00:00","31003212","3007","7005","3","21","2023/04/24 15:59:59","31003212","5000000","1"
"1003","在1場戰鬥中對好朋友X＆無名的藝術造成2400萬傷害","2023/04/17 16:00:00","31003213","3007","7005","3","21","2023/04/24 15:59:59","31003213","24000000","1"
