19f151ee5e1465679360f4705f0b82288ae8aa3b1f9209e01b4993973a0bad21,97996262c1be4160999a3d6e5c06f81f045c8d5af93f7eee75aaf956f48b59ae,3fc8eb7de3bb2e257477f74384de47b0d12551ad47706c95fc104e858860a2b1,47f9fbbbbf11cbfc7cfbeba7e168794c6fcf3ebe68b7c7e042f962fe4fc3ea64,5a5330f140a1e2cfced5453f181c31fd869c2175794c7554011add8913c032f6,3d0110afb6f87446c5873ef05abf5af0a2c060bb94ef5e97aa3ff0cb845e8ac5,8911258360a767333228e1c03abd4ed7398affb02a3903d1686aa6e4eb541514,962e7161a67125b6cbd267f234eece39fefa757c67bb7f287291c7bfd21a7bb6,ea8b2933772eb3405520d3f2abf5712cd39445139352af49ebd2c041d9afd3e0,5e2c82fb8191c7517eb9e6405c455e1103bd8558158da2883d6862feaa17e41a,d66a6f486d15876c0772c630ec8aaa87906b51a3110e16a527fac64ca523fe53,c34e2df9632ab09d8000cc2ce66df53d86249b60e9a11e97b652e2ea978c4990
"2023/04/24 15:59:59","1000","0","0","1","進行1場戰鬥","10","31000101","7003","31000101","2023/04/17 16:00:00","3"
"2023/04/24 15:59:59","1000","0","0","5","進行5場戰鬥","10","31000102","7003","31000102","2023/04/17 16:00:00","3"
"2023/04/24 15:59:59","1000","0","0","10","進行10場戰鬥","10","31000103","7003","31000103","2023/04/17 16:00:00","3"
"2023/04/24 15:59:59","1000","0","0","15","進行15場戰鬥","10","31000104","7003","31000104","2023/04/17 16:00:00","3"
"2023/04/24 15:59:59","1000","0","0","20","進行20場戰鬥","10","31000105","7003","31000105","2023/04/17 16:00:00","3"
"2023/04/24 15:59:59","1000","0","0","25","進行25場戰鬥","10","31000106","7003","31000106","2023/04/17 16:00:00","3"
"2023/04/24 15:59:59","1000","0","0","30","進行30場戰鬥","10","31000107","7003","31000107","2023/04/17 16:00:00","3"
"2023/04/24 15:59:59","1000","0","0","35","進行35場戰鬥","10","31000108","7003","31000108","2023/04/17 16:00:00","3"
"2023/04/24 15:59:59","1000","0","0","40","進行40場戰鬥","10","31000109","7003","31000109","2023/04/17 16:00:00","3"
"2023/04/24 15:59:59","1001","3001","0","5000000","對黑之王賈巴沃克造成500萬累積傷害","10","31001101","7004","31001101","2023/04/17 16:00:00","3"
"2023/04/24 15:59:59","1001","3001","0","7500000","對黑之王賈巴沃克造成750萬累積傷害","10","31001102","7004","31001102","2023/04/17 16:00:00","3"
"2023/04/24 15:59:59","1001","3001","0","10000000","對黑之王賈巴沃克造成1000萬累積傷害","10","31001103","7004","31001103","2023/04/17 16:00:00","3"
"2023/04/24 15:59:59","1001","3001","2500000","1","在1場戰鬥中對黑之王賈巴沃克造成250萬傷害","11","31001111","7005","31001111","2023/04/17 16:00:00","3"
"2023/04/24 15:59:59","1001","3001","5000000","1","在1場戰鬥中對黑之王賈巴沃克造成500萬傷害","11","31001112","7005","31001112","2023/04/17 16:00:00","3"
"2023/04/24 15:59:59","1001","3002","0","5000000","對失控的純潔之弓造成500萬累積傷害","20","31001201","7004","31001201","2023/04/17 16:00:00","3"
"2023/04/24 15:59:59","1001","3002","0","7500000","對失控的純潔之弓造成750萬累積傷害","20","31001202","7004","31001202","2023/04/17 16:00:00","3"
"2023/04/24 15:59:59","1001","3002","0","10000000","對失控的純潔之弓造成1000萬累積傷害","20","31001203","7004","31001203","2023/04/17 16:00:00","3"
"2023/04/24 15:59:59","1001","3002","2500000","1","在1場戰鬥中對失控的純潔之弓造成250萬傷害","21","31001211","7005","31001211","2023/04/17 16:00:00","3"
"2023/04/24 15:59:59","1001","3002","5000000","1","在1場戰鬥中對失控的純潔之弓造成500萬傷害","21","31001212","7005","31001212","2023/04/17 16:00:00","3"
"2023/04/24 15:59:59","1001","3003","0","5000000","對幻影男爵造成500萬累積傷害","30","31001301","7004","31001301","2023/04/17 16:00:00","3"
"2023/04/24 15:59:59","1001","3003","0","7500000","對幻影男爵造成750萬累積傷害","30","31001302","7004","31001302","2023/04/17 16:00:00","3"
"2023/04/24 15:59:59","1001","3003","0","10000000","對幻影男爵造成1000萬累積傷害","30","31001303","7004","31001303","2023/04/17 16:00:00","3"
"2023/04/24 15:59:59","1001","3003","2500000","1","在1場戰鬥中對幻影男爵造成250萬傷害","31","31001311","7005","31001311","2023/04/17 16:00:00","3"
"2023/04/24 15:59:59","1001","3003","5000000","1","在1場戰鬥中對幻影男爵造成500萬傷害","31","31001312","7005","31001312","2023/04/17 16:00:00","3"
"2023/04/24 15:59:59","1001","3004","0","5000000","對天塔帕斯造成500萬累積傷害","40","31001401","7004","31001401","2023/04/17 16:00:00","3"
"2023/04/24 15:59:59","1001","3004","0","7500000","對天塔帕斯造成750萬累積傷害","40","31001402","7004","31001402","2023/04/17 16:00:00","3"
"2023/04/24 15:59:59","1001","3004","0","10000000","對天塔帕斯造成1000萬累積傷害","40","31001403","7004","31001403","2023/04/17 16:00:00","3"
"2023/04/24 15:59:59","1001","3004","2500000","1","在1場戰鬥中對天塔帕斯造成250萬傷害","41","31001411","7005","31001411","2023/04/17 16:00:00","3"
"2023/04/24 15:59:59","1001","3004","5000000","1","在1場戰鬥中對天塔帕斯造成500萬傷害","41","31001412","7005","31001412","2023/04/17 16:00:00","3"
"2023/04/24 15:59:59","1002","3005","0","5000000","對豪紳造成500萬累積傷害","10","31002101","7004","31002101","2023/04/17 16:00:00","3"
"2023/04/24 15:59:59","1002","3005","0","7500000","對豪紳造成750萬累積傷害","10","31002102","7004","31002102","2023/04/17 16:00:00","3"
"2023/04/24 15:59:59","1002","3005","0","10000000","對豪紳造成1000萬累積傷害","10","31002103","7004","31002103","2023/04/17 16:00:00","3"
"2023/04/24 15:59:59","1002","3005","0","110000000","對豪紳造成1億1000萬累積傷害","10","31002104","7004","31002104","2023/04/17 16:00:00","3"
"2023/04/24 15:59:59","1002","3005","2500000","1","在1場戰鬥中對豪紳造成250萬傷害","11","31002111","7005","31002111","2023/04/17 16:00:00","3"
"2023/04/24 15:59:59","1002","3005","5000000","1","在1場戰鬥中對豪紳造成500萬傷害","11","31002112","7005","31002112","2023/04/17 16:00:00","3"
"2023/04/24 15:59:59","1002","3005","22000000","1","在1場戰鬥中對豪紳造成2200萬傷害","11","31002113","7005","31002113","2023/04/17 16:00:00","3"
"2023/04/24 15:59:59","1003","3006","0","5000000","對阿爾瑪＆奧拉姆造成500萬累積傷害","10","31003101","7004","31003101","2023/04/17 16:00:00","3"
"2023/04/24 15:59:59","1003","3006","0","7500000","對阿爾瑪＆奧拉姆造成750萬累積傷害","10","31003102","7004","31003102","2023/04/17 16:00:00","3"
"2023/04/24 15:59:59","1003","3006","0","10000000","對阿爾瑪＆奧拉姆造成1000萬累積傷害","10","31003103","7004","31003103","2023/04/17 16:00:00","3"
"2023/04/24 15:59:59","1003","3006","0","100000000","對阿爾瑪＆奧拉姆造成1億累積傷害","10","31003104","7004","31003104","2023/04/17 16:00:00","3"
"2023/04/24 15:59:59","1003","3006","2500000","1","在1場戰鬥中對阿爾瑪＆奧拉姆造成250萬傷害","11","31003111","7005","31003111","2023/04/17 16:00:00","3"
"2023/04/24 15:59:59","1003","3006","5000000","1","在1場戰鬥中對阿爾瑪＆奧拉姆造成500萬傷害","11","31003112","7005","31003112","2023/04/17 16:00:00","3"
"2023/04/24 15:59:59","1003","3006","20000000","1","在1場戰鬥中對阿爾瑪＆奧拉姆造成2000萬傷害","11","31003113","7005","31003113","2023/04/17 16:00:00","3"
"2023/04/24 15:59:59","1003","3007","0","5000000","對好朋友X＆無名的藝術造成500萬累積傷害","20","31003201","7004","31003201","2023/04/17 16:00:00","3"
"2023/04/24 15:59:59","1003","3007","0","7500000","對好朋友X＆無名的藝術造成750萬累積傷害","20","31003202","7004","31003202","2023/04/17 16:00:00","3"
"2023/04/24 15:59:59","1003","3007","0","10000000","對好朋友X＆無名的藝術造成1000萬累積傷害","20","31003203","7004","31003203","2023/04/17 16:00:00","3"
