d5a7881003fa6fcd934c7ccda25ef4a4c664ad42b6a0c451400b2543a66b82e5,c1aabb095f265067055155002cd8b69f051d230208a9d59ab696ea2fb0bcf023,91e70e3cd502d639fc7a46c2bdcca2617de286042e3878c28b9f01e89603207f,2b473f6fc3ee0e07ffea1038a4489d822c7daf9ceb81ba3284ba0fc2695a4b71,c0e8fc1ab006c4f80ac3efb7e1c3576a103fd0e66d9207247cebc87d581ff23a,efdafd3ee0e49a1819f655609a70c7d75afdd4ad2a835a7867adb78e3711ef24,02a6fc18d8ba65f0c390adf72b30a4caa9a8b84e9e2ee62d9a76e25a0f87583f,f1e805d76dd2633ecba2ff2a5f22dc1f12b9d0c921eba9f765a6c94f62c4173d,d0e821dcbcf117cf8dcbec518422025e4b48f278de49aedfaaed281d9190f65a,b71e57dc2ffdb4fd0ea4b58fda9fc4045f6e058a0bc60a4e39e680aebc3c69d8,8039244d4a3e6a199d70d1965e136856b1b55c21684a864c61bfa1e491f87ef5,a86df4a2499d17483dfac8b7cff5654cc27c02413cecd86262ca02927bf9ac1f,acaaa7ca9556bafec506eac531de2ea34c52868171eeca442e412c5c7f5cc89f,98a3a6973b748140d5aff651c61435c6735c06269723116c7497890ee815f176,6a35ed060e00acab48b9f5fc2bf04355ba0e837fe618a306d10b4f504a803082,8893df460bcb5e6508a596cd8a7b7eb5bdc80770ac027ebb6d8edac3b0314157,52950b8c2434dc9706d02b0e6f62e84a02316d3cb0d0665274620660780a1505,8d14934e2285a3125b3dd8dfe7ab2c12026146260ecb443717154ae5f3e18308,71bb7c15f088547ae201c54fbbcbe7e5ed0b70ef8922743f5d9b8139167c5375,c408ace9e02c070e12ea848710ad360f3ff22f52389948e9d68ee09739a25910,aa1daa9383e7697c63c85e0afdbe34f501a86468e5578fed2b2097e88960d683,aaee690d995242b062ede35d328566a09c8f075d0a69f61dcef438223c0ce8f9,b80145acca91451bda388ddc1d296f8441ac4b0366144bdb0188bccd33ca0f76,89e512ef251e1210b8e5474211b8b4cbe4beaf9822ef61a0493ddd30747e1ff4
"2030/04/01 14:59:59","0","1","1","201","0","0","0","101","0","0","0","0","0","0","通過主線冒險(一般) 1-1","21001001","1001","11001001","2015/04/01 15:00:00","21001001","0","20","0"
"2030/04/01 14:59:59","0","1","1","201","0","0","0","101","0","0","0","0","0","0","通過主線冒險(一般) 1-2","21001002","1001","11001002","2015/04/01 15:00:00","21001001","0","20","0"
"2030/04/01 14:59:59","0","1","1","201","0","0","0","101","0","0","0","0","0","0","通過主線冒險(一般) 1-3","21001003","1001","11001003","2015/04/01 15:00:00","21001001","0","20","0"
"2030/04/01 14:59:59","0","1","1","201","0","0","0","101","0","0","0","0","0","0","通過主線冒險(一般) 1-4","21001004","1001","11001004","2015/04/01 15:00:00","21001001","0","20","0"
"2030/04/01 14:59:59","0","1","1","201","0","0","0","101","0","0","0","0","0","0","通過主線冒險(一般) 1-5","21001005","1001","11001005","2015/04/01 15:00:00","21001001","0","20","0"
"2030/04/01 14:59:59","0","1","1","201","0","0","0","101","0","0","0","0","0","0","通過主線冒險(一般) 1-6","21001006","1001","11001006","2015/04/01 15:00:00","21001001","0","20","0"
"2030/04/01 14:59:59","0","1","1","201","0","0","0","101","0","0","0","0","0","0","通過主線冒險(一般) 1-7","21001007","1001","11001007","2015/04/01 15:00:00","21001001","0","20","0"
"2030/04/01 14:59:59","0","1","1","201","0","0","0","101","0","0","0","0","0","0","通過主線冒險(一般) 1-8","21001008","1001","11001008","2015/04/01 15:00:00","21001001","0","20","0"
"2030/04/01 14:59:59","0","1","1","201","0","0","0","101","0","0","0","0","0","0","通過主線冒險(一般) 1-9","21001009","1001","11001009","2015/04/01 15:00:00","21001001","0","20","0"
"2030/04/01 14:59:59","0","1","1","201","0","0","0","101","0","0","0","0","0","0","通過主線冒險(一般) 1-10","21001010","1001","11001010","2015/04/01 15:00:00","21001001","0","20","0"
"2030/04/01 14:59:59","0","1","1","201","0","0","0","101","0","0","0","0","0","0","通過主線冒險(一般) 2-1","21001011","1001","11002001","2015/04/01 15:00:00","21001001","0","20","0"
