87a0cd4693da533b4d93cd8f23f11183b8dd9e22fe89e90ed911f84f2687f599,c30c626c37aedfd698e7b3f0a65ace18d9094dcba2c593e6cf4a1030d6689386,9f7319052c99c182112caff7487e8bfa5ca76e1073dd2da6815072b09cead625,342df47e7bb4f3aaec39b22115846bc033e41a130e37d75cfa0ddddac3e725e0,c94934269de0b38e8782eb25ebe176db4f52ae9ee755b501430ce077d265d93a,75d155df5ad9d825e1f2e6971b0bf7ac99421fa6ae8820731e056d1e786d5670,1af357bb730d474cfc2758f56207baf007e2487fb75bc629b00e779a0831c5ec,7a33755036576fc7481755588dd103f734ee32ee631928246a86d641812429fb,38e2af1f933e4ea693535c6d88da9a9553c85c7c652ec7c0389ececa2077471c,1fd4782de21e97d9afa228577787f8c1f3bb40ec6414155372a0e76d574fbeec,2817f78ad3359fcb5ec3ef471f9d89ab4919fa2cba7a40fec7718b9ff86f5805,f1ff71276961855c1cbe88dd1a7e622a6eb32933d0b4b51fd34cdea564fb95b5,00f0f7ece0430e418dcb843b90f92fa7b7a01839f167c75f5360349559d48d4e,f95a472d029a4aa4e3d54de423ca5967f263001be5c7be17bb4c5f9cdba0410c
"20001102","72001001","2018/01/01 12:00:00","完成活動任務1-1 (NORMAL)","9003","72001001","601","0","1","20001101","0","8004","20001","2030/12/31 14:59:59"
"20001102","72001002","2018/01/01 12:00:00","完成活動任務1-2 (NORMAL)","9003","72001002","601","0","1","20001102","0","8004","20001","2030/12/31 14:59:59"
"20001102","72001003","2018/01/01 12:00:00","完成活動任務1-3 (NORMAL)","9003","72001003","601","0","1","20001103","0","8004","20001","2030/12/31 14:59:59"
"20001102","72001004","2018/01/01 12:00:00","完成活動任務1-4 (NORMAL)","9003","72001004","601","0","1","20001104","0","8004","20001","2030/12/31 14:59:59"
"20001102","72001005","2018/01/01 12:00:00","完成活動任務1-5 (NORMAL)","9003","72001005","601","0","1","20001105","0","8004","20001","2030/12/31 14:59:59"
"20001102","72001006","2018/01/01 12:00:00","完成活動任務1-6 (NORMAL)","9003","72001006","601","0","1","20001106","0","8004","20001","2030/12/31 14:59:59"
"20001102","72001007","2018/01/01 12:00:00","完成活動任務1-7 (NORMAL)","9003","72001007","601","0","1","20001107","0","8004","20001","2030/12/31 14:59:59"
"20001102","72001008","2018/01/01 12:00:00","完成活動任務1-8 (NORMAL)","9003","72001008","601","0","1","20001108","0","8004","20001","2030/12/31 14:59:59"
"20001102","72001009","2018/01/01 12:00:00","完成活動任務1-9 (NORMAL)","9003","72001009","601","0","1","20001109","0","8004","20001","2030/12/31 14:59:59"
"20001102","72001010","2018/01/01 12:00:00","完成活動任務1-10 (NORMAL)","9003","72001010","601","0","1","20001110","0","8004","20001","2030/12/31 14:59:59"
"20001102","72001011","2018/01/01 12:00:00","完成活動任務1-11 (NORMAL)","9003","72001011","601","0","1","20001111","0","8004","20001","2030/12/31 14:59:59"
"20001102","72001012","2018/01/01 12:00:00","完成活動任務1-12 (NORMAL)","9003","72001012","601","0","1","20001112","0","8004","20001","2030/12/31 14:59:59"
"20001102","72001013","2018/01/01 12:00:00","完成活動任務1-13 (NORMAL)","9003","72001013","601","0","1","20001113","0","8004","20001","2030/12/31 14:59:59"
"20001102","72001014","2018/01/01 12:00:00","完成活動任務1-14 (NORMAL)","9003","72001014","601","0","1","20001114","0","8004","20001","2030/12/31 14:59:59"
"20001102","72001015","2018/01/01 12:00:00","完成活動任務1-15 (NORMAL)","9003","72001015","601","0","1","20001115","0","8004","20001","2030/12/31 14:59:59"
"20001103","72001016","2018/01/01 12:00:00","完成活動任務1-1 (HARD)","9003","72001016","601","0","1","20001201","0","8005","20001","2030/12/31 14:59:59"
"20001103","72001017","2018/01/01 12:00:00","完成活動任務1-2 (HARD)","9003","72001017","601","0","1","20001202","0","8005","20001","2030/12/31 14:59:59"
