ffb02758b6347739cf65985bb917ce7db3ce4b3c98e00e864ca2d1fc705dd6f2,28d0b88fa8a4306e60481eae9549e066e025626bc39327fa8de72aa9ba3b6ac3,e98a9caa6b70befbd64c90e5b865a8852baa146347ade7b75aaa1475d7842777,29830620941332ea62a814c5cdf7da87fb36d6a594feb06afe5937ba2c2c9e2a,2f00f196116606fd94cd7970bb41d9fa21a8c1d2cd046a184a10de4e6566a513,84ecd04367744f5349f22eee9c7473762e68670ee86bdecbc9592d114512961f,9b34f1844f4f70ba15e99088d5167c784f4c208e13a6e0b776ff9ad339ab6ef0,127d2921923478e0b7f6301367fbbf0a4f143b464668ab8a5e39e4854b5e92d7,145bcb2fac87b80d72097f77020c77056d356d250e306825961232c169156781,0e191a44d181e02c6ba8c4d5752ff35dcc6f4b311b5d40e75fed91ad52c5c65c,f91398f36fdf3bc31a0ac7981fec8fdc3e8fadb59ad3146b458bbc78489ed180,b036572510ff2bed48c35134380d67e51f5f7ca25b01f59998919646b3150ca8,d66e0ff54a1348132a45bc33863d644633212edb07003c854394de041ce94e5b,d10be47fd84ffde6e1cd1ef601e99465f64fc9112908975271132adadf52334e,58b8481062c41481ccf842f8937dfb5e939f1f3a112b28ea6814749b445f9b62,0376f80e30c99838d58ae475ba489a2f9a2065fc7f584055002745e982d3eacd,6bd8296a0487c3cec5bfdaea5b2360e05a6043a0eddb6c14bba2e241ce6b4fd1,65ddcddfbabf243a60b9da8a355f24a646f753b2c7c466561fc97d513eb8f5f0
"0","0","20000","5000","0","0","0","94002","0","0","0","分數累積獲得 20000 分","0","12","0","0","1","0"
"0","0","40000","10000","0","0","0","94002","0","0","0","分數累積獲得 40000 分","0","12","0","0","2","0"
"0","0","60000","15000","0","0","0","94002","0","0","0","分數累積獲得 60000 分","0","12","0","0","3","0"
"0","0","80000","20000","0","0","0","94002","0","0","0","分數累積獲得 80000 分","0","12","0","0","4","0"
"0","23001","100000","50","0","2","0","91002","0","0","0","分數累積獲得 100000 分","0","8","0","0","5","5"
"0","0","120000","25000","0","0","0","94002","0","0","0","分數累積獲得 120000 分","0","12","0","0","6","0"
"0","0","140000","30000","0","0","0","94002","0","0","0","分數累積獲得 140000 分","0","12","0","0","7","0"
"0","0","160000","35000","0","0","0","94002","0","0","0","分數累積獲得 160000 分","0","12","0","0","8","0"
"0","0","180000","40000","0","0","0","94002","0","0","0","分數累積獲得 180000 分","0","12","0","0","9","0"
"0","23001","200000","50","0","2","0","91002","0","0","0","分數累積獲得 200000 分","0","8","0","0","10","5"
"0","0","220000","55000","0","0","0","94002","0","0","0","分數累積獲得 220000 分","0","12","0","0","11","0"
"0","0","240000","35000","0","0","0","94002","0","0","0","分數累積獲得 240000 分","0","12","0","0","12","0"
"0","0","260000","40000","0","0","0","94002","0","0","0","分數累積獲得 260000 分","0","12","0","0","13","0"
"0","0","280000","45000","0","0","0","94002","0","0","0","分數累積獲得 280000 分","0","12","0","0","14","0"
"0","91002","300000","1","0","8","0","11001039","0","2","23001","分數累積獲得 300000 分","10","15","0","0","15","150"
