2de45bafc04659209f1d9d02d99c8e722f858c9a971147a8bf39a075f92060b9,c5092bb48ca489dd3b857d9ce46cb0fea01f50de1b6ad670095fd710e5412bde,16c8cc7c2044b852b1677373de5fadae39913762443388cf8e36acee4f9ed4c1,7e24fded9f0652b4752d69d35be7a7063746a706c1d5f2b72c3d05f94580e17a,7fc423183b610d01199847fdcb6f066bdad591f00123580109beb0a086fdf14e,bb46b0fa0e5d3d74c837ce89f139232f955e6541d1f4b6ed6c96dc9c13d5fbb6,2165f343c8d325aa724a73dad982383b593a6d754dc5dee76bad764af21c43df,22ba8ebbddd222ec3448c86d6c6052ea7c1f3ecacc30335f073dd731f0cec9e1,c3a235e9890973d3bf77b141283b7342a08e808746fdb98150e9b5568cb83227,a8f5053afdbada45cf8cda917093128d48650e497893a85464bdba31a73920dd,6eacbb586758413c2c8957758cc7834914d7adebf9c08844e06beb8bbaabc5f7,dab9d7d9c373589fe9b27324f0187a67aaab971e66b1ee744a07f8127d5a16e2,2770ae1fb0c4af489e78bf20cf41c059978f3a191819f0266b8c6acfb17eadb2,96a32c37dfae4cd51fb8d66d18d07e94687fd274cf237962c495f0a1dc01dd21,d3cd5fb258323e72d1ab92b3e034e504723a1be52fc57eba418e489d07efd956,bb6fcca408a38d48a5864e826691f2048c996703b963943da30582a9a25d68c3,73a4ea29dce220561aa3986159b10f9d6a195e94d68ef1d06a2d0d0996d79427,25325067bac4a11e229f358cef92b76659adafcdda6fccab821324b6f783c5bd,2b0f7d33eac0cdce336b8e485f92d849327aaad7d72041d14c44f4e3ad7d71fd,26a146d3647046eb4572ac5a31fe63577b7b277e897df26d479b31de6dc0848f,7920d388c7ba8165b7ae39138f9db2c4c73d8ae7209a41aee452b8e6a5f14d90,fd5296b752db02936410d8c117421e56f7687df15b3576ec6c428ea2b1fed296,3c17d3645b05d15580bbc96504601d97e6f439cc4c33c27cb1e53134df4282e3,5eb33710070201993b4385acf925955816ed6e5d6cd5dfc922eddc46e8baabfb,33e036c5cc6a6f3119a24b923b8bae9fcd269dc2dd323c5c80edef901f3b3337,9a32b97404a147d91973e4038cf6613171e77915450723d2a58cb3fcb7deb43e,6b01e4e76e5fc18152711e83c2f093e3e106bc0a9b849a2f0db9daf3fb6a83b8,51e822d7dbfbd19db0839f36c082cfcd2389a3017ff3bc8b86e7b4c94db71d86,d561ed32cf7c6803a10ed5276f486e23b0446e3a244e43143cee177a4df26f40,fa1680ec8039b6ac48f8ca3d82502c46941ea7ba6c069903970fbc9fa8b33886,80ee6f3821c0098150ece8dc2db40b682e6b7c5bd6df16d2962d5af3e48d3ea6,95242717e9d270371138124c0711895bacdc684ed91c4244343fde748c92bf5a,139a914dfa406e752719479ff5649ad4ecf40431f60fca9c78e2a4b38db44695,6099b131818efc93a98c932a2acbe98edc79e54d7812355c53d34fab37461f34,89ccf0587fce3d3d080d9faa35e2f75b9b65404d179660a1dc09eca45bf8d9c9,e21f09021a18966aac55b6d3268825ea956113b3aa018e579e23884ad4c1ffbd,7e0328eb4d290d1c64621c5ddb6db348f35d529e6dc5b49c6f6060d94d8d3ee9,cc60ce86137952b2c256f1e61c84d42ec745e01c0d7fd14b7a0324907163d379,3be58347714e89fdfbf4db69bb3cb2bb83d852b811ec83dff7fa108b717da223,990152961905a684ca07f8c0087defc426eb1cad7106ec96fc41e5fd795de3c5,a039bee701c233f22cbd795fb24e5547d7e4ada2b6d0c67d118adafce3f9e7dd,c2b8ba607272be6379c79f41033da4203f2cdcf287b28ec340084e2bb5da3943,dceba68720bc6d9960eebbdcfff5e517fb4214ec91eae4f50d33f9dbb1b55d26,01d8c857253479f7fb960a210737d82b5ad4469453c86a80ca7709fb4f1656e2,14ff6d3d9aebe951b71411e349513db00e05ab7df95868165bf8a156c01c787b,1995e32325e611f64808f58fbab315db6b8a5365161cd05f95abd72df16dc5b6,fd96c75debc9228c53f00fdac8ee514b055e7dcca0cfabb7f114387b68f64678,628ecdc8978e72bd6adf9434417e48361015fe73f0834f574594a694ee5c7450,ee3c3293f61900b84e0cb0dee436f7701e3aee9f2525c95f1e663f097c1720bf,b00395ed2182e9a40d7a011c948acfdfe4276a5ebb15272553f1c25ec7f17ce8,95bdae3619d82df673e8affa39a887ab7dc02cdff7f8ce35214e2f69e4bfb879,d9763eac85155b39c6590695699499b6aeac075d5733ca04c6b2a0f0e77619d7,b6f6f0748e075a07d8acda931c89d443e62798021aadbe83932d969b6e86170d
"100021","bgm_M06","90","0","0","101010104","0","0","8","96","6","0","100023","6","bgm_M06","2030/12/31 14:59:59","0","101010102","2015/12/17 15:00:00","0","-20","100050","0","101581","0","110010011","0","0","0","11001001","0","0","100022","110010013","0","101281","101011","bgm_M06","bgm_M06","bgm_M06","101010103","11001","0","110010012","211001000","朱諾平原 1-1","110010011","0","0","-500","0","100022","bgm_M06"
"100061","bgm_M06","90","0","0","101010202","0","0","8","120","8","0","100063","8","bgm_M06","2030/12/31 14:59:59","0","101010203","2015/12/17 15:00:00","0","30","100010","0","101551","0","110010021","0","0","0","11001002","0","101010202","100062","110010023","0","101521","101251","bgm_M06","bgm_M06","bgm_M06","101010203","11001","0","110010022","211001000","朱諾平原 1-2","110010021","0","0","-330","0","100062","bgm_M06"
"100067","bgm_M06","90","0","0","101010304","0","0","8","120","8","0","100069","8","bgm_M06","2030/12/31 14:59:59","0","101010303","2015/12/17 15:00:00","0","-100","100010","0","101611","0","110010031","0","0","0","11001003","0","0","100068","110010033","0","101431","101161","bgm_M06","bgm_M06","bgm_M06","101010303","11001","0","110010032","211001000","朱諾平原 1-3","110010031","0","0","-220","0","100068","bgm_M06"
"100111","bgm_M06","90","0","0","101010404","0","0","8","120","8","0","100113","8","bgm_M06","2030/12/31 14:59:59","0","101010402","2015/12/17 15:00:00","0","30","100050","0","101551","0","110010041","0","0","0","11001004","0","0","100112","110010043","0","101371","101101","bgm_M06","bgm_M06","bgm_M06","101010403","11001","0","110010042","211001000","朱諾平原 1-4","110010041","0","0","-135","0","100112","bgm_M06"
"100072","bgm_M06","90","0","0","101010503","0","0","8","120","8","0","100074","8","bgm_M06","2030/12/31 14:59:59","0","101010504","2015/12/17 15:00:00","0","-75","100010","0","101011","0","110010051","0","0","0","11001005","0","101010505","100073","110010053","0","101521","101161","bgm_M06","bgm_M06","bgm_M06","101010504","11001","0","110010052","211001000","朱諾平原 1-5","110010051","0","0","-43","0","100073","bgm_M06"
"100111","bgm_M06","90","0","0","101010606","0","0","8","120","8","0","100113","8","bgm_M06","2030/12/31 14:59:59","0","101010601","2015/12/17 15:00:00","0","-101","100050","0","101401","0","110010061","0","0","0","11001006","0","0","100112","110010063","0","101431","101071","bgm_M06","bgm_M06","bgm_M06","101010605","11001","0","110010062","211001000","朱諾平原 1-6","110010061","0","0","100","0","100112","bgm_M06"
"100111","bgm_M06","90","0","0","101010706","0","0","8","120","8","0","100113","8","bgm_M06","2030/12/31 14:59:59","0","101010705","2015/12/17 15:00:00","0","-48","100050","0","101611","0","110010071","0","0","0","11001007","0","101010704","100112","110010073","0","101251","101191","bgm_M06","bgm_M06","bgm_M06","101010705","11001","0","110010072","211001000","朱諾平原 1-7","110010071","0","0","227","0","100112","bgm_M06"
"100077","bgm_M06","90","0","0","101010805","0","0","8","120","8","0","100079","8","bgm_M06","2030/12/31 14:59:59","0","101010804","2015/12/17 15:00:00","0","70","100010","0","122311","0","110010081","0","0","0","11001008","0","0","100078","110010083","0","101281","101101","bgm_M06","bgm_M06","bgm_M06","101010804","11001","0","110010082","211001000","朱諾平原 1-8","110010081","0","0","188","0","100078","bgm_M06"
"100014","bgm_M06","90","0","0","101010906","0","0","8","120","8","0","100016","8","bgm_M06","2030/12/31 14:59:59","0","101010902","2015/12/17 15:00:00","0","25","100020","0","122371","0","110010091","0","0","0","11001009","0","101010904","100015","110010093","0","101551","101131","bgm_M06","bgm_M06","bgm_M06","101010905","11001","0","110010092","211001000","朱諾平原 1-9","110010091","0","0","360","0","100015","bgm_M06"
"100357","bgm_M17","90","0","0","101011001","9001106","0","8","120","8","0","100359","8","bgm_M63","2030/12/31 14:59:59","0","0","2015/12/17 15:00:00","9001105","-120","100020","0","102611","0","110010101","0","0","0","11001010","0","0","100358","110010103","0","101401","101011","bgm_M17_02","bgm_M17","bgm_M17_02","0","11001","0","110010102","211001000","朱諾平原 1-10","110010101","0","0","455","0","100358","bgm_M63"
"100031","bgm_M06","90","0","0","101020105","0","0","8","130","8","0","100033","8","bgm_M06","2030/12/31 14:59:59","0","101020106","2015/12/17 15:00:00","0","-200","100010","0","101011","0","110020011","0","0","0","11002001","0","0","100032","110020013","0","101191","102011","bgm_M06","bgm_M06","bgm_M06","101020101","11002","0","110020012","211001000","帕拉斯高原 2-1","110020011","0","0","-470","0","100032","bgm_M06"
