cbe5354815ff5a9aa74fba4bcd000733c6c711f1b2bd6f53f2a7e99c7272de61,e2bf7bc870529d4d37baea3ed278c3fd49782119d97ffff8375b9839d6476115,18992698059535a50233c2341a41398bb588657d54aaec9a9a72ecc36486b0f3,aa66f3e6835fa9cca64b7d80d9b99277206921c42ce05f10de571847ff2e483f,1a9af1e0e275fe0776857d5ad7f34706ac4b014fdd7fb7f9299470aedf729f85,31e29f48fd19c915e42d2a1ce6e23de8d6c89fdf5f95b931170e3420aff76048,b84a716799817cd525a1bbaadc1be7d8addc5872ef5ce56bee43697f8370bbfd,50580523ad22421986e18f99d6f9af03d8583847092ceb068548a29b0d0091bf,cbc2d0bf37a111005976a0d38656c1e7e1e17cc2b0d2a1cac10a21587e8caac8,801a6edf539324be6938c5c4f6ecb880ed4f954415756e9d1b437f384d5e57ef,f23d325ecd59fc554f50f180fe4dcae0322fad9f3fe2c57b33ee1e9b7ee3a201,2f6a98845817265f0ca6710372a1ae1f28dd76bcc52914bdb4bccc57bcf963eb,96a9aa2e6c4f5706e918b23bf70bbc05b81fc2daac60e181bca46c436e370caf,2a39ebb21bc9434937590133e0ed052a7e08b9e3b4c40ede7db1cc43fc538fe0,1614f92b4b46fcea2b74fa09e490480c798ba315f83ba9cc8bbdff877a3f97e9,9b17e209a21e49cd5f90bf5d21bd811970b195e5b15f596493485e33ba5203ed,11347a95b5f356207aef3ae1ca98584b569dcf411ee14e5326d50332a1948a45,5bed1e9cfe047b63b07ecd4e4de5181a0386894e1c69fabd163959be5726ff0c,061ea75640330052b49c26f8facf7b3858ad178f622ffb863803d9c06abbac48,920a70233ff74f67b5ea30a25043865751e13b30806216ce1f38aff499a70579,564cbde5e12de517b7ef1e8446df234ec76c26ce1bfc708058a2e3998b149c42,95c1af5bf5f2fc01e5ba04ddf6e2f4de6681afe3f8eed3f30743522a278784ae,8d8b36be59d79ab6d5f2e6b3f463aaaa153b681d65e8514c232b68ef6c785897,8b9045220faf11a788da682dab5671a28d5bb680d31c8bbe3349c5016e7a7271,8ef26f934854b8ac0e05c48892a5fac84082f4c23df4e91726b3cd8fd1fbf54a,134aca6c825e2bb9b4d71ef2e7da546a2f43c50326e367740abb03be176414dd,159b25b3e02eaf21d6cd0dc36cb2ea67c8ab49035dd33d889fb4520758caff85,7a47f9ec25af3142a87d38362c3801f27077f8bd074d46bae997a25dc2301865,809184dda5c5c4acb97ee0261831b488ee456732071ba1045ab9dce8086564bc,68d9cfca7d5c5bd868df0aed34686d63b0f99e80c9f204a382776d337572915d,af5ef82e7f84c5463f8368365d3898b5ec01e133b9cc2cc2ea648e502fe60944,88007b79e4c15c22137e4241c9143aa650431f99d8d7fc5ed7e51c79fc48f86b,34ea75555309f79a3f3fc6464d861d568afbb105b44f6e562a657696170e3bd6,f6e50750171c9d4610b26285bf18045c66176ffb5108f51413f9c6dc9b310156,01f963f313b6683f3756fb8e950dc7767c2bf43b3b5b660d356a692ee727d82e,1f062ffc398956f86e8adf2523014bbb3808d9302b2cbea307ab239f12f5b748,e8fb7bfaae743d00869e0c138aeede1e36342a43f5b9eff55168400e16ea3da1,4e38f869433aa3fa878ecded6569137339221b0efd42f4179d40ca0df04730b0,a583cf6baf0435049a0ed191e5756a239030d18361ec57bc9bc185276e938770,5064e8d3075d42bf3b199ef7b2f861c4da5fb5cc623809135896341d5eda64ac,a8ff5e3d167a80c145ac1a6194dd453adf951669709bb26dcbc3a711cd36900f,a9ff74366f7c1e803fa82a12b24b333bfa09f40e8b182fafc08cb31fbd0a34f8,dff647ca5732f4251c033857a01f3ad815c2e7091854eecbb96ab922f5fca5a0,a6cdab0b6479082817f74248d48603a5efe32faa6a5ad0893ecc82e7f31747aa
"401010051","10010102","1.1","0","10010101","0","0","1.1","10010105","401010021","0","0","401010041","0","10010103","1","0","0","0","401010031","10010104","100000","401010011","0","1","1","1001104","1","1001103","710011","1","1001","1","0","0","1001105","1","1","0","1001102","1","0.03","1001101","1.2"
"401010051","10010102","1.7","0","10010101","0","0","1.5","10010105","401010021","0","0","401010041","0","10010103","2","0","0","0","401010031","10010104","100000","401010011","0","1","1.2","1001109","1","1001108","710011","-1","1001","2","0","0","1001110","2","1.2","0","1001107","1","0.06","1001106","2"
"401020051","10020102","1.1","0","10020101","0","0","1.1","10020105","401020021","0","0","401020041","0","10020103","1","0","0","0","401020031","10020104","100000","401020011","0","1","1","1002104","1","1002103","710021","1","1002","1","0","0","1002105","3","1","0","1002102","1","0.03","1002101","1.2"
"401020101","10020102","1.7","0","10020101","0","0","1.5","10020105","401020071","0","0","401020091","0","10020103","2","0","0","0","401020081","10020104","100000","401020061","0","1","1.2","1002109","1","1002108","710021","-1","1002","2","0","0","1002110","4","1.2","0","1002107","1","0.06","1002106","2"
"401030051","10030102","1.1","0","10030101","0","0","1.1","10030105","401030021","0","0","401030041","0","10030103","1","0","0","0","401030031","10030104","100000","401030011","0","1","1","1003104","1","1003103","710031","1","1003","1","0","0","1003105","5","1","0","1003102","1","0.03","1003101","1.2"
"401030101","10030102","1.7","0","10030101","0","0","1.5","10030105","401030071","0","0","401030091","0","10030103","2","0","0","0","401030081","10030104","100000","401030061","0","1","1.2","1003109","1","1003108","710031","-1","1003","2","0","0","1003110","6","1.2","0","1003107","1","0.06","1003106","2"
"401040051","10040102","1.1","0","10040101","0","0","1.1","10040105","401040021","0","0","401040041","0","10040103","1","0","0","0","401040031","10040104","100000","401040011","0","1","1","1004104","1","1004103","710041","1","1004","1","0","0","1004105","7","1","0","1004102","1","0.03","1004101","1.2"
"401040101","10040102","1.7","0","10040101","0","0","1.5","10040105","401040071","0","0","401040091","0","10040103","2","0","0","0","401040081","10040104","100000","401040061","0","1","1.2","1004109","1","1004108","710041","-1","1004","2","0","0","1004110","8","1.2","0","1004107","1","0.06","1004106","2"
"401040151","10050102","1.1","0","10050101","0","0","1.1","10050105","401040121","0","0","401040141","0","10050103","1","0","0","0","401040131","10050104","100000","401040111","0","1","1","1004104","1","1004103","710051","1","1005","1","0","0","1004105","9","1","0","1004102","1","0.03","1004101","1.2"
"401040201","10050102","1.7","0","10050101","0","0","1.5","10050105","401040171","0","0","401040191","0","10050103","2","0","0","0","401040181","10050104","100000","401040161","0","1","1.2","1004109","1","1004108","710051","-1","1005","2","0","0","1004110","10","1.2","0","1004107","1","0.06","1004106","2"
"401040251","10060102","1.3","0","10060101","0","0","1.3","10060105","401040221","0","0","401040241","0","10060103","1","0","0","0","401040231","10060104","100000","401040211","0","1","1","1004104","1","1004103","710061","1","1006","1","0","0","1004105","11","1","0","1004102","1","0.03","1004101","1.5"
"401040301","10060102","1.8","0","10060101","0","0","1.8","10060105","401040271","0","0","401040291","0","10060103","2","0","0","0","401040281","10060104","100000","401040261","0","1","1.3","1004109","1","1004108","710061","-1","1006","2","0","0","1004110","12","1.3","0","1004107","1","0.06","1004106","2"
"401040351","10070102","1.3","0","10070101","0","0","1.3","10070105","401040321","0","0","401040341","0","10070103","1","0","0","0","401040331","10070104","100000","401040311","0","1","1","1004104","1","1004103","710071","1","1007","1","0","0","1004105","13","1","0","1004102","1","0.03","1004101","1.5"
"401040401","10070102","1.8","0","10070101","0","0","1.8","10070105","401040371","0","0","401040391","0","10070103","2","0","0","0","401040381","10070104","100000","401040361","0","1","1.3","1004109","1","1004108","710071","-1","1007","2","0","0","1004110","14","1.3","0","1004107","1","0.06","1004106","2"
