f6e50750171c9d4610b26285bf18045c66176ffb5108f51413f9c6dc9b310156,4e38f869433aa3fa878ecded6569137339221b0efd42f4179d40ca0df04730b0,01f963f313b6683f3756fb8e950dc7767c2bf43b3b5b660d356a692ee727d82e,e8fb7bfaae743d00869e0c138aeede1e36342a43f5b9eff55168400e16ea3da1,1614f92b4b46fcea2b74fa09e490480c798ba315f83ba9cc8bbdff877a3f97e9,5bed1e9cfe047b63b07ecd4e4de5181a0386894e1c69fabd163959be5726ff0c,34ea75555309f79a3f3fc6464d861d568afbb105b44f6e562a657696170e3bd6,e2bf7bc870529d4d37baea3ed278c3fd49782119d97ffff8375b9839d6476115,a6cdab0b6479082817f74248d48603a5efe32faa6a5ad0893ecc82e7f31747aa,1a9af1e0e275fe0776857d5ad7f34706ac4b014fdd7fb7f9299470aedf729f85,96a9aa2e6c4f5706e918b23bf70bbc05b81fc2daac60e181bca46c436e370caf,2f6a98845817265f0ca6710372a1ae1f28dd76bcc52914bdb4bccc57bcf963eb,68d9cfca7d5c5bd868df0aed34686d63b0f99e80c9f204a382776d337572915d,801a6edf539324be6938c5c4f6ecb880ed4f954415756e9d1b437f384d5e57ef,a8ff5e3d167a80c145ac1a6194dd453adf951669709bb26dcbc3a711cd36900f,b84a716799817cd525a1bbaadc1be7d8addc5872ef5ce56bee43697f8370bbfd,134aca6c825e2bb9b4d71ef2e7da546a2f43c50326e367740abb03be176414dd,11347a95b5f356207aef3ae1ca98584b569dcf411ee14e5326d50332a1948a45,920a70233ff74f67b5ea30a25043865751e13b30806216ce1f38aff499a70579,88007b79e4c15c22137e4241c9143aa650431f99d8d7fc5ed7e51c79fc48f86b,cbe5354815ff5a9aa74fba4bcd000733c6c711f1b2bd6f53f2a7e99c7272de61,50580523ad22421986e18f99d6f9af03d8583847092ceb068548a29b0d0091bf,9b17e209a21e49cd5f90bf5d21bd811970b195e5b15f596493485e33ba5203ed,18992698059535a50233c2341a41398bb588657d54aaec9a9a72ecc36486b0f3,061ea75640330052b49c26f8facf7b3858ad178f622ffb863803d9c06abbac48,cbc2d0bf37a111005976a0d38656c1e7e1e17cc2b0d2a1cac10a21587e8caac8,31e29f48fd19c915e42d2a1ce6e23de8d6c89fdf5f95b931170e3420aff76048,f23d325ecd59fc554f50f180fe4dcae0322fad9f3fe2c57b33ee1e9b7ee3a201,809184dda5c5c4acb97ee0261831b488ee456732071ba1045ab9dce8086564bc,5064e8d3075d42bf3b199ef7b2f861c4da5fb5cc623809135896341d5eda64ac,aa66f3e6835fa9cca64b7d80d9b99277206921c42ce05f10de571847ff2e483f,564cbde5e12de517b7ef1e8446df234ec76c26ce1bfc708058a2e3998b149c42,2a39ebb21bc9434937590133e0ed052a7e08b9e3b4c40ede7db1cc43fc538fe0,af5ef82e7f84c5463f8368365d3898b5ec01e133b9cc2cc2ea648e502fe60944,159b25b3e02eaf21d6cd0dc36cb2ea67c8ab49035dd33d889fb4520758caff85,1f062ffc398956f86e8adf2523014bbb3808d9302b2cbea307ab239f12f5b748,a9ff74366f7c1e803fa82a12b24b333bfa09f40e8b182fafc08cb31fbd0a34f8,8b9045220faf11a788da682dab5671a28d5bb680d31c8bbe3349c5016e7a7271,7a47f9ec25af3142a87d38362c3801f27077f8bd074d46bae997a25dc2301865,8d8b36be59d79ab6d5f2e6b3f463aaaa153b681d65e8514c232b68ef6c785897,a583cf6baf0435049a0ed191e5756a239030d18361ec57bc9bc185276e938770,95c1af5bf5f2fc01e5ba04ddf6e2f4de6681afe3f8eed3f30743522a278784ae,8ef26f934854b8ac0e05c48892a5fac84082f4c23df4e91726b3cd8fd1fbf54a,dff647ca5732f4251c033857a01f3ad815c2e7091854eecbb96ab922f5fca5a0
"0","1","0","1","10010103","0","1","10010102","1.2","10010101","401010041","0","710011","401010021","1","0","1","0","401010031","1001","401010051","1.1","1","1.1","0","10010105","0","0","1001103","1001102","0","10010104","0","1","1001104","1001105","0.03","0","1","401010011","0","100000","1","1001101"
"0","1.2","0","2","10010103","0","2","10010102","2","10010101","401010041","0","710011","401010021","1","0","1.2","0","401010031","1001","401010051","1.5","2","1.7","0","10010105","0","0","1001108","1001107","0","10010104","0","-1","1001109","1001110","0.06","0","1","401010011","0","100000","1","1001106"
"0","1","0","3","10020103","0","1","10020102","1.2","10020101","401020041","0","710021","401020021","1","0","1","0","401020031","1002","401020051","1.1","1","1.1","0","10020105","0","0","1002103","1002102","0","10020104","0","1","1002104","1002105","0.03","0","1","401020011","0","100000","1","1002101"
"0","1.2","0","4","10020103","0","2","10020102","2","10020101","401020091","0","710021","401020071","1","0","1.2","0","401020081","1002","401020101","1.5","2","1.7","0","10020105","0","0","1002108","1002107","0","10020104","0","-1","1002109","1002110","0.06","0","1","401020061","0","100000","1","1002106"
"0","1","0","5","10030103","0","1","10030102","1.2","10030101","401030041","0","710031","401030021","1","0","1","0","401030031","1003","401030051","1.1","1","1.1","0","10030105","0","0","1003103","1003102","0","10030104","0","1","1003104","1003105","0.03","0","1","401030011","0","100000","1","1003101"
"0","1.2","0","6","10030103","0","2","10030102","2","10030101","401030091","0","710031","401030071","1","0","1.2","0","401030081","1003","401030101","1.5","2","1.7","0","10030105","0","0","1003108","1003107","0","10030104","0","-1","1003109","1003110","0.06","0","1","401030061","0","100000","1","1003106"
"0","1","0","7","10040103","0","1","10040102","1.2","10040101","401040041","0","710041","401040021","1","0","1","0","401040031","1004","401040051","1.1","1","1.1","0","10040105","0","0","1004103","1004102","0","10040104","0","1","1004104","1004105","0.03","0","1","401040011","0","100000","1","1004101"
"0","1.2","0","8","10040103","0","2","10040102","2","10040101","401040091","0","710041","401040071","1","0","1.2","0","401040081","1004","401040101","1.5","2","1.7","0","10040105","0","0","1004108","1004107","0","10040104","0","-1","1004109","1004110","0.06","0","1","401040061","0","100000","1","1004106"
"0","1","0","9","10050103","0","1","10050102","1.2","10050101","401040141","0","710051","401040121","1","0","1","0","401040131","1005","401040151","1.1","1","1.1","0","10050105","0","0","1004103","1004102","0","10050104","0","1","1004104","1004105","0.03","0","1","401040111","0","100000","1","1004101"
"0","1.2","0","10","10050103","0","2","10050102","2","10050101","401040191","0","710051","401040171","1","0","1.2","0","401040181","1005","401040201","1.5","2","1.7","0","10050105","0","0","1004108","1004107","0","10050104","0","-1","1004109","1004110","0.06","0","1","401040161","0","100000","1","1004106"
"0","1","0","11","10060103","0","1","10060102","1.5","10060101","401040241","0","710061","401040221","1","0","1","0","401040231","1006","401040251","1.3","1","1.3","0","10060105","0","0","1004103","1004102","0","10060104","0","1","1004104","1004105","0.03","0","1","401040211","0","100000","1","1004101"
"0","1.3","0","12","10060103","0","2","10060102","2","10060101","401040291","0","710061","401040271","1","0","1.3","0","401040281","1006","401040301","1.8","2","1.8","0","10060105","0","0","1004108","1004107","0","10060104","0","-1","1004109","1004110","0.06","0","1","401040261","0","100000","1","1004106"
"0","1","0","13","10070103","0","1","10070102","1.5","10070101","401040341","0","710071","401040321","1","0","1","0","401040331","1007","401040351","1.3","1","1.3","0","10070105","0","0","1004103","1004102","0","10070104","0","1","1004104","1004105","0.03","0","1","401040311","0","100000","1","1004101"
"0","1.3","0","14","10070103","0","2","10070102","2","10070101","401040391","0","710071","401040371","1","0","1.3","0","401040381","1007","401040401","1.8","2","1.8","0","10070105","0","0","1004108","1004107","0","10070104","0","-1","1004109","1004110","0.06","0","1","401040361","0","100000","1","1004106"
