b5a6b0440c7200c3119fea64b372293f838d1547d17346443fac18aa73fa2557,ba77933fe151f5a4a01515a7ea2ffcb52d846246ead3b1bca1a97fc1c780e699,0d730b2318e9f0fd9804d1c4e28c8960528961c21bca94f4d368fe47a4cd636d,962b9757216fe6e1fa9c452c5fbab1307514f94e67ec0d5dd26191881ca1dd03,d028e778131a79909ec5bb563dbd8c59e676fe1a87e85dbcbcc5f835d1078c58,dbd94f88e99969a5015fd87d46aafeccf3470ee9d431ef73a0743a53699df6c5,23bd0bfa7effce3a37e4397455479c8e00078cd4750b768cd918a6321c0e91dc,f8dd9ad32ba0f8c6c04f148c751bb2d6c75d6214e07d2fb10645b59f4601a9c5,d518c13690ca929de59dd0d66432c68cc9323d37d11f3363b1fa737e9546bd6d,71a31ba2723d51fdbdc2a4ce1605f134610ce417e62cd2255d9072b2154591e4,8ebf998c12a42cc032245daad14fd1ee35d99a3de19b9b38037009699318a8fa,3917eb1ceb1fc423a7502d6fbf8663672a5c2ccff4b4aeecf9736d456d78102c,2c14f521adac3e86805fe7f29ddb640025d05a1f41dd19219ba39a10776d7742,804970fb1959c5def78ab6ddc7b7f979eca7aac39eeb1e2187945d5eb2541b2d,ffb8302f8df1f151ebe86d6ad46d7350be55dcdac924a31747eb5a5e03a80439,62d2a4e85bbdda189403f0b2d15ff65768b3ca82a2656cfe12ad655624780898,b4c2f0b5e1808d9199bec92ce38636c5432e4cabe8c914e33d7e27ede0b96263,08b73898571f0b42d60041577352043807aa8df181b5fe344990bf8bafb32b34,d745b6e5a10afee37cfe38b58f7925de8a6684706f5ca1f6281603d8725d6beb
"0","0","0","2","0","0","0","0","0","0","5000","10000","1","12","94002","幫忙靜流時獲得 10000pt","0","0","0"
"0","0","0","2","0","0","0","0","0","0","10000","20000","2","12","94002","幫忙靜流時獲得 20000pt","0","0","0"
"0","0","2","2","5","0","0","0","23001","0","50","30000","3","8","91002","幫忙靜流時獲得 30000pt","0","0","0"
"0","0","0","1","0","0","0","0","0","0","5000","10000","4","12","94002","幫忙惠理子時獲得 10000pt","0","0","0"
"0","0","0","1","0","0","0","0","0","0","10000","20000","5","12","94002","幫忙惠理子時獲得 20000pt","0","0","0"
"0","0","2","1","5","0","0","0","23001","0","50","30000","6","8","91002","幫忙惠理子時獲得 30000pt","0","0","0"
"0","0","0","0","0","0","0","0","0","0","15000","70000","7","12","94002","幫忙兩人合計獲得 70000pt","0","0","0"
"0","0","0","0","0","0","0","0","0","0","20000","80000","8","12","94002","幫忙兩人合計獲得 80000pt","0","0","0"
"0","0","0","0","0","0","0","0","0","0","25000","90000","9","12","94002","幫忙兩人合計獲得 90000pt","0","0","0"
"0","0","0","0","0","0","0","0","0","0","30000","100000","10","12","94002","幫忙兩人合計獲得 100000pt","0","0","0"
"0","0","0","0","0","0","0","0","0","0","35000","110000","11","12","94002","幫忙兩人合計獲得 110000pt","0","0","0"
"0","0","0","0","0","0","0","0","0","0","40000","120000","12","12","94002","幫忙兩人合計獲得 120000pt","0","0","0"
"0","0","0","0","0","0","0","0","0","0","45000","130000","13","12","94002","幫忙兩人合計獲得 130000pt","0","0","0"
"0","0","0","0","0","0","0","0","0","0","50000","150000","14","12","94002","幫忙兩人合計獲得 150000pt","0","0","0"
"23001","0","8","0","150","0","0","0","91002","0","1","200000","15","7","1113","幫忙兩人合計獲得 200000pt","10","2","0"
