5365c3458ec4a3587213f46dfbbc927be3f048fb69488f0fb9cfd5644d121ecb,7ede28b8c80e8aa50b75b2d4bea023e40f6e646db4b315b910daadfc5eca71eb,3bcb74486ef9ef18bf03569da65a9bc9c3f64e6a3fc7a1d18b194b5e3ef1cd81,7e2ea44eaad2b99003fba5b79dd605206350cefaa248eb1e6a4ef3debd6b1a50,86ae9cb2fe1edf6fbfcc844c10d2cc8d502da30f91928b38d7e7be9e0080954e,61b9145987fa292b4cb3689b7e421250de5e3f400b9d875a63359928eff84c13,bd21125700590fd007dacf0fc9c9dd879f8d021131cfb406668bf18a9522fe0e,d0ab4b2feccc904d7b1a02cbb3fa0b6c9438f59e325ff9edee72e322d5a3710c,f1ac5cb3030bcf2f2ca3aa3fcff6958add60a436aad8bfd2febcfa8febed42ec,f617a4017a3ef89a49298fff6c7276cb0e26bafbb26f69fd9c4931acdd1fa5f2,9dd8f5eb70e7612150f3d7744af39d44164212cee0b65086cecfb727d607d114,1a9bdeef8421981c6ddb29653f3729625570f453e66e6056b42ebc045f5d3a0c,7bbbbfcd8515ab1912c3c72d4796d10d6496ec5e03799bf34cd30cc8b1d7ee14,454e5db65decee9728a516238a49dd4a35e4ffb76e36835bd90c5f98bc8c90be,4b72bbcce92a09f11454b1107855e85db693a4c910ee12f94f03a4e023389fc3,492b4951515b3a20b81c81970969b102fb85f76b1c3d71f62baf64f6edf13ea6,bcc29055589dc716e8d10ccc67538a316a11bd67a100cef772914662d463f714,2db929d121b7fdb0f81b50cd3a1c9bfc072146df7b0e48271b79e778b1955385,8987da87bec3e1ab736be101d0daf0dd7610bff8988bcd47fd2130e1e8bdfcd1,96ceb0cd58c56416d98027d74e603f7f14834131ca54807383269617d850d114,2bfbb2cd4850ee84ea550fa9f5728e56a12082753a109f5622b11a9d6aa6df63,d920f6512f6257d4daf783babfbd3724a29191cb27b4d8e7067fc0b303b53f11,7437b058f65f20c672f7ae63bfd38b3dd77816890250a8e213744d089d9be30f,f65971674ea342bcf62e7ceb8e62c669409e359a531e04e7719d055aae2cf2b9,a5783320b7d42c653849f5ffd3e8a4cb037d39cac45d2ef632556d16a47986de,89a60683c31bb30e869094622210b59a31c83396bd7a68adc699f493bff46961,340b5f91a51703bacb4731a4c094724331ee679ab77dac624aeaf838dd9c36a3,f27c4cffca2e49d2a4da7c375b8e3eda63a3702323c023e8e03932f31f2df592,0173e9747da665bef72e08c94ddaccb86e17262bb97ee229a6613f3ba5af1d51,fe8ebcde4756733fbf093e262c03be6b115b70e2215f0729e3eec3a5feecc92a,34412f69bc74fe518f64f2eae5bc055762aedb90df59ca23504aa1d585f3bb94,b8e6f48ac09b8071a9077bc9236ade434ffa3c10bcf12a99d0bd7ccc7bd79794,059a31d18f23124cf69185ab663c3e71b901a8dd79373402ff904f259ce5e145,ca50335debe3fc13b2dac4bc6653d9ab8ef4a9705fcec0d1ca8558039fddb708,42eba484f03cb1fa5e4a6b2e07f50fe7391fcd1911c905be6b8acd4be0d643fb,bf2d5fcb65eda360f6ce4a194bc7aeeae7ad0e99e2b0fd20dd2fb997017c8911,87e056baf2bc5058541575450ac1bb52c2908bfbe6293b861332e556586d1d02,68f75cf48e2a1f368d273acd29b9489209bcdcf10064a0524f677a0965342715,db2422e66c5b8565745fae82af29d33614d3a9b307637ac453f7ea05847b7d28
"0","1","0","0","0","0","0","0","0","0","10000","2.28","0.3","0","0","0.25","0","100101","41.77","376","2.73","0","0","0","0","15","0","5.67","0","0","20","0","0","0","0","51.04","0","31001","0"
"0","2","0","0","0","0","0","0","0","0","20000","2.73","0.45","0","0","0.37","0","100101","62.65","451.2","3.27","0","0","0","0","30","0","8.5","0","0","20","0","0","0","0","61.24","0","31001","0"
"0","3","0","0","0","0","0","0","0","0","30000","3.19","0.6","0","0","0.5","0","100101","83.54","526.4","3.82","0","0","0","0","100","0","11.34","0","0","20","0","0","0","0","71.45","0","31001","0"
"0","4","0","0","0","0","0","0","0","0","40000","3.64","0.75","0","0","0.62","0","100101","104.5","601.6","4.36","0","0","0","0","120","0","14.17","0","0","20","0","0","0","0","81.66","0","31001","0"
"0","5","0","0","0","0","0","0","0","0","50000","4.1","0.9","0","0","0.75","0","100101","125.4","676.8","4.91","0","0","0","0","150","0","17.01","0","0","20","0","0","0","0","91.87","0","31001","0"
"0","6","0","0","0","0","0","0","0","0","0","4.79","1.2","0","10","1","0","100101","167.1","789.5","5.73","0","0","0","0","0","0","22.68","0","0","120","0","0","0","0","1847.2","0","31001","2"
"0","1","0","0","0","0","0","0","0","0","10000","1.94","0.25","0","0","0.22","42.15","100201","36.75","330.8","2.28","0","0","0","0","15","0","0","0","0","0","0","4.68","0","0","0","0","31002","0"
"0","2","0","0","0","0","0","0","0","0","20000","2.32","0.37","0","0","0.33","50.58","100201","55.12","396.9","2.73","0","0","0","0","30","0","0","0","0","0","0","7.02","0","0","0","0","31002","0"
"0","3","0","0","0","0","0","0","0","0","30000","2.71","0.5","0","0","0.44","59.01","100201","73.5","463","3.19","0","0","0","0","100","0","0","0","0","0","0","9.36","0","0","0","0","31002","0"
"0","4","0","0","0","0","0","0","0","0","40000","3.1","0.62","0","0","0.55","67.44","100201","91.87","529.2","3.64","0","0","0","0","120","0","0","0","0","0","0","11.7","0","0","0","0","31002","0"
"0","5","0","0","0","0","0","0","0","0","50000","3.49","0.75","0","0","0.66","75.87","100201","110.3","595.3","4.1","0","0","0","0","150","0","0","0","0","0","0","14.04","0","0","0","0","31002","0"
"0","6","0","0","0","0","0","0","0","0","0","34.07","1","0","0","0.88","548.6","100201","147","694.5","4.79","30","0","0","0","0","0","0","0","0","0","0","18.72","0","0","0","0","31002","0"
"0","1","0","0","0","0","0","0","0","0","10000","2.51","0.3","0","0","0.28","0","100301","40.62","365.6","2.73","0","0","0","0","15","0","5.67","0","0","15","0","0","0","0","51.04","0","31003","0"
"0","2","0","0","0","0","0","0","0","0","20000","3.01","0.45","0","0","0.42","0","100301","60.93","438.7","3.27","0","0","0","0","30","0","8.5","0","0","15","0","0","0","0","61.24","0","31003","0"
"0","3","0","0","0","0","0","0","0","0","30000","3.51","0.6","0","0","0.56","0","100301","81.24","511.9","3.82","0","0","0","0","100","0","11.34","0","0","15","0","0","0","0","71.45","0","31003","0"
"0","4","0","0","0","0","0","0","0","0","40000","4.01","0.75","0","0","0.7","0","100301","101.6","585","4.36","0","0","0","0","120","0","14.17","0","0","15","0","0","0","0","81.66","0","31003","0"
"0","5","0","0","0","0","0","0","0","0","50000","4.51","0.9","0","0","0.84","0","100301","121.9","658.1","4.91","0","0","0","0","150","0","17.01","0","0","15","0","0","0","0","91.87","0","31003","0"
