11dd8e1bdf8f470d215530ec7f41a16fb705b6bd824fd47424b5144773bee441,050f86c9151bbee4cc87d96249722138bd99ebe658b82ad36ede51eae1afa612,5c70c51f28ac472036b02e518f4e1b680cfaef9554f396cf1b310bc5e6d5ae80,320b5b551fca9cc1a74d7a0aa6667e54441fda297771d6ebb90f2c7d7fc4b611,6657dc3d240617fd6f05cf32bc45ed353f3ca98837639e5f3841c0e7f5cb8634,30d23b116b0b467f67a60d57862ff1128675b296fe19d13a1e313156b4419080,308cacabc6197839cc2f64a5264ad78f90522853d4d6a1ece17be016af6dfd78,f22043b1280ffe58f7f00cf54eeaa0a4b61490f3566926cd7280f63491aa2eaf,f71f2b305cbe8aa25cd91c523eeeb243b9cbe78fabf8d2079604d09674d9bad7,3a4d39070a8b0e25c62893f3e6315443f4983d9058ec92e16c1a211681fec7f6,f306d94d9e01b271319562a7eb34c4d242a11f6aa62f28990302ed8201971810,1525a493df10ffe7a05fb307ac99e4d48d7706edf1299ce68c48e3b76338bf99,32fc5925eb4fb678ade76475b0c88b1fac76a4fab4a58716e3b9c051cf53f2e5,76eadd53bbc231ec143396d9005ae977decae999015279dae4467cf07db6738f,21cac5f70e86c8f82ebbb7eb70cf0a6e7c2c6de56f91ef5e834a9cad6df23112,e7e2d002df5549aadb40836bbc0d1c158a665c1e71f003ee2c52b1620c2cedda
"101281","0","0","0","101011","0","0","0","1","1","4","0","0","0","110010011","4"
"101521","0","0","0","101251","0","0","0","1","1","4","0","0","0","110010021","4"
"101431","0","0","0","101161","0","0","0","1","1","4","0","0","0","110010031","4"
"101551","0","0","0","101371","0","0","0","1","1","4","0","0","0","110010041","4"
"101611","0","0","0","101161","0","0","0","1","1","4","0","0","0","110010051","4"
"101401","0","0","0","101071","0","0","0","1","1","4","0","0","0","110010061","4"
"101581","0","0","0","101251","0","0","0","1","1","4","0","0","0","110010071","4"
"101611","0","0","0","101281","0","0","0","1","1","4","0","0","0","110010081","4"
"101551","0","0","0","101131","0","0","0","1","1","4","0","0","0","110010091","4"
"101611","0","0","0","101011","0","0","0","1","1","4","0","0","0","110010101","4"
"101011","0","0","0","101191","0","0","0","1","1","4","0","0","0","110020011","4"
"101371","0","0","0","101251","0","0","0","1","1","4","0","0","0","110020021","4"
"101551","0","0","0","101401","0","0","0","1","1","4","0","0","0","110020031","4"
"101611","0","0","0","101521","0","0","0","1","1","4","0","0","0","110020041","4"
"101581","0","0","0","101281","0","0","0","1","1","4","0","0","0","110020051","4"
"101611","0","0","0","101251","0","0","0","1","1","4","0","0","0","110020061","4"
"101431","0","0","0","101071","0","0","0","1","1","4","0","0","0","110020071","4"
"101581","0","0","0","101131","0","0","0","1","1","4","0","0","0","110020081","4"
