460bdf7290556304a55f37f063db598c458daf514381c7e6e09b41469e00a789,7f779c8c1dde1aebd63d811df0f80f7dc764f620c96d8f9fc5ba08e5a1089e63,12ded4b40f6daf434c0416d846463c458755880b10376a9af633dfa26f871aae,2940c93169eb8c12abeddf4ee870e21374bed3682f776f9846550635079f0d63,2fe6d7d2a7a65cfe99ba41fc11b210b79a92fb79e520127160e26a8b9a075218,f65c5634cfa64925a075e89cd1b97e07804b086352cf415e0c5c140415cd5fb6,83715ba7d971199be1e0496b150d2d9315a87b2a6b027059e1605038bf3f1d79,bf7cfb85ba0e55f88b18bd1555825fbc6a6b2daed5d5436c6c6de3e51410a918,668417aa30f93a95ce7bc5b1cf5b0d5ffa8a9a0241b3f9b5e5b7fc175f9ca48b,f686e75c540e5a819b8f5a954a27c8f2eb398f74fb50eaa3c2d698f8869e0a95,c936a1c2c5b9e104ab1a4edb36041f044e9debe1d322e39c101ec13e6cbbb91c,1657ee926513f0564bdb43754d129c8157f8ab722bd24e5fd44040563e79639f,239dd302f023267d62a2245132f30bad15bf423dfef941a6ae6c75b2ba60a60b,b047ad46ffed557b77c7e3059d80350ee0ffa2d17eb22b00e44bca36b8009b8e,c8f7033667820174841d5b210ae3d1744df41becf9b23c7e0920e005e02e59b0,d4a660ff05510013289ef015ef16afc857e37c27cb82b9a7452e1630639f856f,393dbcbbd654716f87800fe7f3f573cdaf4a2e4820cbabba364216811696a05f,4799512eea7d74aa4195de0e0c09a379160cc381bceadb5f9fba02cd1d1a1b61,026d469bfc4b0ad943c67e7ba3ee7643cf09877d9869a82f90081adf945768d9,f998913d05e7f6131b58510f7af9a7de7ee8fb7622be5459680b884422a7786a,45cc6b7f57a01ac8ea7f0f4ca806d1a61426e644f676c582757e7ea3485bc532,9169e75dea24657a1cc07788f8236e083b420aa846cabf42f5ae10617cc885e8,53cbccf8c1cfb0a872852ae2bd467093f1c7cd2611d8f352e913e2b48a02d513,ff9730d0172caf3b4b38f5bfc29dda7ffa49e4a63a866eb9a8f606a62b2c18ec,83f5059aed0ab1ac8b4ef7f60fbd9937095b5594467f2f1fc3406326520aedb1,b5352a547002dd4335d6e3be321581819c542879e1a102703edac0b4962b8aec,10366ad55c43e774e2b07393634b35f5e06e5918ca926e1c439f981e80ff1e2a,027585e687af554b6ee3c208a9d91f17e22fed1275492ab76247a7483184be25,2284415991b8b2bf117e0871e7051d4416cb5dd822dd0e031c4f64c37d696ea7,b6c107077db6ce6664ff8ca6fa58969b36b81f63d45aea76cc2fa9880272b520,25b0e1be246812b78a2086a8b9c3cc66dbb34d93b40ceece68f0bc4e8f4c1500,d0a208e38c2af6b15bbf57fb9b1efeb1de7629c620fab4459f02467e84103dbb,b3ba682530bb9ad048219bd065ac7151de83b96e4ace3b7006a7469c6b52a836,629a88b512c03e8319cfdd230137a4d491432a14f9ee3dcc263e9b43e194fe45,9b43f8b68bba9059ef54b216beaf6f9670d190efbb18a64c3dfeb96d9e72b696,4531e22306155512f8aa04fa455f04e1f86968433271a4696e97bbef018673c4,1e7852a952f2518456b6c6a666485be78ef64f5ae16cd64a95b2da26b2c6881d,00843b4014f4622b0cfbf5adde5cd12a218cd645f6208a358ef3b91e2b4546bc,13deeda2cdc41e9023069861f3c1990953fcc2ec83482e26174f1e7ca490489e
"0","41.77","0","0","2.28","0","15","0","0.3","10000","0","31001","0","0","100101","0.25","0","376","2.73","0","51.04","0","0","20","0","0","0","5.67","0","0","0","0","0","0","0","1","0","0","0"
"0","62.65","0","0","2.73","0","30","0","0.45","20000","0","31001","0","0","100101","0.37","0","451.2","3.27","0","61.24","0","0","20","0","0","0","8.5","0","0","0","0","0","0","0","2","0","0","0"
"0","83.54","0","0","3.19","0","100","0","0.6","30000","0","31001","0","0","100101","0.5","0","526.4","3.82","0","71.45","0","0","20","0","0","0","11.34","0","0","0","0","0","0","0","3","0","0","0"
"0","104.5","0","0","3.64","0","120","0","0.75","40000","0","31001","0","0","100101","0.62","0","601.6","4.36","0","81.66","0","0","20","0","0","0","14.17","0","0","0","0","0","0","0","4","0","0","0"
"0","125.4","0","0","4.1","0","150","0","0.9","50000","0","31001","0","0","100101","0.75","0","676.8","4.91","0","91.87","0","0","20","0","0","0","17.01","0","0","0","0","0","0","0","5","0","0","0"
"0","167.1","0","0","4.79","0","0","0","1.2","0","0","31001","0","0","100101","1","10","789.5","5.73","2","1847.2","0","0","120","0","0","0","22.68","0","0","0","0","0","0","0","6","0","0","0"
"0","36.75","0","0","1.94","0","15","0","0.25","10000","0","31002","0","42.15","100201","0.22","0","330.8","2.28","0","0","0","0","0","0","0","0","0","0","0","0","0","4.68","0","0","1","0","0","0"
"0","55.12","0","0","2.32","0","30","0","0.37","20000","0","31002","0","50.58","100201","0.33","0","396.9","2.73","0","0","0","0","0","0","0","0","0","0","0","0","0","7.02","0","0","2","0","0","0"
"0","73.5","0","0","2.71","0","100","0","0.5","30000","0","31002","0","59.01","100201","0.44","0","463","3.19","0","0","0","0","0","0","0","0","0","0","0","0","0","9.36","0","0","3","0","0","0"
"0","91.87","0","0","3.1","0","120","0","0.62","40000","0","31002","0","67.44","100201","0.55","0","529.2","3.64","0","0","0","0","0","0","0","0","0","0","0","0","0","11.7","0","0","4","0","0","0"
"0","110.3","0","0","3.49","0","150","0","0.75","50000","0","31002","0","75.87","100201","0.66","0","595.3","4.1","0","0","0","0","0","0","0","0","0","0","0","0","0","14.04","0","0","5","0","0","0"
"0","147","0","0","34.07","0","0","0","1","0","0","31002","0","548.6","100201","0.88","0","694.5","4.79","0","0","0","0","0","0","0","0","0","0","0","0","30","18.72","0","0","6","0","0","0"
"0","40.62","0","0","2.51","0","15","0","0.3","10000","0","31003","0","0","100301","0.28","0","365.6","2.73","0","51.04","0","0","15","0","0","0","5.67","0","0","0","0","0","0","0","1","0","0","0"
"0","60.93","0","0","3.01","0","30","0","0.45","20000","0","31003","0","0","100301","0.42","0","438.7","3.27","0","61.24","0","0","15","0","0","0","8.5","0","0","0","0","0","0","0","2","0","0","0"
"0","81.24","0","0","3.51","0","100","0","0.6","30000","0","31003","0","0","100301","0.56","0","511.9","3.82","0","71.45","0","0","15","0","0","0","11.34","0","0","0","0","0","0","0","3","0","0","0"
"0","101.6","0","0","4.01","0","120","0","0.75","40000","0","31003","0","0","100301","0.7","0","585","4.36","0","81.66","0","0","15","0","0","0","14.17","0","0","0","0","0","0","0","4","0","0","0"
