a1c6395d547987cfa138cac1c008bd6b4fec08dd270658c99df2f9fc014e99c0,cee50c2bdedf5e9ebb93c9a5344abe703933307f70bbd9699c319b21352fd4aa,e302ded1ec9ce43ccd3aac11744389eb1a4d8fb13f0036b5ac1338f7a4a39e15,ef486bd3fb74144154bd5800ebbf0b65009ad68450951a20be3e00c12f17f084,91742ad477b36c04d9276bd90df88f1b584ad405d38286e0fe5807eba85541dd,6abd551970753a01d35b675e1e10f3cbe96d3e5ffc3c370712bb4fcddad3f2af,81d583338d7664ac6a1aafbe941fdcfb167b90a044a0fa499fb05d431ed5ee2a,5d4038326153ea348a77ac5056edbdb79d08ed1b9f79411a91d3a0a981345d8f
"3","0","1","27","0","2019/07/15 15:59:00","106101","2019/07/01 16:00:00"
"3","0","2","28","0","2019/07/26 15:59:59","101401","2019/07/15 16:00:00"
"1","0","3","29","0","2019/08/01 15:59:59","105501","2019/07/26 16:00:00"
"3","0","4","29","0","2019/08/01 15:59:59","106301","2019/07/26 16:00:00"
"2","0","5","29","0","2019/08/01 15:59:59","101501","2019/07/26 16:00:00"
"3","0","6","30","0","2019/08/15 15:59:59","109201","2019/08/01 16:00:00"
"3","0","7","31","0","2019/08/28 15:59:59","109401","2019/08/15 16:00:00"
"3","0","8","32","0","2019/09/02 15:59:59","103601","2019/08/28 16:00:00"
"3","0","9","32","0","2019/09/02 15:59:59","101401","2019/08/28 16:00:00"
"3","0","10","32","0","2019/09/02 15:59:59","104401","2019/08/28 16:00:00"
"2","0","11","32","0","2019/09/02 15:59:59","100701","2019/08/28 16:00:00"
"2","0","12","32","0","2019/09/02 15:59:59","102701","2019/08/28 16:00:00"
"2","0","13","32","0","2019/09/02 15:59:59","103801","2019/08/28 16:00:00"
"3","0","17","33","0","2019/09/09 15:59:59","109501","2019/09/02 16:00:00"
"3","0","18","33","0","2019/09/09 15:59:59","107101","2019/09/02 16:00:00"
"3","0","19","34","0","2019/09/17 15:59:59","109501","2019/09/09 16:00:00"
"3","0","20","35","0","2019/09/20 15:59:59","103601","2019/09/17 16:00:00"
"2","0","21","35","0","2019/09/20 15:59:59","102001","2019/09/17 16:00:00"
"1","0","22","35","0","2019/09/20 15:59:59","100401","2019/09/17 16:00:00"
"3","0","23","36","0","2019/10/01 15:59:59","109601","2019/09/20 16:00:00"
"3","0","24","37","0","2019/10/15 15:59:59","109701","2019/10/01 16:00:00"
"3","0","25","38","0","2019/10/18 15:59:59","104401","2019/10/15 16:00:00"
"3","0","26","38","0","2019/10/18 15:59:59","101001","2019/10/15 16:00:00"
"2","0","27","38","0","2019/10/18 15:59:59","101701","2019/10/15 16:00:00"
"3","0","28","39","0","2019/11/01 15:59:59","109901","2019/10/18 16:00:00"
"3","0","29","40","0","2019/11/15 15:59:59","110001","2019/11/01 16:00:00"
"3","0","30","41","0","2019/11/19 15:59:59","107501","2019/11/15 16:00:00"
"3","0","31","41","0","2019/11/19 15:59:59","107801","2019/11/15 16:00:00"
"3","0","32","42","0","2019/12/02 15:59:59","110301","2019/11/19 16:00:00"
"3","0","33","43","0","2019/12/13 15:59:00","110401","2019/12/02 16:00:00"
"3","0","34","44","0","2019/12/16 15:59:59","107701","2019/12/13 16:00:00"
"3","0","35","44","0","2019/12/16 15:59:59","107901","2019/12/13 16:00:00"
"3","0","36","45","0","2019/12/30 15:59:59","110601","2019/12/16 16:00:00"
"3","0","37","46","0","2020/01/02 15:59:59","104401","2019/12/30 16:00:00"
"2","0","38","46","0","2020/01/02 15:59:59","100601","2019/12/30 16:00:00"
"2","0","39","46","0","2020/01/02 15:59:59","100701","2019/12/30 16:00:00"
"2","0","40","46","0","2020/01/02 15:59:59","103101","2019/12/30 16:00:00"
"1","0","41","46","0","2020/01/02 15:59:59","102201","2019/12/30 16:00:00"
"3","0","42","47","0","2020/01/10 15:59:59","110701","2020/01/02 16:00:00"
"3","0","43","48","0","2020/01/21 15:59:00","110801","2020/01/10 16:00:00"
"3","0","44","49","0","2020/01/28 15:59:59","107001","2020/01/21 16:00:00"
"3","0","45","49","0","2020/01/28 15:59:59","106101","2020/01/21 16:00:00"
"3","0","46","49","0","2020/01/28 15:59:59","107101","2020/01/21 16:00:00"
"3","0","47","49","0","2020/01/28 15:59:59","102901","2020/01/21 16:00:00"
"3","0","48","49","0","2020/01/28 15:59:59","105301","2020/01/21 16:00:00"
"3","0","49","49","0","2020/01/28 15:59:59","101201","2020/01/21 16:00:00"
"3","0","50","49","0","2020/01/28 15:59:59","101801","2020/01/21 16:00:00"
"3","0","51","49","0","2020/01/28 15:59:59","104901","2020/01/21 16:00:00"
"3","0","52","49","0","2020/01/28 15:59:59","103201","2020/01/21 16:00:00"
"3","0","53","49","0","2020/01/28 15:59:59","104301","2020/01/21 16:00:00"
"3","0","54","49","0","2020/01/28 15:59:59","100901","2020/01/21 16:00:00"
"3","0","55","49","0","2020/01/28 15:59:59","101101","2020/01/21 16:00:00"
"3","0","56","49","0","2020/01/28 15:59:59","101001","2020/01/21 16:00:00"
"3","0","57","49","0","2020/01/28 15:59:59","102801","2020/01/21 16:00:00"
"3","0","58","49","0","2020/01/28 15:59:59","103001","2020/01/21 16:00:00"
"3","0","59","49","0","2020/01/28 15:59:59","105701","2020/01/21 16:00:00"
