54a526ce3e2d7729a5d1bd2b3ce2ac6eb5e803d6a6179384ae446084f1041700,02ba69e2e9a156d53023f17c83491f73a36a64e0d80139c722b4438a7a9fe8bb,85bdec6aa9eb21cbbe7cd96930dce6c43162a58019977f1af12d7c42fa150293,80a746d33f574a6d7e950c40c924303e4f23993d0438629adbe8cb23ddcdc7fd,9619c78adebf97dc36a5c3c93f3ffdca8d49d2439632260788f09e59fc38e534,ab12c3dda31be870d149fb97eea787cc8b6ec2ac176005acb6fed03cffc1e3c3
"vo_caravan_105801_start_001","vo_caravan","1","11101","1","1"
"vo_caravan_105801_start_002","vo_caravan","1","11102","1","1"
"vo_caravan_105901_start_001","vo_caravan","2","12101","1","1"
"vo_caravan_105901_start_002","vo_caravan","2","12102","1","1"
"vo_caravan_106001_start_001","vo_caravan","3","13101","1","1"
"vo_caravan_106001_start_002","vo_caravan","3","13102","1","1"
"vo_caravan_106401_start_001","vo_caravan","4","14101","1","1"
"vo_caravan_106401_start_002","vo_caravan","4","14102","1","1"
"vo_caravan_105801_dice_001","vo_caravan","1","21101","2","1"
"vo_caravan_105801_dice_002","vo_caravan","1","21102","2","1"
"vo_caravan_105901_dice_001","vo_caravan","2","22101","2","1"
"vo_caravan_105901_dice_002","vo_caravan","2","22102","2","1"
"vo_caravan_106001_dice_001","vo_caravan","3","23101","2","1"
"vo_caravan_106001_dice_002","vo_caravan","3","23102","2","1"
"vo_caravan_106401_dice_001","vo_caravan","4","24101","2","1"
"vo_caravan_106401_dice_002","vo_caravan","4","24102","2","1"
"vo_caravan_105801_slot_001","vo_caravan","1","31101","3","1"
"vo_caravan_105901_slot_001","vo_caravan","2","32101","3","1"
"vo_caravan_106001_slot_001","vo_caravan","3","33101","3","1"
"vo_caravan_106401_slot_001","vo_caravan","4","34101","3","1"
"vo_caravan_105801_dish_001","vo_caravan","1","41101","4","1"
"vo_caravan_105801_dish_002","vo_caravan","1","41102","4","1"
"vo_caravan_105901_dish_001","vo_caravan","2","42101","4","1"
"vo_caravan_105901_dish_002","vo_caravan","2","42102","4","1"
"se_caravan_food_peko","se_caravan","1","42201","4","2"
"se_caravan_food_coccoro","se_caravan","2","42202","4","2"
"se_caravan_food_kyaru","se_caravan","3","42203","4","2"
"se_caravan_food_coccoro","se_caravan","4","42204","4","2"
"se_caravan_food_onigiri","se_caravan","100","42205","4","2"
"vo_caravan_106001_dish_001","vo_caravan","3","43101","4","1"
"vo_caravan_106001_dish_002","vo_caravan","3","43102","4","1"
"vo_caravan_106401_dish_001","vo_caravan","4","44101","4","1"
"vo_caravan_106401_dish_002","vo_caravan","4","44102","4","1"
"vo_caravan_onigiri_dish_001","vo_caravan","100","45101","4","1"
"vo_caravan_105801_goal_001","vo_caravan","0","61101","6","1"
"vo_caravan_105801_win_001","vo_caravan","0","61201","61","1"
"vo_caravan_105801_lose_001","vo_caravan","0","61301","62","1"
"vo_caravan_105901_goal_001","vo_caravan","0","62101","6","1"
"vo_caravan_105901_win_001","vo_caravan","0","62201","61","1"
"vo_caravan_105901_lose_001","vo_caravan","0","62301","62","1"
"vo_caravan_106001_goal_001","vo_caravan","0","63101","6","1"
"vo_caravan_106001_win_001","vo_caravan","0","63201","61","1"
"vo_caravan_106001_lose_001","vo_caravan","0","63301","62","1"
"vo_caravan_118501_goal_001","vo_caravan","0","64101","6","1"
"vo_caravan_106401_goal_001","vo_caravan","0","65101","6","1"
"vo_caravan_106401_win_001","vo_caravan","0","65201","61","1"
"vo_caravan_106401_lose_001","vo_caravan","0","65301","62","1"
"vo_caravan_105801_appraise_001","vo_caravan","0","71101","7","1"
"vo_caravan_105901_appraise_001","vo_caravan","0","72101","7","1"
"vo_caravan_106001_appraise_001","vo_caravan","0","73101","7","1"
"vo_caravan_106401_appraise_001","vo_caravan","0","74101","7","1"
"vo_caravan_105801_result_001","vo_caravan","0","81101","8","1"
"vo_caravan_105901_result_001","vo_caravan","0","82101","8","1"
"vo_caravan_106001_result_001","vo_caravan","0","83101","8","1"
"vo_caravan_106401_result_001","vo_caravan","0","84101","8","1"
"vo_caravan_319700_dice_001","vo_caravan","11","211101","2","1"
"vo_caravan_319700_dice_002","vo_caravan","11","211102","2","1"
"vo_caravan_319800_dice_001","vo_caravan","12","212101","2","1"
"vo_caravan_319800_dice_002","vo_caravan","12","212102","2","1"
"vo_caravan_319900_dice_001","vo_caravan","13","213101","2","1"
"vo_caravan_319900_dice_002","vo_caravan","13","213102","2","1"
