7bf375e4805016b5ca16a51b0574e22eba96994e5c66da585a6d67dbd81b3589,b6bfc9e3af079c8ef09f18b1deb223b5737c18f6a713ee4dd78cbdf4be5e4434,e6a049ef188eb59b36fa1a6d7c4c0a61898f6a6bc52a9b14de4ddc2600f72df5,f573781e3d275138901df411470fb7a9dde776351f92fdf4db83168a5ab81740,bfbf784ccb297eb6ef2d45705faf91737e265e04c03c5960f31245c9e5974d42,29f3876ad3a7d32df4b2ea4e8fbf027d3b0ca9d01d7cffcd518d0301c95d0d63,937633a8eb4e735280cf08f07a5cb518f1d4a667ef36cdf94cc4e288773eb2ee,4b50e43e66d090809fc38e7bdc219ddd946659cdb285da077f54f611e95a3040,692e77de33c7939f56054c7eaf5321aee7135665f681fc5be75b50dbbe276d8e,3c0cdf51a6269f21a5c2f4c619a838fb5c705e95dbe8e64efba212fc3cebfe2c,e892245d58dcaf8d6583adc1d5997a4890da9a7b70d87f0723aa1eeac8349cfd,0d0b5b320424e928d7f0e08bd8c6d598ac1cc78f1ce1fbb5612c9594e2ad03ab,90f39742996e3f876edd902ca873fc5ddeca69313c87d150a4065c3c7aab0e16,f5f3d9974df9435e2c5fa515a445e5b5659c3993b591ea51af1e9afcc813ba83,55d9fc305af234b4303efa68802994a7ba7b4e027d842fdcc312cc22aae88ac6,dc8b54c5b798139a8f1216b1eaf1392bec883bc3200c068c8af53f2e3990a1a2,c53379782038932f133e9397ed57ceb0ed862fa41fd42640de1abe65d7ac8872,aa2cc09883698072dc667eaf4ce2cb970771dabb4beea1be898f2470a51333b4,97f571039c677bbcc8412091bec5f99ae2b0490b551c1b9de3db2cb02b7ace4d,2cec61e6fad8a5c7903b186c9ed99e31cdb75fca5f3e3db48e8d996b295d40b8,a8f1a43328c89774ab825c54fa4b6dbd07ffcf6b091bb2e4e7215c4fe1d55413,d5efcceef7db27960b00c7facab55c5cd61369cf3136569edb4f1e40bc209808,009362cbed28877e5863877c1fbb862177520f97f661ddbe050b510d33851e2a,821479dd3a41d3b0214c2925ac832dca1a4826cea4f45b1bb00cecac001645f8,6e2922296cf20a9caba72973859c3c5511e61c07319ae16076c93344192787b8,1442a2f5ddb9c60d97e78863679727b3ad653b911c76d4cc319b6623b3f28b26,d81379a89b719d767b47233f77b2bb27354c3f46d4314056b0a6caff4faef3aa,add1d1bcebade2380e6ada765a8d65b92c8964fdb28c9efa709ea9c0f85bdcfb,2b14d05fecf3dcfa2b1e964e2a612091d341b8cdd0bf04f1beaf744510734cdb,11840906b469075ab156832899836e30c60a2749f2333dfee7aa1dcfa891c8cc,b65363e085f6bcc6451d01eb66dc8cbfb9142c83f9bb308e9ce8ba87761e977f,85f23eeccb977ac8a96180a7697c15f78b4b86e3be456a8d3f439736ae1588e6,7877e8f33518e5a8acc3663e1385f7c951ccf11bc4c8c0b12988602f9e42dc39,6169f8ad7a2356fad2bc2aa86daab835cd02abacd03316419ffedb04ec651df8,3aa50e5587d31d219e405fd160e79c62204617b0586d2ddbceb2c1feb4de5036,4bcd72ee7dda7757826d4fbbd49aba299ff21ba19ffe5b51b418a27ec2e25ceb,386d90574983a332aac978692414d7432564da7e4ba03da1282f422ad60af968,2b73d0193371f49ad4f26ddb0330542ac1b36c7716d4ae188e27d351a919c328,d24068c9995ec5ea7a9572ba2b59ef5d58e5b7aae57cb6c350b4018f5b806ba5,fc2c3cb08f8ca715f8a47a745353596794b9ca233047e9353eb96893c1d62a85,7fa54705ea8da6884b38755986b50cc7e2963fb75d6c8c9dba16701198845a16,bd7f203f2ed7f05c906431271e1875e5c31721f4b7ddd68021a517a96ac5196f,d7cd7c39b4f4844d5eeb435c3ca3a1efa022e965ca74a1fd4a4affdae9c9e691,599cb6644ba2bb268b4c5f9bda68410fd640a32103eec1e82e7ef1eb3c6b96b3,c213662c81310ddc7790284df42daead8c0fcf5d7c89ac486da73fb9b644d098,02f6f6cb93c483d239cc0373b1f0b32b770ba430a96574c9d40654a846ddc898,1817c37e1510acad5bdb858eba82927794153c7417b66d786c7cfa801a89b3fa
"770","10001101","0.6","0","bgm_M47","0","81000105","10001101","BOSS戰(NORMAL)","0","0","1","1","2018/09/19 15:59:59","0","610001011","270","1","100000","1","0","1","10","870","-40","1000101","0","1","0","0","0","200010","0.03","610001146","20","0","10001","0","0","81000105","0","bgm_M47","0","0","0","90","2018/08/28 16:00:00"
"450","10001201","0.6","0","bgm_M47","0","81000106","10001201","BOSS戰(HARD)","0","0","1","1","2018/09/19 15:59:59","0","610001021","270","1","100000","1","0","2","10","500","-40","1000102","0","1","0","0","0","200010","0.03","610001216","30","0","10001","0","0","81000106","0","bgm_M47","0","0","0","90","2018/08/28 16:00:00"
"770","10002101","0.6","0","bgm_M102","0","81000205","10002101","BOSS戰(NORMAL)","0","0","1","1","2018/10/28 15:59:59","0","610002011","40","1.3","100000","1","0","1","10","870","-40","1000201","0","1","0","0","0","510021","0.03","610002001","20","0","10002","0","0","81000205","0","bgm_M102","0","5002301","0","90","2018/10/03 16:00:00"
"450","10002201","0.6","0","bgm_M102","0","81000207","10002201","BOSS戰(HARD)","0","0","1","1","2018/10/28 15:59:59","0","610002021","40","1.3","100000","1","0","2","10","500","-40","1000202","0","1","0","0","0","510022","0.03","610002002","30","0","10002","0","0","81000207","0","bgm_M102","0","5002302","0","90","2018/10/03 16:00:00"
"770","10003101","0.6","0","bgm_M109","0","81000305","10003101","BOSS戰(NORMAL)","0","0","1","1","2018/11/25 15:59:59","0","610003011","20","1.1","100000","1","30","1","10","870","-40","1000301","0","1","0","0","0","510031","0.03","610003001","20","0","10003","0","0","81000305","0","bgm_M109","0","5003302","0","90","2018/11/01 15:59:59"
"450","10003201","0.6","0","bgm_M109","0","81000306","10003201","BOSS戰(HARD)","0","0","1","1","2018/11/25 15:59:59","0","610003021","20","1.1","100000","1","30","2","10","500","-40","1000302","0","1","0","0","0","510032","0.03","610003002","30","0","10003","0","0","81000306","0","bgm_M109","0","5003301","0","90","2018/11/01 15:59:59"
"770","10004101","0.6","0","bgm_M116","0","81000405","10004101","BOSS戰(NORMAL)","0","0","1","1","2018/12/24 15:59:59","0","610004011","20","1.1","100000","1","30","1","10","870","-40","1000401","0","1","0","0","0","510041","0.03","610004001","20","0","10004","0","0","81000405","0","bgm_M116","0","5004301","0","90","2018/12/01 16:00:00"
"450","10004201","0.6","0","bgm_M116","0","81000406","10004201","BOSS戰(HARD)","0","0","1","1","2018/12/24 15:59:59","0","610004021","20","1.1","100000","1","30","2","-5","30","-40","1000402","0","1","0","0","0","510042","0.03","610004002","30","0","10004","0","0","81000406","0","bgm_M116","0","5004302","0","90","2018/12/01 16:00:00"
"450","10004301","0.6","0","bgm_M116","0","81000406","10004201","Boss戰(VERYHARD)","0","0","1","1","2018/12/24 15:59:59","0","610004031","20","1.1","100000","1","30","3","-70","500","-40","1000403","0","1","0","0","0","510042","0.03","610004003","30","0","10004","0","1","81000406","0","bgm_M116","0","5004308","0","90","2018/12/01 16:00:00"
"770","10005101","0.6","0","bgm_M124","0","81000505","10005101","BOSS戰(NORMAL)","0","0","1","1","2019/01/25 15:59:59","0","610005011","90","1.3","100000","1","90","1","10","870","-40","1000501","0","1","0","0","0","510051","0.03","610005001","20","0","10005","0","0","81000505","0","bgm_M124","0","5005301","0","90","2019/01/03 16:00:00"
"450","10005201","0.6","0","bgm_M124","0","81000506","10005201","BOSS戰(HARD)","0","0","1","1","2019/01/25 15:59:59","0","610005021","90","1.3","100000","1","90","2","-115","370","-40","1000502","0","1","0","0","0","510052","0.03","610005002","30","0","10005","0","0","81000506","0","bgm_M124","0","5005302","0","90","2019/01/03 16:00:00"
"450","10005301","0.6","0","bgm_M124","0","81000506","10005201","Boss戰(VERYHARD)","0","0","1","1","2019/01/25 15:59:59","0","610005031","90","1.3","100000","1","90","3","58","520","-40","1000503","0","1","0","0","0","510052","0.03","610005003","30","0","10005","0","1","81000506","0","bgm_M124","0","5005308","0","90","2019/01/03 16:00:00"
"770","10006101","0.6","0","bgm_M131","0","81000605","10006101","BOSS戰(NORMAL)","0","0","0.8","1","2019/02/22 15:59:59","0","610006011","120","1.5","100000","1","0","1","14","888","-40","1000601","0","1","0","0","0","510061","0.03","610006001","20","0","10006","0","0","81000605","0","bgm_M131","0","5006301","0","90","2019/02/01 12:00:00"
"450","10006201","0.6","0","bgm_M131","0","81000606","10006201","BOSS戰(HARD)","0","0","0.8","1","2019/02/22 15:59:59","0","610006021","120","1.5","100000","1","0","2","14","42","-40","1000602","0","1","0","0","0","510062","0.03","610006002","30","0","10006","0","0","81000606","0","bgm_M131","0","5006302","0","90","2019/02/01 12:00:00"
"450","10006301","0.6","0","bgm_M131","0","81000606","10006201","Boss戰(VERYHARD)","0","0","0.8","1","2019/02/22 15:59:59","0","610006031","120","1.5","100000","1","0","3","-60","500","-40","1000603","0","1","0","0","0","510062","0.03","610006003","30","0","10006","0","1","81000606","0","bgm_M131","0","5006308","0","90","2019/02/01 12:00:00"
"770","10007101","0.6","0","bgm_M138","0","81000705","10007103","BOSS戰(NORMAL)","0","0","1","1","2019/03/28 15:59:59","0","610007011","140","1.3","100000","1","-50","1","10","482","-40","1000701","0","1","0","0","0","510071","0.03","610007001","20","0","10007","0","0","81000705","0","bgm_M138","0","5007301","0","90","2019/03/06 16:00:00"
"450","10007201","0.6","0","bgm_M138","0","81000706","10007201","BOSS戰(HARD)","0","0","1","1","2019/03/28 15:59:59","0","610007021","140","1.3","100000","1","-50","2","-186","-333","-40","1000702","0","1.3","0","0","0","510072","0.03","610007002","30","0","10007","0","0","81000706","0","bgm_M138","0","5007302","0","90","2019/03/06 16:00:00"
"450","10007301","0.6","0","bgm_M138","0","81000706","10007201","Boss戰(VERYHARD)","0","0","1","1","2019/03/28 15:59:59","0","610007031","140","1.3","100000","1","-50","3","-85","455","-40","1000703","0","1.3","0","0","0","510072","0.03","610007003","30","0","10007","0","1","81000706","0","bgm_M138","0","5007308","0","90","2019/03/06 16:00:00"
"770","10008101","0.6","0","bgm_M165","0","81000805","10008101","BOSS戰(NORMAL)","0","0","1","1","2019/04/21 15:59:59","0","610008011","100","1.5","100000","1","-50","1","-110","1400","-40","1000801","0","1","0","0","0","510081","0.03","610008001","20","0","10008","0","0","81000805","0","bgm_M165","0","5008301","0","90","2019/04/03 16:00:00"
"450","10008201","0.6","0","bgm_M165","0","81000806","10008201","BOSS戰(HARD)","0","0","0.8","1","2019/04/21 15:59:59","0","610008021","100","1.5","100000","1","-50","2","-160","-175","-40","1000802","0","1","0","0","0","510082","0.03","610008002","30","0","10008","0","0","81000806","0","bgm_M165","0","5008302","0","90","2019/04/03 16:00:00"
