8c928dce56888f22356df85bbdf7bb102c9a8ec583d38ad3db2cf775d494861c,99d0de58b3b67eaef91a13998e219b4ecbfb52dcf4021b8803fa9e8ee0c21327,a7eb6715af34559daa273ae34b8f08c655be4926df13ed8fd756cec6cce656dd,31379760a2c63d28c252d5847788aef37fb65e4309a94c0e266c85f70b0981fb,1497258314d1d28e2d039d2d60706f626d003a208df8e69d14966712c2652d4a,74115ecee713ee0d7c5fe50077fff4f003f6e228dbbfc85093ca5f0fc73a6c0e,88f04d16a4f4010b4082d732999a167c06431afe6c43105d7e3260f9ecc990c5,c5aea58f34f04137bad41865ced00ec29d0a277c3872609fa26d4657794668b4,d772de3e2aad6e2d2dce9c2075e54c1a3c44865674b9656629c07dccf3c1f552,7e17d101b67987807aa347aa36f48e41feba4ad06aaa30e717614c8f1ec41585,d4afd47517dc46d6e5564eeaed8e27302a8cc914f835a08716ec06fd08f591b9,4cce13f5cbdab2948996a6ec18b49d9a8c68ac7feb3fd556ed2a6b1e158c1ada,52e390e8a4be444cd81b4459698b496c461d62333b56485815d0add8436aad57,b082e3787f92dfb80e3edc81a744430a4f1ada4bd40b0b842464b688da70f38c
"0","香織（夏日）","4","1","10021","啊啊～好可惜～\n難道你的魂被奄美魔物奪走了嗎～？","110501","0","24015","2.3","2019/12/02 16:00:00","1","2030/12/17 14:59:59","24"
"0","香織（夏日）","4","1","10021","今天的舞蹈也跳得很糟糕呢～\n吃點像苦瓜的東西恢復元氣吧～！","110501","0","24016","2.3","2019/12/02 16:00:00","2","2030/12/17 14:59:59","24"
"0","香織（夏日）","4","1","10021","到處都是奄美魔物，看得我眼花瞭亂～！\n腦袋也昏昏的～！","110501","0","24017","2.3","2019/12/02 16:00:00","3","2030/12/17 14:59:59","24"
"0","香織（夏日）","1","1","10021","船到橋頭自然直、船到橋頭自然直\n下次再努力就好了～！\n到海邊游泳，讓自己煥然一新吧～！","110501","0","24018","2.3","2019/12/02 16:00:00","4","2030/12/17 14:59:59","24"
"0","香織（夏日）","5","1","10021","丟臉的一面\n被你看見了～\n泳裝？　我指的不是泳裝喔～？","110501","0","24019","2.3","2019/12/02 16:00:00","5","2030/12/17 14:59:59","24"
"0","香織（夏日）","2","3","10021","狀態絕佳～！　就按照這個步調\n取回大海的和平吧～！\n歡樂的夏天正在等著我們～！","110501","0","24020","2.3","2019/12/02 16:00:00","6","2030/12/17 14:59:59","24"
"0","香織（夏日）","1","3","10021","不管有幾隻魔物來襲，\n我都不會嚇掉魂喔～！\n哈啾！　啊……不過可能會因為剛剛的噴嚏而掉魂～？","110501","0","24021","2.3","2019/12/02 16:00:00","7","2030/12/17 14:59:59","24"
"0","香織（夏日）","2","3","10021","咿――呀――呀――啊――♪\n戰鬥結束後跳個舞蹈，\n精神百倍呀～！","110501","0","24022","2.3","2019/12/02 16:00:00","8","2030/12/17 14:59:59","24"
"0","香織（夏日）","6","3","10021","咦～？　戰鬥途中\n泳衣不知道跑去哪了～？\n喂，你有看到嗎～？\n為什麼要離開呢～？","110501","0","24023","2.3","2019/12/02 16:00:00","9","2030/12/17 14:59:59","24"
"0","香織（夏日）","1","3","10021","我還很有精神喔～！\n不管是奄美魔物還是別的，\n儘管來～吧～♪","110501","0","24024","2.3","2019/12/02 16:00:00","10","2030/12/17 14:59:59","24"
"0","香織（夏日）","2","3","10021","我的空手道可是世界最強的～！\n只要夏日陽光和蔚藍大海常伴左右，\n我們就能所向無敵喔～！","110501","0","24025","2.3","2019/12/02 16:00:00","11","2030/12/17 14:59:59","24"
