56f3372436654cd9acefae2c806258fc500107054a6a3b33b2f36c25e5be6531,2f46f41e8aecaa70e2ca7b88208a7fd436e551bb944e82452ec98b71e2adace7,f218e776c42e4951151eede60381b0ce6871a46c83f98cb837ac556e619cf5c8,1e291960c973d291cd7d6eed335ac252b37290b654e65830aeb14bd4c6963d55,54fe891f867d01c139c2aa5f799b61a179fd73f7c0abebbb7225857cfd4ccc46,2b1e77e7989d141b187dc5b9ae0dbbf3a6fae63a7684314c6cbd59e95b564342,0c885006d3ad8da7625bf5aa7a6c42be35c5b4e3742d70abe510283748071deb,1b4cd24ec2a9fbf41b05d55830a540d2abf09b7e40d56d17555872dc1667d440,8bff030fae3a99e7f72003973b469091b837dd1b770c0d140f265ce375ebd702,ca28490943f286a03ee7faaf7789652cab6ef891f2e08b33934d78fb53564f49,1723683b04231f6999e79a83befcc4d6cd896eb1ac00b75bc8be55a9d79f3d8f,1b47c47912eeea29995581c9b60b20c63a5c4721a37745f81018593ed57777de,93eb751ea051ddf608062b1e50a13d4b1bd4ccf8925beecdae1bbefe046de1bf,7522710676e3674f5e476a5227f159b992a6f0c05e40577bee4b7f9934389696,d63dc8fd643169e01f2e809c2694841bf9a2c46b0ab8234ca6738df2fbf8afb0
"40001","0","20012","0","0","20011","1","0","1","2001","0","1","2","7","0"
"40001","0","20022","0","0","20021","1","0","1","2002","0","1","2","7","0"
"40001","0","20032","0","0","20031","1","0","1","2003","0","1","2","7","0"
"40001","0","20042","0","0","20041","1","0","1","2004","0","1","2","7","0"
"40001","0","20052","0","0","20051","1","0","1","2005","0","1","2","7","0"
"40001","0","20062","0","0","20061","1","0","1","2006","0","1","2","7","0"
"40001","0","20072","0","0","20071","1","0","1","2007","0","1","2","7","0"
"40001","0","20082","0","0","20081","1","0","1","2008","0","1","2","7","0"
"40001","0","20092","0","0","20091","1","0","1","2009","0","1","2","7","0"
"40001","0","20102","0","0","20101","1","0","1","2010","0","1","2","7","0"
"40001","0","20112","0","0","20111","1","0","1","2011","0","1","2","7","0"
"40001","0","20122","0","0","20121","1","0","1","2012","0","1","2","7","0"
"40001","0","20132","0","0","20131","1","0","1","2013","0","1","2","7","0"
"40001","0","20142","0","0","20141","1","0","1","2014","0","1","2","7","0"
"40001","0","20152","0","0","20151","1","0","1","2015","0","1","2","7","0"
"40001","0","20162","0","0","20161","1","0","1","2016","0","1","2","7","0"
"40001","0","20172","0","0","20171","1","0","1","2017","0","1","2","7","0"
"40001","0","20182","0","0","20181","1","0","1","2018","0","1","2","7","0"
"40001","0","20192","0","0","20191","1","0","1","2019","0","1","2","7","0"
"40001","0","20202","0","0","20201","1","0","1","2020","0","1","2","7","0"
"40001","0","20212","0","0","20211","1","0","1","2021","0","1","2","7","0"
"40001","0","20222","0","0","20221","1","0","1","2022","0","1","2","7","0"
"40001","0","20232","0","0","20231","1","0","1","2023","0","1","2","7","0"
"40001","0","20242","0","0","20241","1","0","1","2024","0","1","2","7","0"
"40001","0","20252","0","0","20251","1","0","1","2025","0","1","2","7","0"
"40001","0","20262","0","0","20261","1","0","1","2026","0","1","2","7","0"
"40001","0","20272","0","0","20271","1","0","1","2027","0","1","2","7","0"
"40001","0","20282","0","0","20281","1","0","1","2028","0","1","2","7","0"
"40001","0","30012","0","0","30011","1","0","1","3001","40","1","1","7","0"
"40001","0","30022","0","0","30021","1","0","5","3002","40","1","1","7","0"
"40001","0","30032","0","0","30031","1","0","6","3003","40","1","1","7","0"
"40001","0","30042","0","0","30041","2","0","6","3004","-58","1","1","0","0"
"40001","0","30052","0","0","30051","1","0","1","3005","-42","1","1","-20","0"
"40001","0","30062","0","0","30061","1","0","5","3006","-42","1","1","-20","0"
"40001","0","30072","0","0","30071","1","0","1","3007","0","1","1","40","0"
"40001","0","30082","0","0","30081","1","0","5","3008","0","1","1","40","0"
"40001","0","30092","0","0","30091","1","0","6","3009","0","1","1","40","0"
"40001","0","40012","0","0","40011","1","0","1","4001","0","2","1","0","0"
"40001","0","40022","0","0","40021","1","0","5","4002","0","2","1","0","0"
"40001","0","40052","0","0","40051","1","0","1","4005","0","2","1","0","0"
"40001","0","40062","0","0","40061","1","0","5","4006","0","2","1","0","0"
"40001","0","40072","0","0","40071","2","0","6","4007","0","2","1","0","0"
"40004","0","40092","0","0","40091","2","0","6","4009","0","2","1","0","0"
"40004","0","40102","0","0","40101","1","0","1","4010","0","2","1","0","0"
"40004","0","40112","0","0","40111","1","0","5","4011","0","2","1","0","0"
"40001","0","40122","0","0","40121","1","0","6","4012","0","2","1","0","0"
"40004","0","40132","0","0","40131","1","0","1","4013","0","2","1","0","0"
"40004","0","40142","0","0","40141","1","0","5","4014","0","2","1","0","0"
"40001","0","40152","0","0","40151","1","0","6","4015","0","2","1","0","0"
"40004","0","40162","0","0","40161","1","0","1","4016","0","2","1","0","0"
"40004","0","40172","0","0","40171","1","0","5","4017","0","2","1","0","0"
"40001","0","40182","0","0","40181","1","0","6","4018","0","2","1","0","0"
