290e3a749655ab499e3f035dc62108e909476a0cb10f161425ed374a7e3a9c96,6073013ec2f1dd858bd7d9184e4b1ac702f9f4021ec817ccb0160007462de0f7,ef6d3d2ced6e3d383bfd5b53d2c273251b6b0b77b8969c121c8a4cd09cdb0487,30612a0734873c78edb2302f73b2a74c05de36dd7476fa2bfb2721ba3758e244,2f58332f1625d82a0963248dc02c4ad9ed92fa2a125f55b8e599432022834363,eb0db6746d5d5a7d69af31bb1e264e07c5f430b5abffc34a733a4a0c5292e28b,c18922286be691fe2f7f2184e8b95e2ad33a3032ec8c8f423119f746afa1b42c,084f4313b015aacc7a156f8741928528483659cf5dee5db451c813df06a11848,6512e71cef84437924bc666d4d1a44525c1770d0f7b8b867b932e720f1db2030,d3b9122cf6257ca8b9987db551ff7975e92f25bfc1fb405008401077b2f9bfb7,a9df74ab3c228eccee904f8051fbb1a73cd180ba8629c522e9865d5477ec9c96,88390f31c87d7535b868ba026c0b08284f62a2d055be9d1ab023d9e9c2494ba1,a9123e852d909eb26f2a8ba55ad401b1494598e8e3dbad57a076d8a2747556f9,4ee83400cb2d86ac0527842df9509f885dae13d92f61faf3040844becb48660a,5339f4382330adacc88ac325d05ad6865bd7c32866b56e6655e3b4f979930f30,d89af47075b8d7ad4ba611502a792fbd8084a4cb19ff435522bfeed432267746,0b7f9d922b4c3e79cd381de0372ff2deb950cb728d5a474b9d79de0ae40da634,67ebeb943caf40ae9a6d58d02d5394864c25ba88da2139cf5d934692f7bc04e6,7eec619c45521cb48e75f971e8a63f2c6536c608a023180ca4a6b1255ea665a1,f95d5a1b69822a2ec9b477066928d22d152ae109dd974bee48c1edcc7b6372e9,0022cbd2f6e8261e2beec5ec133844cb760da65da23bf2243702b6d19f6fcfa4,1f6d71292be0250c34d9abb17e7ce3bb4e9e2f39a6c466219792e3d3ee742c71,dff73e466d41c5bec912abd098b203ff7645b0502ba4282eb25f02300597e488,af05d0af192adc67ce6b20f2245cde4f8d2b86d6f575ea451bb07e2d4e254381,37a6233a06552ef832c027da0e5757612f5076ffa5ee19efdabfe847d3835f4c,ce243bec049099d852ced2a2d5de640f534c27d696a92cae322c728b6c7ffb89,d1d74862ba801e46c3e79936187f70081923a4320ab58f16a465f483172c2577,ab83a31ff1673cb123433ab1099e238d73656304d77f3876c57389bca8f1cd08,f8863eb78554e0f0e8e354e5389ea71c253574728bde0abf52fd4e4ee289d69e,353b66f934ba9d79bfce23fa7ee06070af2fd532fc31f1a067c202a31c826c2a,f2f58659200e24977e9f546725d59a29819022d13d0a2c5872255a93dbd60ed0,4e56896054851d84dee6fc780a8170a8fd75035fd770b259a3538e9f70d213e7
"50","0","1000000","0","0","0","31001","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","140000","0","0","0","0","4","0","130011"
"50","0","1000000","0","0","0","31002","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","140000","0","0","0","0","4","0","130021"
"50","0","1000000","0","0","0","31003","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","140000","0","0","0","0","4","0","130031"
"50","0","1000000","0","0","0","31004","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","140000","0","0","0","0","4","0","130041"
"50","0","1000000","0","0","0","31005","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","140000","0","0","0","0","4","0","130051"
"50","0","1000000","0","0","0","31006","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","140000","0","0","0","0","4","0","130061"
"50","0","1000000","0","0","0","31007","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","140000","0","0","0","0","4","0","130071"
"50","0","1000000","0","0","0","31008","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","140000","0","0","0","0","4","0","130081"
"50","0","1000000","0","0","0","31009","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","140000","0","0","0","0","4","0","130091"
"50","0","1000000","0","0","0","31010","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","140000","0","0","0","0","4","0","130101"
"50","0","1000000","0","0","0","31011","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","140000","0","0","0","0","4","0","130111"
"50","0","1000000","0","0","0","31012","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","140000","0","0","0","0","4","0","130121"
"50","0","1000000","0","0","0","31013","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","140000","0","0","0","0","4","0","130131"
"50","0","1000000","0","0","0","31014","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","140000","0","0","0","0","4","0","130141"
"50","0","1000000","0","0","0","31015","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","140000","0","0","0","0","4","0","130151"
"50","0","1000000","0","0","0","31016","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","140000","0","0","0","0","4","0","130161"
"50","0","1000000","0","0","0","31017","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","140000","0","0","0","0","4","0","130171"
"50","0","1000000","0","0","0","31018","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","140000","0","0","0","0","4","0","130181"
