79f6870163462dc4a4e7d3b6a7081393a0cd071fcee3538b65f29f49e27ea270,d9a5f85b1380a286433080fbd0403b9f802668c174774864994c5524f62a64ae,df9a36544a72faf69e160d3af3e0b8509f9fe6a413bb1fe70dae8b1c73685850,a752c0adc2a369888fe8932fb8f5d75dfdf078ac64e456a4e78fe1f656fb6e3d,0c7c0388443dd91a5200e9611768cbdd1da43f3493ba41c1256aa82c9cd6771d,f1388a9e4a54326ef0db40d9d16e3e70864629686b25768bd350606802d16607,dd99fa183d0da18d05606e6d8fcb173f69f43516f46a20c046a14a40278de85a,2062890cb0232baa533b51f9a9646a00ca44b19235daf8b5fc4f1aef186f9ea1,d1432c6906d539d5ad4fccea1fea24b936b507fa85137ef63f40a96234c8d8d5,7b06d4553abeca3bd22e997da51ed8ef5118c23622bd68caeff340f6d9b644c7,66e626e709ea56a30a7085ef62a7c6da43f22166ac286a9c805a4c4a1557c7c5,667900f90096da3c4236974952f8a8a9922ebad0b921987ff65d57ba03617b2d,69792201074a5133ff4347a6d4cef6d08628f7ce87fb3b316db6a41756fef0b2,a804789d932e04655174d5f28f33872e408318f35a6afa3c921f79706853b7ed,34b34240c266f2867d0abf80656f98993a9e5f57ad6ce2b39b1e961ba4f398ab,fc9025f0d68f7793fda6f3e983680c608fcb83c2a582b1b7ec651e3eca928216,8b1c6a6eb8a82768b09f3d5cc5fdf7ed81a069cb057f14eae8802f2102ba5777,6988f7465e38466aec54b1ecc33ab09c9ec8c677169b9037467ed656b994fe21,ff7a77f3b4e61fbd5e7ef6a64df6e3682e272a9646fece504e954b95701efb1b,cf4307ba29ffe923624ec61c2a228dd26582e17b4b959ee910430be1ee98ed2f,bc97b53814f48a85b2fa38838679b0aa8a2f46558c22813d2dc54a3564e1dbb3
"0","40004","0","25","2018/09/21 15:59:59","2018/08/22 16:00:00","1","戰隊競賽開始！\n培育角色挑戰怪獸吧！","2018/09/01","2018/09/21 15:59:59","1001","101011","2018/09/01","90","0","2018/08/31 23:59:59","2018/09/04 16:00:00","0","101011","0","戰隊競賽開始！\n和戰隊夥伴們一起討伐怪物吧！"
"0","40004","0","25","2018/10/22 15:59:59","2018/09/21 16:00:00","1","戰隊競賽開始！\n培育角色挑戰怪獸吧！","2018/10/01","2018/10/22 15:59:59","1002","101021","2018/10/01","90","0","2018/09/30 23:59:59","2018/10/03 16:00:00","0","101021","0","和戰隊夥伴們一起\n討伐強力的怪物吧！"
"0","40004","0","25","2018/11/20 04:59:59","2018/10/22 16:00:00","1","戰隊競賽開始！\n培育角色挑戰怪獸吧！","2018/11/01","2018/11/20 04:59:59","1003","101042","2018/11/01","90","0","2018/10/31 23:59:59","2018/11/05 16:00:00","0","101042","0","和戰隊夥伴們一起\n討伐強力的怪物吧！"
"0","40004","0","25","2018/12/21 15:59:59","2018/11/20 05:00:00","1","戰隊競賽開始！\n培育角色挑戰怪獸吧！","2018/11/30","2018/12/21 15:59:59","1004","101161","2018/11/30","90","0","2018/11/29 23:59:59","2018/12/05 16:00:00","0","101161","0","和戰隊夥伴們一起\n討伐強力的怪物吧！"
"0","40004","0","25","2019/01/22 15:59:59","2018/12/21 16:00:00","1","戰隊競賽開始！\n培育角色挑戰怪獸吧！","2018/12/31","2019/01/22 15:59:59","1005","101171","2018/12/31","90","0","2018/12/30 23:59:59","2019/01/07 16:00:00","0","101171","0","和戰隊夥伴們一起\n討伐強力的怪物吧！"
"0","40004","0","25","2019/02/19 04:59:59","2019/01/22 16:00:00","1","戰隊競賽開始！\n培育角色挑戰怪獸吧！","2019/01/31","2019/02/19 04:59:59","1006","101191","2019/01/31","90","0","2019/01/30 23:59:59","2019/02/01 16:00:00","0","101191","0","和戰隊夥伴們一起\n討伐強力的怪物吧！"
"0","40004","0","25","2019/03/22 04:59:59","2019/02/19 05:00:00","1","戰隊競賽開始！\n培育角色挑戰怪獸吧！","2019/03/01","2019/03/22 04:59:59","1007","101202","2019/03/01","90","0","2019/02/28 23:59:59","2019/03/05 16:00:00","0","101202","0","和戰隊夥伴們一起\n討伐強力的怪物吧！"
"0","40004","0","25","2019/04/22 04:59:59","2019/03/22 05:00:00","1","戰隊競賽開始！\n培育角色挑戰怪獸吧！","2019/04/01","2019/04/22 04:59:59","1008","101292","2019/04/01","90","0","2019/03/31 23:59:59","2019/04/03 16:00:00","0","101292","0","和戰隊夥伴們一起\n討伐強力的怪物吧！"
"0","40004","0","25","2019/05/23 04:59:59","2019/04/22 05:00:00","1","戰隊競賽開始！\n培育角色挑戰怪獸吧！","2019/05/01","2019/05/23 04:59:59","1009","101302","2019/05/01","90","0","2019/04/30 23:59:59","2019/05/07 16:00:00","0","101302","0","和戰隊夥伴們一起\n討伐強力的怪物吧！"
"0","40004","0","25","2019/06/22 04:59:59","2019/05/23 05:00:00","1","戰隊競賽開始！\n培育角色挑戰怪獸吧！","2019/06/01","2019/06/22 04:59:59","1010","101441","2019/06/01","90","0","2019/05/31 23:59:59","2019/06/12 16:00:00","0","101441","0","和戰隊夥伴們一起\n討伐強力的怪物吧！"
