69792201074a5133ff4347a6d4cef6d08628f7ce87fb3b316db6a41756fef0b2,66e626e709ea56a30a7085ef62a7c6da43f22166ac286a9c805a4c4a1557c7c5,a804789d932e04655174d5f28f33872e408318f35a6afa3c921f79706853b7ed,dd99fa183d0da18d05606e6d8fcb173f69f43516f46a20c046a14a40278de85a,d1432c6906d539d5ad4fccea1fea24b936b507fa85137ef63f40a96234c8d8d5,fc9025f0d68f7793fda6f3e983680c608fcb83c2a582b1b7ec651e3eca928216,79f6870163462dc4a4e7d3b6a7081393a0cd071fcee3538b65f29f49e27ea270,6988f7465e38466aec54b1ecc33ab09c9ec8c677169b9037467ed656b994fe21,7b06d4553abeca3bd22e997da51ed8ef5118c23622bd68caeff340f6d9b644c7,bc97b53814f48a85b2fa38838679b0aa8a2f46558c22813d2dc54a3564e1dbb3,667900f90096da3c4236974952f8a8a9922ebad0b921987ff65d57ba03617b2d,ff7a77f3b4e61fbd5e7ef6a64df6e3682e272a9646fece504e954b95701efb1b,2062890cb0232baa533b51f9a9646a00ca44b19235daf8b5fc4f1aef186f9ea1,0c7c0388443dd91a5200e9611768cbdd1da43f3493ba41c1256aa82c9cd6771d,f1388a9e4a54326ef0db40d9d16e3e70864629686b25768bd350606802d16607,a752c0adc2a369888fe8932fb8f5d75dfdf078ac64e456a4e78fe1f656fb6e3d,d9a5f85b1380a286433080fbd0403b9f802668c174774864994c5524f62a64ae,34b34240c266f2867d0abf80656f98993a9e5f57ad6ce2b39b1e961ba4f398ab,df9a36544a72faf69e160d3af3e0b8509f9fe6a413bb1fe70dae8b1c73685850,cf4307ba29ffe923624ec61c2a228dd26582e17b4b959ee910430be1ee98ed2f,8b1c6a6eb8a82768b09f3d5cc5fdf7ed81a069cb057f14eae8802f2102ba5777
"2018/09/01","1001","90","1","2018/09/01","2018/08/31 23:59:59","0","0","2018/09/21 15:59:59","戰隊競賽開始！\n和戰隊夥伴們一起討伐怪物吧！","101011","101011","戰隊競賽開始！\n培育角色挑戰怪獸吧！","2018/09/21 15:59:59","2018/08/22 16:00:00","25","40004","0","0","0","2018/09/04 16:00:00"
"2018/10/01","1002","90","1","2018/10/01","2018/09/30 23:59:59","0","0","2018/10/22 15:59:59","和戰隊夥伴們一起\n討伐強力的怪物吧！","101021","101021","戰隊競賽開始！\n培育角色挑戰怪獸吧！","2018/10/22 15:59:59","2018/09/21 16:00:00","25","40004","0","0","0","2018/10/03 16:00:00"
"2018/11/01","1003","90","1","2018/11/01","2018/10/31 23:59:59","0","0","2018/11/20 04:59:59","和戰隊夥伴們一起\n討伐強力的怪物吧！","101042","101042","戰隊競賽開始！\n培育角色挑戰怪獸吧！","2018/11/20 04:59:59","2018/10/22 16:00:00","25","40004","0","0","0","2018/11/05 16:00:00"
"2018/11/30","1004","90","1","2018/11/30","2018/11/29 23:59:59","0","0","2018/12/21 15:59:59","和戰隊夥伴們一起\n討伐強力的怪物吧！","101161","101161","戰隊競賽開始！\n培育角色挑戰怪獸吧！","2018/12/21 15:59:59","2018/11/20 05:00:00","25","40004","0","0","0","2018/12/05 16:00:00"
"2018/12/31","1005","90","1","2018/12/31","2018/12/30 23:59:59","0","0","2019/01/22 15:59:59","和戰隊夥伴們一起\n討伐強力的怪物吧！","101171","101171","戰隊競賽開始！\n培育角色挑戰怪獸吧！","2019/01/22 15:59:59","2018/12/21 16:00:00","25","40004","0","0","0","2019/01/07 16:00:00"
"2019/01/31","1006","90","1","2019/01/31","2019/01/30 23:59:59","0","0","2019/02/19 04:59:59","和戰隊夥伴們一起\n討伐強力的怪物吧！","101191","101191","戰隊競賽開始！\n培育角色挑戰怪獸吧！","2019/02/19 04:59:59","2019/01/22 16:00:00","25","40004","0","0","0","2019/02/01 16:00:00"
"2019/03/01","1007","90","1","2019/03/01","2019/02/28 23:59:59","0","0","2019/03/22 04:59:59","和戰隊夥伴們一起\n討伐強力的怪物吧！","101202","101202","戰隊競賽開始！\n培育角色挑戰怪獸吧！","2019/03/22 04:59:59","2019/02/19 05:00:00","25","40004","0","0","0","2019/03/05 16:00:00"
"2019/04/01","1008","90","1","2019/04/01","2019/03/31 23:59:59","0","0","2019/04/22 04:59:59","和戰隊夥伴們一起\n討伐強力的怪物吧！","101292","101292","戰隊競賽開始！\n培育角色挑戰怪獸吧！","2019/04/22 04:59:59","2019/03/22 05:00:00","25","40004","0","0","0","2019/04/03 16:00:00"
"2019/05/01","1009","90","1","2019/05/01","2019/04/30 23:59:59","0","0","2019/05/23 04:59:59","和戰隊夥伴們一起\n討伐強力的怪物吧！","101302","101302","戰隊競賽開始！\n培育角色挑戰怪獸吧！","2019/05/23 04:59:59","2019/04/22 05:00:00","25","40004","0","0","0","2019/05/07 16:00:00"
"2019/06/01","1010","90","1","2019/06/01","2019/05/31 23:59:59","0","0","2019/06/22 04:59:59","和戰隊夥伴們一起\n討伐強力的怪物吧！","101441","101441","戰隊競賽開始！\n培育角色挑戰怪獸吧！","2019/06/22 04:59:59","2019/05/23 05:00:00","25","40004","0","0","0","2019/06/12 16:00:00"
