78bafd168460cb393f35518bdf257d4b2ff17a62749052cd6164470418d017e7,2e2750e0421e065fa658385e0e5bb7ccae88943d97a85748bcf6c72c18898626,10896e2036d9325905fd95778f7da4a99c2b07a6ed3b37dab6845355fe1f8c78,2d1fb02d252cf9abbe7456259ae0a708bf700a3d328582aed9d2fa51a528b9d0,67307801f91b47fde958a267e57ade111247cb9904f66682059bec5492d85639,ecb392df258e54ce161695d02423308ac23bd45c30b2d9e1d7a70187d49305aa,02e2bb6577b3dc4f94d0c44e920fa7ad637601e233dc9bba5cc738c023114c75,62ecb185672f8c077322ba5652f1381d371bb4dddf0b5b06ad7cf44daf0035d2,b73b4ee2f6880f8c2e54e6fbaccb5b090444f034ce850507db6f7edfa2f430e7,54761ae4f064b1c8debb9730bf7ff7b3ec1b68fc5aed924f4f42925766dfc918,8674dc32297b97c8434075e08a6f87deddc521942e362f3ece306d3fd66d624c,0c193e884a6d4eb00aa377c38b78c78889f78a339b73c128fff50b3bbbc19c90,1c22849bb477ef8c5d6d4ca2787645be4876406f5d3bfdc9c2e9f01a2f10101a,73ffe546a14543b1e6cafea55cfbcf0c6387472cdf15c76d4f624af077a0b865,d1d0518ed37a4735ee3a71510a01c5432d975a677aa2ef8869d4288228b7c22d,82f9539f7dbbc7da47aa544730dc06885b9ecea00475f25b495ca3ac9e82a95c,76b5639f3e6859f6a85952afb969c6ddf3f124294679b6a2061432f8281a6c3a,9c07a1d5c28ac5f639fa123a760f90e078edb4a488a3f4f08f19edae81af9d09
"0","0","91002","0","0","0","0","1","1","10","8","0","0","500","0","0","0","0"
"0","0","91002","0","0","0","0","11","2","100","8","0","0","50","0","0","0","0"
"0","0","91002","0","0","0","0","101","3","200","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","201","4","500","8","0","0","10","0","0","0","0"
"0","0","91002","0","0","0","0","501","5","1000","8","0","0","5","0","0","0","0"
"0","0","91002","0","0","0","0","1001","6","2000","8","0","0","3","0","0","0","0"
"0","0","91002","0","0","0","0","2001","7","4000","8","0","0","2","0","0","0","0"
"0","0","91002","0","0","0","0","4001","8","7999","8","0","0","1","0","0","0","0"
"0","0","91002","0","0","0","0","8000","9","8000","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","8100","10","8100","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","8200","11","8200","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","8300","12","8300","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","8400","13","8400","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","8500","14","8500","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","8600","15","8600","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","8700","16","8700","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","8800","17","8800","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","8900","18","8900","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","9000","19","9000","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","9100","20","9100","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","9200","21","9200","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","9300","22","9300","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","9400","23","9400","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","9500","24","9500","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","9600","25","9600","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","9700","26","9700","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","9800","27","9800","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","9900","28","9900","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","10000","29","10000","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","10100","30","10100","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","10200","31","10200","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","10300","32","10300","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","10400","33","10400","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","10500","34","10500","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","10600","35","10600","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","10700","36","10700","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","10800","37","10800","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","10900","38","10900","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","11000","39","11000","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","11100","40","11100","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","11200","41","11200","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","11300","42","11300","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","11400","43","11400","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","11500","44","11500","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","11600","45","11600","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","11700","46","11700","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","11800","47","11800","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","11900","48","11900","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","12000","49","12000","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","12100","50","12100","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","12200","51","12200","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","12300","52","12300","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","12400","53","12400","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","12500","54","12500","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","12600","55","12600","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","12700","56","12700","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","12800","57","12800","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","12900","58","12900","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","13000","59","13000","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","13100","60","13100","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","13200","61","13200","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","13300","62","13300","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","13400","63","13400","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","13500","64","13500","8","0","0","30","0","0","0","0"
"0","0","91002","0","0","0","0","13600","65","13600","8","0","0","30","0","0","0","0"
